col_date,col_heure,col_station,col_polluant,col_valeur,col_unite,col_indice_qualite,col_latitude,col_longitude
2024-08-27 00:00:00,5.29,Haussmann Saint-Lazare 2,O3,77.51,µg/m³,3.5,50.01426,3.916045
2024-03-24 00:00:00,2.37,Gare du Nord 5,CO,81.39,µg/m³,6.94,50.660213,1.612577
2024-07-01 00:00:00,2.49,Matabiau 5,NO2,69.06,µg/m³,1.89,51.289109,1.345132
2024-09-25 00:00:00,1.42,Matabiau 2,PM2.5,28.67,µg/m³,7.89,47.683017,3.996272
2024-07-23 00:00:00,4.37,Haussmann Saint-Lazare 5,CO,54.2,µg/m³,1.97,45.518237,5.505081
2024-11-24 00:00:00,4.92,Saint-Charles 7,PM2.5,72.42,µg/m³,3.83,45.00288,2.319462
2024-02-18 00:00:00,6.79,Montparnasse 9,PM10,10.23,µg/m³,2.86,46.353788,0.165538
2024-09-03 00:00:00,5.28,Gare de Lyon 1,PM2.5,80.56,µg/m³,1.35,50.202245,4.188311
2024-05-22 00:00:00,2.09,Gare du Nord 7,PM2.5,62.66,µg/m³,5.75,49.799333,2.718107
2024-09-25 00:00:00,6.59,Gare du Nord 5,PM2.5,4.81,µg/m³,6.51,48.311629,0.277477
2024-08-18 00:00:00,5.6,Matabiau 5,CO,67.02,µg/m³,7.47,46.279485,0.088458
2024-07-22 00:00:00,3.81,Saint-Jean 9,PM10,2.14,µg/m³,5.94,46.53321,0.548434
2024-06-03 00:00:00,4.55,Gare du Nord 6,PM10,70.25,µg/m³,3.65,45.820046,0.754
2024-10-09 00:00:00,4.97,Haussmann Saint-Lazare 2,SO2,34.8,µg/m³,5.89,46.761279,-0.661035
2024-10-09 00:00:00,4.58,Gare du Nord 8,PM2.5,22.45,µg/m³,5.53,50.567992,4.668619
2024-06-21 00:00:00,5.75,Saint-Jean 5,NO2,40.01,µg/m³,2.41,50.926446,2.661356
2024-02-13 00:00:00,1.66,Matabiau 3,PM10,80.26,µg/m³,6.11,52.210803,-0.683085
2024-08-05 00:00:00,2.85,Saint-Charles 4,PM2.5,23.05,µg/m³,6.61,51.519146,-1.070193
2024-02-07 00:00:00,8.19,Gare de l'Est 2,CO,51.58,µg/m³,2.96,49.038061,1.290068
2024-04-01 00:00:00,3.06,Montparnasse 9,PM10,51.67,µg/m³,3.12,52.742896,2.310383
2024-10-05 00:00:00,6.26,Gare du Nord 7,PM2.5,62.49,µg/m³,6.49,50.023411,-1.518717
2024-06-18 00:00:00,6.35,Matabiau 4,CO,63.04,µg/m³,2.57,46.347024,0.526044
2024-03-09 00:00:00,3.37,Saint-Jean 6,CO,39.77,µg/m³,5.06,50.602857,5.209113
2024-09-30 00:00:00,4.95,Part-Dieu 8,CO,21.6,µg/m³,7.42,52.550633,3.786986
2024-05-29 00:00:00,1.38,Part-Dieu 9,PM2.5,24.04,µg/m³,2.34,49.616466,0.56688
2024-08-04 00:00:00,6.23,Saint-Charles 6,PM2.5,49.71,µg/m³,3.65,49.519861,1.402155
2024-11-10 00:00:00,3.99,Gare du Nord 8,NO2,45.9,µg/m³,8.16,47.35298,-0.041395
2024-12-13 00:00:00,6.87,Part-Dieu 7,PM2.5,53.04,µg/m³,6.83,48.760318,5.75199
2024-11-08 00:00:00,6.48,Montparnasse 7,PM2.5,72.42,µg/m³,7.76,49.718823,1.987675
2024-11-04 00:00:00,7.43,Matabiau 2,CO,66.45,µg/m³,5.99,48.968053,1.599441
2024-03-06 00:00:00,4.05,Montparnasse 8,PM10,32.86,µg/m³,5.41,50.694723,4.06255
2024-08-11 00:00:00,2.96,Gare de l'Est 3,CO,21.23,µg/m³,8.25,50.673522,-0.643788
2024-01-17 00:00:00,3.96,Saint-Jean 9,CO,38.98,µg/m³,1.21,49.686575,0.01052
2024-06-02 00:00:00,5.41,Gare de l'Est 3,O3,56.03,µg/m³,2.53,46.075427,4.124104
2024-09-30 00:00:00,3.1,Haussmann Saint-Lazare 7,NO2,72.9,µg/m³,3.99,49.522551,-0.258609
2024-07-27 00:00:00,5.29,Saint-Charles 3,PM10,62.19,µg/m³,8.64,45.896713,1.80007
2024-06-19 00:00:00,5.66,Saint-Charles 3,SO2,56.94,µg/m³,4.61,48.518705,2.97979
2024-10-25 00:00:00,2.8,Saint-Charles 9,PM10,43.75,µg/m³,3.29,47.031538,-0.54963
2024-10-10 00:00:00,2.84,Part-Dieu 7,PM2.5,9.07,µg/m³,6.32,52.546601,3.090978
2024-04-29 00:00:00,4.85,Montparnasse 7,SO2,33.7,µg/m³,8.02,48.027194,5.57232
2024-07-27 00:00:00,3.97,Gare de Lyon 8,O3,42.97,µg/m³,1.92,49.183212,5.669411
2024-11-11 00:00:00,8.41,Saint-Jean 2,PM2.5,12.13,µg/m³,7.62,51.43794,2.283612
2024-07-13 00:00:00,6.88,Saint-Jean 7,PM10,18.66,µg/m³,5.07,46.427488,-0.300465
2024-09-29 00:00:00,3.53,Part-Dieu 2,CO,23.4,µg/m³,6.68,46.304411,4.898735
2024-02-08 00:00:00,8.25,Part-Dieu 7,PM10,13.72,µg/m³,8.61,52.135061,2.060092
2024-12-14 00:00:00,2.17,Gare de l'Est 4,NO2,63.16,µg/m³,2.61,49.000452,1.817295
2024-09-15 00:00:00,6.53,Montparnasse 8,PM2.5,47.93,µg/m³,6.35,46.372406,-0.076732
2024-08-19 00:00:00,5.7,Gare de Lyon 6,O3,43.49,µg/m³,4.43,52.658157,0.610353
2024-12-17 00:00:00,5.58,Montparnasse 1,PM10,66.27,µg/m³,7.79,52.541508,5.886442
2024-01-08 00:00:00,3.7,Gare de Lyon 5,PM2.5,74.06,µg/m³,7.57,52.558829,6.018437
2024-06-08 00:00:00,7.11,Saint-Jean 4,PM2.5,83.24,µg/m³,2.92,50.871674,3.532118
2024-02-10 00:00:00,7.16,Gare de Lyon 6,O3,57.13,µg/m³,4.09,52.626598,5.405268
2024-08-06 00:00:00,6.19,Montparnasse 5,PM10,59.86,µg/m³,8.71,47.313449,5.518365
2024-05-21 00:00:00,5.44,Saint-Charles 7,PM10,4.67,µg/m³,4.81,51.704062,-1.087335
2024-06-29 00:00:00,2.49,Part-Dieu 4,O3,5.62,µg/m³,6.28,45.775157,2.034452
2024-08-10 00:00:00,5.7,Saint-Jean 3,NO2,58.74,µg/m³,7.12,51.007789,3.543728
2024-02-02 00:00:00,6.12,Gare du Nord 5,O3,12.63,µg/m³,1.85,50.242717,2.101291
2024-01-29 00:00:00,6.24,Gare de Lyon 8,CO,40.66,µg/m³,8.41,48.619286,3.755009
2024-10-19 00:00:00,7.98,Gare de Lyon 6,PM10,56.87,µg/m³,6.95,48.477458,4.33265
2024-07-08 00:00:00,8.19,Gare de Lyon 5,SO2,15.6,µg/m³,5.79,47.259977,2.437022
2024-05-09 00:00:00,3.05,Matabiau 9,O3,35.04,µg/m³,5.57,46.334753,5.360397
2024-12-14 00:00:00,2.61,Saint-Jean 1,PM10,64.15,µg/m³,4.95,46.309036,1.065607
2024-10-03 00:00:00,4.62,Haussmann Saint-Lazare 4,PM10,80.18,µg/m³,4.36,49.560753,0.780991
2024-05-13 00:00:00,5.03,Matabiau 2,PM2.5,15.53,µg/m³,3.29,50.545685,2.878938
2024-06-02 00:00:00,5.3,Gare du Nord 2,CO,58.16,µg/m³,5.43,48.896589,2.736182
2024-02-05 00:00:00,8.42,Matabiau 3,O3,69.7,µg/m³,1.46,45.660233,5.93641
2024-05-25 00:00:00,1.7,Saint-Jean 5,NO2,68.64,µg/m³,3.76,45.374832,6.071875
2024-10-26 00:00:00,3.28,Part-Dieu 1,SO2,17.98,µg/m³,6.28,46.103386,3.519975
2024-01-31 00:00:00,3.5,Haussmann Saint-Lazare 5,NO2,15.93,µg/m³,4.17,46.471781,-0.292179
2024-11-25 00:00:00,7.14,Saint-Charles 5,SO2,27.16,µg/m³,7.64,48.056769,-1.122959
2024-02-25 00:00:00,6.77,Gare du Nord 9,PM2.5,8.37,µg/m³,5.37,52.618579,1.205413
2024-03-21 00:00:00,3.23,Gare de l'Est 6,PM10,81.46,µg/m³,6.72,46.677015,5.289985
2024-08-04 00:00:00,7.7,Saint-Jean 1,O3,24.11,µg/m³,1.81,47.899507,3.923823
2024-05-12 00:00:00,1.4,Haussmann Saint-Lazare 5,O3,52.2,µg/m³,1.5,52.803698,5.527208
2024-01-09 00:00:00,7.44,Gare de l'Est 1,NO2,4.2,µg/m³,4.1,46.774207,2.587142
2024-03-20 00:00:00,8.24,Saint-Charles 6,O3,30.09,µg/m³,5.59,52.171139,0.073443
2024-06-29 00:00:00,6.05,Saint-Charles 9,PM2.5,31.62,µg/m³,2.92,49.940738,1.123912
2024-10-05 00:00:00,5.13,Gare de l'Est 3,PM10,66.11,µg/m³,8.49,45.843401,2.421463
2024-06-11 00:00:00,4.06,Part-Dieu 4,O3,27.3,µg/m³,5.79,49.807213,5.105088
2024-01-28 00:00:00,1.46,Matabiau 4,O3,49.57,µg/m³,5.47,51.694093,6.171415
2024-07-16 00:00:00,6.52,Haussmann Saint-Lazare 8,SO2,23.91,µg/m³,6.58,48.583427,0.757388
2024-09-03 00:00:00,1.22,Montparnasse 9,PM10,28.14,µg/m³,6.6,50.110502,4.098113
2024-10-24 00:00:00,8.03,Matabiau 4,SO2,51.04,µg/m³,8.77,45.279141,1.940253
2024-05-06 00:00:00,7.93,Saint-Jean 4,NO2,17.6,µg/m³,8.77,47.624075,6.037258
2024-11-14 00:00:00,5.18,Gare de l'Est 9,PM10,70.03,µg/m³,7.61,51.531617,-1.004783
2024-12-21 00:00:00,3.62,Gare de l'Est 4,NO2,11.11,µg/m³,7.84,48.099649,0.639999
2024-06-08 00:00:00,1.6,Gare du Nord 5,SO2,78.66,µg/m³,8.32,48.661089,-1.245232
2024-06-14 00:00:00,2.2,Saint-Jean 4,PM10,19.08,µg/m³,3.57,50.911775,0.746871
2024-09-27 00:00:00,5.26,Saint-Jean 8,O3,3.39,µg/m³,4.09,49.791114,-0.090126
2024-04-10 00:00:00,3.61,Gare du Nord 8,PM10,31.91,µg/m³,4.85,49.159836,0.448696
2024-12-05 00:00:00,3.08,Part-Dieu 4,SO2,32.73,µg/m³,2.45,46.260749,3.818699
2024-02-23 00:00:00,5.09,Saint-Jean 4,PM10,71.98,µg/m³,5.98,45.307422,2.963514
2024-05-22 00:00:00,8.33,Part-Dieu 9,CO,82.01,µg/m³,7.4,48.273425,-0.045884
2024-08-09 00:00:00,2.58,Saint-Charles 7,O3,8.27,µg/m³,1.37,52.630411,6.244371
2024-07-18 00:00:00,8.12,Part-Dieu 9,PM2.5,71.35,µg/m³,8.59,49.338637,5.270924
2024-04-30 00:00:00,3.16,Gare du Nord 3,CO,12.5,µg/m³,3.06,44.982602,2.760942
2024-04-29 00:00:00,2.25,Part-Dieu 4,PM2.5,20.93,µg/m³,5.55,47.727604,5.32893
2024-06-10 00:00:00,4.37,Saint-Charles 2,PM2.5,65.83,µg/m³,2.33,49.768901,5.961302
2024-03-22 00:00:00,8.06,Montparnasse 2,NO2,31.22,µg/m³,5.11,45.77866,6.15956
2024-11-30 00:00:00,6.37,Saint-Jean 4,CO,6.83,µg/m³,8.59,49.050214,3.64047
2024-07-03 00:00:00,4.59,Matabiau 6,PM2.5,15.33,µg/m³,4.98,48.476662,3.287986
2024-05-12 00:00:00,1.36,Haussmann Saint-Lazare 3,NO2,35.41,µg/m³,1.28,45.876224,3.528279
2024-05-31 00:00:00,4.08,Saint-Jean 3,PM2.5,83.65,µg/m³,3.15,50.807767,3.617565
2024-07-23 00:00:00,5.85,Part-Dieu 8,O3,37.89,µg/m³,3.87,48.464301,-0.781648
2024-07-13 00:00:00,6.53,Haussmann Saint-Lazare 3,O3,7.51,µg/m³,3.03,47.732852,-0.928869
2024-08-23 00:00:00,8.32,Saint-Charles 4,SO2,19.78,µg/m³,8.76,46.753188,2.198397
2024-03-22 00:00:00,5.48,Gare du Nord 7,CO,4.91,µg/m³,7.13,50.403058,5.29781
2024-07-06 00:00:00,8.24,Saint-Jean 3,NO2,6.51,µg/m³,1.59,47.114905,4.481747
2024-12-21 00:00:00,4.74,Matabiau 4,O3,3.58,µg/m³,7.32,50.85188,4.015251
2024-10-21 00:00:00,8.71,Part-Dieu 7,PM10,48.47,µg/m³,6.73,48.493142,1.726979
2024-08-06 00:00:00,1.63,Matabiau 8,NO2,79.64,µg/m³,3.63,52.003824,1.704504
2024-03-27 00:00:00,7.91,Part-Dieu 9,O3,31.21,µg/m³,5.96,49.047014,-0.975757
2024-12-19 00:00:00,6.86,Part-Dieu 9,PM2.5,76.69,µg/m³,8.04,48.253088,6.044774
2024-11-14 00:00:00,1.99,Haussmann Saint-Lazare 9,O3,28.51,µg/m³,6.66,49.413814,3.227649
2024-11-02 00:00:00,4.72,Part-Dieu 8,PM10,73.64,µg/m³,3.29,52.417045,1.258086
2024-04-26 00:00:00,7.23,Part-Dieu 3,PM2.5,47.44,µg/m³,2.9,51.017704,5.299748
2024-07-09 00:00:00,5.36,Matabiau 9,CO,64.17,µg/m³,4.69,50.896951,6.198211
2024-01-25 00:00:00,4.48,Part-Dieu 2,PM2.5,42.83,µg/m³,2.59,45.590779,0.386192
2024-08-31 00:00:00,4.47,Haussmann Saint-Lazare 7,CO,27.92,µg/m³,1.94,47.369204,-1.296003
2024-11-20 00:00:00,3.38,Gare de l'Est 4,PM10,72.43,µg/m³,7.9,47.948675,5.043396
2024-07-04 00:00:00,6.61,Saint-Jean 8,O3,24.0,µg/m³,3.02,51.647337,4.949921
2024-06-08 00:00:00,1.62,Saint-Charles 9,NO2,28.85,µg/m³,8.67,47.304099,1.374232
2024-01-17 00:00:00,8.53,Saint-Charles 3,CO,62.19,µg/m³,5.21,45.991225,3.582629
2024-05-25 00:00:00,8.37,Gare du Nord 6,NO2,54.15,µg/m³,6.69,47.981383,2.693627
2024-07-20 00:00:00,4.26,Haussmann Saint-Lazare 9,CO,19.31,µg/m³,8.04,49.049977,-1.481049
2024-11-12 00:00:00,6.1,Gare de l'Est 3,SO2,32.1,µg/m³,4.17,46.867462,-0.636701
2024-11-01 00:00:00,5.23,Saint-Charles 5,NO2,23.22,µg/m³,4.77,51.251114,4.419162
2024-06-22 00:00:00,4.88,Saint-Charles 8,CO,21.36,µg/m³,1.4,51.162713,4.506173
2024-09-09 00:00:00,8.7,Part-Dieu 4,NO2,82.29,µg/m³,2.8,52.217666,2.255737
2024-01-20 00:00:00,3.84,Gare du Nord 3,SO2,18.54,µg/m³,8.32,49.615032,2.787691
2024-08-31 00:00:00,7.01,Gare de l'Est 4,PM10,49.37,µg/m³,8.17,49.656993,3.979772
2024-09-22 00:00:00,7.6,Gare de Lyon 2,CO,82.18,µg/m³,2.2,46.161549,-0.406479
2024-11-18 00:00:00,3.77,Saint-Charles 9,SO2,61.7,µg/m³,4.66,49.839824,3.891464
2024-07-11 00:00:00,6.92,Saint-Charles 1,CO,6.35,µg/m³,3.82,52.133327,0.851318
2024-02-19 00:00:00,2.17,Montparnasse 2,O3,62.37,µg/m³,8.78,49.550988,3.900254
2024-02-05 00:00:00,5.51,Gare du Nord 8,PM10,30.76,µg/m³,5.41,49.710796,1.167835
2024-02-09 00:00:00,6.36,Saint-Charles 7,NO2,34.18,µg/m³,7.61,49.112133,-1.016806
2024-10-18 00:00:00,7.78,Haussmann Saint-Lazare 6,PM2.5,45.83,µg/m³,3.55,48.224647,5.783393
2024-02-22 00:00:00,5.65,Saint-Charles 7,CO,14.83,µg/m³,5.31,45.407064,4.773105
2024-01-09 00:00:00,1.49,Gare du Nord 5,NO2,29.5,µg/m³,1.63,51.51596,-0.838873
2024-09-06 00:00:00,3.56,Part-Dieu 3,PM10,18.47,µg/m³,7.53,49.985302,-0.242998
2024-01-13 00:00:00,1.27,Matabiau 1,PM10,70.08,µg/m³,5.1,47.935554,5.590859
2024-01-31 00:00:00,5.42,Saint-Jean 9,SO2,32.62,µg/m³,5.78,51.12539,3.953009
2024-07-24 00:00:00,7.17,Montparnasse 4,O3,75.45,µg/m³,4.97,44.907631,3.067661
2024-11-08 00:00:00,3.07,Gare de Lyon 2,NO2,79.21,µg/m³,2.2,47.044987,0.819322
2024-11-30 00:00:00,7.17,Saint-Jean 4,SO2,42.89,µg/m³,4.58,49.057329,0.722352
2024-08-20 00:00:00,8.76,Montparnasse 3,O3,48.24,µg/m³,7.24,52.400857,-0.338332
2024-10-08 00:00:00,1.45,Saint-Charles 4,CO,28.16,µg/m³,2.26,46.480926,4.446299
2024-08-06 00:00:00,3.45,Matabiau 2,SO2,69.15,µg/m³,5.03,44.871489,4.381294
2024-12-19 00:00:00,3.61,Haussmann Saint-Lazare 8,PM2.5,42.24,µg/m³,5.06,47.311444,1.353467
2024-11-13 00:00:00,7.99,Montparnasse 4,SO2,37.21,µg/m³,7.5,45.698737,1.181826
2024-08-07 00:00:00,7.77,Part-Dieu 8,PM2.5,10.3,µg/m³,5.84,51.403226,1.626194
2024-12-06 00:00:00,1.95,Gare de Lyon 4,O3,25.85,µg/m³,8.72,45.252413,3.268338
2024-11-09 00:00:00,4.65,Montparnasse 9,CO,57.8,µg/m³,8.41,50.598826,5.848761
2024-08-31 00:00:00,8.7,Saint-Charles 8,PM2.5,69.71,µg/m³,2.49,51.919069,3.836484
2024-07-16 00:00:00,5.82,Part-Dieu 3,SO2,43.02,µg/m³,5.79,49.176644,3.626031
2024-12-21 00:00:00,6.4,Saint-Charles 7,CO,25.33,µg/m³,7.05,52.375276,2.067685
2024-10-02 00:00:00,5.66,Gare de Lyon 7,PM10,34.84,µg/m³,4.36,46.347715,0.981153
2024-09-20 00:00:00,3.06,Matabiau 4,O3,76.74,µg/m³,1.45,51.188178,0.216024
2024-05-28 00:00:00,3.76,Saint-Charles 7,PM2.5,69.26,µg/m³,1.3,46.794416,4.613037
2024-01-19 00:00:00,6.59,Montparnasse 6,PM2.5,2.45,µg/m³,1.29,50.505539,4.45738
2024-04-06 00:00:00,4.55,Part-Dieu 4,CO,69.81,µg/m³,1.43,46.85779,4.383671
2024-11-13 00:00:00,7.79,Gare de Lyon 4,SO2,11.5,µg/m³,3.44,46.583006,5.107925
2024-01-29 00:00:00,8.41,Matabiau 8,PM2.5,39.9,µg/m³,7.32,52.221197,3.846869
2024-03-05 00:00:00,6.59,Gare de l'Est 3,PM2.5,17.4,µg/m³,5.51,46.741726,-1.520576
2024-11-26 00:00:00,8.23,Matabiau 7,O3,82.4,µg/m³,4.08,47.878162,1.561722
2024-06-18 00:00:00,5.19,Gare du Nord 2,NO2,69.01,µg/m³,5.97,46.208997,4.776381
2024-05-06 00:00:00,4.28,Gare de Lyon 4,O3,54.16,µg/m³,2.09,47.790486,-0.416275
2024-07-17 00:00:00,3.64,Gare de l'Est 9,NO2,3.8,µg/m³,3.2,52.839658,6.179536
2024-06-16 00:00:00,8.69,Haussmann Saint-Lazare 9,PM2.5,79.02,µg/m³,2.81,51.598311,1.23466
2024-10-17 00:00:00,7.95,Gare de l'Est 1,CO,80.26,µg/m³,6.56,45.284452,-1.583307
2024-11-23 00:00:00,4.66,Gare de Lyon 6,PM10,28.46,µg/m³,3.61,50.360177,0.708222
2024-05-15 00:00:00,3.05,Part-Dieu 2,NO2,39.65,µg/m³,5.66,49.554566,3.856411
2024-11-24 00:00:00,2.61,Haussmann Saint-Lazare 9,CO,43.74,µg/m³,3.95,47.999009,3.319167
2024-03-01 00:00:00,4.71,Haussmann Saint-Lazare 6,PM2.5,2.99,µg/m³,4.07,48.518783,3.149865
2024-02-06 00:00:00,7.14,Haussmann Saint-Lazare 7,NO2,79.51,µg/m³,3.59,46.105644,5.753243
2024-01-25 00:00:00,6.8,Gare de Lyon 9,PM10,70.99,µg/m³,5.16,51.113417,0.986589
2024-06-28 00:00:00,5.06,Gare du Nord 3,PM2.5,79.66,µg/m³,2.65,52.396954,5.013741
2024-06-10 00:00:00,1.21,Saint-Jean 2,NO2,42.4,µg/m³,6.01,51.009951,2.447856
2024-09-15 00:00:00,2.24,Montparnasse 5,SO2,71.27,µg/m³,7.99,50.689437,-1.491015
2024-08-03 00:00:00,6.15,Gare de l'Est 6,NO2,49.67,µg/m³,2.63,50.684618,0.311395
2024-12-08 00:00:00,3.63,Saint-Charles 4,PM2.5,77.79,µg/m³,4.01,47.641124,5.204294
2024-04-09 00:00:00,6.48,Gare de Lyon 9,SO2,23.52,µg/m³,7.06,50.591665,-1.08231
2024-03-18 00:00:00,7.83,Montparnasse 3,PM2.5,17.07,µg/m³,1.94,45.415912,5.03057
2024-01-30 00:00:00,4.19,Gare de l'Est 5,PM10,9.62,µg/m³,5.73,49.548132,5.858607
2024-03-16 00:00:00,8.51,Part-Dieu 2,O3,4.62,µg/m³,1.41,44.998766,0.303507
2024-12-18 00:00:00,5.5,Montparnasse 1,PM2.5,67.37,µg/m³,8.49,52.301002,3.969994
2024-03-07 00:00:00,1.58,Saint-Charles 6,CO,28.01,µg/m³,8.1,49.228378,6.328023
2024-08-17 00:00:00,2.11,Part-Dieu 7,O3,66.08,µg/m³,8.24,52.200512,1.36791
2024-08-22 00:00:00,7.87,Montparnasse 5,O3,84.88,µg/m³,3.05,48.123166,-0.152342
2024-08-01 00:00:00,1.93,Saint-Charles 6,PM10,11.06,µg/m³,2.37,45.191769,1.597672
2024-01-04 00:00:00,4.56,Gare du Nord 7,PM2.5,69.72,µg/m³,2.73,51.458581,6.100704
2024-03-09 00:00:00,4.73,Gare de l'Est 1,PM10,50.41,µg/m³,5.55,45.532926,5.177324
2024-03-23 00:00:00,1.22,Montparnasse 3,CO,11.51,µg/m³,7.12,45.030124,3.793221
2024-10-09 00:00:00,3.8,Haussmann Saint-Lazare 8,PM10,35.06,µg/m³,5.28,46.332284,4.447891
2024-04-10 00:00:00,3.44,Matabiau 7,PM10,20.21,µg/m³,4.9,48.956082,-1.343658
2024-11-15 00:00:00,7.32,Haussmann Saint-Lazare 3,PM10,64.19,µg/m³,2.3,50.81825,3.648771
2024-09-04 00:00:00,5.42,Gare de Lyon 7,SO2,23.68,µg/m³,2.66,50.844905,-0.224833
2024-09-16 00:00:00,6.84,Part-Dieu 4,NO2,11.63,µg/m³,7.24,47.976856,0.355816
2024-10-17 00:00:00,6.34,Saint-Jean 8,PM2.5,66.37,µg/m³,6.87,52.702208,1.100562
2024-08-24 00:00:00,3.63,Saint-Charles 2,PM2.5,82.76,µg/m³,7.85,50.395293,1.270343
2024-05-18 00:00:00,3.89,Montparnasse 5,SO2,27.7,µg/m³,7.17,47.818583,5.998423
2024-11-27 00:00:00,7.25,Gare de l'Est 3,O3,30.12,µg/m³,2.32,49.123109,0.603839
2024-11-05 00:00:00,6.85,Gare de l'Est 5,O3,65.37,µg/m³,6.46,52.805899,2.158799
