col_date,col_region,col_type_vehicule,col_type_energie,col_est_renouvelable,col_total_parc,col_nb_vehicules,col_taux_adoption_pct,col_economie_co2_tonnes,col_part_energie_renouvelable_pct,col_cout_moyen_vehicule_eur,col_subvention_moyenne_eur,col_source
2024-04-05 00:00:00,Île-de-France,3.46,7.78,8.49,7.97,5.87,3.15,1.5,1.75,2.68,1.46,Airparif
2024-01-01 00:00:00,Normandie,7.04,2.97,2.36,1.26,5.89,6.83,2.33,4.56,8.0,3.07,SNCF_Open_Data
2024-11-23 00:00:00,Grand Est,5.39,7.35,4.24,6.62,2.87,3.87,5.59,6.49,3.16,8.27,Météo-France
2024-09-25 00:00:00,Occitanie,8.69,5.84,2.82,8.18,7.79,7.54,1.86,3.42,8.3,2.7,RATP_Open_Data_2024
2024-11-07 00:00:00,Auvergne-Rhône-Alpes,3.02,3.32,8.7,2.63,8.54,3.49,2.63,5.24,4.12,3.41,Météo-France
2024-12-19 00:00:00,Auvergne-Rhône-Alpes,7.58,4.97,1.44,5.54,3.16,5.98,3.21,7.8,6.72,7.84,Météo-France
2024-03-28 00:00:00,Grand Est,3.06,2.58,6.54,5.41,5.17,6.25,6.03,4.43,2.91,4.69,Météo-France
2024-10-14 00:00:00,Bretagne,2.63,1.86,8.17,3.9,2.8,1.84,6.55,4.63,8.08,6.47,Météo-France
2024-09-08 00:00:00,Hauts-de-France,3.87,6.89,3.69,6.88,1.79,1.65,4.9,4.45,2.05,2.7,RATP_Open_Data_2024
2024-04-29 00:00:00,Hauts-de-France,3.29,6.27,4.87,3.39,5.4,1.92,5.22,4.64,8.79,8.52,SNCF_Open_Data
2024-11-03 00:00:00,Normandie,7.86,2.66,1.25,4.94,4.99,8.24,6.5,2.51,4.8,6.93,Airparif
2024-12-16 00:00:00,Île-de-France,4.92,8.78,2.09,1.76,3.83,1.77,4.72,2.2,2.37,4.61,SNCF_Open_Data
2024-10-28 00:00:00,Nouvelle-Aquitaine,1.91,3.78,7.19,1.68,6.18,2.15,5.21,4.56,2.25,2.45,Météo-France
2024-07-16 00:00:00,Grand Est,3.68,4.66,8.18,8.15,8.19,6.97,1.48,3.8,1.64,1.34,Airparif
2024-01-06 00:00:00,Pays de la Loire,5.44,3.91,6.92,2.47,8.21,8.74,7.51,5.68,5.43,5.71,SNCF_Open_Data
2024-12-13 00:00:00,Provence-Alpes-Côte d'Azur,5.02,4.86,6.36,4.71,2.09,4.6,3.92,5.34,7.86,2.1,RATP_Open_Data_2024
2024-07-20 00:00:00,Grand Est,8.73,5.99,5.81,2.03,7.92,6.38,4.28,1.51,6.32,3.83,Data.gouv.fr
2024-06-15 00:00:00,Île-de-France,1.47,7.03,3.35,1.38,2.47,7.44,7.55,5.36,4.64,3.79,Airparif
2024-02-24 00:00:00,Nouvelle-Aquitaine,4.53,3.63,5.26,7.67,5.11,1.56,4.14,2.63,7.4,1.62,Data.gouv.fr
2024-07-21 00:00:00,Provence-Alpes-Côte d'Azur,6.08,1.47,2.13,2.57,7.43,7.08,4.72,7.6,3.47,4.68,RATP_Open_Data_2024
2024-05-17 00:00:00,Hauts-de-France,5.66,1.83,5.95,3.35,3.66,1.98,4.77,4.75,1.67,5.09,Météo-France
2024-10-30 00:00:00,Occitanie,6.44,5.59,7.67,1.56,8.51,7.73,7.11,7.59,1.94,3.89,RATP_Open_Data_2024
2024-01-31 00:00:00,Nouvelle-Aquitaine,5.63,7.54,7.93,5.0,6.1,2.98,3.86,2.71,3.94,4.08,RATP_Open_Data_2024
2024-01-14 00:00:00,Hauts-de-France,6.9,4.08,2.51,3.19,6.23,1.86,1.64,7.52,7.46,6.94,SNCF_Open_Data
2024-09-15 00:00:00,Hauts-de-France,7.24,5.73,5.08,7.89,6.32,6.99,7.69,8.33,8.6,2.77,Météo-France
2024-03-25 00:00:00,Auvergne-Rhône-Alpes,6.53,7.92,5.35,3.27,7.06,7.21,2.13,2.26,7.53,8.64,Météo-France
2024-06-27 00:00:00,Île-de-France,1.53,3.53,8.66,5.99,1.54,5.22,4.02,8.79,6.81,5.82,Météo-France
2024-07-26 00:00:00,Bretagne,3.76,5.13,3.49,7.05,5.37,5.77,2.66,5.53,7.19,5.22,RATP_Open_Data_2024
2024-11-13 00:00:00,Provence-Alpes-Côte d'Azur,8.46,8.5,4.4,5.75,6.34,2.02,4.73,2.82,2.17,7.93,Météo-France
2024-01-23 00:00:00,Île-de-France,3.75,5.95,5.99,4.34,6.13,6.87,7.95,4.15,2.21,3.58,Data.gouv.fr
2024-04-20 00:00:00,Bretagne,8.79,8.6,6.25,5.44,6.97,5.78,3.5,6.76,7.07,7.98,Airparif
2024-12-12 00:00:00,Provence-Alpes-Côte d'Azur,4.08,5.96,8.57,5.61,8.42,4.06,4.89,1.99,5.4,2.73,RATP_Open_Data_2024
2024-07-28 00:00:00,Hauts-de-France,4.69,8.35,6.98,4.79,7.97,6.26,6.47,6.4,3.09,4.21,RATP_Open_Data_2024
2024-12-09 00:00:00,Pays de la Loire,3.35,6.52,2.09,2.42,8.3,8.12,8.52,7.86,2.42,5.73,Data.gouv.fr
2024-04-02 00:00:00,Bretagne,2.67,7.13,1.28,6.29,1.4,2.04,6.31,1.58,2.97,8.03,Météo-France
2024-04-11 00:00:00,Grand Est,5.02,3.06,5.46,3.51,8.71,2.71,8.32,7.36,7.97,4.08,Airparif
2024-08-11 00:00:00,Provence-Alpes-Côte d'Azur,4.86,1.59,5.57,5.05,6.8,5.37,1.74,3.48,5.52,8.62,RATP_Open_Data_2024
2024-10-16 00:00:00,Hauts-de-France,8.79,5.05,6.53,3.08,4.87,5.76,7.28,5.68,1.27,1.9,SNCF_Open_Data
2024-06-07 00:00:00,Hauts-de-France,4.34,5.19,4.35,5.66,3.5,3.08,2.69,5.45,5.49,5.13,RATP_Open_Data_2024
2024-05-28 00:00:00,Auvergne-Rhône-Alpes,4.89,8.2,7.43,8.71,2.35,5.1,8.38,7.91,6.51,7.01,RATP_Open_Data_2024
2024-07-12 00:00:00,Occitanie,4.87,5.8,6.52,3.05,1.52,8.61,4.03,6.44,8.45,8.47,Météo-France
2024-05-22 00:00:00,Occitanie,3.26,4.7,7.25,5.13,6.99,3.26,6.4,7.19,7.7,3.77,Data.gouv.fr
2024-07-19 00:00:00,Grand Est,2.56,4.19,7.48,3.77,8.69,5.78,2.92,2.11,4.18,7.72,RATP_Open_Data_2024
2024-03-05 00:00:00,Bretagne,8.41,5.23,5.8,3.8,5.36,2.29,4.18,2.52,6.15,5.28,Airparif
2024-11-07 00:00:00,Île-de-France,3.36,1.46,2.13,4.4,8.08,3.83,5.14,4.63,4.18,2.21,Data.gouv.fr
2024-02-22 00:00:00,Bretagne,5.06,5.8,3.44,1.65,1.32,1.38,6.88,5.27,6.82,2.57,SNCF_Open_Data
2024-08-04 00:00:00,Nouvelle-Aquitaine,3.05,3.29,8.24,6.8,7.46,5.45,3.26,7.21,5.36,3.07,SNCF_Open_Data
2024-05-13 00:00:00,Nouvelle-Aquitaine,4.38,8.72,1.64,3.38,8.59,2.16,5.12,3.89,5.16,7.86,Airparif
2024-03-13 00:00:00,Bretagne,3.59,1.75,2.91,7.57,6.99,7.93,4.03,5.78,3.0,2.46,RATP_Open_Data_2024
2024-06-27 00:00:00,Provence-Alpes-Côte d'Azur,2.28,6.12,2.11,4.86,6.43,4.46,2.5,3.71,8.57,2.13,RATP_Open_Data_2024
2024-09-14 00:00:00,Grand Est,7.1,5.13,8.78,6.44,1.48,3.53,5.25,5.14,6.61,4.36,RATP_Open_Data_2024
2024-04-07 00:00:00,Normandie,6.07,1.53,2.96,5.7,5.88,2.94,8.33,4.36,8.11,8.16,Météo-France
2024-02-29 00:00:00,Grand Est,1.24,5.76,6.17,8.18,6.76,4.98,4.28,1.57,5.93,7.24,RATP_Open_Data_2024
2024-10-17 00:00:00,Provence-Alpes-Côte d'Azur,5.19,6.12,5.02,2.89,6.0,6.97,3.29,7.42,4.58,3.81,Météo-France
2024-08-02 00:00:00,Nouvelle-Aquitaine,5.35,2.79,8.05,6.93,3.24,4.29,5.23,6.93,7.38,5.86,Météo-France
2024-01-11 00:00:00,Nouvelle-Aquitaine,8.18,7.61,2.59,6.96,5.95,6.02,1.26,1.75,8.07,8.13,Data.gouv.fr
2024-09-22 00:00:00,Île-de-France,8.61,1.42,6.89,4.98,8.23,3.6,8.4,7.06,3.57,5.47,RATP_Open_Data_2024
2024-07-07 00:00:00,Auvergne-Rhône-Alpes,7.02,4.56,6.95,1.3,2.78,6.77,5.78,2.54,6.09,2.44,RATP_Open_Data_2024
2024-12-09 00:00:00,Pays de la Loire,2.87,4.66,2.9,1.6,7.92,1.5,5.09,5.87,6.71,5.05,RATP_Open_Data_2024
2024-10-13 00:00:00,Nouvelle-Aquitaine,7.93,3.32,8.5,8.38,5.59,7.11,3.3,6.76,3.29,6.86,Data.gouv.fr
2024-09-24 00:00:00,Grand Est,7.73,4.53,2.23,1.6,6.29,4.14,1.24,6.99,7.18,2.86,Data.gouv.fr
2024-04-29 00:00:00,Hauts-de-France,7.13,6.25,4.07,1.49,4.71,5.81,4.5,1.46,5.04,4.25,Airparif
2024-11-25 00:00:00,Provence-Alpes-Côte d'Azur,5.34,8.46,5.96,8.37,2.12,6.54,3.91,7.49,3.6,2.69,Airparif
2024-11-03 00:00:00,Île-de-France,4.88,5.92,4.36,4.88,6.87,7.1,7.32,5.28,6.99,2.43,Data.gouv.fr
2024-02-09 00:00:00,Occitanie,8.23,8.19,4.68,1.66,1.79,3.47,1.27,2.79,2.82,5.91,Météo-France
2024-12-13 00:00:00,Pays de la Loire,2.37,6.82,7.72,6.9,4.38,4.09,6.87,7.18,8.37,2.69,Data.gouv.fr
2024-08-28 00:00:00,Occitanie,7.68,6.23,3.55,2.6,4.77,3.73,3.27,6.49,3.23,6.29,Airparif
2024-03-07 00:00:00,Pays de la Loire,7.94,2.93,5.16,2.64,2.72,6.77,7.89,8.05,8.76,3.66,Airparif
2024-12-25 00:00:00,Provence-Alpes-Côte d'Azur,2.52,8.32,8.51,8.72,4.68,6.58,1.84,8.59,5.39,6.28,Data.gouv.fr
2024-11-08 00:00:00,Île-de-France,1.74,6.63,7.31,5.47,7.08,2.51,2.36,3.8,4.17,3.46,Météo-France
2024-09-07 00:00:00,Normandie,4.55,8.74,6.63,7.19,1.65,5.5,4.88,7.87,4.06,6.65,SNCF_Open_Data
2024-02-22 00:00:00,Normandie,3.58,2.89,1.95,3.69,8.7,3.42,4.96,5.47,1.98,4.26,Airparif
2024-09-28 00:00:00,Hauts-de-France,8.42,1.3,6.39,2.34,3.32,6.72,5.96,2.55,2.43,3.64,Airparif
2024-05-10 00:00:00,Normandie,4.72,6.97,1.93,4.63,7.7,4.88,7.59,5.21,5.9,4.05,SNCF_Open_Data
2024-07-06 00:00:00,Bretagne,3.06,4.74,4.69,4.14,5.24,2.74,2.47,4.88,6.24,1.67,Météo-France
2024-03-23 00:00:00,Auvergne-Rhône-Alpes,3.73,6.46,4.17,1.29,6.7,4.18,3.45,8.54,7.14,8.2,Météo-France
2024-02-02 00:00:00,Provence-Alpes-Côte d'Azur,6.34,5.0,5.93,8.38,4.74,1.68,8.51,6.66,2.04,5.5,RATP_Open_Data_2024
2024-10-03 00:00:00,Grand Est,3.42,5.41,3.41,6.13,3.93,7.34,7.77,6.32,4.79,6.3,Météo-France
2024-02-04 00:00:00,Hauts-de-France,3.73,2.76,3.54,7.96,6.63,7.71,2.65,5.36,1.73,5.09,Météo-France
2024-12-07 00:00:00,Pays de la Loire,8.8,2.4,2.79,2.39,5.53,6.08,7.22,7.61,4.3,1.29,Météo-France
2024-11-12 00:00:00,Pays de la Loire,4.91,6.85,5.17,4.29,2.31,4.34,2.16,7.4,6.77,5.42,SNCF_Open_Data
2024-12-10 00:00:00,Occitanie,6.39,8.37,8.51,8.74,4.72,8.25,7.73,8.1,7.06,5.33,RATP_Open_Data_2024
2024-06-14 00:00:00,Pays de la Loire,5.43,4.51,4.48,4.09,6.23,5.43,7.44,3.55,5.25,8.45,SNCF_Open_Data
2024-10-18 00:00:00,Provence-Alpes-Côte d'Azur,3.15,4.99,7.54,1.29,8.6,4.15,5.0,3.64,3.96,1.95,Météo-France
2024-01-24 00:00:00,Provence-Alpes-Côte d'Azur,8.32,7.38,3.51,3.61,6.07,4.46,4.3,1.84,1.86,7.33,Airparif
2024-06-14 00:00:00,Île-de-France,2.28,5.66,8.32,5.0,3.38,8.38,3.06,1.77,2.31,4.21,RATP_Open_Data_2024
2024-10-26 00:00:00,Hauts-de-France,4.82,1.95,3.33,3.41,6.94,7.77,2.76,2.27,7.32,3.56,SNCF_Open_Data
2024-06-04 00:00:00,Normandie,1.99,3.09,3.22,2.21,6.2,6.3,6.89,8.42,1.57,3.41,Data.gouv.fr
2024-09-29 00:00:00,Nouvelle-Aquitaine,8.79,7.44,4.03,5.57,5.47,5.94,3.3,5.48,7.85,6.69,Airparif
2024-10-05 00:00:00,Hauts-de-France,8.8,1.85,3.35,6.93,1.64,4.79,8.57,8.49,4.03,2.28,Météo-France
2024-05-08 00:00:00,Pays de la Loire,8.4,2.78,8.12,1.76,6.63,5.1,7.93,7.66,6.64,4.55,Airparif
2024-09-09 00:00:00,Auvergne-Rhône-Alpes,6.84,6.01,8.73,7.79,2.12,6.16,3.35,8.3,7.88,3.21,Data.gouv.fr
2024-08-17 00:00:00,Pays de la Loire,3.01,3.04,3.8,2.92,4.22,7.29,2.68,3.97,8.37,3.66,SNCF_Open_Data
2024-05-29 00:00:00,Nouvelle-Aquitaine,6.79,8.74,3.43,8.41,5.22,2.26,6.93,1.44,1.49,8.72,SNCF_Open_Data
2024-09-07 00:00:00,Île-de-France,7.97,5.01,5.77,4.93,5.8,8.45,8.73,5.13,6.51,7.97,SNCF_Open_Data
2024-12-19 00:00:00,Grand Est,5.81,3.79,1.84,2.84,4.64,4.52,4.44,7.04,2.15,8.58,Météo-France
2024-10-08 00:00:00,Nouvelle-Aquitaine,5.75,7.68,1.82,1.41,2.92,8.15,3.03,5.77,2.84,4.82,Météo-France
2024-05-30 00:00:00,Île-de-France,2.28,1.68,1.51,5.38,4.37,6.7,7.86,5.92,2.91,4.08,RATP_Open_Data_2024
2024-04-10 00:00:00,Pays de la Loire,2.81,5.77,1.86,3.86,7.63,7.58,7.36,6.27,7.63,6.17,Data.gouv.fr
2024-09-10 00:00:00,Grand Est,5.17,2.58,8.16,7.88,3.83,7.61,7.13,1.9,4.33,7.58,Météo-France
2024-06-08 00:00:00,Pays de la Loire,6.31,4.32,2.49,1.96,7.4,4.88,2.48,8.12,5.74,4.32,SNCF_Open_Data
2024-06-12 00:00:00,Provence-Alpes-Côte d'Azur,7.77,2.65,8.55,6.86,4.03,3.23,6.02,1.76,4.5,5.97,Météo-France
2024-06-22 00:00:00,Hauts-de-France,8.69,8.73,7.89,2.21,5.26,7.59,7.52,4.62,7.61,3.42,Data.gouv.fr
2024-11-25 00:00:00,Auvergne-Rhône-Alpes,7.53,6.05,3.04,1.73,8.74,1.36,1.43,1.52,1.82,6.49,SNCF_Open_Data
2024-07-29 00:00:00,Pays de la Loire,6.91,5.0,3.3,4.43,2.84,6.65,2.66,5.42,3.16,6.51,RATP_Open_Data_2024
2024-05-28 00:00:00,Île-de-France,3.81,7.75,8.42,2.61,1.95,2.81,3.3,2.1,3.09,5.19,SNCF_Open_Data
2024-02-29 00:00:00,Pays de la Loire,5.59,5.93,6.71,7.74,3.16,7.75,3.36,2.21,5.39,7.16,SNCF_Open_Data
2024-01-28 00:00:00,Occitanie,4.99,2.27,2.16,1.54,3.55,1.96,4.49,3.13,6.56,6.34,RATP_Open_Data_2024
2024-10-24 00:00:00,Auvergne-Rhône-Alpes,5.15,5.96,7.67,6.55,6.91,4.38,8.17,5.17,2.99,5.2,SNCF_Open_Data
2024-08-22 00:00:00,Provence-Alpes-Côte d'Azur,2.23,3.58,6.6,6.57,7.62,4.36,3.26,5.3,4.96,2.83,SNCF_Open_Data
2024-01-13 00:00:00,Île-de-France,3.33,8.2,7.68,6.32,5.99,5.92,3.51,6.2,6.8,1.6,SNCF_Open_Data
2024-09-24 00:00:00,Provence-Alpes-Côte d'Azur,3.62,3.12,5.62,3.07,2.33,5.48,2.82,6.89,5.01,7.86,Data.gouv.fr
2024-01-05 00:00:00,Pays de la Loire,3.88,7.68,5.23,3.21,3.13,6.61,3.47,6.96,3.51,3.25,Data.gouv.fr
2024-07-11 00:00:00,Nouvelle-Aquitaine,1.98,5.5,5.33,2.87,5.01,2.99,7.54,6.13,5.71,5.31,RATP_Open_Data_2024
2024-09-19 00:00:00,Nouvelle-Aquitaine,7.87,2.68,2.86,3.27,8.22,8.57,5.18,5.63,2.7,1.98,Data.gouv.fr
2024-01-15 00:00:00,Hauts-de-France,4.3,3.14,5.57,6.03,3.86,6.4,8.5,1.22,5.71,4.21,Airparif
2024-01-23 00:00:00,Provence-Alpes-Côte d'Azur,3.01,7.27,4.6,8.44,1.99,6.27,7.36,4.1,7.95,4.59,Data.gouv.fr
2024-12-23 00:00:00,Grand Est,4.58,6.63,4.81,4.87,3.15,2.51,5.6,6.12,4.43,6.26,SNCF_Open_Data
2024-01-23 00:00:00,Normandie,4.55,1.9,6.38,7.95,7.78,6.22,8.13,7.07,2.55,1.92,SNCF_Open_Data
2024-11-27 00:00:00,Bretagne,7.57,5.98,8.37,4.97,2.96,3.25,8.63,4.37,4.08,5.98,RATP_Open_Data_2024
2024-02-09 00:00:00,Normandie,6.49,2.44,3.55,6.56,4.93,2.7,7.92,1.96,2.45,5.23,RATP_Open_Data_2024
2024-12-01 00:00:00,Bretagne,7.82,2.8,4.57,7.72,5.98,1.84,5.13,6.85,1.58,4.49,Data.gouv.fr
2024-11-27 00:00:00,Grand Est,3.1,8.72,6.66,3.99,7.77,1.82,4.7,3.43,3.87,3.13,RATP_Open_Data_2024
2024-11-28 00:00:00,Pays de la Loire,2.4,3.64,8.14,7.45,7.22,4.85,1.42,8.73,4.28,8.3,SNCF_Open_Data
2024-05-06 00:00:00,Île-de-France,6.41,6.81,1.58,3.38,6.41,5.0,1.57,4.54,1.92,2.94,Météo-France
2024-12-06 00:00:00,Hauts-de-France,4.09,7.83,5.9,3.48,5.48,7.69,1.37,1.76,1.27,2.27,Airparif
2024-08-31 00:00:00,Provence-Alpes-Côte d'Azur,6.17,2.57,3.97,6.68,6.51,4.0,2.8,1.64,1.97,6.22,Airparif
2024-10-07 00:00:00,Bretagne,6.42,8.51,4.87,4.41,1.85,2.57,7.9,3.59,6.8,1.33,Data.gouv.fr
2024-11-03 00:00:00,Bretagne,4.99,1.77,2.71,1.74,5.46,3.16,4.74,8.2,3.16,6.28,RATP_Open_Data_2024
2024-11-07 00:00:00,Pays de la Loire,7.16,1.99,7.59,6.34,5.89,5.67,8.03,8.06,6.84,8.74,Data.gouv.fr
2024-12-03 00:00:00,Occitanie,1.83,4.14,4.92,6.71,3.46,6.12,6.83,5.67,6.14,8.75,SNCF_Open_Data
2024-04-22 00:00:00,Hauts-de-France,3.43,3.23,3.95,7.01,2.87,8.31,3.07,4.16,2.37,8.01,Data.gouv.fr
2024-03-06 00:00:00,Hauts-de-France,4.38,3.24,4.32,4.28,8.03,4.06,3.46,6.11,2.59,7.23,SNCF_Open_Data
2024-08-19 00:00:00,Nouvelle-Aquitaine,3.94,4.63,5.69,2.43,7.19,4.81,3.65,4.35,3.19,1.43,Météo-France
2024-06-05 00:00:00,Hauts-de-France,7.99,6.55,5.33,6.43,5.83,5.5,3.04,4.55,7.97,4.16,Data.gouv.fr
2024-10-30 00:00:00,Bretagne,6.09,4.7,5.09,5.71,1.63,8.46,6.44,3.74,1.61,6.14,RATP_Open_Data_2024
2024-08-25 00:00:00,Bretagne,3.27,3.44,7.05,2.26,2.68,2.69,4.99,7.8,5.39,7.31,Data.gouv.fr
2024-11-26 00:00:00,Île-de-France,5.56,5.61,6.7,3.06,6.25,8.61,8.26,5.12,4.76,3.38,Data.gouv.fr
2024-06-24 00:00:00,Auvergne-Rhône-Alpes,6.62,1.31,6.35,3.41,5.5,4.37,7.21,5.5,3.89,8.35,Airparif
2024-08-08 00:00:00,Auvergne-Rhône-Alpes,3.09,1.62,6.62,1.85,7.52,4.22,7.88,7.89,1.45,8.38,RATP_Open_Data_2024
2024-09-02 00:00:00,Provence-Alpes-Côte d'Azur,3.61,6.25,5.02,7.79,6.2,2.72,6.0,2.41,3.11,7.07,RATP_Open_Data_2024
2024-10-19 00:00:00,Provence-Alpes-Côte d'Azur,5.75,3.55,1.3,1.37,6.91,3.85,6.84,5.7,7.67,6.17,RATP_Open_Data_2024
2024-12-17 00:00:00,Provence-Alpes-Côte d'Azur,2.01,6.48,3.6,2.54,4.22,2.08,7.19,4.12,8.21,6.07,RATP_Open_Data_2024
2024-01-11 00:00:00,Nouvelle-Aquitaine,4.5,4.24,8.18,4.76,4.18,8.36,5.75,5.91,8.65,1.79,RATP_Open_Data_2024
2024-07-15 00:00:00,Provence-Alpes-Côte d'Azur,6.12,7.52,1.28,3.55,2.24,7.11,7.67,7.0,1.91,5.91,SNCF_Open_Data
2024-05-28 00:00:00,Pays de la Loire,5.47,3.96,3.29,1.58,8.01,7.45,7.63,5.36,7.93,3.07,Data.gouv.fr
2024-03-20 00:00:00,Bretagne,4.77,6.04,3.75,5.34,3.06,6.01,5.07,6.25,4.19,2.29,SNCF_Open_Data
2024-10-27 00:00:00,Provence-Alpes-Côte d'Azur,7.21,3.79,8.28,7.86,6.36,8.64,2.62,1.37,6.47,8.72,SNCF_Open_Data
2024-12-25 00:00:00,Bretagne,2.52,7.42,6.04,4.32,6.86,4.46,1.7,7.24,8.48,6.2,Airparif
2024-03-06 00:00:00,Normandie,5.34,4.77,7.53,7.29,5.53,4.74,1.5,1.75,2.46,5.96,RATP_Open_Data_2024
2024-08-14 00:00:00,Normandie,4.03,4.07,2.71,3.08,7.5,5.02,4.11,5.12,1.59,5.29,Airparif
2024-08-25 00:00:00,Auvergne-Rhône-Alpes,6.14,4.73,1.99,4.15,2.64,2.29,7.62,8.13,6.36,4.23,SNCF_Open_Data
2024-05-21 00:00:00,Provence-Alpes-Côte d'Azur,3.11,6.68,2.43,1.4,2.39,7.95,1.77,7.31,3.25,2.7,SNCF_Open_Data
2024-08-02 00:00:00,Hauts-de-France,2.74,5.0,5.18,8.54,8.46,4.39,6.28,3.03,2.54,5.19,SNCF_Open_Data
2024-08-16 00:00:00,Provence-Alpes-Côte d'Azur,1.99,3.6,2.28,6.85,7.47,1.44,3.38,8.49,3.06,4.3,Data.gouv.fr
2024-10-14 00:00:00,Île-de-France,8.01,2.62,5.33,6.6,4.62,3.46,1.36,7.4,7.2,5.87,Météo-France
2024-11-04 00:00:00,Auvergne-Rhône-Alpes,1.94,6.18,5.51,8.51,6.09,4.94,7.32,6.15,3.56,7.37,Data.gouv.fr
2024-05-20 00:00:00,Île-de-France,2.68,6.26,8.65,6.71,4.54,6.73,3.19,8.28,4.9,8.42,Météo-France
