col_energy_id,col_date,col_annee,col_mois,col_line_id,col_zone_id,col_mode,col_energie_kwh
ID_044,2024-08-12 00:00:00,6.6,6.28,ID_044,ID_044,Métro,6.95
ID_045,2024-05-15 00:00:00,3.12,7.78,ID_045,ID_045,Bus RATP,6.66
ID_046,2024-10-25 00:00:00,2.8,3.17,ID_046,ID_046,Transilien,7.37
ID_047,2024-04-26 00:00:00,6.58,4.83,ID_047,ID_047,Transilien,2.34
ID_048,2024-11-07 00:00:00,7.53,2.24,ID_048,ID_048,RER,3.73
ID_049,2024-01-06 00:00:00,4.89,6.74,ID_049,ID_049,Métro,5.68
ID_050,2024-01-07 00:00:00,1.69,5.73,ID_050,ID_050,Transilien,6.76
ID_051,2024-11-23 00:00:00,8.58,5.58,ID_051,ID_051,Métro,1.59
ID_052,2024-04-14 00:00:00,6.2,8.56,ID_052,ID_052,TGV,7.58
ID_053,2024-08-16 00:00:00,2.21,6.5,ID_053,ID_053,Métro,5.81
ID_054,2024-10-06 00:00:00,5.43,6.23,ID_054,ID_054,TER,5.08
ID_055,2024-07-20 00:00:00,2.33,3.43,ID_055,ID_055,Tramway,7.55
ID_056,2024-08-03 00:00:00,5.45,6.43,ID_056,ID_056,RER,3.86
ID_057,2024-06-23 00:00:00,1.69,5.16,ID_057,ID_057,Bus RATP,2.4
ID_058,2024-12-19 00:00:00,7.22,4.62,ID_058,ID_058,Bus RATP,7.75
ID_059,2024-03-01 00:00:00,6.45,1.94,ID_059,ID_059,RER,3.92
ID_060,2024-06-17 00:00:00,7.26,5.97,ID_060,ID_060,Transilien,7.54
ID_061,2024-05-03 00:00:00,5.32,2.85,ID_061,ID_061,Transilien,2.92
ID_062,2024-08-14 00:00:00,8.52,3.82,ID_062,ID_062,TER,7.77
ID_063,2024-03-13 00:00:00,5.96,8.0,ID_063,ID_063,Métro,8.02
ID_064,2024-08-25 00:00:00,2.95,4.08,ID_064,ID_064,Bus RATP,3.23
ID_065,2024-08-11 00:00:00,3.48,2.79,ID_065,ID_065,Tramway,5.51
ID_066,2024-05-26 00:00:00,2.46,4.74,ID_066,ID_066,RER,8.12
ID_067,2024-06-17 00:00:00,1.71,7.92,ID_067,ID_067,RER,7.23
ID_068,2024-02-23 00:00:00,4.49,2.6,ID_068,ID_068,Transilien,8.44
ID_069,2024-06-26 00:00:00,2.52,2.83,ID_069,ID_069,Métro,7.9
ID_070,2024-05-16 00:00:00,6.17,2.74,ID_070,ID_070,TER,5.46
ID_071,2024-05-15 00:00:00,7.92,7.73,ID_071,ID_071,TER,6.22
ID_072,2024-12-10 00:00:00,6.17,8.32,ID_072,ID_072,RER,3.09
ID_073,2024-06-07 00:00:00,4.3,7.99,ID_073,ID_073,TGV,5.38
ID_074,2024-08-08 00:00:00,3.35,7.81,ID_074,ID_074,TER,8.06
ID_075,2024-08-01 00:00:00,8.22,3.37,ID_075,ID_075,Bus RATP,4.62
ID_076,2024-07-02 00:00:00,3.24,2.61,ID_076,ID_076,Bus RATP,3.19
ID_077,2024-09-12 00:00:00,5.29,4.93,ID_077,ID_077,TER,3.37
ID_078,2024-12-25 00:00:00,2.34,1.5,ID_078,ID_078,TER,7.2
ID_079,2024-04-22 00:00:00,6.58,3.83,ID_079,ID_079,TGV,3.74
ID_080,2024-05-20 00:00:00,4.46,1.61,ID_080,ID_080,Bus RATP,3.87
ID_081,2024-11-18 00:00:00,4.77,8.41,ID_081,ID_081,Métro,8.18
ID_082,2024-07-10 00:00:00,6.46,4.26,ID_082,ID_082,Tramway,7.16
ID_083,2024-05-31 00:00:00,5.12,7.3,ID_083,ID_083,Transilien,6.84
ID_084,2024-12-03 00:00:00,4.11,4.48,ID_084,ID_084,TGV,3.48
ID_085,2024-12-24 00:00:00,6.36,5.38,ID_085,ID_085,RER,5.07
ID_086,2024-10-21 00:00:00,8.29,5.95,ID_086,ID_086,Bus RATP,6.96
ID_087,2024-07-01 00:00:00,8.27,6.33,ID_087,ID_087,Tramway,8.69
ID_088,2024-07-27 00:00:00,5.14,6.45,ID_088,ID_088,TER,4.65
ID_089,2024-05-09 00:00:00,3.83,4.99,ID_089,ID_089,Transilien,1.6
ID_090,2024-09-16 00:00:00,8.11,8.76,ID_090,ID_090,Transilien,2.88
ID_091,2024-04-01 00:00:00,8.0,4.1,ID_091,ID_091,Bus RATP,7.34
ID_092,2024-03-29 00:00:00,7.35,2.14,ID_092,ID_092,Tramway,7.05
ID_093,2024-02-01 00:00:00,8.2,3.6,ID_093,ID_093,Tramway,3.56
ID_094,2024-05-22 00:00:00,5.0,5.31,ID_094,ID_094,Transilien,2.87
ID_095,2024-07-13 00:00:00,2.94,3.39,ID_095,ID_095,Bus RATP,1.64
ID_096,2024-10-17 00:00:00,1.94,1.32,ID_096,ID_096,Bus RATP,7.88
ID_097,2024-04-22 00:00:00,6.77,1.69,ID_097,ID_097,RER,6.59
ID_098,2024-11-09 00:00:00,4.36,5.57,ID_098,ID_098,Transilien,4.26
ID_099,2024-04-11 00:00:00,4.28,5.84,ID_099,ID_099,RER,4.9
ID_000,2024-09-21 00:00:00,5.73,7.8,ID_000,ID_000,TER,6.01
ID_001,2024-07-12 00:00:00,2.24,2.62,ID_001,ID_001,Transilien,1.9
ID_002,2024-09-10 00:00:00,5.63,8.04,ID_002,ID_002,Transilien,4.72
ID_003,2024-05-06 00:00:00,5.31,1.56,ID_003,ID_003,RER,3.91
ID_004,2024-12-13 00:00:00,8.32,2.97,ID_004,ID_004,TGV,3.89
ID_005,2024-12-10 00:00:00,4.66,4.96,ID_005,ID_005,Bus RATP,1.74
ID_006,2024-04-01 00:00:00,4.5,2.67,ID_006,ID_006,Transilien,3.8
ID_007,2024-11-19 00:00:00,8.3,8.69,ID_007,ID_007,Métro,1.53
ID_008,2024-07-09 00:00:00,1.57,8.64,ID_008,ID_008,Métro,8.45
ID_009,2024-12-07 00:00:00,6.41,4.86,ID_009,ID_009,Tramway,4.62
ID_010,2024-02-17 00:00:00,1.32,4.07,ID_010,ID_010,Transilien,3.31
ID_011,2024-02-20 00:00:00,7.92,8.4,ID_011,ID_011,TER,4.05
ID_012,2024-08-18 00:00:00,4.37,6.44,ID_012,ID_012,Transilien,8.61
ID_013,2024-11-12 00:00:00,8.06,2.95,ID_013,ID_013,Tramway,7.55
ID_014,2024-05-15 00:00:00,6.64,7.68,ID_014,ID_014,Tramway,1.64
ID_015,2024-06-24 00:00:00,1.25,4.24,ID_015,ID_015,Métro,6.26
ID_016,2024-07-21 00:00:00,5.02,4.69,ID_016,ID_016,Bus RATP,1.37
ID_017,2024-10-22 00:00:00,2.01,1.38,ID_017,ID_017,RER,8.0
ID_018,2024-07-23 00:00:00,7.16,1.86,ID_018,ID_018,Transilien,1.82
ID_019,2024-07-24 00:00:00,4.01,8.71,ID_019,ID_019,TGV,3.81
ID_020,2024-10-02 00:00:00,7.96,3.87,ID_020,ID_020,TER,7.73
ID_021,2024-04-29 00:00:00,6.45,6.33,ID_021,ID_021,Bus RATP,3.78
ID_022,2024-03-27 00:00:00,3.97,4.58,ID_022,ID_022,Métro,2.89
ID_023,2024-08-19 00:00:00,6.65,5.56,ID_023,ID_023,Métro,2.06
ID_024,2024-11-13 00:00:00,4.43,3.32,ID_024,ID_024,Métro,3.12
ID_025,2024-10-21 00:00:00,6.3,6.6,ID_025,ID_025,Métro,4.12
ID_026,2024-12-12 00:00:00,2.7,6.05,ID_026,ID_026,TER,5.82
ID_027,2024-12-16 00:00:00,4.62,5.23,ID_027,ID_027,Tramway,8.53
ID_028,2024-10-09 00:00:00,3.59,5.9,ID_028,ID_028,TGV,4.73
ID_029,2024-11-17 00:00:00,5.71,4.98,ID_029,ID_029,Métro,1.75
ID_030,2024-06-02 00:00:00,3.36,8.64,ID_030,ID_030,RER,8.26
ID_031,2024-06-04 00:00:00,1.46,3.85,ID_031,ID_031,Tramway,5.87
ID_032,2024-05-04 00:00:00,6.21,2.26,ID_032,ID_032,TGV,3.42
ID_033,2024-09-13 00:00:00,6.26,2.93,ID_033,ID_033,TER,3.11
ID_034,2024-03-04 00:00:00,3.49,6.92,ID_034,ID_034,Tramway,6.64
ID_035,2024-03-26 00:00:00,2.91,5.24,ID_035,ID_035,RER,3.27
ID_036,2024-07-14 00:00:00,6.31,7.33,ID_036,ID_036,Métro,1.7
ID_037,2024-07-17 00:00:00,4.93,4.89,ID_037,ID_037,TGV,7.84
ID_038,2024-12-19 00:00:00,7.39,3.43,ID_038,ID_038,Transilien,5.66
ID_039,2024-04-22 00:00:00,4.43,3.17,ID_039,ID_039,Métro,5.77
ID_040,2024-08-08 00:00:00,5.79,7.92,ID_040,ID_040,Transilien,5.14
ID_041,2024-09-05 00:00:00,7.44,7.15,ID_041,ID_041,TGV,3.37
ID_042,2024-06-11 00:00:00,3.48,1.74,ID_042,ID_042,Métro,1.8
ID_043,2024-09-04 00:00:00,2.05,8.25,ID_043,ID_043,Transilien,6.36
ID_044,2024-12-09 00:00:00,7.16,3.74,ID_044,ID_044,Tramway,4.67
ID_045,2024-10-27 00:00:00,4.68,6.89,ID_045,ID_045,TGV,2.56
ID_046,2024-09-13 00:00:00,7.94,7.19,ID_046,ID_046,Métro,6.73
ID_047,2024-12-23 00:00:00,6.24,8.21,ID_047,ID_047,RER,4.17
ID_048,2024-12-02 00:00:00,6.88,2.51,ID_048,ID_048,Bus RATP,8.3
ID_049,2024-07-24 00:00:00,8.2,2.89,ID_049,ID_049,TER,3.98
ID_050,2024-08-10 00:00:00,2.56,3.69,ID_050,ID_050,TER,2.01
ID_051,2024-07-04 00:00:00,3.58,3.84,ID_051,ID_051,RER,1.34
ID_052,2024-01-05 00:00:00,5.49,7.7,ID_052,ID_052,Bus RATP,5.62
ID_053,2024-10-20 00:00:00,4.0,2.91,ID_053,ID_053,Bus RATP,6.36
ID_054,2024-12-25 00:00:00,2.08,5.73,ID_054,ID_054,Tramway,6.7
ID_055,2024-12-22 00:00:00,7.47,5.19,ID_055,ID_055,RER,6.59
ID_056,2024-03-11 00:00:00,7.05,3.55,ID_056,ID_056,TGV,1.45
ID_057,2024-05-10 00:00:00,4.45,8.36,ID_057,ID_057,TER,4.98
ID_058,2024-04-06 00:00:00,2.82,1.7,ID_058,ID_058,RER,8.62
ID_059,2024-08-30 00:00:00,5.11,6.22,ID_059,ID_059,RER,2.02
ID_060,2024-11-08 00:00:00,4.27,5.01,ID_060,ID_060,Métro,6.56
ID_061,2024-06-15 00:00:00,4.46,7.93,ID_061,ID_061,Bus RATP,6.34
ID_062,2024-03-21 00:00:00,7.62,4.51,ID_062,ID_062,Tramway,3.57
ID_063,2024-04-22 00:00:00,6.8,5.01,ID_063,ID_063,Métro,8.62
ID_064,2024-05-14 00:00:00,8.1,4.74,ID_064,ID_064,TER,5.75
ID_065,2024-11-01 00:00:00,5.48,1.49,ID_065,ID_065,Métro,7.36
ID_066,2024-03-15 00:00:00,4.47,3.44,ID_066,ID_066,Métro,4.39
ID_067,2024-12-26 00:00:00,4.5,1.55,ID_067,ID_067,Transilien,3.58
ID_068,2024-08-03 00:00:00,7.02,5.65,ID_068,ID_068,TER,2.96
ID_069,2024-11-01 00:00:00,4.26,3.27,ID_069,ID_069,Tramway,1.5
ID_070,2024-05-06 00:00:00,8.72,2.81,ID_070,ID_070,Tramway,4.42
ID_071,2024-01-19 00:00:00,6.65,1.5,ID_071,ID_071,TER,4.65
ID_072,2024-09-20 00:00:00,4.12,7.77,ID_072,ID_072,Bus RATP,4.77
ID_073,2024-06-27 00:00:00,5.1,4.09,ID_073,ID_073,Transilien,6.44
ID_074,2024-03-09 00:00:00,4.06,8.53,ID_074,ID_074,Bus RATP,4.62
ID_075,2024-07-15 00:00:00,2.07,5.67,ID_075,ID_075,Métro,4.63
ID_076,2024-10-25 00:00:00,4.58,4.15,ID_076,ID_076,Tramway,4.82
ID_077,2024-05-02 00:00:00,2.68,4.25,ID_077,ID_077,Transilien,6.51
ID_078,2024-02-21 00:00:00,3.77,7.73,ID_078,ID_078,Tramway,1.29
ID_079,2024-03-03 00:00:00,6.61,5.23,ID_079,ID_079,Tramway,5.01
ID_080,2024-05-31 00:00:00,1.47,2.74,ID_080,ID_080,Métro,5.42
ID_081,2024-02-18 00:00:00,3.99,5.82,ID_081,ID_081,TER,8.79
ID_082,2024-12-26 00:00:00,6.44,3.97,ID_082,ID_082,TGV,8.42
ID_083,2024-02-11 00:00:00,4.67,2.3,ID_083,ID_083,Transilien,7.62
ID_084,2024-12-14 00:00:00,3.17,3.83,ID_084,ID_084,TER,3.4
ID_085,2024-06-25 00:00:00,6.91,7.11,ID_085,ID_085,RER,1.3
ID_086,2024-08-11 00:00:00,6.36,7.21,ID_086,ID_086,Bus RATP,8.54
ID_087,2024-10-04 00:00:00,8.51,3.03,ID_087,ID_087,Transilien,8.37
ID_088,2024-11-11 00:00:00,4.69,3.3,ID_088,ID_088,Transilien,7.45
ID_089,2024-07-22 00:00:00,5.59,2.6,ID_089,ID_089,Bus RATP,3.11
ID_090,2024-08-24 00:00:00,3.36,3.0,ID_090,ID_090,Métro,6.76
ID_091,2024-01-28 00:00:00,1.27,4.03,ID_091,ID_091,TER,6.47
ID_092,2024-03-24 00:00:00,4.82,3.4,ID_092,ID_092,TGV,8.45
ID_093,2024-07-02 00:00:00,5.49,2.53,ID_093,ID_093,RER,2.62
ID_094,2024-08-02 00:00:00,5.33,5.64,ID_094,ID_094,TER,2.77
ID_095,2024-07-22 00:00:00,4.77,4.6,ID_095,ID_095,Transilien,8.52
ID_096,2024-12-18 00:00:00,6.27,3.99,ID_096,ID_096,RER,4.47
ID_097,2024-10-19 00:00:00,4.02,1.77,ID_097,ID_097,TGV,8.41
ID_098,2024-03-31 00:00:00,4.27,1.66,ID_098,ID_098,Tramway,8.13
ID_099,2024-08-10 00:00:00,3.17,5.94,ID_099,ID_099,Tramway,4.54
ID_000,2024-03-13 00:00:00,3.06,6.54,ID_000,ID_000,RER,2.29
ID_001,2024-12-15 00:00:00,7.48,6.96,ID_001,ID_001,TGV,3.75
ID_002,2024-04-17 00:00:00,4.29,7.88,ID_002,ID_002,TER,7.97
ID_003,2024-12-22 00:00:00,3.98,1.98,ID_003,ID_003,Métro,8.17
ID_004,2024-07-18 00:00:00,5.16,3.38,ID_004,ID_004,Bus RATP,8.63
ID_005,2024-05-31 00:00:00,4.7,5.53,ID_005,ID_005,Métro,3.51
ID_006,2024-01-28 00:00:00,8.53,7.49,ID_006,ID_006,Tramway,7.82
ID_007,2024-03-30 00:00:00,4.01,8.01,ID_007,ID_007,Métro,8.09
ID_008,2024-09-10 00:00:00,3.86,5.12,ID_008,ID_008,Bus RATP,4.44
ID_009,2024-09-07 00:00:00,4.48,1.99,ID_009,ID_009,TER,1.49
ID_010,2024-06-04 00:00:00,7.02,1.77,ID_010,ID_010,Bus RATP,3.31
ID_011,2024-06-22 00:00:00,8.74,7.88,ID_011,ID_011,Bus RATP,6.48
