col_date,col_heure,col_ville,col_station,col_polluant,col_valeur,col_unite,col_periode,col_indice_qualite,col_latitude,col_longitude,col_confinement
2024-10-31 00:00:00,7.12,Strasbourg,Part-Dieu 5,NO2,59.34,µg/m³,7.71,3.94,52.257194,1.083723,6.18
2024-10-27 00:00:00,6.65,Lille,Haussmann Saint-Lazare 2,PM10,2.67,µg/m³,1.29,5.78,47.968183,2.956108,6.08
2024-05-05 00:00:00,4.95,Lyon,Montparnasse 1,PM10,23.33,µg/m³,6.7,7.52,49.056502,-0.635188,4.45
2024-02-15 00:00:00,7.53,Nice,Matabiau 3,CO,81.42,µg/m³,2.41,6.98,51.036805,1.031639,7.47
2024-12-07 00:00:00,2.06,Marseille,Montparnasse 1,PM2.5,9.43,µg/m³,5.75,2.97,48.426582,2.500805,8.7
2024-11-09 00:00:00,4.55,Lille,Part-Dieu 3,PM2.5,76.35,µg/m³,6.75,8.12,50.247086,4.35472,4.06
2024-05-07 00:00:00,7.06,Paris,Gare du Nord 3,O3,37.1,µg/m³,6.49,8.41,45.694822,3.753363,2.01
2024-06-30 00:00:00,7.86,Lille,Gare de Lyon 6,SO2,39.1,µg/m³,6.38,7.52,52.219188,-0.715011,8.19
2024-04-24 00:00:00,3.42,Paris,Saint-Jean 8,CO,4.13,µg/m³,1.26,3.94,47.12596,1.703032,1.21
2024-12-21 00:00:00,2.88,Bordeaux,Saint-Jean 5,NO2,36.98,µg/m³,5.78,7.26,49.562199,-1.174116,5.74
2024-09-05 00:00:00,2.04,Paris,Part-Dieu 1,NO2,44.84,µg/m³,4.16,8.73,51.564864,3.746961,2.23
2024-02-23 00:00:00,5.35,Nice,Saint-Jean 1,NO2,20.15,µg/m³,6.56,2.05,47.270919,1.564367,5.48
2024-07-24 00:00:00,7.79,Toulouse,Matabiau 5,PM2.5,15.13,µg/m³,5.64,6.36,51.442728,2.718917,8.72
2024-01-16 00:00:00,7.59,Lyon,Montparnasse 7,CO,71.42,µg/m³,4.4,8.0,49.994076,5.386876,6.45
