col_date,col_region,col_ville,col_polluant,col_valeur,col_unite,col_indice_atmo,col_qualite_air,col_latitude,col_longitude
2024-04-28 00:00:00,Bretagne,Lille,SO2,28.69,µg/m³,6.46,4.03,46.165962,-1.284253
2024-02-04 00:00:00,Normandie,Paris,PM2.5,81.63,µg/m³,2.3,5.03,48.145812,5.0527
2024-11-11 00:00:00,Grand Est,Marseille,NO2,77.73,µg/m³,6.33,1.44,48.138006,4.600165
2024-02-06 00:00:00,Auvergne-Rhône-Alpes,Bordeaux,O3,49.11,µg/m³,5.64,4.54,51.275692,-1.632194
2024-10-04 00:00:00,Grand Est,Nice,O3,7.44,µg/m³,8.79,4.27,47.635816,4.43386
2024-11-02 00:00:00,Bretagne,Nantes,NO2,24.85,µg/m³,6.45,3.04,49.751752,-0.584991
2024-08-09 00:00:00,Pays de la Loire,Toulouse,CO,18.55,µg/m³,4.52,5.04,46.866538,4.155818
2024-11-16 00:00:00,Occitanie,Toulouse,NO2,59.7,µg/m³,2.04,7.09,48.959794,1.075628
2024-02-01 00:00:00,Auvergne-Rhône-Alpes,Bordeaux,NO2,4.87,µg/m³,1.6,1.51,47.403817,1.527206
2024-05-27 00:00:00,Bretagne,Marseille,O3,44.35,µg/m³,6.6,6.31,45.822711,-0.627818
2024-04-25 00:00:00,Grand Est,Lille,CO,55.31,µg/m³,6.23,6.93,51.037886,5.63166
2024-03-16 00:00:00,Normandie,Lyon,SO2,18.37,µg/m³,5.48,5.48,45.036929,-1.119571
2024-01-27 00:00:00,Hauts-de-France,Lyon,PM2.5,18.67,µg/m³,2.72,4.61,46.150133,3.902508
2024-04-03 00:00:00,Provence-Alpes-Côte d'Azur,Nice,SO2,27.2,µg/m³,1.31,8.79,52.36276,5.799411
2024-11-30 00:00:00,Bretagne,Toulouse,O3,80.65,µg/m³,5.42,6.96,45.456962,-0.491013
2024-12-07 00:00:00,Normandie,Nice,NO2,2.2,µg/m³,4.1,8.05,48.1943,0.003736
2024-04-02 00:00:00,Nouvelle-Aquitaine,Bordeaux,O3,38.65,µg/m³,6.28,8.42,50.331346,0.446594
2024-07-28 00:00:00,Auvergne-Rhône-Alpes,Montpellier,SO2,81.95,µg/m³,1.5,6.57,45.797381,3.154242
2024-09-20 00:00:00,Nouvelle-Aquitaine,Bordeaux,CO,22.56,µg/m³,5.05,6.59,50.614972,4.916633
2024-05-07 00:00:00,Île-de-France,Lyon,PM10,41.08,µg/m³,5.17,3.22,48.852965,-0.127124
2024-03-22 00:00:00,Hauts-de-France,Bordeaux,PM2.5,50.0,µg/m³,3.89,6.31,49.3176,1.942084
2024-03-13 00:00:00,Hauts-de-France,Lyon,CO,21.35,µg/m³,6.07,6.42,48.998205,5.383301
2024-12-25 00:00:00,Provence-Alpes-Côte d'Azur,Bordeaux,NO2,40.58,µg/m³,5.08,5.1,46.822255,-0.65847
2024-07-21 00:00:00,Normandie,Lille,PM10,40.7,µg/m³,4.7,2.15,48.156384,0.695688
2024-08-11 00:00:00,Bretagne,Toulouse,NO2,79.33,µg/m³,6.04,2.86,52.752078,4.980353
2024-06-18 00:00:00,Occitanie,Nice,PM2.5,83.8,µg/m³,6.78,1.54,46.76769,1.055932
2024-07-18 00:00:00,Île-de-France,Nice,NO2,72.22,µg/m³,7.42,5.53,49.538095,3.684071
2024-04-10 00:00:00,Nouvelle-Aquitaine,Toulouse,NO2,25.7,µg/m³,3.51,6.45,45.916619,5.24702
2024-02-07 00:00:00,Occitanie,Bordeaux,O3,50.86,µg/m³,6.42,7.61,46.721874,4.497358
2024-05-25 00:00:00,Occitanie,Marseille,PM2.5,58.52,µg/m³,5.18,7.78,52.794636,3.822446
2024-05-29 00:00:00,Grand Est,Nice,CO,46.5,µg/m³,5.82,3.4,50.315803,1.738941
2024-07-04 00:00:00,Bretagne,Montpellier,CO,80.47,µg/m³,5.65,3.79,44.998432,2.590391
2024-01-24 00:00:00,Occitanie,Toulouse,O3,35.13,µg/m³,3.65,5.35,52.836354,-0.734228
2024-02-25 00:00:00,Auvergne-Rhône-Alpes,Montpellier,PM10,77.83,µg/m³,6.5,4.52,46.301147,-1.417454
2024-05-09 00:00:00,Occitanie,Lyon,CO,32.64,µg/m³,7.21,5.41,46.555119,0.323209
2024-11-01 00:00:00,Auvergne-Rhône-Alpes,Marseille,PM10,61.17,µg/m³,2.37,5.8,45.891163,0.745374
2024-06-23 00:00:00,Provence-Alpes-Côte d'Azur,Nice,CO,5.44,µg/m³,1.57,3.02,47.492278,0.730745
2024-08-15 00:00:00,Grand Est,Paris,CO,4.59,µg/m³,1.64,2.45,48.448016,0.882625
2024-03-14 00:00:00,Nouvelle-Aquitaine,Lyon,PM2.5,68.34,µg/m³,8.41,6.72,49.322329,4.440475
2024-03-10 00:00:00,Provence-Alpes-Côte d'Azur,Bordeaux,NO2,61.91,µg/m³,6.9,2.86,52.456523,4.133727
2024-05-27 00:00:00,Hauts-de-France,Nice,NO2,34.93,µg/m³,2.6,3.49,51.629219,2.250894
2024-05-26 00:00:00,Occitanie,Strasbourg,PM10,30.17,µg/m³,4.59,2.45,45.392117,1.66718
2024-08-21 00:00:00,Bretagne,Nice,SO2,67.76,µg/m³,5.21,7.12,47.381739,2.675959
2024-12-11 00:00:00,Occitanie,Marseille,NO2,61.17,µg/m³,2.01,7.71,45.575178,3.956074
2024-10-10 00:00:00,Auvergne-Rhône-Alpes,Nantes,PM10,22.69,µg/m³,8.47,5.09,46.482285,0.237267
2024-05-03 00:00:00,Normandie,Nice,NO2,60.21,µg/m³,2.65,4.17,46.602897,0.095113
2024-04-29 00:00:00,Normandie,Nantes,PM2.5,5.95,µg/m³,5.61,6.5,52.267979,5.186634
2024-07-09 00:00:00,Provence-Alpes-Côte d'Azur,Montpellier,PM2.5,38.56,µg/m³,3.04,4.25,47.514687,-1.622756
2024-03-13 00:00:00,Normandie,Lille,NO2,35.35,µg/m³,4.43,8.5,52.351986,2.561403
2024-02-09 00:00:00,Grand Est,Lyon,O3,69.52,µg/m³,7.94,2.08,46.150469,-0.480047
2024-02-06 00:00:00,Auvergne-Rhône-Alpes,Montpellier,SO2,49.82,µg/m³,3.71,5.33,45.581701,-0.36744
2024-12-21 00:00:00,Hauts-de-France,Lyon,SO2,82.42,µg/m³,1.92,5.1,48.010499,4.758746
2024-08-15 00:00:00,Pays de la Loire,Marseille,O3,48.66,µg/m³,4.07,6.24,50.236675,-1.52961
2024-02-10 00:00:00,Pays de la Loire,Lille,O3,7.71,µg/m³,6.59,1.22,51.160518,4.601021
2024-10-14 00:00:00,Bretagne,Lyon,PM10,60.83,µg/m³,2.28,1.34,46.357345,2.10959
2024-09-06 00:00:00,Occitanie,Strasbourg,PM2.5,24.3,µg/m³,6.48,6.5,48.854692,0.813487
2024-04-30 00:00:00,Auvergne-Rhône-Alpes,Nice,O3,9.16,µg/m³,4.85,5.64,47.97931,5.148093
2024-01-01 00:00:00,Grand Est,Lyon,NO2,4.59,µg/m³,3.89,1.69,44.882086,0.243066
2024-03-16 00:00:00,Hauts-de-France,Montpellier,NO2,28.42,µg/m³,1.56,3.75,51.685624,3.070183
2024-02-21 00:00:00,Normandie,Nantes,CO,13.39,µg/m³,4.0,6.98,45.701687,6.111111
2024-03-07 00:00:00,Provence-Alpes-Côte d'Azur,Lille,CO,44.25,µg/m³,2.25,5.03,45.482676,2.041455
2024-11-24 00:00:00,Normandie,Lille,PM2.5,18.22,µg/m³,5.79,3.3,48.629241,3.502596
2024-09-24 00:00:00,Pays de la Loire,Marseille,PM10,11.36,µg/m³,4.42,7.9,46.795038,1.702122
2024-02-20 00:00:00,Hauts-de-France,Nantes,O3,81.34,µg/m³,3.76,2.1,47.932946,-0.862629
2024-02-16 00:00:00,Nouvelle-Aquitaine,Toulouse,PM10,47.82,µg/m³,6.5,4.96,49.186443,2.342918
2024-10-06 00:00:00,Grand Est,Lille,PM2.5,43.29,µg/m³,6.04,4.4,45.207836,4.329227
2024-06-08 00:00:00,Provence-Alpes-Côte d'Azur,Nice,NO2,50.94,µg/m³,2.32,1.26,45.424939,-1.065332
2024-06-09 00:00:00,Normandie,Strasbourg,CO,47.02,µg/m³,2.07,6.13,45.780794,4.780947
2024-11-10 00:00:00,Provence-Alpes-Côte d'Azur,Nice,NO2,36.67,µg/m³,6.7,8.53,45.879991,4.120666
2024-07-31 00:00:00,Occitanie,Lille,CO,41.36,µg/m³,7.89,1.38,51.360209,-0.146681
2024-07-28 00:00:00,Hauts-de-France,Nice,SO2,23.25,µg/m³,3.24,2.37,51.510695,1.911882
2024-01-20 00:00:00,Provence-Alpes-Côte d'Azur,Toulouse,O3,33.05,µg/m³,2.11,6.71,50.759329,2.233167
2024-12-13 00:00:00,Hauts-de-France,Nice,PM2.5,42.95,µg/m³,2.87,1.49,47.711581,-1.588765
2024-06-15 00:00:00,Grand Est,Montpellier,PM2.5,19.87,µg/m³,8.11,5.53,52.564843,3.85097
2024-07-07 00:00:00,Hauts-de-France,Toulouse,O3,11.95,µg/m³,7.23,4.7,49.073814,4.163476
2024-10-28 00:00:00,Pays de la Loire,Bordeaux,PM10,70.44,µg/m³,1.6,2.96,50.461682,-1.016008
2024-12-21 00:00:00,Pays de la Loire,Paris,SO2,64.4,µg/m³,3.27,6.22,46.645628,5.30549
2024-04-11 00:00:00,Provence-Alpes-Côte d'Azur,Toulouse,PM2.5,52.86,µg/m³,4.43,2.85,50.693271,-0.186126
2024-10-21 00:00:00,Auvergne-Rhône-Alpes,Marseille,NO2,20.09,µg/m³,8.02,2.25,51.052703,5.445872
2024-01-13 00:00:00,Pays de la Loire,Paris,PM10,24.25,µg/m³,5.07,1.86,48.364629,4.296354
2024-03-10 00:00:00,Auvergne-Rhône-Alpes,Nantes,PM10,15.09,µg/m³,2.67,2.91,50.204996,-0.241708
2024-11-28 00:00:00,Bretagne,Lille,CO,63.32,µg/m³,4.63,1.69,46.86347,1.406914
2024-01-13 00:00:00,Île-de-France,Toulouse,NO2,4.26,µg/m³,2.61,4.96,51.60335,-0.013186
2024-12-06 00:00:00,Île-de-France,Marseille,SO2,16.01,µg/m³,5.22,2.37,50.882651,-0.843151
2024-09-13 00:00:00,Grand Est,Montpellier,O3,4.27,µg/m³,2.68,6.32,48.873478,-0.830558
2024-01-09 00:00:00,Normandie,Strasbourg,PM2.5,49.12,µg/m³,1.83,1.7,48.2637,0.686002
2024-12-11 00:00:00,Île-de-France,Marseille,CO,6.63,µg/m³,5.81,1.59,47.744003,0.509207
2024-08-18 00:00:00,Hauts-de-France,Toulouse,SO2,52.23,µg/m³,6.45,6.28,47.738443,3.334034
2024-01-10 00:00:00,Hauts-de-France,Nice,PM10,58.46,µg/m³,5.53,1.59,48.599792,2.716355
2024-01-15 00:00:00,Occitanie,Strasbourg,O3,33.08,µg/m³,8.6,7.95,48.775432,1.720753
2024-03-29 00:00:00,Île-de-France,Lille,SO2,83.22,µg/m³,3.64,7.52,50.637514,6.086538
2024-06-04 00:00:00,Nouvelle-Aquitaine,Nice,SO2,12.37,µg/m³,3.79,3.51,50.495384,3.782871
2024-12-11 00:00:00,Hauts-de-France,Nice,CO,66.08,µg/m³,8.33,4.13,50.832171,4.152008
2024-12-22 00:00:00,Nouvelle-Aquitaine,Toulouse,PM2.5,80.11,µg/m³,1.75,7.52,46.757934,1.290063
2024-04-12 00:00:00,Pays de la Loire,Marseille,SO2,43.33,µg/m³,2.99,8.72,48.873848,-1.473529
2024-08-23 00:00:00,Grand Est,Lyon,PM2.5,72.75,µg/m³,4.7,4.59,45.55301,4.311472
2024-08-07 00:00:00,Hauts-de-France,Lyon,PM10,74.8,µg/m³,4.29,1.82,49.162765,-0.95127
2024-08-24 00:00:00,Normandie,Toulouse,NO2,4.27,µg/m³,3.18,6.27,52.167944,3.129628
2024-09-21 00:00:00,Île-de-France,Marseille,SO2,29.04,µg/m³,1.22,6.7,44.857838,2.787654
2024-09-08 00:00:00,Occitanie,Paris,PM2.5,6.65,µg/m³,7.17,7.8,46.263665,1.385629
2024-10-17 00:00:00,Bretagne,Marseille,PM10,59.44,µg/m³,4.13,7.23,46.046981,3.116198
2024-08-20 00:00:00,Bretagne,Nantes,SO2,25.69,µg/m³,6.4,3.85,45.319198,0.8202
2024-08-26 00:00:00,Pays de la Loire,Paris,SO2,65.73,µg/m³,4.58,6.16,50.074596,4.825701
2024-07-14 00:00:00,Normandie,Lille,NO2,60.59,µg/m³,8.73,4.8,50.592836,3.453327
2024-02-15 00:00:00,Occitanie,Bordeaux,PM10,45.09,µg/m³,5.28,1.78,48.028816,3.873507
2024-05-29 00:00:00,Occitanie,Strasbourg,SO2,78.92,µg/m³,7.43,6.29,45.063866,-0.02389
2024-05-04 00:00:00,Auvergne-Rhône-Alpes,Montpellier,NO2,56.41,µg/m³,8.41,2.64,49.488805,5.190393
2024-11-28 00:00:00,Hauts-de-France,Bordeaux,PM10,43.37,µg/m³,7.37,3.63,49.991314,5.610057
2024-06-06 00:00:00,Pays de la Loire,Paris,PM2.5,43.4,µg/m³,3.31,3.21,49.402598,5.398555
2024-02-18 00:00:00,Normandie,Nice,CO,33.92,µg/m³,6.75,2.83,47.062196,0.810389
2024-02-07 00:00:00,Île-de-France,Strasbourg,PM10,45.77,µg/m³,5.11,7.28,51.031059,5.279115
2024-07-12 00:00:00,Île-de-France,Montpellier,O3,32.92,µg/m³,5.09,7.54,46.34755,6.064029
2024-04-20 00:00:00,Bretagne,Montpellier,SO2,76.88,µg/m³,3.36,7.65,44.904993,4.526006
2024-05-30 00:00:00,Hauts-de-France,Nantes,PM10,37.69,µg/m³,7.41,7.97,51.946611,5.275604
2024-12-01 00:00:00,Grand Est,Bordeaux,NO2,31.56,µg/m³,4.57,2.71,47.031002,3.828038
2024-01-06 00:00:00,Occitanie,Toulouse,CO,81.81,µg/m³,1.72,4.01,47.007223,0.185257
2024-02-22 00:00:00,Auvergne-Rhône-Alpes,Toulouse,NO2,69.45,µg/m³,4.73,2.11,51.233782,6.313895
2024-07-05 00:00:00,Pays de la Loire,Bordeaux,NO2,67.13,µg/m³,1.28,4.18,47.248079,4.634796
2024-06-12 00:00:00,Nouvelle-Aquitaine,Nantes,CO,24.01,µg/m³,4.26,2.57,46.406989,5.897275
2024-10-18 00:00:00,Occitanie,Marseille,NO2,70.1,µg/m³,7.67,4.6,50.942384,2.241711
2024-03-15 00:00:00,Hauts-de-France,Nantes,SO2,18.44,µg/m³,2.5,3.13,46.71828,-0.987815
2024-09-13 00:00:00,Bretagne,Marseille,NO2,78.3,µg/m³,8.8,5.19,49.74422,-0.032529
2024-09-21 00:00:00,Normandie,Lille,NO2,55.92,µg/m³,4.09,4.78,47.179385,0.688881
2024-08-02 00:00:00,Occitanie,Bordeaux,SO2,80.63,µg/m³,8.79,4.92,44.947126,-1.290383
2024-12-20 00:00:00,Île-de-France,Nantes,NO2,82.72,µg/m³,5.53,5.65,50.009574,0.203176
2024-10-16 00:00:00,Nouvelle-Aquitaine,Strasbourg,CO,80.55,µg/m³,4.87,5.2,45.677883,-0.886849
2024-07-25 00:00:00,Hauts-de-France,Bordeaux,PM10,82.6,µg/m³,6.88,4.34,48.023517,1.301511
2024-07-16 00:00:00,Grand Est,Strasbourg,NO2,7.32,µg/m³,2.13,3.84,46.756005,2.635698
2024-06-10 00:00:00,Normandie,Bordeaux,CO,49.86,µg/m³,7.95,7.47,49.386325,5.047892
2024-11-16 00:00:00,Normandie,Nice,O3,58.46,µg/m³,5.54,7.2,45.369098,0.725021
2024-07-25 00:00:00,Hauts-de-France,Toulouse,CO,51.08,µg/m³,2.79,8.76,51.776807,3.252514
2024-03-05 00:00:00,Hauts-de-France,Lille,PM2.5,30.15,µg/m³,5.97,5.19,51.999894,1.94337
2024-05-01 00:00:00,Grand Est,Toulouse,PM10,45.09,µg/m³,7.6,3.72,49.780314,2.045033
2024-09-28 00:00:00,Bretagne,Lille,SO2,80.52,µg/m³,4.81,8.37,45.505421,4.793089
2024-06-11 00:00:00,Nouvelle-Aquitaine,Bordeaux,CO,17.46,µg/m³,6.32,4.91,45.851433,1.134367
