col_date,col_polluant,col_valeur,col_unite,col_ville,col_source,col_date_collecte
2024-03-11 00:00:00,CO,10.09,µg/m³,Marseille,Data.gouv.fr,2024-06-03 00:00:00
2024-06-21 00:00:00,O3,37.64,µg/m³,Marseille,Data.gouv.fr,2024-07-11 00:00:00
2024-09-07 00:00:00,PM2.5,2.87,µg/m³,Marseille,Data.gouv.fr,2024-01-10 00:00:00
2024-03-08 00:00:00,PM2.5,32.6,µg/m³,Nantes,SNCF_Open_Data,2024-12-16 00:00:00
2024-09-18 00:00:00,O3,76.25,µg/m³,Nice,Data.gouv.fr,2024-12-16 00:00:00
2024-03-19 00:00:00,SO2,80.71,µg/m³,Nantes,SNCF_Open_Data,2024-02-15 00:00:00
2024-10-19 00:00:00,CO,30.24,µg/m³,Bordeaux,Météo-France,2024-01-16 00:00:00
2024-03-21 00:00:00,O3,17.93,µg/m³,Lille,Airparif,2024-03-20 00:00:00
2024-03-05 00:00:00,PM10,35.88,µg/m³,Strasbourg,SNCF_Open_Data,2024-12-13 00:00:00
2024-11-08 00:00:00,PM10,62.87,µg/m³,Lyon,Airparif,2024-03-17 00:00:00
2024-03-01 00:00:00,NO2,16.17,µg/m³,Marseille,Météo-France,2024-02-05 00:00:00
2024-05-25 00:00:00,PM2.5,46.62,µg/m³,Nantes,RATP_Open_Data_2024,2024-03-07 00:00:00
2024-02-21 00:00:00,SO2,19.4,µg/m³,Lille,RATP_Open_Data_2024,2024-10-28 00:00:00
2024-05-25 00:00:00,O3,10.05,µg/m³,Montpellier,SNCF_Open_Data,2024-06-01 00:00:00
2024-05-02 00:00:00,CO,14.93,µg/m³,Lille,SNCF_Open_Data,2024-05-02 00:00:00
2024-03-08 00:00:00,SO2,43.06,µg/m³,Lille,Météo-France,2024-04-05 00:00:00
2024-01-31 00:00:00,PM2.5,29.22,µg/m³,Lyon,Airparif,2024-12-07 00:00:00
2024-06-03 00:00:00,NO2,80.77,µg/m³,Strasbourg,RATP_Open_Data_2024,2024-04-16 00:00:00
2024-04-06 00:00:00,NO2,80.6,µg/m³,Toulouse,SNCF_Open_Data,2024-02-13 00:00:00
2024-12-25 00:00:00,O3,8.62,µg/m³,Lyon,Data.gouv.fr,2024-11-08 00:00:00
2024-01-25 00:00:00,PM2.5,69.7,µg/m³,Paris,Météo-France,2024-08-25 00:00:00
2024-07-19 00:00:00,SO2,38.76,µg/m³,Lille,SNCF_Open_Data,2024-05-09 00:00:00
2024-05-11 00:00:00,O3,65.19,µg/m³,Strasbourg,Météo-France,2024-09-21 00:00:00
2024-02-02 00:00:00,SO2,20.98,µg/m³,Strasbourg,Data.gouv.fr,2024-03-12 00:00:00
2024-05-12 00:00:00,CO,79.29,µg/m³,Nantes,RATP_Open_Data_2024,2024-04-02 00:00:00
2024-06-05 00:00:00,PM2.5,73.51,µg/m³,Montpellier,Airparif,2024-02-06 00:00:00
2024-02-23 00:00:00,O3,39.79,µg/m³,Nantes,SNCF_Open_Data,2024-07-07 00:00:00
2024-04-18 00:00:00,PM10,46.69,µg/m³,Nantes,Météo-France,2024-11-24 00:00:00
2024-04-06 00:00:00,PM2.5,52.97,µg/m³,Toulouse,RATP_Open_Data_2024,2024-07-17 00:00:00
2024-05-29 00:00:00,CO,65.24,µg/m³,Marseille,Data.gouv.fr,2024-05-16 00:00:00
2024-05-04 00:00:00,PM2.5,21.89,µg/m³,Nice,Data.gouv.fr,2024-05-19 00:00:00
2024-01-07 00:00:00,O3,74.41,µg/m³,Nice,Data.gouv.fr,2024-05-09 00:00:00
2024-10-30 00:00:00,O3,79.1,µg/m³,Marseille,Airparif,2024-03-13 00:00:00
2024-07-31 00:00:00,CO,7.44,µg/m³,Lyon,Météo-France,2024-07-17 00:00:00
2024-08-19 00:00:00,PM10,51.79,µg/m³,Nantes,Airparif,2024-02-03 00:00:00
2024-10-31 00:00:00,PM2.5,7.62,µg/m³,Strasbourg,Data.gouv.fr,2024-05-25 00:00:00
2024-04-09 00:00:00,PM2.5,13.91,µg/m³,Nice,Airparif,2024-05-24 00:00:00
2024-01-09 00:00:00,PM10,9.16,µg/m³,Montpellier,Airparif,2024-10-23 00:00:00
2024-09-22 00:00:00,CO,54.02,µg/m³,Bordeaux,Météo-France,2024-02-06 00:00:00
2024-03-15 00:00:00,PM2.5,16.49,µg/m³,Nantes,Météo-France,2024-11-06 00:00:00
2024-07-03 00:00:00,NO2,81.22,µg/m³,Montpellier,Airparif,2024-12-23 00:00:00
2024-05-01 00:00:00,NO2,11.27,µg/m³,Marseille,Data.gouv.fr,2024-10-05 00:00:00
2024-09-06 00:00:00,PM10,39.51,µg/m³,Lyon,RATP_Open_Data_2024,2024-07-07 00:00:00
2024-02-09 00:00:00,O3,8.8,µg/m³,Bordeaux,Météo-France,2024-12-23 00:00:00
2024-07-13 00:00:00,CO,56.06,µg/m³,Lille,Airparif,2024-11-17 00:00:00
2024-09-11 00:00:00,PM2.5,49.19,µg/m³,Lille,RATP_Open_Data_2024,2024-08-22 00:00:00
2024-08-30 00:00:00,CO,17.5,µg/m³,Paris,Airparif,2024-04-01 00:00:00
2024-02-28 00:00:00,PM2.5,17.03,µg/m³,Strasbourg,Airparif,2024-04-29 00:00:00
2024-02-16 00:00:00,NO2,2.9,µg/m³,Nice,Airparif,2024-03-04 00:00:00
2024-07-26 00:00:00,O3,41.05,µg/m³,Nice,Airparif,2024-02-14 00:00:00
2024-07-08 00:00:00,NO2,21.79,µg/m³,Lille,Airparif,2024-05-09 00:00:00
2024-06-13 00:00:00,PM10,36.4,µg/m³,Lille,Data.gouv.fr,2024-01-29 00:00:00
2024-06-01 00:00:00,O3,73.73,µg/m³,Nantes,SNCF_Open_Data,2024-07-02 00:00:00
2024-09-18 00:00:00,NO2,75.55,µg/m³,Marseille,Météo-France,2024-09-23 00:00:00
2024-06-26 00:00:00,PM10,7.95,µg/m³,Paris,RATP_Open_Data_2024,2024-11-01 00:00:00
2024-01-09 00:00:00,CO,74.02,µg/m³,Paris,SNCF_Open_Data,2024-10-21 00:00:00
2024-04-12 00:00:00,PM2.5,78.97,µg/m³,Paris,RATP_Open_Data_2024,2024-04-06 00:00:00
2024-05-04 00:00:00,NO2,70.9,µg/m³,Paris,Data.gouv.fr,2024-05-26 00:00:00
2024-01-04 00:00:00,NO2,21.08,µg/m³,Nantes,RATP_Open_Data_2024,2024-03-01 00:00:00
2024-04-30 00:00:00,SO2,62.03,µg/m³,Lyon,Airparif,2024-05-16 00:00:00
2024-11-02 00:00:00,SO2,30.38,µg/m³,Strasbourg,Météo-France,2024-03-08 00:00:00
2024-09-15 00:00:00,PM10,52.52,µg/m³,Marseille,Airparif,2024-07-12 00:00:00
2024-12-25 00:00:00,NO2,69.26,µg/m³,Bordeaux,SNCF_Open_Data,2024-12-04 00:00:00
2024-10-31 00:00:00,PM2.5,64.18,µg/m³,Paris,Airparif,2024-10-05 00:00:00
2024-12-26 00:00:00,O3,44.97,µg/m³,Bordeaux,SNCF_Open_Data,2024-10-20 00:00:00
2024-02-26 00:00:00,PM2.5,7.5,µg/m³,Lille,SNCF_Open_Data,2024-01-06 00:00:00
2024-01-16 00:00:00,SO2,62.79,µg/m³,Marseille,RATP_Open_Data_2024,2024-10-27 00:00:00
2024-07-11 00:00:00,SO2,20.93,µg/m³,Marseille,Airparif,2024-11-29 00:00:00
2024-06-12 00:00:00,PM10,7.89,µg/m³,Lille,Météo-France,2024-06-01 00:00:00
2024-09-30 00:00:00,SO2,74.91,µg/m³,Bordeaux,Data.gouv.fr,2024-03-19 00:00:00
2024-07-27 00:00:00,CO,77.95,µg/m³,Strasbourg,RATP_Open_Data_2024,2024-03-25 00:00:00
2024-12-01 00:00:00,NO2,68.94,µg/m³,Bordeaux,Airparif,2024-10-25 00:00:00
2024-02-17 00:00:00,O3,13.29,µg/m³,Strasbourg,Météo-France,2024-05-01 00:00:00
2024-11-28 00:00:00,CO,37.36,µg/m³,Lille,Data.gouv.fr,2024-08-18 00:00:00
2024-01-13 00:00:00,PM10,62.86,µg/m³,Marseille,SNCF_Open_Data,2024-10-05 00:00:00
2024-07-16 00:00:00,NO2,28.67,µg/m³,Paris,Airparif,2024-02-16 00:00:00
2024-05-03 00:00:00,PM2.5,43.7,µg/m³,Lyon,SNCF_Open_Data,2024-08-23 00:00:00
2024-04-25 00:00:00,PM10,79.13,µg/m³,Montpellier,Airparif,2024-10-29 00:00:00
2024-05-05 00:00:00,O3,59.3,µg/m³,Bordeaux,Météo-France,2024-12-07 00:00:00
2024-03-28 00:00:00,SO2,52.98,µg/m³,Nice,Data.gouv.fr,2024-12-14 00:00:00
2024-10-08 00:00:00,PM2.5,19.68,µg/m³,Nantes,RATP_Open_Data_2024,2024-02-02 00:00:00
2024-02-22 00:00:00,PM2.5,5.67,µg/m³,Strasbourg,RATP_Open_Data_2024,2024-09-05 00:00:00
2024-04-27 00:00:00,CO,15.39,µg/m³,Lille,Data.gouv.fr,2024-02-25 00:00:00
2024-11-17 00:00:00,PM10,57.66,µg/m³,Strasbourg,Météo-France,2024-08-10 00:00:00
2024-02-14 00:00:00,PM2.5,27.31,µg/m³,Lyon,Météo-France,2024-12-26 00:00:00
2024-06-01 00:00:00,SO2,18.86,µg/m³,Marseille,Data.gouv.fr,2024-04-26 00:00:00
2024-11-28 00:00:00,CO,47.77,µg/m³,Lyon,RATP_Open_Data_2024,2024-09-03 00:00:00
2024-02-16 00:00:00,O3,40.83,µg/m³,Paris,Data.gouv.fr,2024-11-18 00:00:00
2024-11-09 00:00:00,PM10,25.2,µg/m³,Paris,SNCF_Open_Data,2024-04-14 00:00:00
2024-09-05 00:00:00,SO2,48.69,µg/m³,Toulouse,RATP_Open_Data_2024,2024-11-05 00:00:00
2024-03-16 00:00:00,O3,77.41,µg/m³,Lille,Météo-France,2024-06-18 00:00:00
2024-03-02 00:00:00,O3,24.38,µg/m³,Lyon,Airparif,2024-09-10 00:00:00
2024-10-12 00:00:00,O3,46.63,µg/m³,Nantes,Météo-France,2024-06-05 00:00:00
2024-07-12 00:00:00,CO,53.58,µg/m³,Marseille,Airparif,2024-03-08 00:00:00
2024-09-13 00:00:00,SO2,6.99,µg/m³,Montpellier,RATP_Open_Data_2024,2024-05-23 00:00:00
2024-05-06 00:00:00,PM10,80.45,µg/m³,Lyon,SNCF_Open_Data,2024-06-06 00:00:00
2024-11-19 00:00:00,NO2,50.18,µg/m³,Nice,RATP_Open_Data_2024,2024-09-16 00:00:00
2024-10-26 00:00:00,CO,59.19,µg/m³,Bordeaux,Airparif,2024-08-09 00:00:00
2024-07-18 00:00:00,PM10,19.85,µg/m³,Strasbourg,Data.gouv.fr,2024-08-08 00:00:00
2024-07-28 00:00:00,NO2,13.35,µg/m³,Lyon,RATP_Open_Data_2024,2024-10-30 00:00:00
2024-06-04 00:00:00,NO2,25.63,µg/m³,Toulouse,RATP_Open_Data_2024,2024-02-18 00:00:00
2024-05-06 00:00:00,PM10,67.43,µg/m³,Paris,Météo-France,2024-06-25 00:00:00
2024-11-15 00:00:00,PM2.5,23.5,µg/m³,Strasbourg,SNCF_Open_Data,2024-07-08 00:00:00
2024-03-31 00:00:00,SO2,13.46,µg/m³,Strasbourg,SNCF_Open_Data,2024-03-25 00:00:00
2024-07-11 00:00:00,PM2.5,70.51,µg/m³,Nice,SNCF_Open_Data,2024-11-27 00:00:00
2024-05-01 00:00:00,CO,17.19,µg/m³,Lille,SNCF_Open_Data,2024-07-01 00:00:00
2024-09-01 00:00:00,PM10,56.74,µg/m³,Marseille,RATP_Open_Data_2024,2024-11-06 00:00:00
2024-10-22 00:00:00,SO2,41.11,µg/m³,Strasbourg,Airparif,2024-05-01 00:00:00
2024-12-01 00:00:00,PM2.5,40.42,µg/m³,Lille,Data.gouv.fr,2024-03-07 00:00:00
2024-03-15 00:00:00,O3,48.33,µg/m³,Lille,Météo-France,2024-04-30 00:00:00
2024-01-09 00:00:00,CO,49.45,µg/m³,Marseille,SNCF_Open_Data,2024-06-02 00:00:00
2024-02-13 00:00:00,O3,29.03,µg/m³,Montpellier,SNCF_Open_Data,2024-05-16 00:00:00
2024-10-28 00:00:00,PM10,83.63,µg/m³,Strasbourg,RATP_Open_Data_2024,2024-03-21 00:00:00
2024-08-29 00:00:00,CO,66.91,µg/m³,Strasbourg,SNCF_Open_Data,2024-12-11 00:00:00
2024-12-09 00:00:00,NO2,79.5,µg/m³,Lille,Airparif,2024-01-10 00:00:00
2024-04-30 00:00:00,CO,19.11,µg/m³,Toulouse,RATP_Open_Data_2024,2024-11-18 00:00:00
2024-05-02 00:00:00,PM2.5,27.4,µg/m³,Strasbourg,Météo-France,2024-07-04 00:00:00
2024-05-22 00:00:00,SO2,45.1,µg/m³,Montpellier,Airparif,2024-02-18 00:00:00
2024-10-11 00:00:00,PM10,32.58,µg/m³,Nice,Airparif,2024-01-10 00:00:00
2024-10-05 00:00:00,SO2,61.34,µg/m³,Montpellier,Airparif,2024-10-29 00:00:00
2024-08-27 00:00:00,PM2.5,47.37,µg/m³,Marseille,Airparif,2024-10-08 00:00:00
2024-12-13 00:00:00,NO2,13.39,µg/m³,Strasbourg,Météo-France,2024-06-15 00:00:00
2024-11-10 00:00:00,O3,28.1,µg/m³,Lyon,RATP_Open_Data_2024,2024-11-20 00:00:00
2024-05-21 00:00:00,NO2,31.68,µg/m³,Paris,Airparif,2024-01-23 00:00:00
2024-09-30 00:00:00,CO,12.43,µg/m³,Lille,RATP_Open_Data_2024,2024-06-05 00:00:00
2024-02-01 00:00:00,CO,3.95,µg/m³,Nice,SNCF_Open_Data,2024-09-07 00:00:00
2024-04-14 00:00:00,CO,34.8,µg/m³,Paris,RATP_Open_Data_2024,2024-11-14 00:00:00
2024-11-19 00:00:00,SO2,16.39,µg/m³,Strasbourg,RATP_Open_Data_2024,2024-07-22 00:00:00
2024-06-13 00:00:00,PM10,48.06,µg/m³,Toulouse,Airparif,2024-11-30 00:00:00
2024-12-26 00:00:00,NO2,74.19,µg/m³,Toulouse,Météo-France,2024-04-26 00:00:00
2024-05-03 00:00:00,PM2.5,25.28,µg/m³,Bordeaux,RATP_Open_Data_2024,2024-03-23 00:00:00
2024-03-31 00:00:00,PM2.5,51.96,µg/m³,Lille,RATP_Open_Data_2024,2024-06-06 00:00:00
2024-07-27 00:00:00,SO2,54.19,µg/m³,Strasbourg,Météo-France,2024-11-26 00:00:00
2024-09-04 00:00:00,SO2,9.94,µg/m³,Lille,Airparif,2024-01-01 00:00:00
2024-12-13 00:00:00,PM10,71.44,µg/m³,Nantes,Airparif,2024-08-08 00:00:00
2024-07-14 00:00:00,O3,41.74,µg/m³,Toulouse,Data.gouv.fr,2024-10-04 00:00:00
2024-04-02 00:00:00,PM2.5,35.56,µg/m³,Toulouse,RATP_Open_Data_2024,2024-10-11 00:00:00
2024-04-20 00:00:00,PM2.5,22.75,µg/m³,Toulouse,RATP_Open_Data_2024,2024-01-13 00:00:00
2024-01-30 00:00:00,SO2,56.77,µg/m³,Nice,RATP_Open_Data_2024,2024-02-29 00:00:00
2024-04-25 00:00:00,NO2,84.07,µg/m³,Toulouse,Airparif,2024-03-26 00:00:00
2024-08-10 00:00:00,O3,40.47,µg/m³,Strasbourg,Data.gouv.fr,2024-03-19 00:00:00
2024-11-06 00:00:00,NO2,41.57,µg/m³,Paris,Airparif,2024-05-20 00:00:00
2024-02-22 00:00:00,PM2.5,74.97,µg/m³,Lyon,RATP_Open_Data_2024,2024-04-04 00:00:00
2024-04-23 00:00:00,O3,20.89,µg/m³,Lyon,SNCF_Open_Data,2024-04-27 00:00:00
2024-07-31 00:00:00,PM10,36.3,µg/m³,Lille,SNCF_Open_Data,2024-09-19 00:00:00
2024-03-29 00:00:00,SO2,48.27,µg/m³,Lille,Airparif,2024-07-11 00:00:00
2024-12-16 00:00:00,SO2,33.89,µg/m³,Nantes,Météo-France,2024-06-19 00:00:00
2024-01-21 00:00:00,SO2,40.65,µg/m³,Lyon,Météo-France,2024-12-24 00:00:00
2024-09-14 00:00:00,O3,20.26,µg/m³,Nantes,SNCF_Open_Data,2024-06-29 00:00:00
2024-09-08 00:00:00,O3,16.15,µg/m³,Strasbourg,Data.gouv.fr,2024-08-14 00:00:00
2024-04-11 00:00:00,PM10,9.68,µg/m³,Bordeaux,Data.gouv.fr,2024-12-21 00:00:00
2024-06-27 00:00:00,PM10,82.73,µg/m³,Paris,Airparif,2024-04-13 00:00:00
2024-06-24 00:00:00,PM2.5,81.65,µg/m³,Marseille,Data.gouv.fr,2024-11-15 00:00:00
2024-04-22 00:00:00,O3,10.79,µg/m³,Lyon,Data.gouv.fr,2024-02-27 00:00:00
2024-05-26 00:00:00,CO,40.72,µg/m³,Bordeaux,Data.gouv.fr,2024-11-01 00:00:00
2024-03-16 00:00:00,O3,8.99,µg/m³,Bordeaux,Airparif,2024-01-03 00:00:00
2024-12-18 00:00:00,O3,15.95,µg/m³,Nice,Airparif,2024-01-05 00:00:00
2024-08-06 00:00:00,O3,24.67,µg/m³,Paris,RATP_Open_Data_2024,2024-07-18 00:00:00
2024-12-11 00:00:00,SO2,50.83,µg/m³,Nice,Météo-France,2024-04-13 00:00:00
2024-05-05 00:00:00,SO2,51.98,µg/m³,Montpellier,SNCF_Open_Data,2024-07-11 00:00:00
2024-08-19 00:00:00,NO2,37.31,µg/m³,Nantes,RATP_Open_Data_2024,2024-09-20 00:00:00
2024-01-14 00:00:00,PM2.5,81.43,µg/m³,Strasbourg,SNCF_Open_Data,2024-08-08 00:00:00
2024-12-25 00:00:00,CO,10.41,µg/m³,Nice,RATP_Open_Data_2024,2024-10-20 00:00:00
2024-06-13 00:00:00,O3,15.13,µg/m³,Lille,Météo-France,2024-04-14 00:00:00
2024-11-02 00:00:00,PM10,67.12,µg/m³,Lille,SNCF_Open_Data,2024-05-22 00:00:00
2024-02-07 00:00:00,O3,5.24,µg/m³,Nice,SNCF_Open_Data,2024-10-02 00:00:00
2024-12-01 00:00:00,CO,84.79,µg/m³,Lyon,Data.gouv.fr,2024-06-10 00:00:00
2024-10-10 00:00:00,CO,70.37,µg/m³,Nantes,RATP_Open_Data_2024,2024-04-19 00:00:00
2024-02-11 00:00:00,PM2.5,13.01,µg/m³,Nantes,Data.gouv.fr,2024-12-09 00:00:00
2024-05-07 00:00:00,NO2,18.53,µg/m³,Nice,SNCF_Open_Data,2024-11-10 00:00:00
2024-07-02 00:00:00,SO2,41.35,µg/m³,Nantes,Météo-France,2024-09-28 00:00:00
2024-08-13 00:00:00,NO2,17.5,µg/m³,Marseille,SNCF_Open_Data,2024-11-07 00:00:00
2024-12-13 00:00:00,NO2,16.99,µg/m³,Paris,RATP_Open_Data_2024,2024-08-11 00:00:00
2024-03-28 00:00:00,PM2.5,36.97,µg/m³,Toulouse,Météo-France,2024-01-30 00:00:00
2024-02-08 00:00:00,CO,77.86,µg/m³,Nantes,Data.gouv.fr,2024-03-29 00:00:00
2024-05-04 00:00:00,CO,58.11,µg/m³,Lille,RATP_Open_Data_2024,2024-05-18 00:00:00
2024-03-08 00:00:00,CO,79.66,µg/m³,Strasbourg,Airparif,2024-01-27 00:00:00
2024-12-10 00:00:00,PM10,19.04,µg/m³,Paris,Airparif,2024-06-13 00:00:00
2024-08-21 00:00:00,O3,71.59,µg/m³,Toulouse,RATP_Open_Data_2024,2024-04-07 00:00:00
2024-01-03 00:00:00,PM10,35.61,µg/m³,Montpellier,RATP_Open_Data_2024,2024-02-19 00:00:00
2024-07-29 00:00:00,PM2.5,75.22,µg/m³,Toulouse,Data.gouv.fr,2024-07-26 00:00:00
2024-03-24 00:00:00,PM2.5,67.83,µg/m³,Bordeaux,RATP_Open_Data_2024,2024-10-02 00:00:00
2024-07-26 00:00:00,CO,16.36,µg/m³,Nice,Data.gouv.fr,2024-09-10 00:00:00
2024-12-11 00:00:00,O3,77.18,µg/m³,Strasbourg,Data.gouv.fr,2024-06-02 00:00:00
2024-04-21 00:00:00,NO2,73.33,µg/m³,Lyon,SNCF_Open_Data,2024-08-22 00:00:00
2024-07-13 00:00:00,CO,25.23,µg/m³,Montpellier,SNCF_Open_Data,2024-08-06 00:00:00
2024-04-14 00:00:00,O3,59.13,µg/m³,Strasbourg,SNCF_Open_Data,2024-08-12 00:00:00
2024-08-24 00:00:00,NO2,68.2,µg/m³,Paris,Airparif,2024-10-07 00:00:00
2024-04-02 00:00:00,PM10,13.73,µg/m³,Montpellier,Météo-France,2024-12-24 00:00:00
2024-06-28 00:00:00,NO2,33.13,µg/m³,Montpellier,Météo-France,2024-12-16 00:00:00
2024-04-01 00:00:00,O3,33.79,µg/m³,Lille,RATP_Open_Data_2024,2024-01-23 00:00:00
2024-11-13 00:00:00,SO2,19.56,µg/m³,Marseille,Data.gouv.fr,2024-08-23 00:00:00
2024-07-08 00:00:00,PM10,53.84,µg/m³,Nice,Météo-France,2024-02-24 00:00:00
2024-10-24 00:00:00,O3,10.84,µg/m³,Marseille,Airparif,2024-01-14 00:00:00
2024-05-05 00:00:00,PM2.5,56.01,µg/m³,Toulouse,Data.gouv.fr,2024-01-24 00:00:00
2024-02-14 00:00:00,PM2.5,5.81,µg/m³,Montpellier,Météo-France,2024-10-13 00:00:00
2024-03-01 00:00:00,PM2.5,44.97,µg/m³,Nantes,SNCF_Open_Data,2024-09-24 00:00:00
2024-12-07 00:00:00,PM10,28.46,µg/m³,Paris,Data.gouv.fr,2024-11-18 00:00:00
2024-07-02 00:00:00,NO2,56.14,µg/m³,Paris,Airparif,2024-10-17 00:00:00
2024-10-15 00:00:00,NO2,11.55,µg/m³,Lille,Airparif,2024-10-03 00:00:00
2024-11-21 00:00:00,CO,46.43,µg/m³,Marseille,RATP_Open_Data_2024,2024-08-11 00:00:00
2024-05-17 00:00:00,O3,22.14,µg/m³,Lyon,Météo-France,2024-09-14 00:00:00
2024-03-13 00:00:00,PM10,31.75,µg/m³,Paris,Airparif,2024-09-19 00:00:00
2024-02-10 00:00:00,SO2,64.11,µg/m³,Nantes,Airparif,2024-10-31 00:00:00
2024-06-03 00:00:00,CO,24.87,µg/m³,Paris,SNCF_Open_Data,2024-05-12 00:00:00
2024-07-21 00:00:00,NO2,42.51,µg/m³,Strasbourg,Météo-France,2024-05-04 00:00:00
2024-04-18 00:00:00,SO2,42.63,µg/m³,Toulouse,RATP_Open_Data_2024,2024-10-16 00:00:00
2024-07-15 00:00:00,NO2,4.14,µg/m³,Strasbourg,Airparif,2024-08-18 00:00:00
2024-05-22 00:00:00,SO2,7.03,µg/m³,Bordeaux,Météo-France,2024-08-09 00:00:00
2024-01-27 00:00:00,PM10,58.16,µg/m³,Strasbourg,SNCF_Open_Data,2024-05-16 00:00:00
2024-07-23 00:00:00,PM10,29.64,µg/m³,Marseille,Météo-France,2024-11-29 00:00:00
2024-05-01 00:00:00,PM2.5,18.06,µg/m³,Lille,SNCF_Open_Data,2024-02-23 00:00:00
2024-08-04 00:00:00,PM2.5,80.08,µg/m³,Nice,Météo-France,2024-04-15 00:00:00
2024-02-29 00:00:00,SO2,16.77,µg/m³,Bordeaux,RATP_Open_Data_2024,2024-12-19 00:00:00
2024-01-15 00:00:00,SO2,70.98,µg/m³,Montpellier,SNCF_Open_Data,2024-04-14 00:00:00
2024-12-20 00:00:00,SO2,29.9,µg/m³,Nantes,RATP_Open_Data_2024,2024-09-03 00:00:00
2024-09-04 00:00:00,CO,5.54,µg/m³,Paris,Airparif,2024-06-14 00:00:00
2024-09-20 00:00:00,NO2,50.9,µg/m³,Nantes,Météo-France,2024-11-15 00:00:00
2024-03-06 00:00:00,NO2,84.8,µg/m³,Montpellier,Météo-France,2024-11-12 00:00:00
2024-02-21 00:00:00,NO2,80.64,µg/m³,Lille,Data.gouv.fr,2024-03-31 00:00:00
2024-09-30 00:00:00,NO2,37.72,µg/m³,Bordeaux,Airparif,2024-12-20 00:00:00
2024-11-20 00:00:00,CO,41.99,µg/m³,Bordeaux,Data.gouv.fr,2024-06-18 00:00:00
2024-09-28 00:00:00,CO,71.36,µg/m³,Nice,Airparif,2024-03-17 00:00:00
