col_date,col_prix,col_carburant,col_adresse,col_ville,col_code_postal,col_region,col_latitude,col_longitude,col_source,col_date_collecte
2024-03-28 00:00:00,1.97,7.32,4.59,Strasbourg,4.12,Auvergne-Rhône-Alpes,48.764245,6.16327,Data.gouv.fr,2024-06-10 00:00:00
2024-05-25 00:00:00,1.739,4.04,3.1,Nice,3.86,Normandie,48.642193,1.492738,Data.gouv.fr,2024-04-06 00:00:00
2024-09-12 00:00:00,1.703,5.54,2.3,Lyon,6.92,Auvergne-Rhône-Alpes,52.830577,1.278046,RATP_Open_Data_2024,2024-04-12 00:00:00
2024-01-21 00:00:00,1.853,3.04,2.81,Lyon,3.73,Occitanie,46.532336,2.820615,SNCF_Open_Data,2024-07-21 00:00:00
2024-05-31 00:00:00,1.798,8.3,6.47,Nantes,2.83,Provence-Alpes-Côte d'Azur,45.071576,4.047613,Météo-France,2024-04-16 00:00:00
2024-01-11 00:00:00,1.836,5.14,2.96,Montpellier,6.87,Nouvelle-Aquitaine,45.942827,4.713779,Airparif,2024-03-12 00:00:00
2024-04-11 00:00:00,1.846,2.63,2.36,Bordeaux,5.31,Bretagne,47.533601,3.560789,Météo-France,2024-01-18 00:00:00
2024-05-25 00:00:00,1.977,8.75,5.24,Lyon,5.77,Auvergne-Rhône-Alpes,49.454345,-0.902035,Airparif,2024-09-25 00:00:00
2024-02-01 00:00:00,1.754,2.06,2.08,Marseille,7.33,Normandie,50.237698,2.746104,SNCF_Open_Data,2024-11-28 00:00:00
2024-05-14 00:00:00,1.75,7.18,6.24,Nantes,6.29,Pays de la Loire,47.383951,4.476233,RATP_Open_Data_2024,2024-10-08 00:00:00
2024-05-02 00:00:00,1.929,3.41,4.06,Montpellier,8.51,Occitanie,51.617902,-0.320094,Data.gouv.fr,2024-02-22 00:00:00
2024-05-03 00:00:00,1.907,3.61,3.08,Paris,2.93,Provence-Alpes-Côte d'Azur,47.606885,6.239873,Airparif,2024-09-24 00:00:00
2024-10-23 00:00:00,1.892,4.91,3.43,Montpellier,1.64,Bretagne,45.778515,0.962949,Data.gouv.fr,2024-05-04 00:00:00
2024-05-29 00:00:00,1.731,6.18,4.72,Toulouse,7.8,Occitanie,46.228428,6.299953,Data.gouv.fr,2024-11-19 00:00:00
2024-07-07 00:00:00,1.843,6.07,2.61,Bordeaux,1.4,Nouvelle-Aquitaine,48.267106,-0.855279,Airparif,2024-12-20 00:00:00
2024-01-09 00:00:00,1.896,3.11,6.0,Lille,7.87,Hauts-de-France,47.302707,2.890975,RATP_Open_Data_2024,2024-04-09 00:00:00
2024-01-31 00:00:00,1.888,1.73,1.32,Toulouse,7.27,Île-de-France,49.813961,5.280922,RATP_Open_Data_2024,2024-06-28 00:00:00
2024-03-18 00:00:00,1.728,7.71,8.41,Paris,6.46,Bretagne,47.259971,-1.139147,Météo-France,2024-12-01 00:00:00
2024-04-04 00:00:00,1.795,2.76,5.26,Nantes,7.66,Normandie,52.25547,3.011052,Airparif,2024-06-12 00:00:00
2024-06-02 00:00:00,1.823,8.73,5.07,Strasbourg,3.72,Provence-Alpes-Côte d'Azur,49.212734,5.758584,Data.gouv.fr,2024-07-19 00:00:00
2024-03-15 00:00:00,1.825,4.37,4.09,Lille,8.14,Provence-Alpes-Côte d'Azur,49.306167,1.029428,RATP_Open_Data_2024,2024-09-22 00:00:00
2024-08-19 00:00:00,1.724,2.76,7.3,Marseille,6.66,Occitanie,50.199788,5.820509,Data.gouv.fr,2024-03-26 00:00:00
2024-02-03 00:00:00,1.798,2.08,5.39,Marseille,7.79,Occitanie,48.03661,4.184095,Data.gouv.fr,2024-10-09 00:00:00
2024-04-17 00:00:00,1.831,5.1,2.85,Nice,2.56,Auvergne-Rhône-Alpes,48.051509,5.884956,Météo-France,2024-09-13 00:00:00
2024-11-10 00:00:00,1.903,6.85,7.84,Nantes,1.78,Pays de la Loire,50.573996,2.680319,Météo-France,2024-10-06 00:00:00
2024-11-10 00:00:00,1.821,3.59,1.96,Lille,5.08,Grand Est,51.060528,5.207611,Data.gouv.fr,2024-09-02 00:00:00
2024-07-31 00:00:00,1.711,3.42,4.65,Paris,3.7,Normandie,49.353664,4.519535,RATP_Open_Data_2024,2024-03-09 00:00:00
2024-12-03 00:00:00,1.752,4.9,4.38,Nantes,4.44,Île-de-France,51.252771,-0.720944,Météo-France,2024-04-10 00:00:00
2024-06-30 00:00:00,1.796,5.36,8.49,Montpellier,5.62,Bretagne,52.028468,4.932526,RATP_Open_Data_2024,2024-08-11 00:00:00
2024-05-10 00:00:00,1.808,1.87,6.78,Toulouse,8.62,Provence-Alpes-Côte d'Azur,47.388886,1.624682,SNCF_Open_Data,2024-06-28 00:00:00
2024-01-19 00:00:00,1.842,5.39,5.01,Marseille,6.91,Provence-Alpes-Côte d'Azur,52.370246,2.594198,Data.gouv.fr,2024-09-05 00:00:00
2024-02-09 00:00:00,1.881,5.07,7.6,Lille,8.55,Hauts-de-France,46.9626,6.154268,RATP_Open_Data_2024,2024-10-05 00:00:00
2024-11-04 00:00:00,1.943,3.67,1.54,Lyon,7.13,Normandie,47.803838,5.142625,Data.gouv.fr,2024-09-18 00:00:00
2024-12-20 00:00:00,1.762,1.61,4.1,Nice,8.63,Pays de la Loire,48.59452,1.621879,Airparif,2024-08-04 00:00:00
2024-09-13 00:00:00,1.689,3.92,3.26,Nice,7.8,Normandie,52.556541,3.351956,SNCF_Open_Data,2024-01-22 00:00:00
2024-04-08 00:00:00,1.715,4.24,6.43,Toulouse,2.65,Pays de la Loire,45.285617,-1.002458,RATP_Open_Data_2024,2024-06-30 00:00:00
2024-08-18 00:00:00,1.686,7.82,6.44,Nantes,5.26,Nouvelle-Aquitaine,48.839259,2.20822,Data.gouv.fr,2024-06-02 00:00:00
2024-04-09 00:00:00,1.73,7.44,4.0,Paris,8.54,Grand Est,49.348702,1.411752,SNCF_Open_Data,2024-06-04 00:00:00
2024-10-24 00:00:00,1.903,2.43,6.46,Marseille,4.49,Provence-Alpes-Côte d'Azur,47.557175,4.012466,RATP_Open_Data_2024,2024-08-16 00:00:00
2024-02-05 00:00:00,1.988,1.59,7.33,Paris,4.44,Provence-Alpes-Côte d'Azur,49.144199,-0.802643,Data.gouv.fr,2024-08-03 00:00:00
2024-06-19 00:00:00,1.957,5.91,2.24,Paris,3.13,Provence-Alpes-Côte d'Azur,52.14777,1.192778,Data.gouv.fr,2024-05-23 00:00:00
2024-03-13 00:00:00,1.713,6.97,7.94,Nantes,6.61,Grand Est,52.292565,1.492509,Airparif,2024-06-14 00:00:00
2024-09-22 00:00:00,1.887,3.71,8.3,Paris,6.68,Normandie,51.133516,4.726059,Météo-France,2024-09-30 00:00:00
2024-07-22 00:00:00,1.701,8.21,2.5,Lille,1.78,Grand Est,46.668513,-0.438248,Météo-France,2024-11-23 00:00:00
2024-06-25 00:00:00,1.924,8.45,4.18,Nice,5.4,Occitanie,49.224256,1.22123,Data.gouv.fr,2024-01-24 00:00:00
2024-10-29 00:00:00,1.87,7.62,7.73,Lyon,6.2,Pays de la Loire,50.708857,4.428445,Data.gouv.fr,2024-05-07 00:00:00
2024-05-10 00:00:00,1.722,7.76,7.39,Montpellier,4.48,Île-de-France,45.441694,3.998051,RATP_Open_Data_2024,2024-12-02 00:00:00
2024-08-25 00:00:00,1.944,3.33,3.78,Nice,4.78,Occitanie,44.928674,1.194193,RATP_Open_Data_2024,2024-06-20 00:00:00
2024-01-12 00:00:00,1.881,5.13,4.59,Nice,4.5,Provence-Alpes-Côte d'Azur,45.791489,3.384378,Airparif,2024-04-20 00:00:00
2024-04-20 00:00:00,1.687,3.98,2.52,Lille,2.14,Île-de-France,51.742403,5.286767,SNCF_Open_Data,2024-10-06 00:00:00
2024-08-27 00:00:00,1.741,1.54,3.91,Bordeaux,3.59,Pays de la Loire,52.452997,0.61417,Data.gouv.fr,2024-09-27 00:00:00
2024-02-07 00:00:00,1.962,5.56,7.94,Paris,8.44,Nouvelle-Aquitaine,47.337162,4.378842,SNCF_Open_Data,2024-06-12 00:00:00
2024-08-12 00:00:00,1.947,7.07,3.94,Nantes,8.13,Provence-Alpes-Côte d'Azur,45.483189,-1.045177,Data.gouv.fr,2024-06-01 00:00:00
2024-01-16 00:00:00,1.854,2.31,2.77,Nantes,5.87,Hauts-de-France,47.41938,0.308506,Météo-France,2024-09-30 00:00:00
2024-05-25 00:00:00,1.914,5.82,1.82,Nantes,3.89,Nouvelle-Aquitaine,52.253889,1.828834,RATP_Open_Data_2024,2024-05-24 00:00:00
2024-06-29 00:00:00,1.845,7.21,8.03,Lyon,3.62,Occitanie,47.228268,2.965275,Airparif,2024-02-26 00:00:00
2024-06-21 00:00:00,1.718,2.51,5.8,Bordeaux,6.32,Pays de la Loire,48.972092,4.238659,Airparif,2024-02-04 00:00:00
2024-04-30 00:00:00,1.971,8.76,4.36,Nantes,2.33,Nouvelle-Aquitaine,49.997272,4.727605,Météo-France,2024-08-05 00:00:00
2024-11-03 00:00:00,1.915,2.49,1.89,Toulouse,6.3,Occitanie,45.999873,2.877761,Airparif,2024-03-27 00:00:00
2024-11-12 00:00:00,1.963,8.03,3.49,Bordeaux,8.76,Normandie,47.098375,1.170493,RATP_Open_Data_2024,2024-06-16 00:00:00
2024-07-22 00:00:00,1.771,3.87,2.1,Nice,4.03,Occitanie,46.114044,0.866675,SNCF_Open_Data,2024-05-27 00:00:00
2024-11-06 00:00:00,1.732,6.99,7.48,Paris,5.03,Normandie,47.869193,3.104365,RATP_Open_Data_2024,2024-05-23 00:00:00
2024-01-25 00:00:00,1.883,5.32,4.96,Nantes,3.55,Grand Est,50.646781,1.911613,SNCF_Open_Data,2024-04-21 00:00:00
2024-09-24 00:00:00,1.784,6.05,6.78,Toulouse,4.68,Hauts-de-France,52.581681,-0.977301,Airparif,2024-05-24 00:00:00
2024-05-18 00:00:00,1.754,5.47,4.83,Bordeaux,5.43,Île-de-France,50.114379,2.529656,Météo-France,2024-01-20 00:00:00
2024-12-10 00:00:00,1.722,7.57,8.42,Montpellier,5.14,Pays de la Loire,45.548695,-0.242465,Airparif,2024-03-12 00:00:00
2024-10-28 00:00:00,1.976,4.73,2.28,Nantes,3.28,Normandie,52.560236,5.152335,SNCF_Open_Data,2024-04-14 00:00:00
2024-03-01 00:00:00,1.774,6.92,5.24,Paris,1.88,Grand Est,46.771494,-0.405678,Data.gouv.fr,2024-11-06 00:00:00
2024-08-02 00:00:00,1.827,5.12,5.5,Lille,6.35,Nouvelle-Aquitaine,47.008728,4.737986,RATP_Open_Data_2024,2024-06-15 00:00:00
2024-02-16 00:00:00,1.988,2.44,1.21,Lille,1.86,Pays de la Loire,52.710663,-1.063406,Météo-France,2024-05-27 00:00:00
2024-12-05 00:00:00,1.95,3.22,7.31,Strasbourg,3.44,Hauts-de-France,47.761082,5.643331,RATP_Open_Data_2024,2024-04-20 00:00:00
2024-04-13 00:00:00,1.845,7.57,7.92,Toulouse,7.68,Nouvelle-Aquitaine,47.187465,3.099693,Météo-France,2024-09-07 00:00:00
2024-02-12 00:00:00,1.843,8.78,7.94,Paris,6.15,Normandie,46.511912,-1.526767,Airparif,2024-01-29 00:00:00
2024-07-30 00:00:00,1.95,5.14,4.8,Nice,8.5,Grand Est,46.451856,-1.486988,RATP_Open_Data_2024,2024-07-22 00:00:00
2024-08-31 00:00:00,1.794,4.6,8.04,Toulouse,8.66,Normandie,52.77122,5.178662,Airparif,2024-06-07 00:00:00
2024-08-07 00:00:00,1.904,7.76,6.16,Paris,2.18,Hauts-de-France,50.469457,1.60148,RATP_Open_Data_2024,2024-01-14 00:00:00
2024-04-22 00:00:00,1.77,8.56,3.79,Nice,4.05,Grand Est,48.712494,2.736752,SNCF_Open_Data,2024-02-19 00:00:00
2024-06-07 00:00:00,1.985,8.18,7.7,Bordeaux,6.18,Hauts-de-France,44.877672,-0.641942,Data.gouv.fr,2024-06-22 00:00:00
2024-01-12 00:00:00,1.86,6.53,8.45,Lyon,3.5,Occitanie,51.237369,0.106091,Data.gouv.fr,2024-02-21 00:00:00
2024-04-11 00:00:00,1.779,1.31,3.88,Bordeaux,4.5,Auvergne-Rhône-Alpes,50.694639,3.3053,Airparif,2024-10-19 00:00:00
2024-05-18 00:00:00,1.963,2.87,5.89,Marseille,3.03,Normandie,48.844963,0.997757,Data.gouv.fr,2024-06-09 00:00:00
2024-08-26 00:00:00,1.897,3.44,4.76,Paris,3.37,Grand Est,50.183676,4.062093,SNCF_Open_Data,2024-02-20 00:00:00
2024-09-12 00:00:00,1.898,1.8,7.4,Lyon,6.17,Île-de-France,51.833692,0.557765,RATP_Open_Data_2024,2024-11-07 00:00:00
2024-03-16 00:00:00,1.825,5.61,5.54,Nice,6.39,Hauts-de-France,45.236145,2.984792,Data.gouv.fr,2024-04-09 00:00:00
2024-01-19 00:00:00,1.985,3.94,4.34,Nice,5.65,Grand Est,45.842492,-0.634101,RATP_Open_Data_2024,2024-05-17 00:00:00
2024-10-20 00:00:00,1.81,1.75,3.16,Strasbourg,1.75,Hauts-de-France,52.610078,6.0461,Météo-France,2024-08-09 00:00:00
2024-12-08 00:00:00,1.718,1.4,6.44,Montpellier,6.9,Occitanie,51.220199,0.421668,Data.gouv.fr,2024-12-26 00:00:00
2024-05-08 00:00:00,1.848,1.62,5.2,Toulouse,8.17,Occitanie,51.383762,2.191669,SNCF_Open_Data,2024-10-01 00:00:00
2024-05-13 00:00:00,1.727,3.33,3.62,Nice,5.47,Auvergne-Rhône-Alpes,47.160523,3.525695,RATP_Open_Data_2024,2024-03-15 00:00:00
2024-02-09 00:00:00,1.981,2.48,4.36,Paris,6.36,Grand Est,51.57212,0.967984,SNCF_Open_Data,2024-06-29 00:00:00
2024-08-15 00:00:00,1.876,5.76,7.4,Nice,6.79,Nouvelle-Aquitaine,52.704316,0.555459,Météo-France,2024-03-31 00:00:00
2024-07-12 00:00:00,1.893,5.95,2.31,Strasbourg,4.71,Pays de la Loire,50.448508,1.531405,SNCF_Open_Data,2024-07-15 00:00:00
2024-11-24 00:00:00,1.826,3.74,5.67,Toulouse,2.03,Grand Est,50.201595,2.369486,RATP_Open_Data_2024,2024-11-26 00:00:00
2024-05-17 00:00:00,1.686,7.98,2.55,Toulouse,5.65,Pays de la Loire,49.247458,5.222778,Météo-France,2024-12-10 00:00:00
2024-11-29 00:00:00,1.705,5.04,4.56,Strasbourg,2.12,Hauts-de-France,49.29874,1.245817,Météo-France,2024-10-18 00:00:00
2024-11-01 00:00:00,1.878,2.26,2.48,Toulouse,2.48,Normandie,50.983286,1.43659,SNCF_Open_Data,2024-06-07 00:00:00
2024-12-24 00:00:00,1.935,4.13,6.31,Nantes,1.66,Nouvelle-Aquitaine,51.845285,5.522679,Data.gouv.fr,2024-12-05 00:00:00
2024-10-25 00:00:00,1.743,7.7,5.34,Strasbourg,4.29,Occitanie,49.212695,-1.486941,Data.gouv.fr,2024-05-30 00:00:00
2024-08-11 00:00:00,1.93,7.07,6.95,Lyon,2.43,Pays de la Loire,47.387055,0.696682,Data.gouv.fr,2024-01-29 00:00:00
2024-09-27 00:00:00,1.838,7.33,5.51,Paris,3.42,Pays de la Loire,49.620132,0.5904,Airparif,2024-08-16 00:00:00
2024-11-20 00:00:00,1.954,4.75,2.72,Lille,3.8,Provence-Alpes-Côte d'Azur,52.40434,1.630462,Météo-France,2024-05-19 00:00:00
2024-09-18 00:00:00,1.815,5.52,6.88,Lyon,4.81,Nouvelle-Aquitaine,47.948538,4.297477,Météo-France,2024-05-03 00:00:00
2024-11-07 00:00:00,1.936,4.54,4.73,Montpellier,4.21,Provence-Alpes-Côte d'Azur,48.64905,3.440119,Météo-France,2024-12-17 00:00:00
2024-08-15 00:00:00,1.868,6.43,4.64,Strasbourg,5.74,Occitanie,51.57056,4.279789,Météo-France,2024-12-07 00:00:00
2024-06-17 00:00:00,1.792,7.04,6.03,Bordeaux,4.39,Grand Est,47.251182,-0.868924,SNCF_Open_Data,2024-03-10 00:00:00
2024-01-25 00:00:00,1.683,5.92,4.92,Montpellier,2.12,Pays de la Loire,45.072371,1.303068,SNCF_Open_Data,2024-08-27 00:00:00
2024-10-18 00:00:00,1.982,2.2,7.78,Lyon,7.52,Hauts-de-France,49.114605,0.416244,Data.gouv.fr,2024-12-22 00:00:00
2024-06-16 00:00:00,1.808,3.82,1.98,Montpellier,3.73,Occitanie,45.630553,1.50457,RATP_Open_Data_2024,2024-05-11 00:00:00
2024-12-16 00:00:00,1.791,2.7,3.18,Nantes,2.42,Normandie,48.488133,3.893559,RATP_Open_Data_2024,2024-03-23 00:00:00
2024-08-15 00:00:00,1.683,4.11,4.17,Lyon,7.59,Grand Est,45.304748,0.944997,Data.gouv.fr,2024-01-27 00:00:00
2024-03-09 00:00:00,1.782,3.62,3.3,Nantes,6.83,Hauts-de-France,49.188569,5.268313,RATP_Open_Data_2024,2024-11-06 00:00:00
2024-09-07 00:00:00,1.833,5.11,6.09,Lille,7.14,Hauts-de-France,46.921632,2.449382,Météo-France,2024-10-16 00:00:00
2024-03-09 00:00:00,1.766,8.52,8.17,Nice,2.24,Île-de-France,47.977427,1.408948,SNCF_Open_Data,2024-08-10 00:00:00
2024-10-04 00:00:00,1.759,4.96,2.43,Lyon,1.2,Provence-Alpes-Côte d'Azur,46.520183,0.880431,Data.gouv.fr,2024-03-01 00:00:00
2024-07-09 00:00:00,1.91,6.25,5.49,Montpellier,8.06,Grand Est,45.304421,3.968265,Data.gouv.fr,2024-12-06 00:00:00
2024-03-21 00:00:00,1.685,7.72,6.02,Toulouse,6.74,Hauts-de-France,48.211248,0.575432,SNCF_Open_Data,2024-05-11 00:00:00
2024-06-07 00:00:00,1.984,4.19,4.22,Paris,4.16,Grand Est,50.974966,3.824382,SNCF_Open_Data,2024-08-27 00:00:00
2024-04-09 00:00:00,1.829,5.09,7.91,Bordeaux,8.34,Grand Est,46.170078,5.762115,RATP_Open_Data_2024,2024-10-31 00:00:00
2024-08-08 00:00:00,1.698,1.52,5.91,Bordeaux,3.13,Île-de-France,52.034777,2.353203,Airparif,2024-06-08 00:00:00
2024-11-30 00:00:00,1.884,5.0,8.4,Lille,1.67,Hauts-de-France,51.447056,2.449691,SNCF_Open_Data,2024-05-14 00:00:00
2024-12-03 00:00:00,1.762,5.95,6.31,Bordeaux,1.97,Pays de la Loire,46.552027,2.062065,Data.gouv.fr,2024-04-10 00:00:00
2024-02-04 00:00:00,1.982,7.3,3.88,Toulouse,5.59,Grand Est,49.565279,5.223947,Météo-France,2024-10-11 00:00:00
2024-01-07 00:00:00,1.853,7.18,1.93,Lille,6.48,Hauts-de-France,49.133245,4.600813,Data.gouv.fr,2024-07-07 00:00:00
2024-09-01 00:00:00,1.934,4.85,6.11,Bordeaux,5.82,Grand Est,49.110213,0.196064,RATP_Open_Data_2024,2024-09-06 00:00:00
2024-09-18 00:00:00,1.983,5.79,3.19,Toulouse,3.86,Pays de la Loire,51.795963,-1.537153,Météo-France,2024-05-30 00:00:00
2024-10-27 00:00:00,1.954,2.74,4.15,Bordeaux,7.18,Provence-Alpes-Côte d'Azur,47.546948,3.330896,Airparif,2024-07-17 00:00:00
2024-07-24 00:00:00,1.804,3.33,8.77,Paris,2.71,Grand Est,44.969675,-0.086693,SNCF_Open_Data,2024-02-11 00:00:00
2024-08-20 00:00:00,1.759,7.55,6.67,Montpellier,1.41,Provence-Alpes-Côte d'Azur,52.009686,2.280365,RATP_Open_Data_2024,2024-05-09 00:00:00
2024-01-18 00:00:00,1.911,2.33,5.73,Lyon,6.5,Pays de la Loire,52.709876,3.238289,Data.gouv.fr,2024-12-02 00:00:00
2024-01-13 00:00:00,1.987,4.43,5.81,Paris,5.48,Île-de-France,48.039954,-0.417654,Airparif,2024-09-15 00:00:00
2024-03-07 00:00:00,1.903,8.13,6.78,Nantes,5.31,Auvergne-Rhône-Alpes,48.194378,4.386806,RATP_Open_Data_2024,2024-09-25 00:00:00
2024-08-19 00:00:00,1.843,3.26,6.15,Nantes,1.9,Grand Est,52.10619,-1.139172,Data.gouv.fr,2024-09-10 00:00:00
2024-04-13 00:00:00,1.759,2.62,8.26,Lille,5.02,Hauts-de-France,47.748669,-0.304018,Météo-France,2024-08-11 00:00:00
2024-04-13 00:00:00,1.964,6.84,3.38,Bordeaux,1.83,Nouvelle-Aquitaine,48.069473,-1.460047,Data.gouv.fr,2024-04-09 00:00:00
2024-11-12 00:00:00,1.8,2.99,4.69,Lille,4.45,Occitanie,51.799084,1.374576,Airparif,2024-09-12 00:00:00
2024-05-19 00:00:00,1.732,4.08,2.65,Montpellier,3.15,Hauts-de-France,52.55656,-0.783496,RATP_Open_Data_2024,2024-03-01 00:00:00
2024-09-09 00:00:00,1.896,7.57,4.36,Toulouse,8.32,Île-de-France,45.105057,-0.254646,Airparif,2024-08-05 00:00:00
2024-08-07 00:00:00,1.824,3.57,1.52,Nice,1.28,Provence-Alpes-Côte d'Azur,49.676774,5.789625,Airparif,2024-02-09 00:00:00
2024-09-11 00:00:00,1.741,5.26,2.88,Lyon,6.89,Grand Est,50.874783,-0.706634,Airparif,2024-09-25 00:00:00
2024-07-23 00:00:00,1.824,3.01,8.79,Marseille,2.54,Hauts-de-France,51.91031,3.622503,Météo-France,2024-01-15 00:00:00
2024-05-29 00:00:00,1.734,6.02,4.43,Marseille,7.19,Normandie,49.668884,6.073912,Airparif,2024-01-08 00:00:00
2024-04-24 00:00:00,1.681,2.16,5.77,Strasbourg,3.85,Île-de-France,47.130406,4.114285,RATP_Open_Data_2024,2024-05-02 00:00:00
2024-07-20 00:00:00,1.698,4.61,3.3,Lille,5.97,Provence-Alpes-Côte d'Azur,47.063945,3.365348,SNCF_Open_Data,2024-06-30 00:00:00
2024-03-30 00:00:00,1.935,8.57,1.43,Montpellier,4.42,Hauts-de-France,50.681602,1.976382,RATP_Open_Data_2024,2024-06-29 00:00:00
2024-12-08 00:00:00,1.715,4.55,4.38,Bordeaux,8.12,Nouvelle-Aquitaine,47.706238,-1.016453,Data.gouv.fr,2024-11-30 00:00:00
2024-05-30 00:00:00,1.7,3.78,1.6,Nantes,1.6,Pays de la Loire,47.437317,0.327024,RATP_Open_Data_2024,2024-09-04 00:00:00
2024-12-07 00:00:00,1.946,3.48,4.32,Lyon,7.4,Occitanie,47.689498,5.504744,SNCF_Open_Data,2024-10-28 00:00:00
2024-10-11 00:00:00,1.846,5.14,5.44,Strasbourg,5.72,Île-de-France,49.394654,5.867098,RATP_Open_Data_2024,2024-02-05 00:00:00
2024-02-09 00:00:00,1.984,4.31,3.4,Lyon,6.63,Occitanie,52.007829,5.623952,Airparif,2024-09-04 00:00:00
2024-09-14 00:00:00,1.692,1.95,2.99,Strasbourg,5.25,Pays de la Loire,44.893894,4.196213,Data.gouv.fr,2024-03-01 00:00:00
2024-10-21 00:00:00,1.944,2.59,8.65,Nice,6.48,Provence-Alpes-Côte d'Azur,47.190725,4.06712,SNCF_Open_Data,2024-11-03 00:00:00
2024-02-02 00:00:00,1.731,7.01,3.11,Lyon,2.99,Bretagne,48.617138,5.542534,Data.gouv.fr,2024-12-18 00:00:00
2024-04-24 00:00:00,1.957,7.67,5.43,Paris,3.53,Provence-Alpes-Côte d'Azur,45.759199,0.669737,RATP_Open_Data_2024,2024-03-09 00:00:00
