col_date,col_heure,col_station,col_polluant,col_valeur,col_unite,col_indice_qualite,col_latitude,col_longitude
2024-06-14 00:00:00,2.17,Matabiau 3,O3,53.85,µg/m³,3.69,51.07507,-0.056863
2024-01-03 00:00:00,3.47,Gare de Lyon 8,PM2.5,68.58,µg/m³,5.63,46.685174,2.950787
2024-02-25 00:00:00,5.98,Saint-Jean 3,PM10,30.31,µg/m³,8.18,47.252549,4.663822
2024-10-25 00:00:00,2.36,Part-Dieu 2,NO2,5.5,µg/m³,7.13,49.281256,-1.478331
2024-09-17 00:00:00,1.88,Saint-Jean 4,PM2.5,20.62,µg/m³,7.85,46.527207,0.637303
2024-10-11 00:00:00,4.19,Gare de l'Est 8,O3,11.26,µg/m³,1.48,51.875221,3.99082
2024-05-25 00:00:00,4.76,Saint-Charles 9,O3,63.87,µg/m³,8.07,48.397521,5.993121
2024-11-26 00:00:00,2.39,Saint-Jean 3,SO2,68.6,µg/m³,7.62,50.191721,3.07058
2024-06-18 00:00:00,7.35,Gare de l'Est 4,PM2.5,9.25,µg/m³,7.33,48.672069,1.994343
2024-04-23 00:00:00,5.55,Saint-Jean 5,O3,4.87,µg/m³,4.19,48.352561,4.6658
2024-06-07 00:00:00,4.84,Gare du Nord 1,PM2.5,78.9,µg/m³,2.5,51.575268,1.364081
2024-01-21 00:00:00,4.89,Gare de l'Est 3,SO2,81.73,µg/m³,1.35,50.910728,5.286593
2024-02-05 00:00:00,2.43,Gare de l'Est 9,PM10,14.87,µg/m³,1.8,52.372333,1.046759
2024-03-28 00:00:00,5.41,Saint-Charles 8,PM2.5,68.2,µg/m³,7.46,52.282952,-0.938937
2024-03-13 00:00:00,7.47,Montparnasse 5,CO,23.98,µg/m³,4.88,48.332586,6.163779
2024-07-15 00:00:00,2.78,Gare de Lyon 7,NO2,28.18,µg/m³,7.68,48.896686,5.047969
2024-08-19 00:00:00,5.32,Gare du Nord 4,NO2,83.15,µg/m³,1.22,49.18726,1.448262
2024-12-16 00:00:00,3.74,Haussmann Saint-Lazare 8,PM2.5,48.66,µg/m³,7.73,46.549145,5.595817
2024-02-04 00:00:00,4.41,Gare du Nord 9,CO,35.53,µg/m³,7.11,51.117297,5.307943
2024-07-31 00:00:00,4.94,Gare du Nord 4,PM2.5,55.91,µg/m³,2.78,45.677182,0.773333
2024-01-19 00:00:00,6.07,Gare de l'Est 6,SO2,3.91,µg/m³,1.8,50.627007,3.056741
2024-02-02 00:00:00,4.46,Saint-Jean 7,CO,53.44,µg/m³,8.43,46.287393,6.050086
2024-03-09 00:00:00,5.87,Gare de Lyon 5,SO2,55.99,µg/m³,1.59,47.174016,0.358668
2024-10-01 00:00:00,6.88,Gare de l'Est 1,PM2.5,28.68,µg/m³,8.51,51.153004,0.236907
2024-01-23 00:00:00,5.13,Matabiau 7,PM10,23.42,µg/m³,3.63,45.394702,-0.503902
2024-01-19 00:00:00,2.48,Montparnasse 1,CO,42.61,µg/m³,1.79,47.069676,-1.45138
2024-02-12 00:00:00,3.09,Saint-Charles 8,NO2,56.5,µg/m³,3.15,46.189178,3.757012
2024-12-25 00:00:00,5.15,Saint-Jean 3,PM10,38.03,µg/m³,8.21,46.534251,5.507101
2024-01-28 00:00:00,4.14,Gare de l'Est 9,SO2,19.12,µg/m³,6.99,47.212155,1.625176
2024-03-16 00:00:00,6.81,Matabiau 6,PM2.5,2.51,µg/m³,7.19,48.528819,5.733488
2024-11-24 00:00:00,4.5,Part-Dieu 1,PM10,2.12,µg/m³,5.41,44.895864,4.821796
2024-06-19 00:00:00,2.17,Gare du Nord 1,CO,28.45,µg/m³,6.26,51.490616,0.885692
2024-09-28 00:00:00,7.79,Montparnasse 9,PM10,30.41,µg/m³,6.22,45.480307,5.986609
2024-10-07 00:00:00,4.6,Saint-Charles 8,CO,49.65,µg/m³,6.98,45.971127,1.569611
2024-02-19 00:00:00,2.47,Part-Dieu 5,CO,3.87,µg/m³,1.98,46.363789,4.118441
2024-11-22 00:00:00,1.48,Gare du Nord 6,PM2.5,3.0,µg/m³,7.54,49.496715,0.125158
2024-04-21 00:00:00,8.01,Haussmann Saint-Lazare 2,NO2,16.04,µg/m³,5.71,46.217943,-0.76788
2024-05-31 00:00:00,8.71,Montparnasse 6,PM10,81.18,µg/m³,2.76,52.422584,-1.129372
2024-04-03 00:00:00,5.99,Saint-Charles 4,NO2,60.31,µg/m³,4.75,50.067365,6.334464
2024-09-13 00:00:00,7.12,Gare du Nord 4,PM2.5,71.03,µg/m³,4.31,50.9658,3.772592
2024-08-08 00:00:00,4.15,Gare de l'Est 5,O3,8.35,µg/m³,5.59,49.854641,0.853276
2024-08-18 00:00:00,4.84,Haussmann Saint-Lazare 2,CO,37.77,µg/m³,8.62,50.261888,-0.562098
2024-11-07 00:00:00,3.41,Part-Dieu 8,SO2,47.05,µg/m³,4.49,47.823927,-0.715256
2024-02-29 00:00:00,7.13,Saint-Jean 2,PM2.5,46.8,µg/m³,3.76,45.397082,0.154964
2024-10-26 00:00:00,4.35,Gare du Nord 5,PM2.5,38.91,µg/m³,1.27,51.968744,1.364746
2024-12-13 00:00:00,6.27,Montparnasse 8,PM10,26.26,µg/m³,7.84,46.138208,1.596511
2024-11-11 00:00:00,2.83,Gare de l'Est 3,PM10,79.23,µg/m³,2.53,47.360686,4.082817
2024-02-17 00:00:00,7.11,Montparnasse 2,O3,51.79,µg/m³,2.49,49.210384,6.317222
2024-09-02 00:00:00,4.74,Gare de l'Est 4,CO,75.87,µg/m³,1.5,47.953927,-0.215644
2024-09-03 00:00:00,8.72,Gare de Lyon 6,PM10,45.98,µg/m³,1.43,46.747727,-1.198918
2024-09-12 00:00:00,1.82,Gare du Nord 3,NO2,73.7,µg/m³,7.8,52.068263,-0.940076
2024-02-05 00:00:00,5.49,Gare du Nord 1,O3,49.23,µg/m³,7.11,51.918692,2.011471
2024-08-04 00:00:00,3.96,Haussmann Saint-Lazare 6,PM2.5,39.37,µg/m³,3.46,48.288271,4.795992
2024-03-16 00:00:00,7.7,Saint-Charles 1,SO2,23.98,µg/m³,7.8,46.228462,5.849543
2024-01-05 00:00:00,5.25,Gare du Nord 2,O3,28.84,µg/m³,7.32,48.645482,0.903354
2024-01-12 00:00:00,2.29,Part-Dieu 4,NO2,70.67,µg/m³,2.24,45.761675,0.950254
2024-09-08 00:00:00,3.38,Part-Dieu 7,SO2,21.35,µg/m³,8.22,52.399011,-0.230852
2024-08-10 00:00:00,3.21,Gare de Lyon 5,CO,79.99,µg/m³,5.38,47.106857,5.494778
2024-10-29 00:00:00,6.78,Saint-Jean 5,PM10,67.9,µg/m³,1.83,45.686016,4.248715
2024-08-16 00:00:00,2.89,Saint-Jean 7,SO2,23.64,µg/m³,1.49,47.551199,5.56255
2024-02-11 00:00:00,7.83,Gare du Nord 9,PM10,19.43,µg/m³,4.13,45.413414,6.077131
2024-03-12 00:00:00,1.45,Montparnasse 8,NO2,18.46,µg/m³,4.64,51.055485,5.858408
2024-02-14 00:00:00,1.99,Matabiau 8,PM2.5,26.18,µg/m³,6.42,51.422428,2.011515
2024-03-15 00:00:00,3.84,Part-Dieu 8,SO2,38.14,µg/m³,7.08,44.921193,3.604151
2024-06-14 00:00:00,5.5,Gare du Nord 2,PM2.5,46.99,µg/m³,3.27,50.954269,2.057992
2024-05-03 00:00:00,8.17,Haussmann Saint-Lazare 4,SO2,71.03,µg/m³,6.13,50.956705,2.19396
2024-02-13 00:00:00,5.11,Matabiau 9,CO,14.53,µg/m³,8.43,52.125999,3.675709
2024-04-15 00:00:00,6.89,Part-Dieu 9,NO2,17.02,µg/m³,5.92,47.816913,5.724428
2024-02-23 00:00:00,3.94,Saint-Charles 5,PM2.5,76.08,µg/m³,3.26,46.589231,5.090272
2024-11-19 00:00:00,2.14,Gare de l'Est 7,NO2,74.76,µg/m³,2.36,48.844129,2.08776
2024-03-29 00:00:00,2.59,Saint-Charles 2,SO2,78.81,µg/m³,4.75,51.94558,4.325287
2024-07-20 00:00:00,3.78,Gare du Nord 8,CO,42.27,µg/m³,7.71,52.122784,-0.267101
2024-09-12 00:00:00,8.44,Saint-Jean 6,PM2.5,4.04,µg/m³,7.2,49.976895,-0.136988
2024-06-12 00:00:00,4.2,Gare de l'Est 2,CO,34.3,µg/m³,7.07,45.334424,6.16023
2024-07-03 00:00:00,4.74,Haussmann Saint-Lazare 6,SO2,18.02,µg/m³,5.12,45.202799,4.090153
2024-12-03 00:00:00,4.99,Saint-Charles 4,PM2.5,53.29,µg/m³,4.5,52.023049,1.527585
2024-01-30 00:00:00,8.68,Gare de l'Est 1,SO2,70.3,µg/m³,4.02,44.890004,-0.715703
2024-11-27 00:00:00,1.65,Saint-Charles 6,PM2.5,29.66,µg/m³,7.64,51.57208,4.319851
2024-10-21 00:00:00,7.06,Gare de l'Est 2,SO2,60.6,µg/m³,3.59,52.193501,0.078516
2024-10-09 00:00:00,1.61,Saint-Charles 3,PM2.5,25.48,µg/m³,8.64,46.313946,1.811853
2024-05-07 00:00:00,7.42,Haussmann Saint-Lazare 2,NO2,33.5,µg/m³,8.14,48.607281,2.333074
2024-08-07 00:00:00,6.63,Saint-Charles 7,CO,78.04,µg/m³,3.81,51.864007,2.785857
2024-11-04 00:00:00,8.16,Part-Dieu 1,PM10,73.55,µg/m³,5.32,50.342836,-1.570845
2024-06-27 00:00:00,5.86,Part-Dieu 2,SO2,40.93,µg/m³,6.99,48.614245,3.00476
2024-11-30 00:00:00,4.47,Part-Dieu 9,SO2,62.14,µg/m³,6.16,45.182207,5.750026
2024-06-12 00:00:00,7.68,Saint-Charles 7,PM10,35.76,µg/m³,3.35,51.341423,6.228579
2024-03-16 00:00:00,2.4,Gare de l'Est 2,CO,56.78,µg/m³,8.04,52.648788,0.223342
2024-02-25 00:00:00,2.59,Gare de Lyon 9,NO2,71.7,µg/m³,4.53,46.303877,1.682857
2024-05-20 00:00:00,7.31,Saint-Jean 1,NO2,27.57,µg/m³,6.32,51.147369,0.858854
2024-04-19 00:00:00,6.08,Montparnasse 3,CO,33.65,µg/m³,5.48,50.458645,2.180025
2024-06-03 00:00:00,4.72,Haussmann Saint-Lazare 7,CO,31.19,µg/m³,1.52,46.775408,3.098518
2024-03-17 00:00:00,5.15,Part-Dieu 9,PM2.5,77.95,µg/m³,7.26,49.203272,4.200418
2024-09-15 00:00:00,1.99,Haussmann Saint-Lazare 9,NO2,76.99,µg/m³,5.73,52.166737,3.795087
2024-12-04 00:00:00,7.01,Part-Dieu 4,O3,2.26,µg/m³,5.03,44.965788,5.978082
2024-07-28 00:00:00,3.73,Saint-Jean 4,NO2,53.07,µg/m³,4.13,51.832858,5.344049
2024-02-18 00:00:00,7.46,Haussmann Saint-Lazare 8,CO,24.05,µg/m³,7.04,52.054619,1.070837
2024-10-13 00:00:00,3.0,Haussmann Saint-Lazare 9,PM2.5,28.95,µg/m³,5.68,45.016617,1.282824
2024-05-18 00:00:00,2.08,Matabiau 8,O3,41.73,µg/m³,5.4,50.880519,4.18658
2024-02-07 00:00:00,3.89,Gare du Nord 5,PM10,68.79,µg/m³,8.61,48.558669,0.361477
2024-06-27 00:00:00,7.23,Gare de l'Est 8,CO,28.54,µg/m³,2.96,44.940512,5.888835
2024-05-08 00:00:00,7.2,Saint-Charles 1,CO,82.08,µg/m³,6.55,51.140263,3.644398
2024-02-29 00:00:00,1.56,Matabiau 2,NO2,65.13,µg/m³,5.47,50.710892,5.653467
2024-11-15 00:00:00,3.28,Saint-Jean 7,PM2.5,51.54,µg/m³,6.39,50.255428,4.713178
2024-07-03 00:00:00,5.64,Gare de Lyon 7,CO,79.14,µg/m³,3.04,45.813483,1.959634
2024-09-10 00:00:00,7.58,Part-Dieu 3,CO,71.93,µg/m³,2.53,47.857018,1.8874
2024-08-02 00:00:00,7.47,Part-Dieu 4,NO2,49.44,µg/m³,7.41,47.501615,5.217897
2024-05-19 00:00:00,1.68,Part-Dieu 2,O3,59.44,µg/m³,2.53,50.403943,2.732722
2024-10-03 00:00:00,4.7,Montparnasse 3,PM10,11.46,µg/m³,3.68,48.036289,5.915677
2024-07-12 00:00:00,1.21,Saint-Charles 4,PM2.5,70.34,µg/m³,2.49,45.556053,0.393661
2024-08-23 00:00:00,5.46,Matabiau 2,PM10,20.83,µg/m³,7.68,49.533122,-0.836679
2024-12-08 00:00:00,4.74,Haussmann Saint-Lazare 2,NO2,54.58,µg/m³,6.27,45.133181,4.42121
2024-11-26 00:00:00,8.58,Saint-Charles 4,O3,77.64,µg/m³,8.14,46.056527,4.755174
2024-10-21 00:00:00,5.94,Gare du Nord 9,SO2,23.5,µg/m³,3.21,48.300371,4.117789
2024-10-24 00:00:00,4.94,Saint-Charles 7,O3,42.04,µg/m³,6.32,47.902626,-1.074557
2024-12-01 00:00:00,3.1,Part-Dieu 6,NO2,21.41,µg/m³,3.24,49.530052,4.199867
2024-02-20 00:00:00,6.47,Part-Dieu 4,PM2.5,45.58,µg/m³,2.42,46.849952,2.513134
2024-02-26 00:00:00,2.84,Part-Dieu 1,NO2,47.42,µg/m³,2.42,51.291522,5.910684
2024-11-23 00:00:00,6.55,Gare de Lyon 5,PM10,41.02,µg/m³,4.34,44.981116,0.304391
2024-02-21 00:00:00,8.08,Gare de Lyon 4,PM2.5,53.34,µg/m³,2.88,47.0806,1.175862
2024-12-19 00:00:00,7.35,Gare de Lyon 8,SO2,66.62,µg/m³,1.83,48.029599,0.113949
2024-07-13 00:00:00,1.66,Gare de Lyon 4,PM2.5,63.13,µg/m³,7.18,48.42174,5.751762
2024-07-14 00:00:00,4.52,Part-Dieu 2,CO,52.74,µg/m³,2.95,46.886553,1.104719
2024-01-18 00:00:00,4.42,Saint-Charles 9,SO2,69.72,µg/m³,2.11,50.98698,1.700609
2024-01-21 00:00:00,6.31,Saint-Jean 8,SO2,84.08,µg/m³,2.53,51.045897,1.156576
2024-10-11 00:00:00,7.3,Gare de Lyon 2,CO,21.81,µg/m³,5.28,48.052217,1.792494
2024-04-03 00:00:00,8.28,Matabiau 4,O3,84.04,µg/m³,4.86,52.346574,3.765306
2024-03-18 00:00:00,6.9,Haussmann Saint-Lazare 9,PM2.5,45.11,µg/m³,3.61,49.665825,3.293122
2024-06-20 00:00:00,8.53,Matabiau 5,SO2,81.62,µg/m³,2.68,47.56306,4.555854
2024-02-07 00:00:00,2.74,Gare du Nord 9,CO,33.33,µg/m³,3.22,45.528034,2.847474
2024-07-29 00:00:00,1.69,Montparnasse 7,PM2.5,73.93,µg/m³,8.28,50.021967,1.1112
2024-05-04 00:00:00,2.3,Gare du Nord 6,PM10,3.25,µg/m³,5.99,49.203564,-0.724096
2024-03-30 00:00:00,2.67,Saint-Jean 3,PM10,18.0,µg/m³,1.68,52.691844,-1.310568
2024-08-07 00:00:00,6.09,Gare de l'Est 1,CO,61.84,µg/m³,8.13,45.914309,-1.638871
2024-12-19 00:00:00,5.34,Montparnasse 2,CO,39.81,µg/m³,8.08,46.430066,3.370208
2024-08-26 00:00:00,5.77,Gare du Nord 4,SO2,57.19,µg/m³,7.08,45.727083,0.084215
2024-08-26 00:00:00,3.52,Matabiau 3,SO2,61.62,µg/m³,4.75,49.875086,-1.054577
2024-11-01 00:00:00,5.57,Gare de l'Est 1,NO2,69.84,µg/m³,2.56,48.934978,2.367297
2024-04-13 00:00:00,4.87,Matabiau 4,O3,25.06,µg/m³,6.87,47.423089,2.300844
2024-03-11 00:00:00,5.73,Gare du Nord 7,CO,73.23,µg/m³,5.92,51.80309,1.909851
2024-03-05 00:00:00,8.46,Saint-Jean 2,PM10,27.22,µg/m³,3.6,47.747154,3.620596
2024-04-26 00:00:00,5.09,Gare du Nord 8,CO,72.13,µg/m³,6.85,45.940291,2.076425
2024-06-17 00:00:00,5.21,Matabiau 3,NO2,5.25,µg/m³,5.73,50.787155,4.241808
2024-04-25 00:00:00,6.01,Gare de l'Est 1,PM2.5,83.06,µg/m³,8.67,51.71916,0.064452
2024-02-03 00:00:00,3.02,Saint-Jean 6,PM2.5,44.72,µg/m³,7.78,46.636476,0.247628
2024-05-07 00:00:00,8.13,Gare de l'Est 4,CO,50.99,µg/m³,4.18,51.629527,2.883162
2024-08-05 00:00:00,1.97,Part-Dieu 6,CO,18.23,µg/m³,2.3,51.564839,-0.999006
2024-09-02 00:00:00,5.42,Gare de l'Est 6,PM2.5,9.01,µg/m³,6.3,52.075387,6.127605
2024-07-20 00:00:00,6.65,Montparnasse 8,O3,46.23,µg/m³,5.03,49.705789,5.62362
2024-08-14 00:00:00,4.67,Gare de l'Est 6,PM10,30.25,µg/m³,3.85,45.895528,-1.264915
2024-12-05 00:00:00,5.56,Haussmann Saint-Lazare 2,CO,39.84,µg/m³,7.76,48.425796,3.78592
2024-11-10 00:00:00,4.19,Haussmann Saint-Lazare 5,NO2,76.5,µg/m³,7.46,45.609175,-1.424466
2024-01-06 00:00:00,8.41,Saint-Charles 9,O3,82.78,µg/m³,3.23,51.968092,6.318533
2024-12-03 00:00:00,8.21,Gare de Lyon 7,PM2.5,49.25,µg/m³,6.28,50.308205,3.413672
2024-01-12 00:00:00,5.96,Gare du Nord 8,PM10,64.13,µg/m³,7.87,46.427049,1.056326
2024-04-14 00:00:00,3.0,Matabiau 1,O3,83.7,µg/m³,4.65,52.819732,-1.001173
2024-01-20 00:00:00,2.9,Part-Dieu 6,PM10,19.03,µg/m³,6.19,45.904886,-0.292712
2024-12-21 00:00:00,4.77,Gare de l'Est 5,CO,62.16,µg/m³,2.42,48.930246,3.481971
2024-06-11 00:00:00,7.87,Matabiau 9,PM2.5,74.59,µg/m³,4.28,47.955591,1.009999
2024-04-14 00:00:00,3.55,Montparnasse 6,SO2,72.91,µg/m³,1.87,46.593417,-0.667162
2024-11-01 00:00:00,4.58,Saint-Jean 4,O3,27.23,µg/m³,2.29,45.298227,5.203616
2024-10-30 00:00:00,6.07,Gare de l'Est 7,PM2.5,39.93,µg/m³,6.93,49.363038,4.737412
2024-02-10 00:00:00,6.92,Gare de Lyon 6,PM2.5,19.23,µg/m³,2.74,51.727084,-1.340324
2024-01-19 00:00:00,8.18,Saint-Jean 7,PM2.5,80.64,µg/m³,3.05,46.233356,0.994216
2024-04-02 00:00:00,4.15,Part-Dieu 1,SO2,23.43,µg/m³,1.71,48.825429,4.174336
2024-10-26 00:00:00,1.99,Montparnasse 5,NO2,50.16,µg/m³,2.61,45.778302,3.598344
2024-02-09 00:00:00,8.68,Gare du Nord 4,PM10,46.76,µg/m³,8.1,51.702977,6.302464
2024-02-29 00:00:00,7.21,Haussmann Saint-Lazare 1,PM10,24.69,µg/m³,1.64,50.388882,-0.630229
2024-06-26 00:00:00,6.92,Saint-Jean 3,NO2,73.38,µg/m³,8.15,45.056419,6.181115
2024-10-28 00:00:00,1.21,Gare du Nord 5,SO2,84.64,µg/m³,8.69,50.191679,-0.027947
2024-08-03 00:00:00,1.82,Matabiau 4,NO2,60.35,µg/m³,5.27,52.105936,-1.576398
2024-01-09 00:00:00,6.28,Part-Dieu 6,PM2.5,55.87,µg/m³,5.3,49.929429,6.282435
2024-05-19 00:00:00,5.18,Part-Dieu 2,O3,36.02,µg/m³,3.68,45.938635,1.478531
2024-10-03 00:00:00,1.78,Saint-Charles 1,SO2,47.78,µg/m³,7.48,52.10755,1.033579
2024-10-30 00:00:00,4.55,Saint-Charles 8,SO2,20.39,µg/m³,6.44,47.278654,3.064734
2024-12-26 00:00:00,6.99,Gare de l'Est 4,PM2.5,56.38,µg/m³,5.18,50.114191,4.391009
2024-01-29 00:00:00,7.29,Montparnasse 5,CO,58.8,µg/m³,6.41,52.29079,-1.332969
2024-08-23 00:00:00,6.09,Part-Dieu 4,NO2,64.09,µg/m³,6.95,51.789002,3.913155
2024-07-14 00:00:00,1.75,Montparnasse 9,PM10,66.44,µg/m³,3.94,46.037711,-1.25109
2024-05-19 00:00:00,4.73,Gare du Nord 9,NO2,14.93,µg/m³,6.3,51.869834,1.687125
2024-02-13 00:00:00,3.14,Montparnasse 6,PM10,66.54,µg/m³,4.53,48.776113,2.427158
2024-03-11 00:00:00,5.69,Gare de Lyon 2,SO2,43.45,µg/m³,2.84,50.557673,2.689535
2024-01-09 00:00:00,1.6,Part-Dieu 2,NO2,10.94,µg/m³,7.02,45.720073,4.650416
2024-09-14 00:00:00,2.46,Haussmann Saint-Lazare 1,PM2.5,20.13,µg/m³,5.4,51.12022,4.909151
2024-11-29 00:00:00,2.81,Montparnasse 3,PM10,75.24,µg/m³,5.29,48.848627,5.847412
2024-05-22 00:00:00,3.73,Gare de l'Est 3,CO,43.29,µg/m³,3.97,47.227361,1.059328
2024-11-14 00:00:00,7.22,Montparnasse 9,SO2,40.27,µg/m³,5.37,45.289184,4.386086
2024-04-10 00:00:00,4.08,Saint-Jean 1,PM10,83.9,µg/m³,5.42,46.358994,-0.394386
2024-11-21 00:00:00,8.04,Gare de l'Est 5,NO2,25.89,µg/m³,4.21,47.336964,4.93013
2024-09-20 00:00:00,6.04,Montparnasse 3,PM2.5,68.32,µg/m³,7.23,51.293055,5.616305
2024-07-25 00:00:00,6.41,Gare de Lyon 1,O3,40.69,µg/m³,6.37,49.402353,5.719754
2024-11-23 00:00:00,6.99,Gare du Nord 5,PM2.5,59.46,µg/m³,6.11,50.619759,4.936639
2024-10-03 00:00:00,5.99,Part-Dieu 1,CO,34.15,µg/m³,3.67,51.644172,-0.200183
2024-06-03 00:00:00,5.87,Gare du Nord 1,O3,79.5,µg/m³,4.04,47.584493,-1.600556
2024-08-22 00:00:00,7.86,Gare de Lyon 3,NO2,78.19,µg/m³,3.34,45.702841,2.137727
2024-11-05 00:00:00,1.96,Gare du Nord 9,CO,18.29,µg/m³,6.15,49.619398,5.853308
2024-01-10 00:00:00,8.23,Gare du Nord 1,NO2,21.2,µg/m³,7.91,45.304952,-0.424534
2024-03-10 00:00:00,6.38,Gare de Lyon 5,SO2,11.75,µg/m³,2.34,46.313448,-0.242896
2024-08-16 00:00:00,6.93,Matabiau 2,PM2.5,9.43,µg/m³,7.67,52.656759,0.75303
2024-06-30 00:00:00,5.85,Gare de Lyon 3,NO2,29.33,µg/m³,7.82,49.744277,1.415183
2024-01-28 00:00:00,8.36,Gare de l'Est 3,NO2,24.88,µg/m³,1.55,50.810573,-1.067449
2024-08-19 00:00:00,7.76,Gare de l'Est 8,O3,84.08,µg/m³,1.61,45.31132,2.42471
2024-03-04 00:00:00,8.59,Gare de l'Est 4,O3,39.63,µg/m³,6.84,46.19144,0.105487
2024-06-29 00:00:00,2.69,Saint-Charles 1,O3,58.69,µg/m³,1.34,49.267447,1.510537
2024-12-08 00:00:00,8.4,Gare du Nord 7,SO2,58.27,µg/m³,8.39,45.463861,1.796281
2024-08-28 00:00:00,1.58,Haussmann Saint-Lazare 4,PM10,6.48,µg/m³,3.43,46.71553,1.498201
2024-05-18 00:00:00,3.17,Gare de l'Est 3,SO2,52.09,µg/m³,7.98,46.938908,3.769949
2024-09-03 00:00:00,6.63,Gare du Nord 6,PM2.5,51.02,µg/m³,7.87,49.868343,4.145901
2024-02-17 00:00:00,1.93,Haussmann Saint-Lazare 9,NO2,76.15,µg/m³,1.65,46.343329,1.248401
2024-07-09 00:00:00,6.36,Saint-Jean 3,CO,62.06,µg/m³,5.52,46.455564,6.240262
2024-02-25 00:00:00,1.84,Gare du Nord 7,PM2.5,77.5,µg/m³,3.7,45.936258,3.877911
2024-07-01 00:00:00,6.8,Gare de Lyon 1,O3,64.73,µg/m³,1.31,50.957219,1.350943
2024-06-22 00:00:00,2.91,Montparnasse 5,PM2.5,18.66,µg/m³,7.22,46.570979,6.196894
2024-01-08 00:00:00,7.36,Gare de l'Est 7,CO,65.64,µg/m³,3.7,47.737062,5.607592
2024-11-30 00:00:00,5.17,Gare de l'Est 1,CO,6.46,µg/m³,6.36,48.817881,-1.182367
