col_date,col_polluant,col_valeur,col_unite,col_ville,col_source,col_date_collecte
2024-08-04 00:00:00,CO,22.59,µg/m³,Montpellier,Météo-France,2024-07-09 00:00:00
2024-01-04 00:00:00,CO,24.02,µg/m³,Nantes,Météo-France,2024-04-14 00:00:00
2024-03-02 00:00:00,O3,60.17,µg/m³,Lille,Airparif,2024-12-07 00:00:00
2024-09-04 00:00:00,O3,51.98,µg/m³,Montpellier,RATP_Open_Data_2024,2024-07-10 00:00:00
2024-09-25 00:00:00,CO,71.51,µg/m³,Paris,Météo-France,2024-05-31 00:00:00
2024-01-01 00:00:00,PM2.5,38.67,µg/m³,Lille,RATP_Open_Data_2024,2024-06-10 00:00:00
2024-11-18 00:00:00,O3,39.47,µg/m³,Lyon,Airparif,2024-11-15 00:00:00
2024-04-01 00:00:00,PM10,3.39,µg/m³,Nantes,Météo-France,2024-01-12 00:00:00
2024-08-15 00:00:00,SO2,68.87,µg/m³,Lyon,SNCF_Open_Data,2024-04-27 00:00:00
2024-11-28 00:00:00,O3,80.25,µg/m³,Lille,SNCF_Open_Data,2024-02-14 00:00:00
2024-05-05 00:00:00,PM2.5,3.52,µg/m³,Nantes,Airparif,2024-03-20 00:00:00
2024-10-20 00:00:00,PM2.5,42.64,µg/m³,Montpellier,Airparif,2024-02-06 00:00:00
2024-11-21 00:00:00,SO2,66.51,µg/m³,Lille,RATP_Open_Data_2024,2024-06-25 00:00:00
2024-05-12 00:00:00,CO,12.09,µg/m³,Montpellier,SNCF_Open_Data,2024-05-20 00:00:00
2024-04-20 00:00:00,PM10,23.48,µg/m³,Strasbourg,Météo-France,2024-05-14 00:00:00
2024-11-23 00:00:00,CO,81.33,µg/m³,Strasbourg,Météo-France,2024-04-19 00:00:00
2024-03-05 00:00:00,SO2,33.88,µg/m³,Lille,Data.gouv.fr,2024-10-08 00:00:00
2024-05-16 00:00:00,CO,77.98,µg/m³,Toulouse,SNCF_Open_Data,2024-11-20 00:00:00
2024-04-21 00:00:00,CO,16.81,µg/m³,Nantes,RATP_Open_Data_2024,2024-12-16 00:00:00
2024-12-10 00:00:00,CO,35.19,µg/m³,Lille,Data.gouv.fr,2024-05-27 00:00:00
2024-07-30 00:00:00,NO2,27.73,µg/m³,Marseille,Airparif,2024-08-28 00:00:00
2024-09-08 00:00:00,PM2.5,8.37,µg/m³,Toulouse,Airparif,2024-06-02 00:00:00
2024-05-19 00:00:00,NO2,63.06,µg/m³,Bordeaux,Airparif,2024-08-09 00:00:00
2024-09-16 00:00:00,CO,47.64,µg/m³,Lyon,Airparif,2024-09-20 00:00:00
2024-01-28 00:00:00,SO2,65.78,µg/m³,Lille,Data.gouv.fr,2024-01-26 00:00:00
2024-09-08 00:00:00,PM2.5,50.88,µg/m³,Montpellier,Data.gouv.fr,2024-09-12 00:00:00
2024-10-11 00:00:00,PM10,41.76,µg/m³,Nice,RATP_Open_Data_2024,2024-06-11 00:00:00
2024-03-24 00:00:00,CO,21.53,µg/m³,Lyon,Data.gouv.fr,2024-02-29 00:00:00
2024-03-25 00:00:00,O3,78.72,µg/m³,Lille,RATP_Open_Data_2024,2024-09-03 00:00:00
2024-03-02 00:00:00,PM10,21.16,µg/m³,Marseille,Data.gouv.fr,2024-05-13 00:00:00
2024-11-17 00:00:00,CO,17.1,µg/m³,Paris,RATP_Open_Data_2024,2024-01-14 00:00:00
2024-08-11 00:00:00,SO2,5.57,µg/m³,Toulouse,Airparif,2024-06-06 00:00:00
2024-09-16 00:00:00,NO2,16.42,µg/m³,Marseille,RATP_Open_Data_2024,2024-04-06 00:00:00
2024-02-23 00:00:00,CO,54.15,µg/m³,Nantes,RATP_Open_Data_2024,2024-07-04 00:00:00
2024-09-27 00:00:00,NO2,59.52,µg/m³,Strasbourg,RATP_Open_Data_2024,2024-07-26 00:00:00
2024-01-18 00:00:00,CO,46.08,µg/m³,Strasbourg,RATP_Open_Data_2024,2024-08-13 00:00:00
2024-05-14 00:00:00,NO2,30.05,µg/m³,Bordeaux,Data.gouv.fr,2024-10-27 00:00:00
2024-01-31 00:00:00,CO,75.08,µg/m³,Montpellier,Data.gouv.fr,2024-01-08 00:00:00
2024-10-08 00:00:00,NO2,55.37,µg/m³,Lyon,SNCF_Open_Data,2024-03-05 00:00:00
2024-03-11 00:00:00,PM2.5,32.27,µg/m³,Lyon,Airparif,2024-09-19 00:00:00
2024-02-28 00:00:00,O3,28.49,µg/m³,Bordeaux,Météo-France,2024-01-26 00:00:00
2024-10-20 00:00:00,PM10,19.75,µg/m³,Montpellier,SNCF_Open_Data,2024-02-16 00:00:00
2024-08-23 00:00:00,NO2,46.72,µg/m³,Paris,RATP_Open_Data_2024,2024-10-18 00:00:00
2024-05-15 00:00:00,CO,82.3,µg/m³,Montpellier,Data.gouv.fr,2024-03-20 00:00:00
2024-02-22 00:00:00,SO2,47.77,µg/m³,Nantes,Airparif,2024-12-22 00:00:00
2024-05-11 00:00:00,NO2,11.18,µg/m³,Nantes,RATP_Open_Data_2024,2024-06-24 00:00:00
2024-10-08 00:00:00,NO2,51.84,µg/m³,Nantes,RATP_Open_Data_2024,2024-05-01 00:00:00
2024-01-24 00:00:00,SO2,66.11,µg/m³,Paris,Airparif,2024-04-12 00:00:00
2024-02-01 00:00:00,PM2.5,66.83,µg/m³,Strasbourg,SNCF_Open_Data,2024-07-11 00:00:00
2024-06-20 00:00:00,O3,83.91,µg/m³,Lyon,Météo-France,2024-03-22 00:00:00
2024-05-06 00:00:00,SO2,14.53,µg/m³,Lille,Airparif,2024-12-17 00:00:00
2024-08-12 00:00:00,NO2,68.37,µg/m³,Nantes,SNCF_Open_Data,2024-03-06 00:00:00
2024-09-06 00:00:00,O3,73.64,µg/m³,Nantes,SNCF_Open_Data,2024-09-09 00:00:00
2024-08-17 00:00:00,PM10,18.02,µg/m³,Marseille,SNCF_Open_Data,2024-09-18 00:00:00
2024-02-07 00:00:00,PM10,55.79,µg/m³,Paris,Airparif,2024-09-17 00:00:00
2024-09-24 00:00:00,PM10,66.14,µg/m³,Marseille,Data.gouv.fr,2024-11-02 00:00:00
2024-09-10 00:00:00,PM2.5,61.27,µg/m³,Nantes,SNCF_Open_Data,2024-07-06 00:00:00
2024-10-26 00:00:00,PM10,74.15,µg/m³,Bordeaux,Data.gouv.fr,2024-05-25 00:00:00
2024-12-14 00:00:00,PM10,20.92,µg/m³,Montpellier,Airparif,2024-01-26 00:00:00
2024-08-10 00:00:00,NO2,58.56,µg/m³,Marseille,Data.gouv.fr,2024-11-21 00:00:00
2024-04-12 00:00:00,NO2,71.7,µg/m³,Bordeaux,SNCF_Open_Data,2024-01-01 00:00:00
2024-11-26 00:00:00,NO2,28.57,µg/m³,Toulouse,Data.gouv.fr,2024-10-05 00:00:00
2024-11-30 00:00:00,CO,50.57,µg/m³,Paris,Airparif,2024-02-28 00:00:00
2024-12-09 00:00:00,NO2,14.23,µg/m³,Nantes,Météo-France,2024-04-24 00:00:00
2024-08-16 00:00:00,SO2,71.7,µg/m³,Lyon,RATP_Open_Data_2024,2024-01-23 00:00:00
2024-05-30 00:00:00,NO2,14.3,µg/m³,Lyon,RATP_Open_Data_2024,2024-09-07 00:00:00
2024-10-12 00:00:00,CO,82.35,µg/m³,Paris,Data.gouv.fr,2024-12-25 00:00:00
2024-07-22 00:00:00,PM2.5,5.45,µg/m³,Paris,Data.gouv.fr,2024-03-08 00:00:00
2024-05-26 00:00:00,PM10,47.87,µg/m³,Montpellier,Data.gouv.fr,2024-10-14 00:00:00
2024-01-26 00:00:00,SO2,72.07,µg/m³,Paris,Airparif,2024-08-10 00:00:00
2024-12-25 00:00:00,O3,2.27,µg/m³,Bordeaux,SNCF_Open_Data,2024-10-17 00:00:00
2024-08-31 00:00:00,PM2.5,26.51,µg/m³,Nice,Data.gouv.fr,2024-01-03 00:00:00
2024-11-03 00:00:00,NO2,49.12,µg/m³,Nice,Airparif,2024-11-12 00:00:00
2024-02-22 00:00:00,PM10,39.64,µg/m³,Strasbourg,Airparif,2024-04-08 00:00:00
2024-11-25 00:00:00,PM10,58.97,µg/m³,Paris,Data.gouv.fr,2024-10-21 00:00:00
2024-11-21 00:00:00,O3,13.0,µg/m³,Strasbourg,Météo-France,2024-12-06 00:00:00
2024-09-21 00:00:00,SO2,4.37,µg/m³,Marseille,Data.gouv.fr,2024-12-24 00:00:00
2024-06-23 00:00:00,SO2,21.02,µg/m³,Nice,Airparif,2024-06-25 00:00:00
2024-04-18 00:00:00,NO2,38.56,µg/m³,Strasbourg,RATP_Open_Data_2024,2024-11-14 00:00:00
2024-10-16 00:00:00,PM10,49.49,µg/m³,Strasbourg,Airparif,2024-02-14 00:00:00
2024-10-20 00:00:00,NO2,62.11,µg/m³,Nantes,Météo-France,2024-01-07 00:00:00
2024-09-27 00:00:00,NO2,54.74,µg/m³,Marseille,Météo-France,2024-12-12 00:00:00
2024-01-09 00:00:00,PM2.5,32.22,µg/m³,Nice,Météo-France,2024-11-17 00:00:00
2024-06-03 00:00:00,PM10,80.26,µg/m³,Bordeaux,Airparif,2024-06-03 00:00:00
2024-11-01 00:00:00,PM2.5,57.12,µg/m³,Paris,Airparif,2024-08-12 00:00:00
2024-10-18 00:00:00,CO,69.0,µg/m³,Nantes,Météo-France,2024-05-14 00:00:00
2024-04-12 00:00:00,O3,84.11,µg/m³,Lille,Airparif,2024-02-24 00:00:00
2024-02-01 00:00:00,O3,43.81,µg/m³,Strasbourg,Data.gouv.fr,2024-09-23 00:00:00
2024-09-10 00:00:00,O3,57.91,µg/m³,Toulouse,Météo-France,2024-07-18 00:00:00
2024-11-01 00:00:00,PM2.5,45.23,µg/m³,Strasbourg,SNCF_Open_Data,2024-11-14 00:00:00
2024-05-21 00:00:00,NO2,33.64,µg/m³,Nantes,SNCF_Open_Data,2024-11-24 00:00:00
2024-12-06 00:00:00,NO2,41.6,µg/m³,Nice,Météo-France,2024-06-11 00:00:00
2024-11-27 00:00:00,PM10,61.12,µg/m³,Strasbourg,Airparif,2024-10-30 00:00:00
2024-03-09 00:00:00,O3,78.55,µg/m³,Lyon,Airparif,2024-03-24 00:00:00
2024-01-16 00:00:00,NO2,38.98,µg/m³,Strasbourg,Data.gouv.fr,2024-10-17 00:00:00
2024-04-17 00:00:00,PM10,2.64,µg/m³,Lyon,RATP_Open_Data_2024,2024-11-06 00:00:00
2024-01-02 00:00:00,SO2,11.11,µg/m³,Lyon,SNCF_Open_Data,2024-10-22 00:00:00
2024-02-17 00:00:00,PM10,76.14,µg/m³,Nantes,Airparif,2024-08-01 00:00:00
2024-09-27 00:00:00,SO2,32.79,µg/m³,Nantes,RATP_Open_Data_2024,2024-06-09 00:00:00
2024-02-09 00:00:00,PM10,47.85,µg/m³,Lyon,SNCF_Open_Data,2024-08-13 00:00:00
2024-01-09 00:00:00,O3,53.87,µg/m³,Toulouse,SNCF_Open_Data,2024-07-04 00:00:00
2024-09-16 00:00:00,NO2,78.92,µg/m³,Montpellier,SNCF_Open_Data,2024-12-09 00:00:00
2024-07-14 00:00:00,CO,76.35,µg/m³,Strasbourg,Airparif,2024-09-03 00:00:00
2024-09-29 00:00:00,SO2,14.33,µg/m³,Montpellier,Météo-France,2024-06-21 00:00:00
2024-11-07 00:00:00,O3,36.31,µg/m³,Marseille,Airparif,2024-03-30 00:00:00
2024-10-03 00:00:00,SO2,59.66,µg/m³,Montpellier,Météo-France,2024-11-16 00:00:00
2024-07-30 00:00:00,SO2,45.86,µg/m³,Toulouse,Airparif,2024-08-10 00:00:00
2024-04-01 00:00:00,NO2,70.35,µg/m³,Bordeaux,SNCF_Open_Data,2024-09-13 00:00:00
2024-09-10 00:00:00,NO2,58.04,µg/m³,Lille,SNCF_Open_Data,2024-02-29 00:00:00
2024-08-04 00:00:00,CO,16.66,µg/m³,Paris,SNCF_Open_Data,2024-01-08 00:00:00
2024-12-22 00:00:00,NO2,11.23,µg/m³,Toulouse,RATP_Open_Data_2024,2024-02-23 00:00:00
2024-06-05 00:00:00,NO2,54.53,µg/m³,Paris,Airparif,2024-08-22 00:00:00
2024-10-10 00:00:00,PM2.5,77.7,µg/m³,Bordeaux,Data.gouv.fr,2024-06-01 00:00:00
2024-04-17 00:00:00,O3,53.96,µg/m³,Strasbourg,SNCF_Open_Data,2024-04-18 00:00:00
2024-12-01 00:00:00,SO2,39.36,µg/m³,Nantes,Data.gouv.fr,2024-07-18 00:00:00
2024-07-19 00:00:00,O3,3.02,µg/m³,Nice,Data.gouv.fr,2024-07-18 00:00:00
2024-10-02 00:00:00,O3,15.0,µg/m³,Marseille,Airparif,2024-12-19 00:00:00
2024-05-02 00:00:00,PM10,13.64,µg/m³,Paris,Météo-France,2024-11-28 00:00:00
2024-04-06 00:00:00,PM2.5,56.13,µg/m³,Strasbourg,SNCF_Open_Data,2024-09-19 00:00:00
2024-04-23 00:00:00,NO2,80.64,µg/m³,Nice,SNCF_Open_Data,2024-11-23 00:00:00
2024-12-11 00:00:00,O3,40.62,µg/m³,Nantes,Météo-France,2024-01-28 00:00:00
2024-06-09 00:00:00,PM2.5,59.75,µg/m³,Paris,SNCF_Open_Data,2024-05-10 00:00:00
2024-03-09 00:00:00,PM10,31.26,µg/m³,Montpellier,Data.gouv.fr,2024-05-18 00:00:00
2024-09-05 00:00:00,PM10,44.04,µg/m³,Nice,SNCF_Open_Data,2024-09-09 00:00:00
2024-06-07 00:00:00,PM10,47.44,µg/m³,Lyon,Airparif,2024-05-30 00:00:00
2024-08-31 00:00:00,PM2.5,64.43,µg/m³,Lille,Météo-France,2024-07-26 00:00:00
2024-01-10 00:00:00,O3,27.63,µg/m³,Montpellier,RATP_Open_Data_2024,2024-03-12 00:00:00
2024-08-13 00:00:00,PM10,39.81,µg/m³,Toulouse,Data.gouv.fr,2024-06-13 00:00:00
2024-07-08 00:00:00,PM10,2.86,µg/m³,Paris,Data.gouv.fr,2024-12-03 00:00:00
2024-07-16 00:00:00,PM2.5,24.88,µg/m³,Lille,Airparif,2024-09-14 00:00:00
2024-08-03 00:00:00,PM2.5,52.72,µg/m³,Toulouse,Airparif,2024-02-18 00:00:00
2024-12-12 00:00:00,O3,77.72,µg/m³,Marseille,Airparif,2024-05-03 00:00:00
2024-07-24 00:00:00,PM2.5,12.76,µg/m³,Marseille,Data.gouv.fr,2024-05-27 00:00:00
2024-12-07 00:00:00,CO,27.8,µg/m³,Montpellier,SNCF_Open_Data,2024-06-07 00:00:00
2024-02-09 00:00:00,CO,70.75,µg/m³,Nantes,Data.gouv.fr,2024-04-13 00:00:00
2024-11-22 00:00:00,CO,79.33,µg/m³,Lyon,SNCF_Open_Data,2024-12-07 00:00:00
2024-12-05 00:00:00,PM2.5,54.27,µg/m³,Marseille,SNCF_Open_Data,2024-09-18 00:00:00
2024-11-07 00:00:00,CO,62.77,µg/m³,Bordeaux,Data.gouv.fr,2024-07-16 00:00:00
2024-01-22 00:00:00,PM2.5,26.9,µg/m³,Bordeaux,Météo-France,2024-02-13 00:00:00
2024-04-27 00:00:00,PM2.5,12.8,µg/m³,Paris,Data.gouv.fr,2024-11-29 00:00:00
2024-09-09 00:00:00,CO,35.8,µg/m³,Paris,SNCF_Open_Data,2024-05-08 00:00:00
2024-07-05 00:00:00,O3,81.4,µg/m³,Nice,RATP_Open_Data_2024,2024-11-03 00:00:00
2024-03-20 00:00:00,CO,12.54,µg/m³,Paris,Airparif,2024-07-25 00:00:00
2024-06-27 00:00:00,NO2,39.78,µg/m³,Bordeaux,Météo-France,2024-01-23 00:00:00
2024-05-18 00:00:00,PM10,51.17,µg/m³,Lyon,RATP_Open_Data_2024,2024-02-26 00:00:00
2024-07-03 00:00:00,CO,48.6,µg/m³,Marseille,Météo-France,2024-02-06 00:00:00
2024-12-04 00:00:00,SO2,5.38,µg/m³,Lille,RATP_Open_Data_2024,2024-07-20 00:00:00
2024-05-27 00:00:00,PM2.5,66.15,µg/m³,Lyon,Data.gouv.fr,2024-01-30 00:00:00
2024-05-01 00:00:00,O3,72.47,µg/m³,Montpellier,SNCF_Open_Data,2024-02-03 00:00:00
2024-03-09 00:00:00,SO2,77.78,µg/m³,Nantes,Airparif,2024-01-07 00:00:00
2024-11-16 00:00:00,PM10,77.35,µg/m³,Toulouse,Data.gouv.fr,2024-12-15 00:00:00
2024-11-03 00:00:00,CO,70.78,µg/m³,Paris,Data.gouv.fr,2024-04-16 00:00:00
2024-07-19 00:00:00,NO2,12.45,µg/m³,Lyon,SNCF_Open_Data,2024-03-07 00:00:00
2024-11-28 00:00:00,CO,58.29,µg/m³,Toulouse,Data.gouv.fr,2024-05-07 00:00:00
2024-08-18 00:00:00,PM2.5,61.67,µg/m³,Nantes,Airparif,2024-10-19 00:00:00
2024-10-21 00:00:00,PM2.5,28.75,µg/m³,Bordeaux,Météo-France,2024-05-08 00:00:00
2024-09-06 00:00:00,NO2,46.08,µg/m³,Nantes,SNCF_Open_Data,2024-06-08 00:00:00
2024-06-09 00:00:00,O3,15.13,µg/m³,Toulouse,SNCF_Open_Data,2024-10-04 00:00:00
2024-06-30 00:00:00,NO2,62.63,µg/m³,Bordeaux,RATP_Open_Data_2024,2024-06-05 00:00:00
2024-07-25 00:00:00,CO,10.34,µg/m³,Nice,Airparif,2024-01-20 00:00:00
2024-03-22 00:00:00,O3,66.42,µg/m³,Lyon,Météo-France,2024-01-08 00:00:00
2024-09-01 00:00:00,CO,46.14,µg/m³,Marseille,Airparif,2024-08-04 00:00:00
2024-11-22 00:00:00,PM10,16.97,µg/m³,Montpellier,Météo-France,2024-06-18 00:00:00
2024-12-15 00:00:00,SO2,30.2,µg/m³,Paris,Météo-France,2024-03-02 00:00:00
2024-12-17 00:00:00,O3,42.09,µg/m³,Lille,Météo-France,2024-05-26 00:00:00
2024-03-14 00:00:00,NO2,27.04,µg/m³,Bordeaux,Airparif,2024-01-14 00:00:00
2024-06-22 00:00:00,PM10,19.69,µg/m³,Paris,Airparif,2024-02-09 00:00:00
2024-10-27 00:00:00,PM2.5,40.31,µg/m³,Marseille,Météo-France,2024-06-04 00:00:00
2024-09-25 00:00:00,SO2,23.83,µg/m³,Toulouse,RATP_Open_Data_2024,2024-05-09 00:00:00
2024-06-21 00:00:00,O3,74.41,µg/m³,Bordeaux,Airparif,2024-05-02 00:00:00
2024-03-22 00:00:00,O3,72.98,µg/m³,Lille,Météo-France,2024-04-21 00:00:00
2024-04-26 00:00:00,CO,35.74,µg/m³,Nice,RATP_Open_Data_2024,2024-05-17 00:00:00
2024-11-01 00:00:00,PM10,45.75,µg/m³,Strasbourg,Airparif,2024-02-22 00:00:00
2024-03-11 00:00:00,O3,69.98,µg/m³,Strasbourg,RATP_Open_Data_2024,2024-01-12 00:00:00
2024-01-09 00:00:00,PM10,74.05,µg/m³,Nice,Airparif,2024-03-18 00:00:00
2024-04-24 00:00:00,PM2.5,22.22,µg/m³,Bordeaux,Météo-France,2024-12-02 00:00:00
2024-12-11 00:00:00,SO2,23.5,µg/m³,Paris,Data.gouv.fr,2024-03-23 00:00:00
2024-11-10 00:00:00,O3,20.75,µg/m³,Marseille,Météo-France,2024-07-25 00:00:00
2024-04-17 00:00:00,PM10,33.94,µg/m³,Strasbourg,SNCF_Open_Data,2024-08-05 00:00:00
2024-11-18 00:00:00,O3,14.28,µg/m³,Nice,Data.gouv.fr,2024-11-19 00:00:00
2024-12-11 00:00:00,PM2.5,31.76,µg/m³,Paris,SNCF_Open_Data,2024-09-04 00:00:00
2024-08-19 00:00:00,PM2.5,19.91,µg/m³,Nantes,Météo-France,2024-05-31 00:00:00
2024-03-09 00:00:00,O3,22.32,µg/m³,Nantes,Airparif,2024-03-08 00:00:00
2024-03-05 00:00:00,PM10,12.61,µg/m³,Nice,Airparif,2024-01-13 00:00:00
2024-10-10 00:00:00,SO2,67.85,µg/m³,Lille,Data.gouv.fr,2024-10-09 00:00:00
2024-11-05 00:00:00,SO2,84.35,µg/m³,Lyon,Data.gouv.fr,2024-06-05 00:00:00
2024-09-25 00:00:00,PM2.5,53.71,µg/m³,Nice,RATP_Open_Data_2024,2024-08-13 00:00:00
2024-11-26 00:00:00,O3,58.12,µg/m³,Montpellier,Airparif,2024-11-03 00:00:00
2024-08-10 00:00:00,SO2,27.17,µg/m³,Strasbourg,SNCF_Open_Data,2024-07-13 00:00:00
2024-02-08 00:00:00,O3,5.31,µg/m³,Bordeaux,RATP_Open_Data_2024,2024-12-03 00:00:00
2024-02-24 00:00:00,O3,68.76,µg/m³,Lyon,Airparif,2024-10-22 00:00:00
2024-08-22 00:00:00,SO2,27.49,µg/m³,Paris,Data.gouv.fr,2024-12-04 00:00:00
2024-08-02 00:00:00,NO2,54.08,µg/m³,Montpellier,Airparif,2024-04-23 00:00:00
2024-05-05 00:00:00,O3,55.44,µg/m³,Montpellier,RATP_Open_Data_2024,2024-04-30 00:00:00
2024-01-15 00:00:00,NO2,53.57,µg/m³,Nantes,SNCF_Open_Data,2024-09-23 00:00:00
2024-03-26 00:00:00,CO,45.74,µg/m³,Montpellier,Airparif,2024-05-18 00:00:00
2024-12-21 00:00:00,PM10,7.28,µg/m³,Lille,RATP_Open_Data_2024,2024-01-20 00:00:00
2024-10-29 00:00:00,SO2,45.88,µg/m³,Nantes,Airparif,2024-06-08 00:00:00
2024-07-26 00:00:00,NO2,38.64,µg/m³,Strasbourg,Météo-France,2024-11-23 00:00:00
2024-09-05 00:00:00,PM2.5,18.56,µg/m³,Nantes,Météo-France,2024-11-03 00:00:00
2024-01-27 00:00:00,PM10,47.64,µg/m³,Nantes,Airparif,2024-12-05 00:00:00
2024-01-20 00:00:00,SO2,64.65,µg/m³,Paris,Météo-France,2024-06-25 00:00:00
2024-04-18 00:00:00,NO2,39.59,µg/m³,Montpellier,SNCF_Open_Data,2024-04-07 00:00:00
2024-12-25 00:00:00,PM2.5,25.5,µg/m³,Lyon,SNCF_Open_Data,2024-07-23 00:00:00
2024-01-16 00:00:00,PM10,16.13,µg/m³,Bordeaux,SNCF_Open_Data,2024-04-03 00:00:00
2024-02-02 00:00:00,O3,55.82,µg/m³,Nice,Data.gouv.fr,2024-08-21 00:00:00
