col_date,col_polluant,col_concentration_moyenne,col_evolution_annuelle,col_tendance,col_source
2024-01-17 00:00:00,PM10,61.24,2.2,5.09,Airparif
2024-05-11 00:00:00,O3,22.75,2.04,4.75,RATP_Open_Data_2024
2024-04-23 00:00:00,NO2,40.21,1.3,8.12,SNCF_Open_Data
2024-07-19 00:00:00,NO2,20.44,1.42,6.98,SNCF_Open_Data
2024-07-19 00:00:00,PM2.5,76.04,6.91,1.36,SNCF_Open_Data
2024-10-06 00:00:00,SO2,24.88,4.38,4.77,Météo-France
2024-06-05 00:00:00,PM2.5,73.16,3.98,5.03,Météo-France
2024-10-09 00:00:00,SO2,52.67,6.42,1.5,Data.gouv.fr
2024-08-03 00:00:00,SO2,78.39,3.1,4.82,Data.gouv.fr
2024-01-24 00:00:00,NO2,2.56,4.03,7.91,RATP_Open_Data_2024
2024-04-17 00:00:00,PM2.5,59.76,3.41,1.59,Airparif
2024-04-14 00:00:00,CO,26.77,4.3,3.25,RATP_Open_Data_2024
2024-01-03 00:00:00,PM10,47.66,3.46,7.15,RATP_Open_Data_2024
2024-02-14 00:00:00,O3,79.07,2.3,7.71,SNCF_Open_Data
2024-10-19 00:00:00,O3,68.71,1.37,6.03,Data.gouv.fr
2024-08-03 00:00:00,SO2,77.36,4.58,2.12,Météo-France
2024-06-19 00:00:00,PM2.5,38.93,5.97,4.63,RATP_Open_Data_2024
2024-11-12 00:00:00,PM2.5,6.36,5.87,8.7,Météo-France
2024-11-06 00:00:00,PM2.5,49.32,6.03,6.02,RATP_Open_Data_2024
2024-03-02 00:00:00,NO2,77.59,8.23,7.24,SNCF_Open_Data
2024-04-13 00:00:00,PM2.5,63.49,3.36,4.85,SNCF_Open_Data
2024-04-01 00:00:00,SO2,8.72,6.62,5.58,Airparif
2024-03-24 00:00:00,PM10,20.86,2.61,1.96,SNCF_Open_Data
2024-03-08 00:00:00,SO2,54.98,6.04,4.38,Météo-France
2024-02-06 00:00:00,SO2,46.99,1.73,3.43,Data.gouv.fr
2024-12-24 00:00:00,PM2.5,29.28,7.67,3.4,Data.gouv.fr
2024-01-02 00:00:00,PM10,72.03,2.41,5.03,Data.gouv.fr
2024-06-03 00:00:00,CO,37.27,3.42,1.96,Météo-France
2024-06-21 00:00:00,SO2,74.01,1.95,7.59,Airparif
2024-06-28 00:00:00,PM10,65.39,1.97,3.64,Data.gouv.fr
2024-09-22 00:00:00,CO,73.64,3.42,8.08,SNCF_Open_Data
2024-10-11 00:00:00,PM10,67.66,8.48,4.52,Airparif
2024-11-07 00:00:00,O3,11.74,4.89,8.68,Data.gouv.fr
2024-10-21 00:00:00,O3,55.77,7.68,3.75,Airparif
2024-11-17 00:00:00,CO,78.7,2.47,3.34,SNCF_Open_Data
2024-01-26 00:00:00,CO,7.01,3.48,5.67,Airparif
2024-10-10 00:00:00,NO2,18.53,6.6,8.67,Data.gouv.fr
2024-11-10 00:00:00,SO2,72.73,3.89,8.8,Airparif
2024-07-24 00:00:00,SO2,17.67,8.68,3.04,RATP_Open_Data_2024
2024-09-23 00:00:00,PM10,38.87,1.33,5.56,RATP_Open_Data_2024
2024-07-23 00:00:00,PM10,73.76,5.79,2.53,RATP_Open_Data_2024
2024-07-29 00:00:00,O3,41.82,6.81,2.25,Airparif
2024-09-12 00:00:00,O3,52.67,6.8,1.56,Météo-France
2024-09-27 00:00:00,O3,71.0,5.33,6.11,Data.gouv.fr
2024-05-23 00:00:00,CO,60.8,5.47,5.61,Data.gouv.fr
2024-02-03 00:00:00,PM10,84.21,5.45,1.99,Data.gouv.fr
2024-05-12 00:00:00,O3,3.46,7.86,7.36,Météo-France
2024-08-21 00:00:00,O3,23.36,1.67,4.13,Météo-France
2024-03-06 00:00:00,CO,28.92,5.22,3.23,SNCF_Open_Data
2024-06-09 00:00:00,O3,50.42,4.4,6.45,SNCF_Open_Data
2024-04-11 00:00:00,SO2,48.88,7.21,6.82,Data.gouv.fr
2024-11-22 00:00:00,CO,12.93,1.54,4.23,RATP_Open_Data_2024
2024-03-22 00:00:00,NO2,70.84,2.13,6.22,Météo-France
2024-10-12 00:00:00,PM2.5,73.54,8.69,5.79,RATP_Open_Data_2024
2024-10-30 00:00:00,SO2,3.0,7.46,4.03,RATP_Open_Data_2024
2024-05-05 00:00:00,SO2,55.37,1.28,4.87,Météo-France
2024-07-21 00:00:00,NO2,40.01,7.45,1.92,Airparif
2024-12-21 00:00:00,PM10,34.28,8.68,6.61,Météo-France
2024-05-23 00:00:00,PM2.5,28.61,3.75,4.29,RATP_Open_Data_2024
2024-09-11 00:00:00,O3,17.75,3.29,8.75,Data.gouv.fr
2024-10-13 00:00:00,SO2,27.74,4.52,4.0,SNCF_Open_Data
2024-11-22 00:00:00,PM10,33.62,6.11,1.81,Data.gouv.fr
2024-02-28 00:00:00,PM2.5,3.98,6.21,1.45,Data.gouv.fr
2024-06-23 00:00:00,NO2,21.7,8.19,2.32,RATP_Open_Data_2024
2024-10-31 00:00:00,O3,21.21,4.66,3.88,SNCF_Open_Data
2024-01-30 00:00:00,O3,70.38,8.6,8.42,SNCF_Open_Data
2024-05-16 00:00:00,PM2.5,61.69,2.69,1.72,Airparif
2024-01-02 00:00:00,PM2.5,25.12,3.47,6.06,SNCF_Open_Data
2024-03-06 00:00:00,PM2.5,60.3,7.33,5.41,Data.gouv.fr
2024-10-30 00:00:00,SO2,32.52,5.07,5.77,Airparif
2024-08-09 00:00:00,O3,40.39,4.28,6.15,RATP_Open_Data_2024
2024-06-17 00:00:00,CO,40.58,7.24,4.44,Airparif
2024-03-12 00:00:00,CO,6.48,2.16,5.36,RATP_Open_Data_2024
2024-11-23 00:00:00,O3,30.95,8.76,3.71,Data.gouv.fr
2024-06-26 00:00:00,O3,37.69,4.34,1.86,Data.gouv.fr
2024-10-29 00:00:00,PM10,22.36,5.3,5.99,SNCF_Open_Data
2024-01-10 00:00:00,PM10,43.19,7.89,3.78,Data.gouv.fr
2024-10-09 00:00:00,NO2,55.89,2.53,2.3,SNCF_Open_Data
2024-02-08 00:00:00,SO2,38.89,6.94,3.13,Airparif
2024-10-08 00:00:00,NO2,81.86,8.78,5.55,RATP_Open_Data_2024
2024-12-06 00:00:00,CO,66.42,6.54,2.39,Météo-France
2024-06-04 00:00:00,SO2,37.8,1.21,1.56,SNCF_Open_Data
2024-06-09 00:00:00,PM10,23.52,4.97,4.13,Airparif
2024-03-19 00:00:00,NO2,52.78,7.98,6.45,Airparif
2024-07-13 00:00:00,SO2,49.33,4.22,8.35,Airparif
2024-08-23 00:00:00,PM2.5,15.57,5.45,4.5,Data.gouv.fr
2024-09-21 00:00:00,NO2,21.92,1.71,2.14,SNCF_Open_Data
2024-05-30 00:00:00,O3,70.21,7.25,8.67,Airparif
2024-02-15 00:00:00,CO,64.94,5.78,4.27,Airparif
2024-01-27 00:00:00,PM10,60.06,2.11,3.61,Data.gouv.fr
2024-08-11 00:00:00,O3,48.38,8.58,6.38,RATP_Open_Data_2024
2024-05-22 00:00:00,PM10,47.48,2.51,2.91,Data.gouv.fr
2024-02-19 00:00:00,CO,31.55,6.21,3.85,Météo-France
2024-06-01 00:00:00,CO,16.03,5.47,6.01,RATP_Open_Data_2024
2024-02-24 00:00:00,PM10,45.29,1.67,3.91,RATP_Open_Data_2024
2024-04-03 00:00:00,SO2,78.39,5.64,5.46,Airparif
2024-12-08 00:00:00,CO,53.85,5.94,2.5,RATP_Open_Data_2024
2024-08-27 00:00:00,SO2,72.26,4.51,6.28,RATP_Open_Data_2024
2024-04-19 00:00:00,NO2,38.63,6.22,3.09,Data.gouv.fr
2024-11-18 00:00:00,SO2,79.77,6.27,6.88,RATP_Open_Data_2024
2024-01-09 00:00:00,SO2,84.08,4.22,1.39,SNCF_Open_Data
2024-04-20 00:00:00,CO,77.05,7.14,4.84,Data.gouv.fr
2024-12-22 00:00:00,NO2,20.86,7.75,2.2,Data.gouv.fr
2024-03-13 00:00:00,CO,5.38,2.71,2.63,RATP_Open_Data_2024
2024-08-31 00:00:00,PM10,34.35,8.32,7.68,Météo-France
2024-07-19 00:00:00,PM2.5,19.6,6.22,8.09,RATP_Open_Data_2024
2024-04-30 00:00:00,O3,25.14,6.61,8.38,RATP_Open_Data_2024
2024-03-06 00:00:00,PM2.5,3.83,2.15,1.55,Data.gouv.fr
2024-11-03 00:00:00,NO2,76.04,4.43,3.02,Airparif
2024-06-17 00:00:00,CO,46.25,3.09,5.84,Météo-France
2024-06-15 00:00:00,SO2,28.14,2.81,8.16,Météo-France
2024-09-28 00:00:00,PM2.5,7.07,8.2,6.84,RATP_Open_Data_2024
2024-01-14 00:00:00,NO2,65.87,4.21,5.82,Airparif
2024-12-26 00:00:00,PM2.5,80.7,1.64,6.04,Data.gouv.fr
2024-03-14 00:00:00,O3,15.19,1.42,7.88,RATP_Open_Data_2024
2024-09-17 00:00:00,PM10,5.99,6.55,5.08,SNCF_Open_Data
2024-06-14 00:00:00,O3,60.56,4.99,1.37,Data.gouv.fr
2024-07-24 00:00:00,PM10,44.74,4.69,8.36,Météo-France
2024-04-20 00:00:00,SO2,18.08,7.32,7.96,Airparif
2024-04-07 00:00:00,NO2,74.95,8.2,4.36,Météo-France
2024-06-21 00:00:00,PM2.5,45.69,7.29,6.43,Airparif
2024-03-29 00:00:00,PM2.5,33.79,7.81,1.24,Airparif
2024-02-08 00:00:00,NO2,25.27,7.52,3.03,Airparif
2024-10-26 00:00:00,O3,41.86,5.03,7.76,Data.gouv.fr
2024-09-12 00:00:00,PM2.5,15.12,7.6,6.33,RATP_Open_Data_2024
2024-09-04 00:00:00,PM2.5,43.3,7.3,7.8,Data.gouv.fr
2024-06-30 00:00:00,CO,36.57,6.81,6.89,RATP_Open_Data_2024
2024-08-04 00:00:00,NO2,43.08,2.12,8.76,Airparif
2024-02-20 00:00:00,O3,8.97,7.37,8.12,Data.gouv.fr
2024-04-02 00:00:00,NO2,23.1,5.11,7.7,Data.gouv.fr
2024-08-01 00:00:00,PM10,7.32,8.76,4.92,SNCF_Open_Data
2024-07-12 00:00:00,PM10,18.23,8.14,6.45,Airparif
2024-08-30 00:00:00,PM2.5,6.89,1.6,7.02,SNCF_Open_Data
2024-07-08 00:00:00,O3,16.93,7.37,7.79,Météo-France
2024-02-24 00:00:00,PM10,12.17,4.33,8.29,SNCF_Open_Data
2024-05-21 00:00:00,PM10,39.42,3.77,3.97,RATP_Open_Data_2024
2024-08-16 00:00:00,CO,7.7,6.61,3.66,Airparif
2024-07-06 00:00:00,PM10,27.56,4.84,6.21,SNCF_Open_Data
