col_date,col_station,col_temperature,col_humidite,col_pression,col_vitesse_vent,col_direction_vent,col_precipitations,col_ensoleillement,col_visibilite,col_latitude,col_longitude
2024-11-26 00:00:00,Haussmann Saint-Lazare 1,14.1,ID_027,1014.5,45,2.76,13.7,8.57,8.35,46.652222,-0.773952
2024-02-13 00:00:00,Haussmann Saint-Lazare 3,7.9,ID_028,1010.4,80,4.81,10.4,8.38,5.21,47.090423,-1.21442
2024-08-20 00:00:00,Part-Dieu 5,12.8,ID_029,1007.4,130,7.88,6.7,7.99,5.25,48.955753,-1.601126
2024-02-15 00:00:00,Gare de Lyon 2,6.5,ID_030,995.2,130,4.49,4.6,2.38,6.94,48.544743,-0.355741
2024-10-27 00:00:00,Matabiau 7,16.2,ID_031,1002.2,80,6.38,4.9,1.31,1.87,52.402061,0.456127
2024-12-05 00:00:00,Haussmann Saint-Lazare 3,20.3,ID_032,1007.0,110,5.67,10.5,3.96,3.64,51.387473,2.398609
2024-10-01 00:00:00,Saint-Charles 1,22.6,ID_033,1022.2,130,7.86,12.9,2.2,2.42,51.676571,5.0974
2024-10-26 00:00:00,Haussmann Saint-Lazare 7,19.8,ID_034,1015.2,80,8.23,12.0,2.81,6.69,51.702255,5.721456
2024-04-04 00:00:00,Saint-Charles 9,11.7,ID_035,1010.1,70,3.64,7.9,4.91,7.75,52.571439,5.946181
2024-04-03 00:00:00,Part-Dieu 1,25.5,ID_036,1009.0,130,6.49,9.7,6.61,8.01,45.981879,4.067773
2024-06-09 00:00:00,Part-Dieu 7,14.9,ID_037,1020.5,45,7.44,5.5,8.78,7.71,51.20393,4.607849
2024-05-06 00:00:00,Gare de Lyon 6,10.1,ID_038,1007.8,45,2.29,10.8,8.2,8.27,50.867568,0.325034
2024-08-21 00:00:00,Saint-Charles 4,24.6,ID_039,998.2,130,4.29,2.6,6.84,8.33,48.900706,5.670008
2024-09-24 00:00:00,Montparnasse 1,10.1,ID_040,1015.4,45,7.02,7.6,5.89,3.7,48.70943,0.548623
2024-04-29 00:00:00,Matabiau 9,22.8,ID_041,1001.5,50,6.41,7.5,5.77,7.01,52.232577,2.581267
2024-11-25 00:00:00,Saint-Charles 3,14.8,ID_042,1003.8,110,7.38,0.4,1.62,3.23,52.531036,2.044317
2024-09-21 00:00:00,Matabiau 9,15.8,ID_043,1016.6,50,7.1,10.8,5.97,5.12,52.016352,2.990326
2024-09-11 00:00:00,Gare de l'Est 2,19.0,ID_044,1020.0,80,3.28,1.4,3.44,4.78,47.63459,5.839962
2024-10-23 00:00:00,Matabiau 8,24.4,ID_045,995.3,80,2.56,5.1,2.38,4.79,48.614105,-0.383935
2024-10-03 00:00:00,Matabiau 5,24.0,ID_046,1000.9,130,6.76,1.2,8.66,3.87,45.588187,4.776311
2024-09-25 00:00:00,Montparnasse 2,9.6,ID_047,1002.2,30,4.43,14.4,2.39,6.95,48.72468,-1.477037
2024-05-05 00:00:00,Gare de Lyon 6,24.1,ID_048,1008.0,130,4.23,3.4,7.89,4.58,48.217585,1.946657
2024-02-13 00:00:00,Matabiau 1,25.9,ID_049,1020.5,50,5.88,10.9,3.41,6.65,46.35844,-1.128091
2024-03-07 00:00:00,Gare du Nord 4,20.5,ID_050,1011.0,130,4.72,0.9,3.36,8.09,50.449846,5.363798
2024-01-01 00:00:00,Matabiau 9,22.5,ID_051,998.1,30,5.78,0.6,5.79,5.17,48.703137,6.247107
2024-02-11 00:00:00,Gare du Nord 2,24.4,ID_052,1005.5,45,5.69,0.2,2.8,6.61,50.754204,1.649903
2024-01-28 00:00:00,Part-Dieu 6,20.2,ID_053,1007.9,45,4.37,12.2,6.55,7.64,47.080598,3.161751
2024-01-23 00:00:00,Matabiau 9,17.0,ID_054,1023.5,50,1.99,12.0,8.66,5.33,45.874592,5.885307
2024-09-01 00:00:00,Gare du Nord 6,12.4,ID_055,995.3,45,6.83,14.7,7.76,7.04,45.22564,2.559747
2024-12-14 00:00:00,Haussmann Saint-Lazare 9,16.9,ID_056,1010.8,30,3.91,12.0,1.3,5.48,46.321672,2.883999
2024-05-02 00:00:00,Montparnasse 4,19.6,ID_057,1020.2,45,2.01,5.9,6.81,2.8,50.174696,3.641908
2024-05-19 00:00:00,Gare du Nord 2,7.5,ID_058,1014.0,30,5.8,5.3,7.74,5.1,47.817188,0.272463
2024-12-21 00:00:00,Matabiau 1,19.2,ID_059,1006.8,110,7.81,7.9,2.83,3.42,51.986816,0.794053
2024-06-03 00:00:00,Gare du Nord 3,17.7,ID_060,1006.2,45,5.5,1.6,1.28,7.07,52.39503,5.342786
2024-08-02 00:00:00,Saint-Charles 6,13.0,ID_061,1002.0,130,5.18,4.2,3.89,8.35,52.364467,-1.320577
2024-02-07 00:00:00,Haussmann Saint-Lazare 5,7.9,ID_062,1006.2,45,3.04,12.0,6.89,7.83,45.945193,2.690324
2024-11-14 00:00:00,Gare de l'Est 9,18.9,ID_063,1006.4,70,1.61,9.8,6.11,2.27,51.883073,-1.638281
2024-03-12 00:00:00,Gare de Lyon 3,7.6,ID_064,1022.0,70,4.62,14.9,8.21,1.6,46.798676,5.343795
2024-09-12 00:00:00,Haussmann Saint-Lazare 3,11.7,ID_065,1018.6,80,8.79,4.7,2.6,3.25,51.938045,4.71258
2024-09-16 00:00:00,Saint-Charles 4,8.3,ID_066,1017.9,130,5.15,3.2,5.56,3.87,45.57036,0.327079
2024-12-17 00:00:00,Haussmann Saint-Lazare 4,7.9,ID_067,1007.7,50,5.83,14.9,4.95,5.67,48.761061,5.511376
2024-08-21 00:00:00,Gare du Nord 1,5.8,ID_068,1019.4,70,8.74,14.5,3.52,6.87,48.542377,3.771831
2024-04-18 00:00:00,Gare de Lyon 1,18.8,ID_069,996.6,30,4.96,9.6,2.48,3.01,50.497153,3.614839
2024-11-19 00:00:00,Saint-Charles 7,15.2,ID_070,1000.0,70,6.84,10.7,1.72,7.86,49.883435,4.282012
2024-02-21 00:00:00,Haussmann Saint-Lazare 1,6.9,ID_071,1003.7,70,5.29,0.8,1.83,6.87,49.080861,4.621952
2024-10-30 00:00:00,Matabiau 1,12.6,ID_072,1015.9,110,1.59,8.6,3.76,6.75,45.508063,1.889539
2024-01-28 00:00:00,Saint-Charles 7,13.1,ID_073,995.3,80,7.79,10.4,7.73,2.38,51.839379,5.691441
2024-06-23 00:00:00,Part-Dieu 3,4.8,ID_074,1012.2,45,6.47,11.8,5.13,3.37,47.471077,1.424748
2024-08-28 00:00:00,Haussmann Saint-Lazare 5,23.5,ID_075,1010.0,70,7.71,0.1,5.8,7.91,51.348445,5.727857
2024-11-10 00:00:00,Gare du Nord 7,27.2,ID_076,1023.0,80,8.09,8.0,2.17,1.91,45.467701,-0.137331
2024-08-30 00:00:00,Haussmann Saint-Lazare 1,20.1,ID_077,1004.0,70,5.66,11.0,6.99,6.43,51.136796,-0.39538
2024-06-27 00:00:00,Saint-Jean 7,24.9,ID_078,1010.0,45,2.9,13.6,4.49,7.35,52.422894,-1.632358
2024-06-30 00:00:00,Saint-Jean 7,24.2,ID_079,1017.2,110,4.23,1.1,4.61,4.14,47.572107,1.297511
2024-06-12 00:00:00,Gare de l'Est 1,24.3,ID_080,1019.9,45,5.95,6.4,7.28,1.21,52.30428,2.551675
2024-07-27 00:00:00,Gare du Nord 9,5.6,ID_081,1024.4,130,2.12,3.4,3.72,4.22,46.714967,0.990587
2024-10-11 00:00:00,Gare de Lyon 6,16.0,ID_082,997.8,80,5.51,12.8,1.25,5.02,50.858055,3.814949
2024-12-24 00:00:00,Matabiau 6,26.7,ID_083,1018.0,45,7.71,11.8,4.51,7.74,46.181194,5.015408
2024-12-24 00:00:00,Part-Dieu 1,4.6,ID_084,1001.7,50,2.07,11.3,3.95,2.2,49.485382,0.615101
2024-05-24 00:00:00,Saint-Jean 7,26.0,ID_085,1005.9,30,5.76,13.9,8.5,7.19,47.232557,4.055624
2024-05-07 00:00:00,Montparnasse 6,12.7,ID_086,999.5,70,7.23,5.2,6.85,4.33,47.873488,4.646738
2024-02-05 00:00:00,Gare de l'Est 3,14.0,ID_087,1011.4,45,4.87,8.9,2.35,8.45,48.350967,5.072792
2024-07-05 00:00:00,Gare du Nord 1,24.1,ID_088,1006.4,70,6.25,3.3,6.82,6.48,52.164741,2.883202
2024-02-10 00:00:00,Montparnasse 8,7.7,ID_089,995.5,45,3.7,7.6,5.9,6.4,49.313183,6.285932
2024-04-22 00:00:00,Gare de Lyon 8,14.3,ID_090,1023.3,110,4.77,4.4,1.72,6.39,51.815514,3.157001
2024-03-31 00:00:00,Gare de Lyon 7,16.9,ID_091,997.8,50,2.62,12.9,7.36,4.23,48.175404,3.641596
2024-05-03 00:00:00,Matabiau 2,24.0,ID_092,1017.0,80,4.43,9.1,8.65,8.43,45.774884,1.454134
2024-08-17 00:00:00,Haussmann Saint-Lazare 1,16.9,ID_093,1017.0,80,5.13,9.6,8.2,4.34,45.561355,-1.466792
2024-11-14 00:00:00,Saint-Jean 5,27.0,ID_094,1021.4,45,2.22,4.3,5.31,3.11,48.192768,1.255563
2024-12-15 00:00:00,Matabiau 5,17.3,ID_095,1020.3,45,6.34,8.3,7.36,4.4,52.325803,3.390278
2024-10-04 00:00:00,Saint-Charles 2,15.3,ID_096,1022.2,45,1.94,9.2,5.17,5.54,46.91087,0.609612
2024-08-08 00:00:00,Saint-Charles 8,27.2,ID_097,1006.3,70,6.2,5.0,7.39,8.18,51.144815,5.685214
2024-05-28 00:00:00,Matabiau 5,15.5,ID_098,1023.5,70,8.73,9.9,7.04,1.92,48.292023,-0.691455
2024-05-03 00:00:00,Part-Dieu 1,17.9,ID_099,996.3,80,4.43,4.1,5.99,3.82,48.158199,3.384787
2024-06-27 00:00:00,Montparnasse 8,17.6,ID_000,1002.7,50,6.36,7.0,4.44,3.85,47.958148,-1.040679
2024-01-18 00:00:00,Gare de Lyon 2,8.4,ID_001,1002.6,30,7.01,2.7,2.16,4.47,47.405362,2.843913
2024-04-15 00:00:00,Haussmann Saint-Lazare 3,10.5,ID_002,999.5,130,6.04,4.8,1.99,4.99,46.74129,4.507991
2024-07-02 00:00:00,Gare de Lyon 7,23.4,ID_003,1005.6,70,4.04,7.9,7.61,1.36,50.60553,6.254015
2024-03-23 00:00:00,Saint-Jean 7,25.1,ID_004,997.8,45,5.4,11.9,6.43,2.7,50.890356,-0.651651
2024-10-17 00:00:00,Haussmann Saint-Lazare 3,13.7,ID_005,1009.5,30,2.73,12.4,7.76,6.0,52.685232,5.655617
2024-01-14 00:00:00,Saint-Jean 5,23.6,ID_006,1001.9,110,2.35,7.8,5.8,4.04,46.991567,1.50691
2024-02-18 00:00:00,Gare de Lyon 2,7.5,ID_007,1013.4,110,4.09,6.4,7.13,7.96,46.325269,5.55628
2024-10-31 00:00:00,Gare de l'Est 8,20.4,ID_008,1011.1,130,4.14,2.4,7.0,7.26,50.072514,2.700934
2024-07-23 00:00:00,Gare de l'Est 3,22.9,ID_009,999.9,110,5.24,4.2,7.67,8.27,45.067001,-0.885508
