col_date,col_region,col_ville,col_polluant,col_valeur,col_unite,col_indice_atmo,col_qualite_air,col_latitude,col_longitude
2024-08-28 00:00:00,Pays de la Loire,Strasbourg,NO2,46.77,µg/m³,8.39,6.4,50.278997,1.517657
2024-04-11 00:00:00,Occitanie,Montpellier,PM10,21.28,µg/m³,5.21,6.49,45.99104,3.818381
2024-03-25 00:00:00,Pays de la Loire,Lyon,SO2,76.57,µg/m³,8.72,4.21,46.332511,3.756782
2024-04-13 00:00:00,Auvergne-Rhône-Alpes,Bordeaux,O3,62.09,µg/m³,3.1,2.55,45.873527,0.631164
2024-03-25 00:00:00,Normandie,Nantes,NO2,74.15,µg/m³,5.42,5.44,49.118189,1.714996
2024-06-17 00:00:00,Bretagne,Nantes,O3,13.58,µg/m³,7.74,7.52,46.431327,3.148752
2024-07-30 00:00:00,Occitanie,Marseille,PM10,37.92,µg/m³,7.44,8.07,46.857712,-1.099185
2024-04-10 00:00:00,Île-de-France,Bordeaux,CO,33.74,µg/m³,7.39,4.05,51.082382,3.671378
2024-06-06 00:00:00,Nouvelle-Aquitaine,Toulouse,PM10,78.23,µg/m³,1.76,3.51,48.244239,6.203452
2024-02-17 00:00:00,Provence-Alpes-Côte d'Azur,Montpellier,CO,62.76,µg/m³,7.82,7.72,49.214195,-1.629385
2024-08-20 00:00:00,Île-de-France,Bordeaux,PM10,40.25,µg/m³,1.61,8.4,51.585214,1.345037
2024-01-23 00:00:00,Bretagne,Strasbourg,CO,8.33,µg/m³,4.3,1.48,49.396021,2.634136
2024-05-16 00:00:00,Hauts-de-France,Lille,CO,27.05,µg/m³,3.22,1.61,50.118653,3.663978
2024-05-09 00:00:00,Bretagne,Toulouse,CO,21.19,µg/m³,6.58,4.91,50.397766,0.518413
2024-11-14 00:00:00,Île-de-France,Nice,PM10,41.77,µg/m³,5.74,3.88,50.930314,5.660216
2024-04-20 00:00:00,Île-de-France,Nantes,CO,42.95,µg/m³,2.27,2.09,50.405303,-0.816182
2024-02-28 00:00:00,Auvergne-Rhône-Alpes,Nice,PM2.5,37.06,µg/m³,5.79,8.7,49.908394,6.243548
2024-03-21 00:00:00,Provence-Alpes-Côte d'Azur,Nantes,NO2,82.34,µg/m³,5.41,8.22,51.545585,5.442697
2024-02-06 00:00:00,Hauts-de-France,Paris,CO,69.57,µg/m³,3.35,4.34,51.318336,6.15612
2024-07-25 00:00:00,Provence-Alpes-Côte d'Azur,Paris,PM2.5,72.78,µg/m³,7.14,7.68,48.783245,4.977258
2024-11-23 00:00:00,Île-de-France,Lyon,SO2,38.94,µg/m³,1.95,3.88,50.688036,6.018012
2024-02-15 00:00:00,Nouvelle-Aquitaine,Paris,PM10,84.09,µg/m³,5.67,2.93,52.194432,-0.590506
2024-04-28 00:00:00,Normandie,Marseille,NO2,42.51,µg/m³,8.09,6.34,50.158357,1.192519
2024-01-25 00:00:00,Île-de-France,Strasbourg,SO2,3.69,µg/m³,6.42,6.39,49.206531,4.052219
2024-09-23 00:00:00,Occitanie,Nice,NO2,15.3,µg/m³,5.48,1.67,47.853351,-0.248848
2024-10-01 00:00:00,Hauts-de-France,Lille,SO2,22.35,µg/m³,8.7,7.73,49.132608,-0.695587
2024-06-24 00:00:00,Occitanie,Marseille,CO,26.08,µg/m³,2.68,5.67,49.230852,2.137591
2024-11-10 00:00:00,Nouvelle-Aquitaine,Montpellier,SO2,37.54,µg/m³,2.74,6.02,52.258314,1.473541
2024-08-24 00:00:00,Hauts-de-France,Montpellier,PM10,5.19,µg/m³,6.73,7.92,48.932379,3.94116
2024-07-14 00:00:00,Bretagne,Bordeaux,PM2.5,26.37,µg/m³,7.94,8.33,50.963945,5.852013
2024-01-17 00:00:00,Grand Est,Bordeaux,PM10,44.97,µg/m³,3.67,3.63,45.9804,0.34874
2024-07-21 00:00:00,Hauts-de-France,Toulouse,O3,42.13,µg/m³,8.48,8.78,51.453157,3.935285
2024-08-28 00:00:00,Auvergne-Rhône-Alpes,Lille,SO2,43.44,µg/m³,7.98,1.75,49.331968,5.5545
2024-01-15 00:00:00,Nouvelle-Aquitaine,Nantes,O3,69.95,µg/m³,7.09,5.97,47.531973,2.975936
2024-08-13 00:00:00,Nouvelle-Aquitaine,Strasbourg,CO,67.3,µg/m³,1.73,8.75,49.924661,1.525117
2024-02-12 00:00:00,Nouvelle-Aquitaine,Strasbourg,SO2,15.95,µg/m³,5.79,7.13,47.358527,2.712895
2024-02-17 00:00:00,Occitanie,Lille,CO,9.8,µg/m³,1.86,7.07,50.798003,2.367878
2024-10-26 00:00:00,Île-de-France,Nice,PM2.5,40.7,µg/m³,1.71,5.93,45.408033,2.096883
2024-03-21 00:00:00,Grand Est,Toulouse,O3,42.45,µg/m³,8.09,8.7,51.371425,2.390483
2024-11-20 00:00:00,Bretagne,Nantes,O3,23.36,µg/m³,3.58,4.09,47.020619,2.42441
2024-09-26 00:00:00,Grand Est,Strasbourg,PM10,68.52,µg/m³,2.5,6.73,46.668376,5.280052
2024-10-29 00:00:00,Provence-Alpes-Côte d'Azur,Nantes,NO2,21.21,µg/m³,5.77,6.67,50.711057,3.53917
2024-10-20 00:00:00,Provence-Alpes-Côte d'Azur,Lyon,PM10,61.38,µg/m³,4.52,7.05,47.853913,1.356313
2024-10-20 00:00:00,Occitanie,Bordeaux,NO2,33.01,µg/m³,3.33,4.91,48.761479,-0.802069
2024-10-26 00:00:00,Grand Est,Nantes,PM2.5,20.79,µg/m³,8.16,5.69,52.28924,3.991389
2024-01-28 00:00:00,Hauts-de-France,Marseille,NO2,47.95,µg/m³,5.49,6.69,52.195837,2.150008
2024-03-04 00:00:00,Bretagne,Lille,SO2,23.58,µg/m³,7.01,7.55,45.490499,5.943386
2024-03-22 00:00:00,Provence-Alpes-Côte d'Azur,Paris,CO,81.5,µg/m³,7.68,5.22,49.415484,5.775617
2024-04-08 00:00:00,Pays de la Loire,Montpellier,O3,50.76,µg/m³,4.53,7.72,48.955069,2.710769
2024-10-15 00:00:00,Auvergne-Rhône-Alpes,Nantes,SO2,82.39,µg/m³,3.74,4.18,48.352044,-1.604267
2024-11-01 00:00:00,Hauts-de-France,Strasbourg,CO,18.55,µg/m³,5.91,5.12,50.103948,-0.000297
2024-06-27 00:00:00,Provence-Alpes-Côte d'Azur,Lyon,O3,64.7,µg/m³,6.18,5.53,49.904303,4.775092
2024-08-27 00:00:00,Hauts-de-France,Toulouse,CO,3.23,µg/m³,3.24,5.5,50.019468,2.856745
2024-02-14 00:00:00,Normandie,Montpellier,SO2,49.64,µg/m³,7.61,3.84,51.838341,3.906258
2024-02-08 00:00:00,Grand Est,Lyon,NO2,54.79,µg/m³,6.6,4.7,46.314608,4.389749
2024-09-13 00:00:00,Pays de la Loire,Lille,PM10,49.81,µg/m³,4.2,3.26,50.786386,1.01682
2024-10-09 00:00:00,Bretagne,Lyon,NO2,24.23,µg/m³,7.5,5.11,51.432633,2.736349
2024-04-20 00:00:00,Auvergne-Rhône-Alpes,Nice,O3,34.12,µg/m³,5.29,3.5,52.279302,5.936597
2024-11-15 00:00:00,Auvergne-Rhône-Alpes,Marseille,PM2.5,69.39,µg/m³,2.25,2.42,47.355967,-0.742066
2024-07-29 00:00:00,Bretagne,Lille,O3,63.82,µg/m³,5.66,8.52,49.914808,2.800972
2024-02-20 00:00:00,Pays de la Loire,Marseille,O3,49.17,µg/m³,7.21,4.61,51.445704,3.281098
2024-10-08 00:00:00,Occitanie,Strasbourg,CO,49.4,µg/m³,4.01,7.57,45.029998,4.059166
2024-08-05 00:00:00,Nouvelle-Aquitaine,Bordeaux,NO2,47.81,µg/m³,6.01,3.83,44.879482,5.699969
2024-08-04 00:00:00,Normandie,Montpellier,O3,47.69,µg/m³,2.91,3.51,45.481406,5.750661
2024-08-31 00:00:00,Pays de la Loire,Montpellier,O3,31.53,µg/m³,1.57,1.97,52.038221,3.035604
2024-08-14 00:00:00,Bretagne,Marseille,PM10,15.09,µg/m³,4.35,7.03,47.291132,6.060789
2024-02-07 00:00:00,Bretagne,Lyon,NO2,12.81,µg/m³,3.92,5.87,50.727793,5.498425
2024-06-12 00:00:00,Normandie,Bordeaux,PM2.5,58.63,µg/m³,6.58,6.81,45.070344,4.35693
2024-06-10 00:00:00,Nouvelle-Aquitaine,Montpellier,PM2.5,80.33,µg/m³,3.38,5.43,47.592762,3.208746
2024-05-07 00:00:00,Normandie,Marseille,SO2,7.48,µg/m³,7.97,6.29,51.70144,3.146753
2024-08-05 00:00:00,Normandie,Bordeaux,SO2,21.2,µg/m³,1.27,7.59,48.521588,-1.313458
2024-09-05 00:00:00,Provence-Alpes-Côte d'Azur,Montpellier,CO,25.63,µg/m³,6.84,6.77,48.563264,-1.269592
2024-05-11 00:00:00,Nouvelle-Aquitaine,Nantes,SO2,16.12,µg/m³,4.33,5.23,52.782115,5.02596
2024-06-03 00:00:00,Grand Est,Nantes,PM2.5,27.91,µg/m³,6.59,6.95,48.29793,-0.169908
2024-11-24 00:00:00,Provence-Alpes-Côte d'Azur,Bordeaux,CO,80.04,µg/m³,7.83,2.58,51.16063,1.843488
2024-10-02 00:00:00,Normandie,Lille,PM10,55.77,µg/m³,5.97,8.27,50.56762,3.564468
2024-09-06 00:00:00,Provence-Alpes-Côte d'Azur,Paris,PM10,71.0,µg/m³,3.18,7.21,52.640027,3.319882
2024-07-14 00:00:00,Grand Est,Lyon,CO,69.86,µg/m³,5.16,4.04,51.851236,2.439174
2024-12-17 00:00:00,Nouvelle-Aquitaine,Bordeaux,O3,12.53,µg/m³,3.87,1.31,47.699078,-1.24766
2024-02-29 00:00:00,Bretagne,Lyon,SO2,7.39,µg/m³,4.57,3.91,48.028532,5.19139
2024-12-12 00:00:00,Occitanie,Marseille,O3,25.3,µg/m³,2.16,1.51,47.569655,2.72028
2024-11-29 00:00:00,Île-de-France,Marseille,PM10,80.5,µg/m³,5.71,6.17,47.513496,4.082035
2024-08-29 00:00:00,Nouvelle-Aquitaine,Marseille,CO,45.18,µg/m³,2.74,6.15,45.174251,1.306637
2024-12-23 00:00:00,Île-de-France,Montpellier,NO2,60.62,µg/m³,3.47,2.86,47.958642,1.871316
2024-03-03 00:00:00,Normandie,Toulouse,O3,30.53,µg/m³,5.56,5.82,49.955947,2.852769
2024-07-27 00:00:00,Île-de-France,Paris,O3,19.37,µg/m³,5.64,4.32,44.8823,3.283598
2024-03-23 00:00:00,Nouvelle-Aquitaine,Montpellier,NO2,57.34,µg/m³,7.77,3.86,48.570764,5.476233
2024-02-14 00:00:00,Provence-Alpes-Côte d'Azur,Montpellier,PM2.5,78.75,µg/m³,1.48,5.07,45.253095,1.878948
2024-01-09 00:00:00,Provence-Alpes-Côte d'Azur,Nantes,O3,50.79,µg/m³,4.92,1.96,47.520577,5.713719
2024-05-01 00:00:00,Auvergne-Rhône-Alpes,Lille,SO2,82.88,µg/m³,3.3,2.62,46.340016,-0.308031
2024-03-28 00:00:00,Occitanie,Nice,CO,10.65,µg/m³,6.94,2.23,51.099835,6.090475
2024-01-30 00:00:00,Nouvelle-Aquitaine,Paris,PM2.5,52.63,µg/m³,5.47,1.66,51.512769,-0.210413
2024-12-25 00:00:00,Provence-Alpes-Côte d'Azur,Toulouse,PM2.5,40.42,µg/m³,7.73,2.87,51.800244,2.514351
2024-04-11 00:00:00,Hauts-de-France,Bordeaux,O3,80.28,µg/m³,7.6,7.78,48.611683,3.216151
2024-06-09 00:00:00,Île-de-France,Toulouse,CO,25.78,µg/m³,5.26,5.16,51.299278,-1.069381
2024-07-19 00:00:00,Île-de-France,Strasbourg,PM2.5,56.51,µg/m³,3.52,1.98,46.771394,4.608055
2024-03-11 00:00:00,Occitanie,Montpellier,CO,32.25,µg/m³,6.3,6.03,50.565232,5.132206
2024-02-12 00:00:00,Île-de-France,Strasbourg,O3,47.52,µg/m³,7.04,5.17,47.125383,5.955659
2024-10-28 00:00:00,Auvergne-Rhône-Alpes,Nantes,NO2,69.88,µg/m³,3.79,1.67,51.192518,3.236485
2024-11-14 00:00:00,Île-de-France,Nantes,O3,11.61,µg/m³,4.31,6.17,52.629974,3.287927
2024-11-28 00:00:00,Nouvelle-Aquitaine,Lyon,SO2,83.04,µg/m³,7.18,2.56,50.294444,6.033984
2024-12-12 00:00:00,Nouvelle-Aquitaine,Montpellier,O3,40.48,µg/m³,6.73,3.7,49.862185,4.493062
2024-06-20 00:00:00,Nouvelle-Aquitaine,Lyon,NO2,38.34,µg/m³,2.24,3.15,49.654062,6.001529
2024-10-20 00:00:00,Bretagne,Marseille,O3,57.51,µg/m³,8.51,4.44,48.891269,0.482177
2024-12-11 00:00:00,Pays de la Loire,Nice,O3,2.74,µg/m³,4.84,7.83,51.556881,5.276824
2024-01-11 00:00:00,Pays de la Loire,Lille,PM10,44.4,µg/m³,2.45,7.83,47.517478,-0.91406
2024-11-05 00:00:00,Normandie,Nantes,PM10,46.96,µg/m³,4.64,6.53,49.46252,1.187647
2024-09-13 00:00:00,Provence-Alpes-Côte d'Azur,Paris,CO,73.7,µg/m³,3.48,5.54,48.078566,2.951686
2024-05-12 00:00:00,Grand Est,Montpellier,SO2,43.74,µg/m³,2.06,3.0,48.829782,5.724424
2024-05-27 00:00:00,Hauts-de-France,Strasbourg,SO2,71.72,µg/m³,3.81,6.49,50.311072,3.209219
2024-02-20 00:00:00,Nouvelle-Aquitaine,Paris,PM10,9.37,µg/m³,1.39,5.57,49.911491,1.76029
2024-10-18 00:00:00,Bretagne,Nice,CO,56.49,µg/m³,5.9,6.92,49.516706,-1.597474
2024-12-25 00:00:00,Normandie,Marseille,SO2,44.79,µg/m³,5.3,5.11,52.431292,4.780334
2024-06-01 00:00:00,Nouvelle-Aquitaine,Paris,PM10,54.28,µg/m³,5.33,3.86,50.37759,0.977748
2024-10-02 00:00:00,Bretagne,Nantes,PM10,81.49,µg/m³,2.48,2.26,52.70126,3.891648
2024-08-27 00:00:00,Normandie,Strasbourg,PM10,14.88,µg/m³,7.36,4.93,49.503321,6.342134
2024-05-07 00:00:00,Normandie,Lille,SO2,12.49,µg/m³,7.13,3.18,46.812887,5.219866
2024-10-18 00:00:00,Normandie,Strasbourg,PM10,48.35,µg/m³,5.46,4.0,52.683393,4.470688
2024-04-02 00:00:00,Hauts-de-France,Toulouse,O3,4.83,µg/m³,5.53,6.46,51.112266,4.464842
2024-01-22 00:00:00,Nouvelle-Aquitaine,Strasbourg,SO2,21.27,µg/m³,6.71,2.48,46.083601,-1.070912
2024-02-11 00:00:00,Grand Est,Strasbourg,NO2,8.24,µg/m³,5.91,1.81,47.675792,1.116281
2024-01-27 00:00:00,Île-de-France,Nantes,PM10,82.25,µg/m³,2.28,3.09,50.657931,2.435968
2024-03-11 00:00:00,Hauts-de-France,Montpellier,O3,44.52,µg/m³,1.81,4.74,50.657359,2.998625
2024-01-06 00:00:00,Pays de la Loire,Lyon,CO,18.22,µg/m³,8.06,1.33,47.175865,3.146802
2024-08-15 00:00:00,Pays de la Loire,Toulouse,PM2.5,54.49,µg/m³,6.52,3.71,45.588583,-1.322525
2024-09-13 00:00:00,Grand Est,Nantes,O3,32.35,µg/m³,7.95,1.69,51.659913,2.550245
2024-06-29 00:00:00,Hauts-de-France,Nice,O3,20.93,µg/m³,2.82,4.35,47.432681,4.879338
2024-07-18 00:00:00,Normandie,Paris,O3,80.89,µg/m³,2.04,7.29,46.311642,2.061466
2024-10-21 00:00:00,Grand Est,Nantes,O3,30.77,µg/m³,6.38,3.55,47.946918,5.526526
2024-04-13 00:00:00,Nouvelle-Aquitaine,Bordeaux,NO2,41.41,µg/m³,7.57,4.17,46.419319,5.790033
2024-08-30 00:00:00,Auvergne-Rhône-Alpes,Montpellier,SO2,58.68,µg/m³,2.12,8.0,45.648235,0.71911
2024-02-10 00:00:00,Normandie,Nantes,PM10,78.22,µg/m³,5.71,8.59,45.748274,-0.825936
2024-03-28 00:00:00,Hauts-de-France,Lyon,NO2,34.42,µg/m³,3.25,6.47,50.659648,6.09065
2024-05-29 00:00:00,Bretagne,Toulouse,O3,9.23,µg/m³,1.66,7.51,45.439911,5.85579
2024-11-30 00:00:00,Normandie,Lyon,SO2,46.62,µg/m³,3.13,5.4,46.912832,6.268769
2024-05-12 00:00:00,Auvergne-Rhône-Alpes,Paris,O3,77.78,µg/m³,1.63,4.64,47.359582,3.13669
2024-05-02 00:00:00,Occitanie,Marseille,CO,41.68,µg/m³,5.57,6.68,49.545339,5.002775
2024-10-03 00:00:00,Provence-Alpes-Côte d'Azur,Marseille,SO2,49.86,µg/m³,5.49,7.07,47.17732,4.557294
2024-07-06 00:00:00,Nouvelle-Aquitaine,Marseille,PM10,46.44,µg/m³,7.22,8.03,49.487571,3.595327
2024-12-05 00:00:00,Pays de la Loire,Lyon,O3,29.74,µg/m³,5.15,2.58,45.886476,5.582032
2024-11-23 00:00:00,Pays de la Loire,Paris,SO2,26.46,µg/m³,1.8,3.06,47.962422,-0.207849
2024-02-06 00:00:00,Bretagne,Paris,O3,57.1,µg/m³,7.32,7.26,48.124898,4.158472
2024-06-04 00:00:00,Provence-Alpes-Côte d'Azur,Lyon,PM2.5,26.56,µg/m³,5.06,3.67,52.41476,5.062232
2024-07-30 00:00:00,Normandie,Strasbourg,NO2,28.95,µg/m³,3.29,8.01,52.662747,4.71072
2024-10-28 00:00:00,Grand Est,Bordeaux,PM10,42.3,µg/m³,5.56,7.39,46.170083,3.607939
2024-09-29 00:00:00,Hauts-de-France,Nice,O3,19.26,µg/m³,8.62,7.23,49.658347,1.175331
2024-10-14 00:00:00,Hauts-de-France,Montpellier,PM10,62.81,µg/m³,7.22,5.61,52.471284,4.706457
2024-10-07 00:00:00,Grand Est,Toulouse,NO2,27.84,µg/m³,4.5,6.5,49.891734,1.060382
2024-10-28 00:00:00,Auvergne-Rhône-Alpes,Montpellier,NO2,6.09,µg/m³,2.88,1.97,45.801512,0.429843
2024-01-20 00:00:00,Nouvelle-Aquitaine,Nantes,SO2,35.76,µg/m³,1.78,3.13,52.701378,-0.63208
2024-08-04 00:00:00,Grand Est,Toulouse,CO,16.97,µg/m³,5.0,5.73,46.359618,0.966451
2024-05-02 00:00:00,Bretagne,Nantes,PM10,5.66,µg/m³,6.57,6.74,50.768404,1.64345
2024-05-20 00:00:00,Bretagne,Lyon,PM2.5,17.7,µg/m³,1.54,6.13,52.76039,3.644033
2024-09-15 00:00:00,Île-de-France,Strasbourg,NO2,20.23,µg/m³,5.68,3.49,51.765255,0.796363
2024-06-28 00:00:00,Normandie,Strasbourg,PM10,57.73,µg/m³,2.64,2.86,45.004571,3.81371
2024-02-20 00:00:00,Île-de-France,Nantes,SO2,10.28,µg/m³,6.14,4.48,48.94112,1.063947
2024-05-03 00:00:00,Pays de la Loire,Lille,SO2,46.63,µg/m³,6.93,7.76,48.978671,5.380067
2024-09-24 00:00:00,Bretagne,Nice,O3,69.63,µg/m³,6.96,5.84,51.148407,2.576713
2024-10-25 00:00:00,Auvergne-Rhône-Alpes,Toulouse,NO2,64.15,µg/m³,2.77,7.5,49.175614,2.081709
2024-05-25 00:00:00,Pays de la Loire,Bordeaux,O3,9.56,µg/m³,7.68,7.28,52.377282,-0.747284
2024-03-16 00:00:00,Hauts-de-France,Strasbourg,CO,62.25,µg/m³,4.73,2.46,49.52281,3.072401
2024-01-01 00:00:00,Provence-Alpes-Côte d'Azur,Nice,SO2,71.35,µg/m³,1.88,3.69,51.791601,6.130827
2024-11-01 00:00:00,Bretagne,Nice,CO,78.37,µg/m³,2.59,6.17,49.65402,4.408462
2024-07-13 00:00:00,Provence-Alpes-Côte d'Azur,Strasbourg,CO,50.99,µg/m³,2.25,7.16,51.691462,1.235539
2024-11-11 00:00:00,Hauts-de-France,Montpellier,PM10,44.82,µg/m³,4.4,1.87,47.522169,0.346369
2024-11-10 00:00:00,Hauts-de-France,Nice,PM2.5,38.45,µg/m³,7.35,5.41,50.45418,0.812379
2024-02-24 00:00:00,Nouvelle-Aquitaine,Strasbourg,PM10,38.05,µg/m³,1.66,3.23,49.7893,2.298136
2024-05-25 00:00:00,Provence-Alpes-Côte d'Azur,Lyon,NO2,69.52,µg/m³,6.29,1.75,50.477697,4.804056
2024-01-24 00:00:00,Île-de-France,Nice,CO,10.36,µg/m³,7.7,6.14,50.731362,3.44124
2024-01-19 00:00:00,Nouvelle-Aquitaine,Toulouse,SO2,31.48,µg/m³,3.55,1.56,50.180463,-0.713713
2024-02-04 00:00:00,Pays de la Loire,Toulouse,CO,36.05,µg/m³,2.2,6.95,49.255787,2.894151
2024-03-18 00:00:00,Bretagne,Paris,PM2.5,18.09,µg/m³,2.05,3.57,50.706267,5.239582
2024-07-12 00:00:00,Bretagne,Lyon,PM2.5,54.73,µg/m³,4.88,2.34,52.038177,4.21724
2024-06-30 00:00:00,Auvergne-Rhône-Alpes,Bordeaux,O3,62.25,µg/m³,6.01,8.74,51.804605,3.439571
2024-04-22 00:00:00,Île-de-France,Nice,CO,82.03,µg/m³,8.14,5.96,50.297189,5.772505
2024-02-08 00:00:00,Provence-Alpes-Côte d'Azur,Paris,NO2,30.88,µg/m³,8.06,4.79,44.984859,-1.229922
2024-12-01 00:00:00,Bretagne,Lille,CO,52.43,µg/m³,8.56,1.34,49.706588,3.192373
2024-12-03 00:00:00,Grand Est,Nice,O3,77.26,µg/m³,1.86,6.47,48.66271,0.818069
2024-12-05 00:00:00,Grand Est,Lyon,NO2,47.54,µg/m³,3.97,3.52,44.875863,0.91556
2024-10-07 00:00:00,Hauts-de-France,Strasbourg,NO2,78.39,µg/m³,1.33,4.76,51.583625,3.464659
2024-07-04 00:00:00,Occitanie,Toulouse,CO,84.32,µg/m³,5.03,3.52,48.942569,0.120038
2024-08-15 00:00:00,Grand Est,Toulouse,O3,76.51,µg/m³,1.46,1.77,46.827684,6.29192
2024-10-09 00:00:00,Hauts-de-France,Lille,PM2.5,30.43,µg/m³,5.33,3.16,46.937023,0.723286
2024-11-18 00:00:00,Île-de-France,Lyon,O3,41.36,µg/m³,6.37,8.47,50.272286,5.787771
2024-01-26 00:00:00,Île-de-France,Lille,O3,62.3,µg/m³,2.79,4.65,46.736625,0.756037
2024-11-28 00:00:00,Bretagne,Lille,CO,79.64,µg/m³,3.6,3.14,47.838391,6.23804
2024-09-05 00:00:00,Bretagne,Nice,SO2,32.15,µg/m³,4.28,4.92,46.304806,-1.124998
2024-07-25 00:00:00,Hauts-de-France,Montpellier,SO2,12.39,µg/m³,7.82,5.71,49.843774,3.132766
2024-03-29 00:00:00,Nouvelle-Aquitaine,Paris,NO2,51.94,µg/m³,6.85,3.05,46.970296,0.749476
2024-07-19 00:00:00,Nouvelle-Aquitaine,Nice,PM10,14.67,µg/m³,2.77,4.59,47.356689,2.516088
2024-06-20 00:00:00,Auvergne-Rhône-Alpes,Nantes,PM10,13.38,µg/m³,7.89,1.31,49.408054,5.524235
2024-11-16 00:00:00,Île-de-France,Paris,SO2,43.07,µg/m³,7.92,3.94,52.844039,3.051
2024-03-22 00:00:00,Pays de la Loire,Nice,SO2,68.13,µg/m³,2.76,4.95,45.158972,3.682026
2024-02-06 00:00:00,Nouvelle-Aquitaine,Paris,PM10,77.51,µg/m³,7.77,5.58,50.480454,2.603822
2024-08-29 00:00:00,Hauts-de-France,Montpellier,PM10,5.48,µg/m³,1.59,3.67,51.971248,5.5247
2024-02-12 00:00:00,Pays de la Loire,Montpellier,O3,40.0,µg/m³,7.92,2.91,49.533584,3.652329
2024-03-10 00:00:00,Grand Est,Lille,NO2,74.29,µg/m³,4.58,1.87,51.585755,3.611734
2024-02-06 00:00:00,Grand Est,Lille,PM2.5,69.99,µg/m³,4.36,4.57,51.128078,1.850755
2024-08-22 00:00:00,Grand Est,Nantes,PM2.5,49.99,µg/m³,6.98,1.42,46.319485,-1.199755
2024-03-30 00:00:00,Pays de la Loire,Bordeaux,O3,39.68,µg/m³,7.24,4.37,48.049906,0.348396
2024-02-10 00:00:00,Auvergne-Rhône-Alpes,Paris,CO,66.73,µg/m³,7.71,1.59,45.206386,0.206847
2024-07-08 00:00:00,Provence-Alpes-Côte d'Azur,Toulouse,NO2,28.95,µg/m³,6.22,5.22,46.307342,1.001942
2024-06-30 00:00:00,Provence-Alpes-Côte d'Azur,Paris,PM2.5,40.89,µg/m³,4.53,8.64,52.499582,4.868958
2024-03-17 00:00:00,Auvergne-Rhône-Alpes,Nice,O3,45.93,µg/m³,3.91,3.53,49.77674,6.071391
2024-05-25 00:00:00,Île-de-France,Lille,CO,7.34,µg/m³,7.19,6.41,50.58841,5.342704
2024-05-29 00:00:00,Pays de la Loire,Lyon,O3,57.44,µg/m³,7.68,4.69,51.110262,-1.138763
