col_date,col_type_carburant,col_prix_moyen,col_prix_min,col_prix_max,col_evolution_annuelle_pourcent,col_source
2024-12-23 00:00:00,8.74,1.76,1.896,1.843,7.1,SNCF_Open_Data
2024-11-03 00:00:00,4.01,1.826,1.938,1.698,6.19,Météo-France
2024-02-13 00:00:00,4.93,1.956,1.857,1.722,8.65,Météo-France
2024-05-21 00:00:00,1.35,1.843,1.757,1.794,6.21,Data.gouv.fr
2024-04-09 00:00:00,3.41,1.852,1.94,1.765,8.29,SNCF_Open_Data
2024-10-26 00:00:00,1.68,1.98,1.737,1.708,7.17,Météo-France
2024-09-04 00:00:00,2.2,1.925,1.963,1.715,4.14,RATP_Open_Data_2024
2024-03-26 00:00:00,1.79,1.876,1.85,1.8,2.37,SNCF_Open_Data
2024-03-20 00:00:00,2.62,1.983,1.81,1.966,4.14,SNCF_Open_Data
2024-07-08 00:00:00,5.86,1.862,1.7,1.921,8.09,RATP_Open_Data_2024
2024-10-08 00:00:00,4.72,1.718,1.774,1.968,6.18,Météo-France
2024-09-03 00:00:00,5.19,1.739,1.785,1.893,3.12,Airparif
2024-10-10 00:00:00,5.79,1.794,1.793,1.779,7.34,RATP_Open_Data_2024
2024-03-01 00:00:00,2.61,1.836,1.814,1.738,6.72,Data.gouv.fr
2024-09-14 00:00:00,5.08,1.942,1.903,1.93,4.53,RATP_Open_Data_2024
2024-10-31 00:00:00,4.96,1.789,1.946,1.966,7.03,Data.gouv.fr
2024-06-24 00:00:00,6.35,1.744,1.932,1.715,8.51,Météo-France
2024-06-07 00:00:00,3.93,1.729,1.926,1.704,3.66,Météo-France
2024-07-02 00:00:00,2.05,1.86,1.782,1.797,1.89,SNCF_Open_Data
2024-04-10 00:00:00,3.36,1.972,1.869,1.921,4.99,SNCF_Open_Data
2024-01-31 00:00:00,6.75,1.696,1.744,1.706,8.13,Météo-France
2024-10-20 00:00:00,7.59,1.867,1.952,1.928,5.52,RATP_Open_Data_2024
2024-08-14 00:00:00,5.04,1.924,1.901,1.694,6.03,Météo-France
2024-08-16 00:00:00,7.0,1.988,1.727,1.975,8.19,Data.gouv.fr
2024-07-12 00:00:00,5.73,1.787,1.795,1.967,5.11,Airparif
2024-09-11 00:00:00,4.45,1.774,1.937,1.82,5.16,Airparif
2024-05-16 00:00:00,1.82,1.79,1.825,1.707,8.08,SNCF_Open_Data
2024-06-03 00:00:00,7.55,1.824,1.875,1.79,7.26,RATP_Open_Data_2024
2024-06-14 00:00:00,2.32,1.687,1.736,1.91,8.45,Airparif
2024-09-07 00:00:00,2.91,1.715,1.88,1.798,3.71,Data.gouv.fr
2024-10-05 00:00:00,2.07,1.958,1.747,1.871,1.74,RATP_Open_Data_2024
2024-10-08 00:00:00,8.52,1.855,1.879,1.871,3.17,Data.gouv.fr
2024-11-10 00:00:00,2.51,1.977,1.983,1.796,3.44,Météo-France
2024-05-08 00:00:00,4.99,1.987,1.715,1.835,8.16,Data.gouv.fr
2024-01-05 00:00:00,3.37,1.946,1.694,1.978,6.17,Météo-France
2024-09-30 00:00:00,7.62,1.908,1.813,1.846,7.35,RATP_Open_Data_2024
2024-08-10 00:00:00,4.41,1.741,1.824,1.965,8.54,Data.gouv.fr
2024-03-17 00:00:00,2.39,1.824,1.756,1.702,6.8,SNCF_Open_Data
2024-06-14 00:00:00,4.08,1.794,1.941,1.751,7.38,Météo-France
2024-11-22 00:00:00,5.37,1.719,1.69,1.933,4.96,Météo-France
2024-09-07 00:00:00,8.73,1.732,1.935,1.873,6.92,Data.gouv.fr
2024-04-06 00:00:00,3.16,1.702,1.952,1.731,5.38,Airparif
2024-11-25 00:00:00,5.51,1.86,1.842,1.684,2.52,RATP_Open_Data_2024
2024-04-03 00:00:00,5.79,1.739,1.784,1.976,6.43,Data.gouv.fr
2024-04-05 00:00:00,4.06,1.941,1.946,1.745,2.21,Data.gouv.fr
2024-03-01 00:00:00,5.38,1.96,1.76,1.773,6.04,RATP_Open_Data_2024
2024-07-15 00:00:00,3.23,1.763,1.741,1.75,2.19,RATP_Open_Data_2024
2024-09-23 00:00:00,8.16,1.705,1.703,1.75,7.3,Data.gouv.fr
2024-11-07 00:00:00,7.78,1.883,1.909,1.847,7.05,SNCF_Open_Data
2024-10-13 00:00:00,7.74,1.737,1.941,1.836,3.11,Airparif
2024-12-13 00:00:00,8.24,1.703,1.833,1.703,2.21,Data.gouv.fr
2024-12-01 00:00:00,7.36,1.919,1.729,1.906,3.22,RATP_Open_Data_2024
2024-01-25 00:00:00,4.35,1.915,1.781,1.937,4.54,Data.gouv.fr
2024-08-02 00:00:00,2.41,1.839,1.687,1.709,2.67,Météo-France
2024-04-27 00:00:00,2.81,1.922,1.844,1.951,6.67,SNCF_Open_Data
2024-10-13 00:00:00,3.82,1.698,1.9,1.939,7.8,Météo-France
2024-05-14 00:00:00,8.27,1.69,1.757,1.753,7.97,RATP_Open_Data_2024
2024-06-10 00:00:00,5.29,1.742,1.795,1.854,6.05,SNCF_Open_Data
2024-08-12 00:00:00,8.39,1.813,1.898,1.981,6.0,Airparif
2024-09-25 00:00:00,3.57,1.811,1.864,1.689,5.21,SNCF_Open_Data
2024-12-16 00:00:00,2.0,1.849,1.803,1.717,6.54,SNCF_Open_Data
2024-06-10 00:00:00,8.76,1.882,1.905,1.717,5.4,Météo-France
2024-12-03 00:00:00,5.12,1.686,1.953,1.942,6.14,SNCF_Open_Data
2024-04-06 00:00:00,6.15,1.859,1.731,1.896,1.32,SNCF_Open_Data
2024-05-12 00:00:00,4.1,1.986,1.989,1.723,8.37,Airparif
2024-03-12 00:00:00,2.91,1.767,1.861,1.988,3.15,Data.gouv.fr
2024-02-04 00:00:00,5.44,1.696,1.737,1.828,3.49,Météo-France
2024-06-28 00:00:00,7.97,1.745,1.864,1.811,4.02,SNCF_Open_Data
2024-02-06 00:00:00,8.76,1.908,1.957,1.769,7.72,Airparif
2024-05-26 00:00:00,4.78,1.744,1.801,1.747,3.21,RATP_Open_Data_2024
2024-09-15 00:00:00,7.69,1.918,1.855,1.745,2.38,SNCF_Open_Data
2024-09-17 00:00:00,6.93,1.76,1.837,1.799,5.97,Météo-France
2024-07-23 00:00:00,5.38,1.759,1.974,1.787,4.2,SNCF_Open_Data
2024-12-25 00:00:00,2.64,1.736,1.911,1.756,6.06,Airparif
2024-04-04 00:00:00,1.89,1.952,1.748,1.966,5.91,SNCF_Open_Data
2024-02-25 00:00:00,3.16,1.978,1.76,1.952,7.08,Data.gouv.fr
2024-06-26 00:00:00,3.84,1.817,1.984,1.759,4.93,SNCF_Open_Data
2024-03-04 00:00:00,6.14,1.797,1.765,1.806,8.11,Airparif
2024-11-07 00:00:00,1.48,1.806,1.82,1.706,7.99,Airparif
2024-11-19 00:00:00,8.13,1.942,1.932,1.871,4.21,Météo-France
2024-05-12 00:00:00,7.94,1.982,1.7,1.857,4.89,RATP_Open_Data_2024
2024-07-01 00:00:00,3.88,1.728,1.839,1.988,5.14,Météo-France
2024-11-24 00:00:00,1.92,1.878,1.692,1.758,4.91,RATP_Open_Data_2024
2024-04-09 00:00:00,1.76,1.964,1.761,1.785,7.3,SNCF_Open_Data
2024-03-26 00:00:00,3.99,1.723,1.901,1.904,6.11,Météo-France
2024-03-10 00:00:00,7.52,1.734,1.688,1.817,2.56,SNCF_Open_Data
2024-10-10 00:00:00,1.59,1.878,1.883,1.985,2.31,Météo-France
2024-09-04 00:00:00,2.35,1.915,1.889,1.732,3.05,Airparif
2024-01-31 00:00:00,3.29,1.796,1.933,1.703,2.13,SNCF_Open_Data
2024-07-20 00:00:00,7.79,1.977,1.726,1.755,7.47,SNCF_Open_Data
2024-01-23 00:00:00,3.58,1.806,1.869,1.807,4.25,RATP_Open_Data_2024
2024-11-04 00:00:00,7.69,1.836,1.955,1.836,6.84,RATP_Open_Data_2024
2024-11-03 00:00:00,4.24,1.828,1.786,1.815,2.26,SNCF_Open_Data
2024-03-29 00:00:00,7.57,1.966,1.713,1.886,5.04,SNCF_Open_Data
2024-03-31 00:00:00,6.0,1.701,1.74,1.949,7.2,Météo-France
2024-06-11 00:00:00,5.19,1.683,1.961,1.876,4.09,SNCF_Open_Data
2024-02-29 00:00:00,4.2,1.777,1.775,1.919,2.03,RATP_Open_Data_2024
2024-07-11 00:00:00,5.42,1.704,1.834,1.819,2.09,Data.gouv.fr
2024-08-07 00:00:00,6.7,1.718,1.782,1.728,7.64,SNCF_Open_Data
2024-10-19 00:00:00,2.09,1.915,1.761,1.841,3.27,SNCF_Open_Data
2024-07-08 00:00:00,4.11,1.703,1.747,1.749,2.43,RATP_Open_Data_2024
2024-07-11 00:00:00,6.29,1.71,1.751,1.712,7.77,Data.gouv.fr
2024-05-08 00:00:00,8.56,1.816,1.801,1.733,3.86,Airparif
2024-05-09 00:00:00,8.35,1.793,1.704,1.891,8.74,Airparif
2024-12-23 00:00:00,4.45,1.794,1.867,1.774,6.91,Airparif
2024-11-08 00:00:00,4.59,1.725,1.826,1.931,1.57,Data.gouv.fr
2024-08-06 00:00:00,7.24,1.961,1.94,1.769,7.35,Airparif
2024-06-23 00:00:00,2.46,1.714,1.975,1.808,5.64,Airparif
2024-09-21 00:00:00,4.25,1.878,1.77,1.789,7.6,Météo-France
2024-08-27 00:00:00,2.72,1.806,1.742,1.721,6.22,Météo-France
2024-11-18 00:00:00,4.26,1.82,1.937,1.742,6.24,RATP_Open_Data_2024
2024-09-20 00:00:00,6.94,1.842,1.799,1.821,7.11,RATP_Open_Data_2024
2024-01-01 00:00:00,5.92,1.754,1.762,1.839,6.66,RATP_Open_Data_2024
2024-12-16 00:00:00,1.28,1.945,1.889,1.898,7.17,SNCF_Open_Data
2024-05-21 00:00:00,6.2,1.728,1.86,1.904,8.22,Airparif
2024-05-23 00:00:00,7.87,1.936,1.933,1.761,6.17,Data.gouv.fr
2024-11-27 00:00:00,8.57,1.755,1.776,1.697,5.54,Météo-France
2024-07-29 00:00:00,2.63,1.937,1.708,1.974,4.11,Data.gouv.fr
2024-07-18 00:00:00,7.37,1.875,1.798,1.84,3.98,SNCF_Open_Data
2024-01-04 00:00:00,2.95,1.985,1.971,1.871,2.56,RATP_Open_Data_2024
2024-08-18 00:00:00,7.9,1.766,1.684,1.803,2.81,Airparif
2024-03-28 00:00:00,5.85,1.694,1.685,1.894,8.79,Airparif
2024-12-03 00:00:00,4.14,1.986,1.683,1.898,4.19,Airparif
2024-08-03 00:00:00,4.05,1.867,1.681,1.913,1.63,Météo-France
2024-02-04 00:00:00,4.5,1.851,1.755,1.96,8.28,Airparif
2024-04-12 00:00:00,2.99,1.905,1.838,1.819,6.11,Météo-France
2024-11-16 00:00:00,5.48,1.824,1.756,1.889,3.24,Data.gouv.fr
2024-01-05 00:00:00,5.09,1.977,1.762,1.883,1.64,Data.gouv.fr
2024-06-10 00:00:00,1.91,1.916,1.693,1.879,6.4,RATP_Open_Data_2024
2024-01-11 00:00:00,7.44,1.821,1.918,1.797,8.57,Météo-France
2024-05-23 00:00:00,3.54,1.706,1.867,1.707,3.23,Météo-France
2024-07-06 00:00:00,3.51,1.926,1.821,1.731,7.73,RATP_Open_Data_2024
2024-01-29 00:00:00,6.35,1.952,1.805,1.944,3.4,Airparif
2024-10-17 00:00:00,8.25,1.892,1.711,1.703,8.56,RATP_Open_Data_2024
2024-10-05 00:00:00,5.18,1.856,1.72,1.881,5.02,SNCF_Open_Data
2024-09-23 00:00:00,3.49,1.985,1.822,1.686,3.4,Data.gouv.fr
2024-10-28 00:00:00,5.88,1.951,1.988,1.875,5.14,RATP_Open_Data_2024
2024-09-23 00:00:00,8.06,1.784,1.881,1.972,6.59,RATP_Open_Data_2024
2024-06-08 00:00:00,4.91,1.78,1.809,1.796,3.3,Data.gouv.fr
2024-02-13 00:00:00,3.54,1.785,1.749,1.851,1.22,Data.gouv.fr
2024-05-14 00:00:00,8.76,1.89,1.94,1.87,3.47,Data.gouv.fr
2024-05-31 00:00:00,7.26,1.777,1.921,1.689,5.32,RATP_Open_Data_2024
2024-05-05 00:00:00,5.61,1.737,1.82,1.738,7.74,Data.gouv.fr
2024-02-27 00:00:00,8.42,1.735,1.798,1.881,7.33,SNCF_Open_Data
2024-06-29 00:00:00,6.73,1.82,1.757,1.856,4.89,SNCF_Open_Data
2024-10-08 00:00:00,6.99,1.697,1.682,1.727,4.38,RATP_Open_Data_2024
2024-06-25 00:00:00,7.81,1.747,1.984,1.721,5.91,Météo-France
2024-01-01 00:00:00,6.77,1.903,1.87,1.728,3.89,Data.gouv.fr
2024-07-23 00:00:00,5.68,1.806,1.808,1.684,3.4,SNCF_Open_Data
2024-11-07 00:00:00,3.87,1.725,1.878,1.813,1.6,Data.gouv.fr
2024-09-24 00:00:00,7.72,1.776,1.893,1.876,8.31,SNCF_Open_Data
2024-02-21 00:00:00,1.8,1.767,1.801,1.692,1.24,Météo-France
2024-03-17 00:00:00,8.35,1.709,1.851,1.683,2.17,Airparif
2024-05-05 00:00:00,4.52,1.712,1.764,1.704,3.65,Airparif
2024-10-17 00:00:00,8.73,1.965,1.953,1.791,5.11,SNCF_Open_Data
2024-06-01 00:00:00,6.22,1.787,1.865,1.817,5.76,RATP_Open_Data_2024
2024-11-01 00:00:00,5.82,1.955,1.84,1.853,2.03,SNCF_Open_Data
2024-11-21 00:00:00,6.78,1.894,1.806,1.886,2.06,Météo-France
2024-03-09 00:00:00,4.37,1.738,1.978,1.68,1.37,RATP_Open_Data_2024
2024-11-01 00:00:00,7.57,1.97,1.744,1.75,5.93,RATP_Open_Data_2024
2024-02-15 00:00:00,5.71,1.969,1.923,1.751,3.29,Airparif
2024-01-26 00:00:00,7.72,1.95,1.785,1.798,5.67,Airparif
2024-03-03 00:00:00,4.04,1.903,1.955,1.791,4.84,Météo-France
2024-07-12 00:00:00,2.37,1.744,1.949,1.946,5.22,SNCF_Open_Data
2024-04-29 00:00:00,4.05,1.945,1.695,1.797,1.41,Météo-France
2024-11-18 00:00:00,2.48,1.985,1.854,1.796,5.53,SNCF_Open_Data
2024-10-03 00:00:00,5.47,1.897,1.964,1.984,5.25,RATP_Open_Data_2024
2024-06-09 00:00:00,5.1,1.706,1.786,1.796,1.35,RATP_Open_Data_2024
2024-07-14 00:00:00,4.05,1.698,1.832,1.798,4.96,RATP_Open_Data_2024
2024-12-22 00:00:00,3.91,1.707,1.752,1.911,3.07,Météo-France
2024-07-09 00:00:00,2.75,1.757,1.736,1.684,6.32,Airparif
2024-04-14 00:00:00,7.97,1.898,1.725,1.755,8.14,Météo-France
2024-11-17 00:00:00,8.51,1.702,1.842,1.924,6.43,Météo-France
2024-02-21 00:00:00,7.3,1.738,1.925,1.723,4.26,Airparif
2024-07-09 00:00:00,4.13,1.843,1.768,1.721,6.58,SNCF_Open_Data
2024-06-09 00:00:00,2.14,1.942,1.932,1.912,5.99,Météo-France
2024-12-02 00:00:00,4.0,1.885,1.823,1.738,8.66,Data.gouv.fr
2024-06-24 00:00:00,3.31,1.773,1.755,1.96,8.34,SNCF_Open_Data
2024-01-02 00:00:00,5.8,1.703,1.944,1.682,5.26,RATP_Open_Data_2024
2024-06-06 00:00:00,6.54,1.78,1.845,1.866,1.54,Data.gouv.fr
2024-12-21 00:00:00,7.9,1.789,1.947,1.892,3.17,RATP_Open_Data_2024
2024-08-19 00:00:00,2.79,1.807,1.781,1.767,6.33,Météo-France
2024-09-08 00:00:00,4.22,1.784,1.965,1.88,1.26,Météo-France
2024-05-25 00:00:00,3.74,1.913,1.95,1.687,7.06,Data.gouv.fr
2024-03-06 00:00:00,8.75,1.768,1.794,1.943,3.74,Airparif
2024-09-08 00:00:00,3.36,1.821,1.832,1.872,3.02,Data.gouv.fr
2024-08-22 00:00:00,7.68,1.779,1.76,1.93,7.91,RATP_Open_Data_2024
2024-08-26 00:00:00,7.87,1.897,1.713,1.843,5.25,SNCF_Open_Data
2024-09-01 00:00:00,6.63,1.906,1.797,1.875,8.5,SNCF_Open_Data
2024-11-09 00:00:00,8.33,1.975,1.733,1.747,2.72,RATP_Open_Data_2024
2024-10-01 00:00:00,3.85,1.866,1.835,1.915,4.05,Airparif
2024-02-25 00:00:00,6.46,1.973,1.741,1.844,8.41,Airparif
2024-06-13 00:00:00,7.0,1.861,1.931,1.962,6.25,RATP_Open_Data_2024
2024-06-01 00:00:00,2.35,1.937,1.735,1.681,1.82,Data.gouv.fr
2024-10-08 00:00:00,8.45,1.96,1.691,1.706,3.49,RATP_Open_Data_2024
2024-10-14 00:00:00,5.29,1.986,1.733,1.817,8.04,SNCF_Open_Data
2024-12-17 00:00:00,4.98,1.92,1.797,1.902,1.58,Météo-France
2024-10-15 00:00:00,5.31,1.906,1.9,1.92,6.3,Data.gouv.fr
2024-07-10 00:00:00,7.64,1.767,1.877,1.903,3.65,Airparif
2024-05-18 00:00:00,2.06,1.754,1.933,1.753,1.73,RATP_Open_Data_2024
2024-02-14 00:00:00,4.87,1.717,1.812,1.893,2.89,RATP_Open_Data_2024
2024-12-16 00:00:00,2.6,1.858,1.804,1.876,7.92,SNCF_Open_Data
2024-12-20 00:00:00,8.4,1.712,1.929,1.966,2.25,Data.gouv.fr
2024-02-12 00:00:00,3.28,1.803,1.854,1.874,4.86,RATP_Open_Data_2024
2024-01-18 00:00:00,2.66,1.747,1.802,1.961,3.86,RATP_Open_Data_2024
2024-03-11 00:00:00,2.77,1.688,1.815,1.793,5.4,SNCF_Open_Data
2024-05-11 00:00:00,8.73,1.975,1.924,1.751,6.32,Airparif
2024-08-24 00:00:00,3.43,1.795,1.926,1.806,4.28,Airparif
2024-12-20 00:00:00,7.79,1.852,1.771,1.885,1.45,Airparif
2024-10-30 00:00:00,1.95,1.717,1.919,1.838,6.62,Airparif
2024-03-23 00:00:00,8.25,1.934,1.935,1.773,1.98,RATP_Open_Data_2024
2024-01-27 00:00:00,4.85,1.799,1.697,1.885,2.32,RATP_Open_Data_2024
2024-08-04 00:00:00,4.93,1.759,1.763,1.683,2.93,Data.gouv.fr
2024-08-03 00:00:00,3.08,1.692,1.83,1.764,5.15,Météo-France
2024-04-02 00:00:00,3.19,1.919,1.761,1.821,3.51,Météo-France
2024-05-30 00:00:00,1.42,1.714,1.822,1.748,1.44,Data.gouv.fr
2024-05-08 00:00:00,3.87,1.688,1.712,1.978,3.02,Météo-France
2024-06-18 00:00:00,6.68,1.79,1.703,1.694,6.63,RATP_Open_Data_2024
2024-08-01 00:00:00,2.07,1.848,1.834,1.884,4.95,Airparif
2024-12-26 00:00:00,1.61,1.961,1.974,1.681,4.76,SNCF_Open_Data
2024-04-08 00:00:00,8.32,1.909,1.887,1.794,5.3,Météo-France
2024-03-31 00:00:00,1.95,1.85,1.976,1.872,3.97,Airparif
2024-02-04 00:00:00,5.08,1.975,1.868,1.961,8.21,Météo-France
2024-09-03 00:00:00,8.42,1.809,1.777,1.754,5.92,SNCF_Open_Data
2024-12-18 00:00:00,8.38,1.882,1.79,1.779,5.79,Data.gouv.fr
2024-07-12 00:00:00,1.85,1.872,1.929,1.848,6.59,Data.gouv.fr
2024-11-28 00:00:00,4.71,1.94,1.888,1.71,1.65,Météo-France
