col_event_id,col_time_id,col_line_id,col_stop_id,col_heure_theorique,col_heure_reelle,col_retard_s,col_annule,col_charge_estimee,col_vehicle_id
ID_028,ID_028,ID_028,ID_028,4.57,1.84,1.51,2.08,2024-05-02 00:00:00,ID_028
ID_029,ID_029,ID_029,ID_029,1.42,5.69,4.17,5.53,2024-07-17 00:00:00,ID_029
ID_030,ID_030,ID_030,ID_030,4.49,8.37,3.55,8.59,2024-06-09 00:00:00,ID_030
ID_031,ID_031,ID_031,ID_031,6.04,3.48,8.44,8.39,2024-06-09 00:00:00,ID_031
ID_032,ID_032,ID_032,ID_032,6.97,7.65,7.43,6.18,2024-01-04 00:00:00,ID_032
ID_033,ID_033,ID_033,ID_033,4.4,4.06,8.34,4.82,2024-11-27 00:00:00,ID_033
ID_034,ID_034,ID_034,ID_034,1.82,7.91,8.47,3.95,2024-07-10 00:00:00,ID_034
ID_035,ID_035,ID_035,ID_035,4.27,2.77,7.24,3.77,2024-08-19 00:00:00,ID_035
ID_036,ID_036,ID_036,ID_036,1.41,3.4,6.64,4.37,2024-09-05 00:00:00,ID_036
ID_037,ID_037,ID_037,ID_037,3.28,1.71,6.16,4.74,2024-03-09 00:00:00,ID_037
ID_038,ID_038,ID_038,ID_038,3.36,1.72,2.98,3.28,2024-06-29 00:00:00,ID_038
ID_039,ID_039,ID_039,ID_039,6.12,7.89,3.32,2.48,2024-04-09 00:00:00,ID_039
ID_040,ID_040,ID_040,ID_040,1.89,4.57,7.01,8.4,2024-01-15 00:00:00,ID_040
ID_041,ID_041,ID_041,ID_041,4.67,1.37,6.98,8.14,2024-05-27 00:00:00,ID_041
ID_042,ID_042,ID_042,ID_042,8.71,5.67,5.43,5.24,2024-02-01 00:00:00,ID_042
ID_043,ID_043,ID_043,ID_043,3.56,1.44,6.94,7.68,2024-06-09 00:00:00,ID_043
ID_044,ID_044,ID_044,ID_044,6.45,1.4,2.02,1.39,2024-03-22 00:00:00,ID_044
ID_045,ID_045,ID_045,ID_045,4.53,8.78,7.69,1.29,2024-02-10 00:00:00,ID_045
ID_046,ID_046,ID_046,ID_046,3.5,5.23,5.33,3.79,2024-03-12 00:00:00,ID_046
ID_047,ID_047,ID_047,ID_047,3.71,8.2,6.33,2.52,2024-02-15 00:00:00,ID_047
ID_048,ID_048,ID_048,ID_048,1.66,1.46,2.51,4.77,2024-02-05 00:00:00,ID_048
ID_049,ID_049,ID_049,ID_049,5.14,6.97,1.8,1.57,2024-03-05 00:00:00,ID_049
ID_050,ID_050,ID_050,ID_050,6.2,6.96,6.29,4.41,2024-12-01 00:00:00,ID_050
ID_051,ID_051,ID_051,ID_051,8.59,8.66,2.4,6.4,2024-04-14 00:00:00,ID_051
ID_052,ID_052,ID_052,ID_052,6.43,4.64,1.65,2.16,2024-04-12 00:00:00,ID_052
ID_053,ID_053,ID_053,ID_053,7.65,5.06,5.67,3.92,2024-02-06 00:00:00,ID_053
ID_054,ID_054,ID_054,ID_054,5.57,4.44,1.6,7.81,2024-09-27 00:00:00,ID_054
ID_055,ID_055,ID_055,ID_055,3.23,7.14,1.6,8.34,2024-08-09 00:00:00,ID_055
ID_056,ID_056,ID_056,ID_056,7.7,7.05,1.87,6.22,2024-10-06 00:00:00,ID_056
ID_057,ID_057,ID_057,ID_057,5.56,7.32,6.6,6.44,2024-09-02 00:00:00,ID_057
ID_058,ID_058,ID_058,ID_058,1.31,3.03,7.75,8.48,2024-11-04 00:00:00,ID_058
ID_059,ID_059,ID_059,ID_059,1.29,1.44,4.6,5.05,2024-01-21 00:00:00,ID_059
ID_060,ID_060,ID_060,ID_060,8.48,4.71,8.73,8.73,2024-03-13 00:00:00,ID_060
ID_061,ID_061,ID_061,ID_061,6.81,7.43,2.6,6.0,2024-09-09 00:00:00,ID_061
ID_062,ID_062,ID_062,ID_062,6.32,1.86,5.97,3.5,2024-05-03 00:00:00,ID_062
ID_063,ID_063,ID_063,ID_063,3.83,3.33,1.88,1.56,2024-04-18 00:00:00,ID_063
ID_064,ID_064,ID_064,ID_064,6.61,1.37,2.52,1.76,2024-07-28 00:00:00,ID_064
ID_065,ID_065,ID_065,ID_065,7.89,3.24,8.76,2.34,2024-02-11 00:00:00,ID_065
ID_066,ID_066,ID_066,ID_066,8.09,5.32,5.25,1.73,2024-09-15 00:00:00,ID_066
ID_067,ID_067,ID_067,ID_067,3.46,1.42,1.46,7.65,2024-02-05 00:00:00,ID_067
ID_068,ID_068,ID_068,ID_068,6.65,2.91,2.91,7.95,2024-07-24 00:00:00,ID_068
ID_069,ID_069,ID_069,ID_069,4.59,6.03,6.54,8.49,2024-07-14 00:00:00,ID_069
ID_070,ID_070,ID_070,ID_070,7.24,6.15,8.1,3.33,2024-02-06 00:00:00,ID_070
ID_071,ID_071,ID_071,ID_071,8.03,1.56,3.39,2.24,2024-11-24 00:00:00,ID_071
ID_072,ID_072,ID_072,ID_072,7.61,3.61,3.65,6.98,2024-03-05 00:00:00,ID_072
ID_073,ID_073,ID_073,ID_073,2.03,4.85,6.35,3.38,2024-06-04 00:00:00,ID_073
ID_074,ID_074,ID_074,ID_074,8.49,5.21,5.6,6.5,2024-02-03 00:00:00,ID_074
ID_075,ID_075,ID_075,ID_075,3.64,5.04,8.71,7.31,2024-10-25 00:00:00,ID_075
ID_076,ID_076,ID_076,ID_076,7.59,2.62,1.6,5.73,2024-12-25 00:00:00,ID_076
ID_077,ID_077,ID_077,ID_077,2.32,2.51,8.27,5.56,2024-05-16 00:00:00,ID_077
ID_078,ID_078,ID_078,ID_078,8.42,4.64,1.54,2.22,2024-06-08 00:00:00,ID_078
ID_079,ID_079,ID_079,ID_079,5.98,2.29,4.91,4.96,2024-06-29 00:00:00,ID_079
ID_080,ID_080,ID_080,ID_080,7.52,7.55,5.98,2.45,2024-05-23 00:00:00,ID_080
ID_081,ID_081,ID_081,ID_081,3.73,2.73,6.05,1.58,2024-07-29 00:00:00,ID_081
ID_082,ID_082,ID_082,ID_082,4.29,3.56,2.79,3.26,2024-03-15 00:00:00,ID_082
ID_083,ID_083,ID_083,ID_083,3.95,8.28,4.96,6.96,2024-05-25 00:00:00,ID_083
ID_084,ID_084,ID_084,ID_084,2.45,2.66,2.81,8.68,2024-02-07 00:00:00,ID_084
ID_085,ID_085,ID_085,ID_085,6.3,4.48,4.29,7.73,2024-09-27 00:00:00,ID_085
ID_086,ID_086,ID_086,ID_086,8.14,5.65,3.63,2.18,2024-01-09 00:00:00,ID_086
ID_087,ID_087,ID_087,ID_087,4.4,5.24,7.96,7.15,2024-07-16 00:00:00,ID_087
ID_088,ID_088,ID_088,ID_088,2.35,2.03,3.31,5.66,2024-08-01 00:00:00,ID_088
ID_089,ID_089,ID_089,ID_089,6.32,2.9,7.76,1.35,2024-05-21 00:00:00,ID_089
ID_090,ID_090,ID_090,ID_090,5.92,4.17,5.37,7.47,2024-01-09 00:00:00,ID_090
ID_091,ID_091,ID_091,ID_091,7.0,6.45,1.89,7.97,2024-11-11 00:00:00,ID_091
ID_092,ID_092,ID_092,ID_092,3.78,5.35,6.76,1.4,2024-02-01 00:00:00,ID_092
ID_093,ID_093,ID_093,ID_093,8.65,2.56,8.34,1.51,2024-10-04 00:00:00,ID_093
ID_094,ID_094,ID_094,ID_094,7.46,6.05,7.71,1.58,2024-01-17 00:00:00,ID_094
ID_095,ID_095,ID_095,ID_095,8.73,8.72,2.25,4.33,2024-11-17 00:00:00,ID_095
ID_096,ID_096,ID_096,ID_096,6.52,5.73,3.81,6.09,2024-02-21 00:00:00,ID_096
ID_097,ID_097,ID_097,ID_097,7.24,8.27,8.48,3.62,2024-09-03 00:00:00,ID_097
ID_098,ID_098,ID_098,ID_098,6.96,2.21,5.9,5.39,2024-01-04 00:00:00,ID_098
ID_099,ID_099,ID_099,ID_099,7.03,5.13,2.73,8.49,2024-12-24 00:00:00,ID_099
ID_000,ID_000,ID_000,ID_000,2.67,8.36,5.11,5.97,2024-05-08 00:00:00,ID_000
ID_001,ID_001,ID_001,ID_001,5.47,2.16,2.4,6.57,2024-12-07 00:00:00,ID_001
ID_002,ID_002,ID_002,ID_002,4.6,8.34,2.22,5.41,2024-12-07 00:00:00,ID_002
ID_003,ID_003,ID_003,ID_003,5.94,2.53,1.29,4.55,2024-01-10 00:00:00,ID_003
ID_004,ID_004,ID_004,ID_004,3.24,4.12,6.72,4.86,2024-09-16 00:00:00,ID_004
ID_005,ID_005,ID_005,ID_005,7.21,2.93,3.74,5.21,2024-09-30 00:00:00,ID_005
ID_006,ID_006,ID_006,ID_006,2.84,4.1,8.01,6.89,2024-01-13 00:00:00,ID_006
ID_007,ID_007,ID_007,ID_007,7.68,5.5,1.77,1.73,2024-05-31 00:00:00,ID_007
ID_008,ID_008,ID_008,ID_008,8.18,1.82,1.43,3.01,2024-07-20 00:00:00,ID_008
ID_009,ID_009,ID_009,ID_009,7.82,5.41,5.71,7.87,2024-03-11 00:00:00,ID_009
ID_010,ID_010,ID_010,ID_010,4.95,7.83,3.64,3.16,2024-09-14 00:00:00,ID_010
ID_011,ID_011,ID_011,ID_011,7.77,8.08,4.69,2.63,2024-12-04 00:00:00,ID_011
ID_012,ID_012,ID_012,ID_012,2.93,1.85,8.45,4.39,2024-02-10 00:00:00,ID_012
ID_013,ID_013,ID_013,ID_013,8.51,3.01,5.99,2.47,2024-12-08 00:00:00,ID_013
ID_014,ID_014,ID_014,ID_014,7.97,2.75,7.84,1.33,2024-02-26 00:00:00,ID_014
ID_015,ID_015,ID_015,ID_015,4.3,1.77,2.67,3.98,2024-03-13 00:00:00,ID_015
ID_016,ID_016,ID_016,ID_016,5.78,4.75,3.64,3.94,2024-05-11 00:00:00,ID_016
ID_017,ID_017,ID_017,ID_017,6.78,3.11,5.73,4.63,2024-01-22 00:00:00,ID_017
ID_018,ID_018,ID_018,ID_018,2.48,7.98,4.87,7.94,2024-02-23 00:00:00,ID_018
ID_019,ID_019,ID_019,ID_019,7.78,6.07,4.73,1.22,2024-09-30 00:00:00,ID_019
ID_020,ID_020,ID_020,ID_020,2.09,4.36,5.73,6.87,2024-04-05 00:00:00,ID_020
ID_021,ID_021,ID_021,ID_021,8.08,5.07,3.04,6.95,2024-06-17 00:00:00,ID_021
ID_022,ID_022,ID_022,ID_022,8.7,2.28,2.5,4.51,2024-10-26 00:00:00,ID_022
ID_023,ID_023,ID_023,ID_023,2.79,8.56,4.59,7.88,2024-04-30 00:00:00,ID_023
ID_024,ID_024,ID_024,ID_024,5.64,2.57,7.44,7.41,2024-11-28 00:00:00,ID_024
ID_025,ID_025,ID_025,ID_025,8.72,8.41,7.38,7.51,2024-03-07 00:00:00,ID_025
ID_026,ID_026,ID_026,ID_026,1.92,5.66,6.91,7.49,2024-02-22 00:00:00,ID_026
ID_027,ID_027,ID_027,ID_027,6.4,5.6,6.95,5.48,2024-01-16 00:00:00,ID_027
ID_028,ID_028,ID_028,ID_028,6.52,8.27,7.01,8.3,2024-07-01 00:00:00,ID_028
ID_029,ID_029,ID_029,ID_029,3.76,4.15,3.03,3.92,2024-04-11 00:00:00,ID_029
ID_030,ID_030,ID_030,ID_030,4.98,2.0,5.67,7.18,2024-08-04 00:00:00,ID_030
ID_031,ID_031,ID_031,ID_031,5.74,3.43,5.79,1.77,2024-12-07 00:00:00,ID_031
ID_032,ID_032,ID_032,ID_032,6.88,5.91,5.46,4.62,2024-03-10 00:00:00,ID_032
ID_033,ID_033,ID_033,ID_033,1.52,3.81,6.02,8.4,2024-08-27 00:00:00,ID_033
ID_034,ID_034,ID_034,ID_034,3.04,7.51,4.63,7.95,2024-06-18 00:00:00,ID_034
ID_035,ID_035,ID_035,ID_035,8.54,3.3,3.45,4.12,2024-09-02 00:00:00,ID_035
ID_036,ID_036,ID_036,ID_036,1.42,8.47,7.97,5.13,2024-09-05 00:00:00,ID_036
ID_037,ID_037,ID_037,ID_037,4.03,2.55,6.61,6.88,2024-08-21 00:00:00,ID_037
ID_038,ID_038,ID_038,ID_038,4.06,4.92,8.73,5.01,2024-10-13 00:00:00,ID_038
ID_039,ID_039,ID_039,ID_039,2.77,2.62,4.88,3.05,2024-08-26 00:00:00,ID_039
ID_040,ID_040,ID_040,ID_040,8.41,5.55,1.75,3.48,2024-09-20 00:00:00,ID_040
ID_041,ID_041,ID_041,ID_041,7.6,7.16,5.48,3.56,2024-01-27 00:00:00,ID_041
ID_042,ID_042,ID_042,ID_042,8.08,8.68,5.19,8.6,2024-05-17 00:00:00,ID_042
ID_043,ID_043,ID_043,ID_043,8.08,6.12,1.81,4.77,2024-03-28 00:00:00,ID_043
ID_044,ID_044,ID_044,ID_044,8.24,7.21,8.0,8.25,2024-11-13 00:00:00,ID_044
ID_045,ID_045,ID_045,ID_045,7.46,6.16,3.43,2.97,2024-08-09 00:00:00,ID_045
ID_046,ID_046,ID_046,ID_046,5.59,1.21,6.87,6.63,2024-10-02 00:00:00,ID_046
ID_047,ID_047,ID_047,ID_047,7.86,6.81,2.51,1.7,2024-07-10 00:00:00,ID_047
ID_048,ID_048,ID_048,ID_048,5.21,3.13,3.65,3.89,2024-10-04 00:00:00,ID_048
ID_049,ID_049,ID_049,ID_049,6.9,8.4,6.19,8.76,2024-10-09 00:00:00,ID_049
ID_050,ID_050,ID_050,ID_050,1.7,2.61,3.11,2.4,2024-01-30 00:00:00,ID_050
ID_051,ID_051,ID_051,ID_051,7.1,7.88,4.63,5.79,2024-10-27 00:00:00,ID_051
ID_052,ID_052,ID_052,ID_052,1.82,3.22,6.13,1.64,2024-05-27 00:00:00,ID_052
ID_053,ID_053,ID_053,ID_053,1.33,2.58,6.03,4.57,2024-02-21 00:00:00,ID_053
ID_054,ID_054,ID_054,ID_054,6.21,5.11,1.78,5.98,2024-12-26 00:00:00,ID_054
ID_055,ID_055,ID_055,ID_055,7.05,6.15,3.04,6.9,2024-07-18 00:00:00,ID_055
ID_056,ID_056,ID_056,ID_056,5.29,7.08,8.5,5.76,2024-07-22 00:00:00,ID_056
ID_057,ID_057,ID_057,ID_057,5.44,6.26,8.05,1.96,2024-03-26 00:00:00,ID_057
ID_058,ID_058,ID_058,ID_058,2.06,7.12,3.14,6.39,2024-06-06 00:00:00,ID_058
ID_059,ID_059,ID_059,ID_059,7.98,2.12,6.92,8.78,2024-07-07 00:00:00,ID_059
ID_060,ID_060,ID_060,ID_060,2.69,3.4,3.64,6.8,2024-09-08 00:00:00,ID_060
ID_061,ID_061,ID_061,ID_061,8.19,2.26,1.34,7.71,2024-01-04 00:00:00,ID_061
ID_062,ID_062,ID_062,ID_062,6.96,3.0,3.99,3.08,2024-08-27 00:00:00,ID_062
ID_063,ID_063,ID_063,ID_063,2.16,1.62,7.43,5.62,2024-07-31 00:00:00,ID_063
ID_064,ID_064,ID_064,ID_064,3.12,1.94,5.29,7.14,2024-07-30 00:00:00,ID_064
ID_065,ID_065,ID_065,ID_065,7.43,3.04,7.24,7.83,2024-11-22 00:00:00,ID_065
ID_066,ID_066,ID_066,ID_066,2.02,3.19,2.21,1.34,2024-10-14 00:00:00,ID_066
ID_067,ID_067,ID_067,ID_067,2.37,6.28,4.9,5.39,2024-10-06 00:00:00,ID_067
ID_068,ID_068,ID_068,ID_068,5.87,2.55,8.12,8.25,2024-12-12 00:00:00,ID_068
ID_069,ID_069,ID_069,ID_069,6.48,3.81,8.31,6.87,2024-01-24 00:00:00,ID_069
ID_070,ID_070,ID_070,ID_070,3.64,6.43,3.91,5.87,2024-11-09 00:00:00,ID_070
ID_071,ID_071,ID_071,ID_071,1.98,6.38,4.41,1.78,2024-02-14 00:00:00,ID_071
ID_072,ID_072,ID_072,ID_072,8.75,7.08,1.32,6.39,2024-06-14 00:00:00,ID_072
ID_073,ID_073,ID_073,ID_073,1.91,7.06,4.92,8.5,2024-03-19 00:00:00,ID_073
ID_074,ID_074,ID_074,ID_074,1.31,4.17,3.32,7.87,2024-05-29 00:00:00,ID_074
ID_075,ID_075,ID_075,ID_075,7.72,6.8,7.62,5.85,2024-11-30 00:00:00,ID_075
ID_076,ID_076,ID_076,ID_076,4.75,2.55,6.01,7.04,2024-01-28 00:00:00,ID_076
ID_077,ID_077,ID_077,ID_077,8.75,7.71,7.7,3.09,2024-08-14 00:00:00,ID_077
ID_078,ID_078,ID_078,ID_078,3.94,4.95,3.22,1.59,2024-04-27 00:00:00,ID_078
ID_079,ID_079,ID_079,ID_079,1.62,1.2,3.77,2.02,2024-04-06 00:00:00,ID_079
ID_080,ID_080,ID_080,ID_080,5.5,7.64,7.78,7.43,2024-10-14 00:00:00,ID_080
ID_081,ID_081,ID_081,ID_081,6.25,2.27,7.32,6.89,2024-03-29 00:00:00,ID_081
ID_082,ID_082,ID_082,ID_082,7.31,3.18,1.75,8.17,2024-11-13 00:00:00,ID_082
ID_083,ID_083,ID_083,ID_083,3.32,1.77,7.58,4.12,2024-09-15 00:00:00,ID_083
ID_084,ID_084,ID_084,ID_084,3.2,2.13,5.1,2.06,2024-07-19 00:00:00,ID_084
ID_085,ID_085,ID_085,ID_085,2.03,3.41,4.87,5.18,2024-12-06 00:00:00,ID_085
ID_086,ID_086,ID_086,ID_086,7.56,1.74,5.34,1.36,2024-05-01 00:00:00,ID_086
ID_087,ID_087,ID_087,ID_087,6.78,3.68,6.29,4.31,2024-06-06 00:00:00,ID_087
ID_088,ID_088,ID_088,ID_088,6.77,2.21,8.53,2.4,2024-11-09 00:00:00,ID_088
ID_089,ID_089,ID_089,ID_089,8.77,3.71,1.65,5.01,2024-04-03 00:00:00,ID_089
ID_090,ID_090,ID_090,ID_090,3.15,4.79,1.76,6.5,2024-08-05 00:00:00,ID_090
ID_091,ID_091,ID_091,ID_091,7.28,6.04,6.74,8.05,2024-01-21 00:00:00,ID_091
ID_092,ID_092,ID_092,ID_092,8.34,6.79,6.83,3.96,2024-08-02 00:00:00,ID_092
ID_093,ID_093,ID_093,ID_093,7.28,7.36,1.5,6.01,2024-06-04 00:00:00,ID_093
ID_094,ID_094,ID_094,ID_094,2.02,5.59,6.54,8.14,2024-11-15 00:00:00,ID_094
ID_095,ID_095,ID_095,ID_095,5.99,1.79,5.81,2.52,2024-01-13 00:00:00,ID_095
ID_096,ID_096,ID_096,ID_096,5.11,2.79,3.68,1.86,2024-01-09 00:00:00,ID_096
ID_097,ID_097,ID_097,ID_097,2.67,7.03,5.87,8.77,2024-05-01 00:00:00,ID_097
ID_098,ID_098,ID_098,ID_098,2.1,5.72,6.86,7.12,2024-04-03 00:00:00,ID_098
ID_099,ID_099,ID_099,ID_099,6.21,6.52,6.44,3.18,2024-04-02 00:00:00,ID_099
ID_000,ID_000,ID_000,ID_000,7.25,6.14,8.06,8.67,2024-05-05 00:00:00,ID_000
ID_001,ID_001,ID_001,ID_001,4.2,8.65,6.44,3.14,2024-04-09 00:00:00,ID_001
ID_002,ID_002,ID_002,ID_002,1.67,4.64,4.75,2.84,2024-05-09 00:00:00,ID_002
ID_003,ID_003,ID_003,ID_003,5.23,7.4,3.34,3.78,2024-03-27 00:00:00,ID_003
ID_004,ID_004,ID_004,ID_004,3.6,7.81,3.48,1.63,2024-04-18 00:00:00,ID_004
ID_005,ID_005,ID_005,ID_005,4.42,7.98,6.91,5.1,2024-11-29 00:00:00,ID_005
ID_006,ID_006,ID_006,ID_006,4.48,7.21,2.86,8.65,2024-05-26 00:00:00,ID_006
ID_007,ID_007,ID_007,ID_007,3.22,4.58,7.53,6.0,2024-06-16 00:00:00,ID_007
ID_008,ID_008,ID_008,ID_008,2.71,1.61,3.23,6.04,2024-05-22 00:00:00,ID_008
ID_009,ID_009,ID_009,ID_009,6.4,1.46,6.61,1.92,2024-07-27 00:00:00,ID_009
ID_010,ID_010,ID_010,ID_010,2.56,5.18,2.01,5.18,2024-07-24 00:00:00,ID_010
ID_011,ID_011,ID_011,ID_011,8.46,1.72,8.28,8.15,2024-12-14 00:00:00,ID_011
ID_012,ID_012,ID_012,ID_012,4.33,5.59,3.28,4.31,2024-06-20 00:00:00,ID_012
ID_013,ID_013,ID_013,ID_013,3.89,3.62,6.93,5.51,2024-01-15 00:00:00,ID_013
ID_014,ID_014,ID_014,ID_014,8.67,6.01,4.87,4.39,2024-07-19 00:00:00,ID_014
ID_015,ID_015,ID_015,ID_015,7.51,2.77,3.63,4.25,2024-11-27 00:00:00,ID_015
ID_016,ID_016,ID_016,ID_016,1.86,1.85,4.07,2.08,2024-08-01 00:00:00,ID_016
ID_017,ID_017,ID_017,ID_017,2.48,5.69,2.6,3.67,2024-06-27 00:00:00,ID_017
ID_018,ID_018,ID_018,ID_018,1.71,4.02,3.29,4.41,2024-08-20 00:00:00,ID_018
ID_019,ID_019,ID_019,ID_019,5.7,6.55,5.43,6.11,2024-06-22 00:00:00,ID_019
ID_020,ID_020,ID_020,ID_020,7.79,7.27,5.99,3.1,2024-12-02 00:00:00,ID_020
ID_021,ID_021,ID_021,ID_021,4.33,4.56,4.36,6.31,2024-10-10 00:00:00,ID_021
ID_022,ID_022,ID_022,ID_022,1.49,1.95,8.69,7.24,2024-07-28 00:00:00,ID_022
ID_023,ID_023,ID_023,ID_023,2.28,5.13,2.06,1.91,2024-08-05 00:00:00,ID_023
ID_024,ID_024,ID_024,ID_024,5.37,6.66,6.66,6.65,2024-08-01 00:00:00,ID_024
ID_025,ID_025,ID_025,ID_025,1.69,7.71,8.55,3.86,2024-09-30 00:00:00,ID_025
ID_026,ID_026,ID_026,ID_026,6.93,4.89,3.67,2.44,2024-04-07 00:00:00,ID_026
ID_027,ID_027,ID_027,ID_027,7.77,3.22,5.34,8.05,2024-08-01 00:00:00,ID_027
ID_028,ID_028,ID_028,ID_028,2.58,4.53,5.61,3.66,2024-03-21 00:00:00,ID_028
ID_029,ID_029,ID_029,ID_029,7.95,2.28,7.44,4.63,2024-01-17 00:00:00,ID_029
ID_030,ID_030,ID_030,ID_030,4.04,8.08,2.19,4.49,2024-01-15 00:00:00,ID_030
ID_031,ID_031,ID_031,ID_031,8.51,7.97,1.58,5.5,2024-06-02 00:00:00,ID_031
ID_032,ID_032,ID_032,ID_032,7.53,1.21,2.82,7.87,2024-07-28 00:00:00,ID_032
ID_033,ID_033,ID_033,ID_033,2.61,5.96,8.79,2.58,2024-10-28 00:00:00,ID_033
ID_034,ID_034,ID_034,ID_034,7.95,5.86,3.84,2.85,2024-01-24 00:00:00,ID_034
ID_035,ID_035,ID_035,ID_035,5.15,8.57,8.35,3.31,2024-03-04 00:00:00,ID_035
ID_036,ID_036,ID_036,ID_036,7.19,3.47,4.36,3.55,2024-06-24 00:00:00,ID_036
ID_037,ID_037,ID_037,ID_037,7.74,1.79,3.91,6.57,2024-10-27 00:00:00,ID_037
ID_038,ID_038,ID_038,ID_038,7.93,3.25,7.57,1.28,2024-01-26 00:00:00,ID_038
ID_039,ID_039,ID_039,ID_039,5.52,2.8,5.34,7.5,2024-06-24 00:00:00,ID_039
ID_040,ID_040,ID_040,ID_040,8.46,7.43,4.02,7.01,2024-11-24 00:00:00,ID_040
ID_041,ID_041,ID_041,ID_041,5.46,1.32,2.42,7.8,2024-05-16 00:00:00,ID_041
ID_042,ID_042,ID_042,ID_042,2.76,6.88,4.26,2.07,2024-10-14 00:00:00,ID_042
ID_043,ID_043,ID_043,ID_043,7.81,5.95,5.73,6.75,2024-07-23 00:00:00,ID_043
ID_044,ID_044,ID_044,ID_044,2.95,5.97,2.89,6.58,2024-02-17 00:00:00,ID_044
ID_045,ID_045,ID_045,ID_045,2.84,6.36,8.64,6.38,2024-02-14 00:00:00,ID_045
ID_046,ID_046,ID_046,ID_046,4.8,1.9,8.68,4.31,2024-04-10 00:00:00,ID_046
ID_047,ID_047,ID_047,ID_047,7.44,7.94,7.36,3.28,2024-07-05 00:00:00,ID_047
ID_048,ID_048,ID_048,ID_048,3.61,6.07,2.92,5.13,2024-03-28 00:00:00,ID_048
ID_049,ID_049,ID_049,ID_049,6.36,8.28,3.86,3.84,2024-06-30 00:00:00,ID_049
ID_050,ID_050,ID_050,ID_050,1.96,3.72,7.04,2.92,2024-05-03 00:00:00,ID_050
ID_051,ID_051,ID_051,ID_051,2.19,7.94,3.96,5.84,2024-07-12 00:00:00,ID_051
ID_052,ID_052,ID_052,ID_052,4.82,4.2,5.26,7.26,2024-08-07 00:00:00,ID_052
ID_053,ID_053,ID_053,ID_053,7.7,2.54,2.02,1.47,2024-08-25 00:00:00,ID_053
ID_054,ID_054,ID_054,ID_054,4.25,4.99,7.65,8.41,2024-09-14 00:00:00,ID_054
ID_055,ID_055,ID_055,ID_055,1.36,4.28,6.7,5.47,2024-05-28 00:00:00,ID_055
