col_feedback_id,col_timestamp,col_date_feedback,col_heure_feedback,col_zone_id,col_zone_nom,col_ville,col_region,col_pays,col_latitude_centre,col_longitude_centre,col_surface_km2,col_population_estimee,col_code_insee_commune,col_app_version,col_rating,col_text,col_sentiment,col_categorie,col_gravite,col_source,col_date_enrichissement
ID_013,2024-04-10 00:00:00,2024-06-04 00:00:00,8.38,ID_013,4.12,Paris,Grand Est,France,46.160614,4.56563,1.58,46.160614,Nice,7.9,7.57,8.35,2024-12-03 00:00:00,2.94,5.15,Météo-France,2024-08-17 00:00:00
ID_014,2024-09-02 00:00:00,2024-05-13 00:00:00,2.57,ID_014,5.29,Bordeaux,Normandie,France,48.04126,3.381056,8.36,48.04126,Lyon,8.28,2.85,5.39,2024-08-07 00:00:00,5.13,6.44,Météo-France,2024-08-26 00:00:00
ID_015,2024-01-21 00:00:00,2024-09-28 00:00:00,3.01,ID_015,3.71,Bordeaux,Normandie,France,46.971311,1.143629,6.0,46.971311,Lille,6.1,6.17,7.61,2024-10-29 00:00:00,4.29,3.61,Airparif,2024-11-03 00:00:00
ID_016,2024-05-17 00:00:00,2024-06-27 00:00:00,6.4,ID_016,2.44,Strasbourg,Occitanie,France,51.381096,2.371548,4.04,51.381096,Nantes,2.91,7.75,5.7,2024-12-06 00:00:00,5.04,1.96,Météo-France,2024-05-06 00:00:00
ID_017,2024-04-10 00:00:00,2024-05-04 00:00:00,4.56,ID_017,1.79,Strasbourg,Nouvelle-Aquitaine,France,52.844073,-1.348434,1.47,52.844073,Montpellier,4.46,2.27,8.1,2024-07-11 00:00:00,1.45,3.36,Météo-France,2024-03-14 00:00:00
ID_018,2024-06-18 00:00:00,2024-02-13 00:00:00,3.15,ID_018,8.27,Nantes,Grand Est,France,45.034645,-0.085965,5.26,45.034645,Nantes,2.26,4.86,5.27,2024-11-04 00:00:00,8.04,1.99,Airparif,2024-12-19 00:00:00
ID_019,2024-04-09 00:00:00,2024-01-01 00:00:00,4.7,ID_019,4.48,Strasbourg,Île-de-France,France,50.38351,1.37718,2.84,50.38351,Paris,8.18,3.93,5.34,2024-11-30 00:00:00,4.54,4.42,Airparif,2024-10-17 00:00:00
ID_020,2024-10-17 00:00:00,2024-10-01 00:00:00,3.52,ID_020,7.86,Lille,Normandie,France,49.964002,1.996957,5.62,49.964002,Nice,5.36,2.4,6.26,2024-06-21 00:00:00,6.03,6.81,Météo-France,2024-08-05 00:00:00
ID_021,2024-04-21 00:00:00,2024-03-21 00:00:00,4.15,ID_021,8.05,Strasbourg,Grand Est,France,50.725364,-1.490153,6.07,50.725364,Marseille,6.97,5.93,8.05,2024-06-19 00:00:00,4.05,4.41,SNCF_Open_Data,2024-01-24 00:00:00
ID_022,2024-02-01 00:00:00,2024-02-02 00:00:00,2.68,ID_022,7.05,Nice,Hauts-de-France,France,50.997996,0.505084,4.8,50.997996,Lyon,6.74,2.95,4.1,2024-01-18 00:00:00,4.32,8.52,Airparif,2024-06-28 00:00:00
ID_023,2024-04-10 00:00:00,2024-08-15 00:00:00,3.49,ID_023,1.49,Marseille,Normandie,France,48.121097,5.577974,2.1,48.121097,Paris,3.0,1.86,7.1,2024-04-23 00:00:00,2.35,7.11,Airparif,2024-05-01 00:00:00
ID_024,2024-11-20 00:00:00,2024-07-16 00:00:00,1.89,ID_024,2.75,Nice,Hauts-de-France,France,45.823734,1.305913,1.43,45.823734,Toulouse,1.22,8.03,2.2,2024-01-19 00:00:00,3.8,3.61,Data.gouv.fr,2024-12-22 00:00:00
ID_025,2024-03-14 00:00:00,2024-02-28 00:00:00,4.85,ID_025,1.29,Marseille,Bretagne,France,46.38522,3.740064,4.81,46.38522,Montpellier,2.57,6.06,2.5,2024-07-06 00:00:00,5.57,3.05,Data.gouv.fr,2024-10-27 00:00:00
ID_026,2024-07-16 00:00:00,2024-01-08 00:00:00,4.1,ID_026,7.3,Lille,Occitanie,France,46.966628,4.020599,3.95,46.966628,Nantes,2.81,6.61,1.85,2024-06-13 00:00:00,2.13,3.53,RATP_Open_Data_2024,2024-06-19 00:00:00
ID_027,2024-10-13 00:00:00,2024-01-29 00:00:00,1.74,ID_027,4.14,Bordeaux,Île-de-France,France,52.178584,4.018387,5.92,52.178584,Strasbourg,5.5,2.57,3.0,2024-05-05 00:00:00,7.73,3.25,Airparif,2024-08-27 00:00:00
ID_028,2024-01-15 00:00:00,2024-03-04 00:00:00,4.55,ID_028,8.49,Montpellier,Occitanie,France,51.630577,3.03467,8.61,51.630577,Paris,8.73,1.8,7.94,2024-01-26 00:00:00,1.33,8.05,Airparif,2024-02-20 00:00:00
ID_029,2024-03-15 00:00:00,2024-09-10 00:00:00,7.79,ID_029,8.34,Toulouse,Provence-Alpes-Côte d'Azur,France,48.376957,4.054585,8.11,48.376957,Nice,3.16,8.61,5.0,2024-01-12 00:00:00,8.54,1.25,Météo-France,2024-03-09 00:00:00
ID_030,2024-02-07 00:00:00,2024-08-26 00:00:00,7.6,ID_030,7.31,Strasbourg,Nouvelle-Aquitaine,France,49.72186,0.465891,4.49,49.72186,Bordeaux,5.69,8.68,5.17,2024-08-24 00:00:00,4.7,6.75,RATP_Open_Data_2024,2024-07-24 00:00:00
ID_031,2024-09-24 00:00:00,2024-04-16 00:00:00,7.01,ID_031,4.74,Lyon,Auvergne-Rhône-Alpes,France,52.422225,2.242717,7.3,52.422225,Paris,6.68,8.01,5.51,2024-03-24 00:00:00,7.65,4.84,RATP_Open_Data_2024,2024-08-08 00:00:00
ID_032,2024-05-27 00:00:00,2024-05-06 00:00:00,7.16,ID_032,4.57,Toulouse,Bretagne,France,47.207372,0.69692,2.4,47.207372,Montpellier,4.65,1.21,2.84,2024-05-23 00:00:00,1.58,2.7,Airparif,2024-03-10 00:00:00
ID_033,2024-04-11 00:00:00,2024-09-05 00:00:00,5.69,ID_033,2.88,Toulouse,Grand Est,France,46.416691,4.08679,6.75,46.416691,Nantes,8.36,8.43,2.37,2024-09-08 00:00:00,1.63,2.86,SNCF_Open_Data,2024-12-26 00:00:00
ID_034,2024-02-18 00:00:00,2024-03-24 00:00:00,6.4,ID_034,4.59,Marseille,Occitanie,France,51.584952,-0.978493,7.5,51.584952,Nantes,7.38,3.58,1.86,2024-03-24 00:00:00,5.81,8.23,SNCF_Open_Data,2024-02-14 00:00:00
ID_035,2024-05-21 00:00:00,2024-11-24 00:00:00,1.89,ID_035,6.06,Nice,Occitanie,France,49.40993,0.175639,6.74,49.40993,Lyon,7.65,7.3,3.94,2024-07-02 00:00:00,8.58,7.72,Airparif,2024-05-27 00:00:00
ID_036,2024-03-26 00:00:00,2024-02-19 00:00:00,8.49,ID_036,5.61,Lille,Provence-Alpes-Côte d'Azur,France,50.925492,-0.229486,6.17,50.925492,Nice,3.78,5.13,5.43,2024-01-07 00:00:00,5.28,1.43,Data.gouv.fr,2024-01-04 00:00:00
ID_037,2024-08-15 00:00:00,2024-04-16 00:00:00,1.4,ID_037,7.43,Lille,Hauts-de-France,France,48.463234,-1.070421,4.53,48.463234,Toulouse,3.56,1.75,5.66,2024-12-16 00:00:00,5.07,4.84,Airparif,2024-09-03 00:00:00
ID_038,2024-03-10 00:00:00,2024-05-06 00:00:00,2.28,ID_038,3.46,Bordeaux,Pays de la Loire,France,48.958201,0.010699,5.86,48.958201,Lille,4.63,7.99,8.29,2024-08-17 00:00:00,4.34,7.94,SNCF_Open_Data,2024-05-18 00:00:00
ID_039,2024-12-15 00:00:00,2024-03-24 00:00:00,4.11,ID_039,3.72,Nantes,Normandie,France,46.878203,3.42804,7.59,46.878203,Montpellier,6.05,5.06,1.29,2024-06-26 00:00:00,1.33,1.56,RATP_Open_Data_2024,2024-04-16 00:00:00
ID_040,2024-10-14 00:00:00,2024-11-18 00:00:00,7.9,ID_040,6.22,Lille,Provence-Alpes-Côte d'Azur,France,45.634018,1.073206,7.21,45.634018,Toulouse,2.72,1.32,5.44,2024-03-16 00:00:00,3.66,1.7,RATP_Open_Data_2024,2024-08-18 00:00:00
ID_041,2024-11-12 00:00:00,2024-05-29 00:00:00,5.83,ID_041,3.62,Montpellier,Nouvelle-Aquitaine,France,49.211373,-1.325443,8.58,49.211373,Lyon,5.31,1.87,6.33,2024-07-08 00:00:00,6.36,8.29,RATP_Open_Data_2024,2024-07-29 00:00:00
ID_042,2024-07-20 00:00:00,2024-11-24 00:00:00,5.96,ID_042,5.22,Toulouse,Bretagne,France,52.173892,-0.490675,1.97,52.173892,Nantes,3.14,6.34,6.02,2024-10-12 00:00:00,7.67,1.56,Data.gouv.fr,2024-04-03 00:00:00
ID_043,2024-01-26 00:00:00,2024-02-06 00:00:00,4.82,ID_043,4.42,Nantes,Hauts-de-France,France,52.436679,-1.632415,3.7,52.436679,Nice,4.32,7.97,3.25,2024-01-04 00:00:00,7.29,4.32,RATP_Open_Data_2024,2024-06-30 00:00:00
ID_044,2024-10-23 00:00:00,2024-10-08 00:00:00,4.83,ID_044,7.51,Strasbourg,Grand Est,France,45.252918,-1.606021,8.42,45.252918,Bordeaux,7.58,7.89,6.38,2024-11-29 00:00:00,7.48,5.57,Météo-France,2024-12-14 00:00:00
ID_045,2024-10-17 00:00:00,2024-06-25 00:00:00,5.29,ID_045,5.47,Montpellier,Bretagne,France,47.789458,6.185892,4.8,47.789458,Nantes,1.89,2.64,1.91,2024-10-14 00:00:00,1.23,4.93,RATP_Open_Data_2024,2024-03-01 00:00:00
ID_046,2024-11-16 00:00:00,2024-11-09 00:00:00,3.83,ID_046,8.68,Toulouse,Bretagne,France,46.970782,3.320182,1.96,46.970782,Strasbourg,3.43,5.01,4.81,2024-12-25 00:00:00,3.29,7.65,Météo-France,2024-01-22 00:00:00
ID_047,2024-08-20 00:00:00,2024-05-26 00:00:00,7.41,ID_047,1.96,Montpellier,Île-de-France,France,46.543238,0.800749,5.11,46.543238,Toulouse,2.96,5.02,1.73,2024-01-11 00:00:00,3.75,4.01,SNCF_Open_Data,2024-03-15 00:00:00
ID_048,2024-01-25 00:00:00,2024-12-18 00:00:00,7.2,ID_048,7.08,Strasbourg,Pays de la Loire,France,52.75732,2.128503,1.57,52.75732,Bordeaux,6.46,5.22,2.52,2024-03-12 00:00:00,2.65,4.59,Météo-France,2024-04-03 00:00:00
ID_049,2024-10-18 00:00:00,2024-11-07 00:00:00,8.42,ID_049,3.42,Marseille,Pays de la Loire,France,49.078503,4.814203,2.92,49.078503,Nice,6.23,5.13,8.43,2024-12-06 00:00:00,5.48,2.6,SNCF_Open_Data,2024-10-26 00:00:00
ID_050,2024-04-13 00:00:00,2024-02-15 00:00:00,7.8,ID_050,7.75,Nantes,Pays de la Loire,France,51.697274,4.681175,1.23,51.697274,Bordeaux,2.14,1.32,8.35,2024-11-18 00:00:00,5.42,2.96,SNCF_Open_Data,2024-04-13 00:00:00
ID_051,2024-07-15 00:00:00,2024-07-30 00:00:00,8.68,ID_051,5.64,Lyon,Auvergne-Rhône-Alpes,France,49.897233,0.682207,4.81,49.897233,Montpellier,5.08,6.67,2.6,2024-09-09 00:00:00,1.9,8.32,RATP_Open_Data_2024,2024-04-21 00:00:00
ID_052,2024-07-04 00:00:00,2024-07-29 00:00:00,6.31,ID_052,2.32,Montpellier,Auvergne-Rhône-Alpes,France,51.316585,2.209701,2.57,51.316585,Lille,1.63,7.71,6.48,2024-07-19 00:00:00,3.23,5.1,Airparif,2024-07-02 00:00:00
ID_053,2024-01-27 00:00:00,2024-10-18 00:00:00,3.65,ID_053,3.95,Paris,Provence-Alpes-Côte d'Azur,France,48.794942,3.128495,6.87,48.794942,Toulouse,8.06,2.97,5.72,2024-01-14 00:00:00,6.24,6.0,Météo-France,2024-11-01 00:00:00
ID_054,2024-08-17 00:00:00,2024-04-22 00:00:00,6.56,ID_054,4.91,Lyon,Île-de-France,France,46.116969,-0.587951,4.23,46.116969,Nice,1.52,8.35,1.53,2024-06-20 00:00:00,6.31,5.44,SNCF_Open_Data,2024-05-18 00:00:00
ID_055,2024-04-30 00:00:00,2024-09-23 00:00:00,5.4,ID_055,4.34,Paris,Île-de-France,France,47.454229,0.329938,5.83,47.454229,Lyon,7.32,3.72,3.47,2024-09-26 00:00:00,4.0,6.21,Airparif,2024-05-26 00:00:00
ID_056,2024-12-01 00:00:00,2024-06-26 00:00:00,1.87,ID_056,3.47,Bordeaux,Auvergne-Rhône-Alpes,France,47.398808,-1.359725,1.43,47.398808,Lille,3.64,3.97,3.97,2024-02-10 00:00:00,7.53,7.91,RATP_Open_Data_2024,2024-10-02 00:00:00
ID_057,2024-09-14 00:00:00,2024-07-25 00:00:00,2.74,ID_057,6.56,Strasbourg,Île-de-France,France,50.820926,-1.362815,5.95,50.820926,Nice,6.53,3.04,2.04,2024-12-04 00:00:00,1.67,1.33,SNCF_Open_Data,2024-03-10 00:00:00
ID_058,2024-04-21 00:00:00,2024-12-01 00:00:00,4.63,ID_058,1.7,Marseille,Nouvelle-Aquitaine,France,52.786714,5.989734,3.21,52.786714,Lyon,1.24,4.39,7.41,2024-07-15 00:00:00,3.84,1.71,Data.gouv.fr,2024-02-07 00:00:00
ID_059,2024-12-10 00:00:00,2024-03-24 00:00:00,5.82,ID_059,5.15,Marseille,Grand Est,France,47.191646,-0.772015,1.47,47.191646,Nice,6.11,4.69,7.34,2024-07-04 00:00:00,7.84,6.58,SNCF_Open_Data,2024-04-27 00:00:00
ID_060,2024-07-11 00:00:00,2024-06-16 00:00:00,5.66,ID_060,7.84,Strasbourg,Île-de-France,France,46.750188,1.369362,5.92,46.750188,Montpellier,7.98,7.84,7.76,2024-01-26 00:00:00,5.1,6.73,RATP_Open_Data_2024,2024-05-17 00:00:00
ID_061,2024-12-14 00:00:00,2024-08-06 00:00:00,4.51,ID_061,1.74,Toulouse,Normandie,France,47.741649,-0.834397,1.3,47.741649,Nantes,3.08,2.14,5.85,2024-04-27 00:00:00,5.59,1.64,Météo-France,2024-04-01 00:00:00
ID_062,2024-10-02 00:00:00,2024-05-31 00:00:00,7.62,ID_062,5.89,Nice,Île-de-France,France,45.195575,2.812578,3.32,45.195575,Nice,3.49,2.05,3.28,2024-09-24 00:00:00,8.05,5.83,SNCF_Open_Data,2024-05-17 00:00:00
ID_063,2024-10-11 00:00:00,2024-11-24 00:00:00,3.09,ID_063,6.49,Strasbourg,Pays de la Loire,France,48.941334,-1.223911,6.21,48.941334,Strasbourg,6.58,4.29,1.28,2024-09-26 00:00:00,2.57,2.87,Météo-France,2024-08-01 00:00:00
ID_064,2024-08-15 00:00:00,2024-04-14 00:00:00,6.68,ID_064,1.94,Lille,Grand Est,France,45.649956,3.724512,5.16,45.649956,Nice,7.32,3.73,1.57,2024-10-01 00:00:00,6.48,8.1,SNCF_Open_Data,2024-05-27 00:00:00
ID_065,2024-11-10 00:00:00,2024-04-16 00:00:00,4.2,ID_065,2.79,Strasbourg,Hauts-de-France,France,50.585219,4.59921,4.69,50.585219,Marseille,5.9,4.28,6.23,2024-11-20 00:00:00,8.01,8.71,RATP_Open_Data_2024,2024-07-23 00:00:00
ID_066,2024-02-07 00:00:00,2024-05-26 00:00:00,8.1,ID_066,6.94,Montpellier,Pays de la Loire,France,50.131957,5.841532,3.56,50.131957,Strasbourg,3.35,6.45,7.7,2024-08-23 00:00:00,2.22,3.43,SNCF_Open_Data,2024-09-28 00:00:00
ID_067,2024-03-02 00:00:00,2024-02-26 00:00:00,4.99,ID_067,3.21,Toulouse,Pays de la Loire,France,52.343132,6.00587,5.47,52.343132,Montpellier,3.7,8.51,6.55,2024-05-13 00:00:00,3.72,5.65,Data.gouv.fr,2024-11-06 00:00:00
ID_068,2024-08-05 00:00:00,2024-06-14 00:00:00,6.77,ID_068,1.4,Marseille,Grand Est,France,47.652573,3.678138,6.09,47.652573,Nice,5.85,6.94,7.41,2024-07-19 00:00:00,7.59,8.21,RATP_Open_Data_2024,2024-03-08 00:00:00
ID_069,2024-07-19 00:00:00,2024-12-13 00:00:00,8.21,ID_069,6.9,Lille,Île-de-France,France,46.016006,-0.423448,2.37,46.016006,Marseille,6.06,1.48,5.19,2024-03-27 00:00:00,1.71,1.4,Météo-France,2024-03-18 00:00:00
ID_070,2024-05-26 00:00:00,2024-03-16 00:00:00,1.58,ID_070,4.37,Montpellier,Auvergne-Rhône-Alpes,France,52.732542,1.531251,1.88,52.732542,Toulouse,1.73,4.83,6.64,2024-03-16 00:00:00,4.65,3.7,Data.gouv.fr,2024-11-17 00:00:00
ID_071,2024-08-16 00:00:00,2024-02-07 00:00:00,1.22,ID_071,6.12,Bordeaux,Nouvelle-Aquitaine,France,51.459415,4.52836,7.08,51.459415,Nice,4.72,2.14,4.17,2024-10-25 00:00:00,8.65,4.71,Data.gouv.fr,2024-02-25 00:00:00
ID_072,2024-08-04 00:00:00,2024-02-15 00:00:00,5.41,ID_072,3.48,Montpellier,Hauts-de-France,France,46.774627,1.162597,2.48,46.774627,Montpellier,4.71,2.64,5.42,2024-04-21 00:00:00,5.14,2.21,RATP_Open_Data_2024,2024-12-03 00:00:00
ID_073,2024-10-19 00:00:00,2024-02-21 00:00:00,8.63,ID_073,8.79,Montpellier,Grand Est,France,49.011904,1.703126,3.71,49.011904,Montpellier,4.91,1.63,1.83,2024-11-05 00:00:00,4.02,3.75,Data.gouv.fr,2024-05-03 00:00:00
ID_074,2024-12-15 00:00:00,2024-12-12 00:00:00,7.97,ID_074,4.56,Lille,Pays de la Loire,France,49.0162,5.625736,2.92,49.0162,Nice,7.01,5.75,4.77,2024-03-28 00:00:00,2.69,4.04,RATP_Open_Data_2024,2024-02-29 00:00:00
ID_075,2024-11-18 00:00:00,2024-04-09 00:00:00,8.56,ID_075,5.37,Marseille,Pays de la Loire,France,46.849632,4.474488,3.2,46.849632,Strasbourg,8.49,7.43,5.81,2024-05-25 00:00:00,7.71,4.49,SNCF_Open_Data,2024-09-14 00:00:00
ID_076,2024-04-08 00:00:00,2024-02-16 00:00:00,3.34,ID_076,2.16,Montpellier,Provence-Alpes-Côte d'Azur,France,48.014268,4.532214,1.34,48.014268,Lyon,3.44,8.79,4.23,2024-08-11 00:00:00,3.12,3.83,RATP_Open_Data_2024,2024-03-11 00:00:00
ID_077,2024-03-02 00:00:00,2024-02-18 00:00:00,1.8,ID_077,2.05,Toulouse,Occitanie,France,47.94151,4.3529,6.85,47.94151,Lyon,7.04,8.16,5.02,2024-02-27 00:00:00,6.18,1.59,RATP_Open_Data_2024,2024-02-18 00:00:00
ID_078,2024-03-11 00:00:00,2024-11-11 00:00:00,1.8,ID_078,8.01,Strasbourg,Occitanie,France,49.615629,0.004689,5.57,49.615629,Marseille,6.05,5.55,5.5,2024-08-03 00:00:00,7.77,5.9,SNCF_Open_Data,2024-11-18 00:00:00
ID_079,2024-05-23 00:00:00,2024-11-19 00:00:00,1.99,ID_079,2.91,Marseille,Hauts-de-France,France,45.973128,2.030323,3.84,45.973128,Marseille,5.13,8.28,5.34,2024-02-17 00:00:00,2.93,4.66,Météo-France,2024-11-11 00:00:00
ID_080,2024-01-17 00:00:00,2024-11-05 00:00:00,7.14,ID_080,5.16,Marseille,Pays de la Loire,France,46.734826,-0.485774,3.33,46.734826,Paris,4.39,1.55,8.15,2024-09-13 00:00:00,8.43,3.26,RATP_Open_Data_2024,2024-07-11 00:00:00
ID_081,2024-01-30 00:00:00,2024-02-24 00:00:00,8.25,ID_081,3.91,Bordeaux,Pays de la Loire,France,47.116245,4.586049,5.44,47.116245,Lille,3.22,1.85,3.24,2024-10-13 00:00:00,3.73,7.43,Airparif,2024-10-01 00:00:00
ID_082,2024-08-07 00:00:00,2024-09-05 00:00:00,2.52,ID_082,7.6,Paris,Nouvelle-Aquitaine,France,46.371191,0.440851,6.17,46.371191,Bordeaux,6.33,1.99,4.6,2024-04-21 00:00:00,1.76,7.16,Météo-France,2024-09-26 00:00:00
ID_083,2024-09-12 00:00:00,2024-03-05 00:00:00,7.55,ID_083,4.19,Lyon,Île-de-France,France,50.233994,2.229082,7.79,50.233994,Nice,4.25,1.76,5.56,2024-11-04 00:00:00,3.44,5.22,Data.gouv.fr,2024-09-02 00:00:00
ID_084,2024-01-03 00:00:00,2024-02-19 00:00:00,7.87,ID_084,6.85,Lille,Grand Est,France,49.515287,5.223491,7.47,49.515287,Paris,2.43,1.32,1.85,2024-01-26 00:00:00,2.78,3.73,Airparif,2024-02-12 00:00:00
ID_085,2024-07-21 00:00:00,2024-01-03 00:00:00,1.7,ID_085,5.37,Lyon,Grand Est,France,49.38578,2.091283,5.53,49.38578,Montpellier,4.59,7.18,7.38,2024-07-24 00:00:00,1.61,2.75,SNCF_Open_Data,2024-11-28 00:00:00
ID_086,2024-11-30 00:00:00,2024-06-04 00:00:00,3.48,ID_086,8.25,Marseille,Occitanie,France,46.333898,2.653883,3.22,46.333898,Montpellier,5.59,7.94,3.79,2024-09-22 00:00:00,4.42,3.62,Data.gouv.fr,2024-10-04 00:00:00
ID_087,2024-04-25 00:00:00,2024-11-19 00:00:00,6.26,ID_087,7.41,Lyon,Nouvelle-Aquitaine,France,45.264188,1.4293,5.61,45.264188,Nantes,3.76,5.29,3.22,2024-06-03 00:00:00,7.56,3.68,Data.gouv.fr,2024-11-30 00:00:00
ID_088,2024-07-13 00:00:00,2024-09-17 00:00:00,3.93,ID_088,4.98,Toulouse,Pays de la Loire,France,48.632569,3.844836,7.04,48.632569,Toulouse,7.48,1.45,6.36,2024-08-05 00:00:00,7.16,4.32,RATP_Open_Data_2024,2024-01-01 00:00:00
ID_089,2024-07-09 00:00:00,2024-02-20 00:00:00,8.54,ID_089,5.81,Nice,Île-de-France,France,52.596042,-1.621421,5.35,52.596042,Nice,6.71,8.36,7.0,2024-07-23 00:00:00,2.9,8.3,RATP_Open_Data_2024,2024-03-04 00:00:00
ID_090,2024-04-27 00:00:00,2024-06-07 00:00:00,5.94,ID_090,8.42,Paris,Provence-Alpes-Côte d'Azur,France,45.366518,2.255558,2.22,45.366518,Strasbourg,3.85,4.88,5.08,2024-01-31 00:00:00,7.57,5.85,Data.gouv.fr,2024-10-29 00:00:00
ID_091,2024-07-04 00:00:00,2024-12-23 00:00:00,8.22,ID_091,1.45,Toulouse,Provence-Alpes-Côte d'Azur,France,52.10718,0.265595,5.02,52.10718,Bordeaux,5.88,1.36,4.32,2024-04-21 00:00:00,1.51,7.09,Météo-France,2024-02-22 00:00:00
ID_092,2024-05-13 00:00:00,2024-07-26 00:00:00,4.3,ID_092,5.47,Montpellier,Hauts-de-France,France,52.642738,2.869362,3.54,52.642738,Bordeaux,2.25,2.3,8.19,2024-04-08 00:00:00,5.03,2.2,RATP_Open_Data_2024,2024-03-30 00:00:00
ID_093,2024-04-02 00:00:00,2024-07-08 00:00:00,4.17,ID_093,8.13,Marseille,Bretagne,France,46.821323,-0.03102,7.77,46.821323,Strasbourg,8.17,5.88,8.56,2024-01-14 00:00:00,2.54,6.28,Data.gouv.fr,2024-09-09 00:00:00
ID_094,2024-08-20 00:00:00,2024-08-13 00:00:00,8.34,ID_094,1.34,Toulouse,Hauts-de-France,France,45.448486,-1.60429,6.4,45.448486,Strasbourg,5.26,6.21,2.11,2024-09-07 00:00:00,3.94,2.16,RATP_Open_Data_2024,2024-03-15 00:00:00
ID_095,2024-12-22 00:00:00,2024-01-10 00:00:00,2.29,ID_095,4.63,Montpellier,Provence-Alpes-Côte d'Azur,France,49.870021,5.701515,6.96,49.870021,Bordeaux,7.21,4.06,8.19,2024-05-08 00:00:00,4.36,8.49,Météo-France,2024-03-06 00:00:00
ID_096,2024-09-06 00:00:00,2024-07-21 00:00:00,7.41,ID_096,2.05,Strasbourg,Normandie,France,49.981119,1.537214,7.15,49.981119,Montpellier,4.66,7.29,7.26,2024-08-31 00:00:00,5.1,7.55,Airparif,2024-10-01 00:00:00
