col_date,col_heure,col_ville,col_departement,col_region,col_zone,col_type_route,col_type_cause,col_gravite,col_duree_estimee_minutes,col_impact_trafic,col_retard_estime_minutes,col_latitude,col_longitude,col_statut,col_source,col_zone_idf,col_niveau_congestion,col_vitesse_moyenne_kmh,col_temps_perdu_minutes,col_longueur_bouchon_km,col_heure_debut,col_dir,col_route_concernee,col_type_travaux,col_date_debut,col_date_fin,col_duree_jours,col_impact_circulation,col_voies_reduites,col_longueur_chantier_km,col_type_zone,col_nb_incidents,col_frequence_percent,col_duree_moyenne_minutes,col_retard_moyen_minutes,col_gravite_dominante,col_date_analyse,col_duree_moyenne,col_retard_moyen,col_nb_occurrences,col_pourcentage
2024-11-24 00:00:00,5.33,Marseille,Grand Est,Provence-Alpes-Côte d'Azur,2.72,8.13,7.47,7.61,2024-05-24 00:00:00,8.76,2024-09-26 00:00:00,45.984456,-1.14329,2.12,Data.gouv.fr,Z_019,7.37,45,22.8,-1.14329,5.08,7.68,6.64,3.03,2024-01-06 00:00:00,2024-09-14 00:00:00,8.31,45.984456,1.81,-1.14329,3.3,Z_019,6.93,5.22,7.6,4.18,2024-09-03 00:00:00,3.92,8.36,7.36,5.44
2024-11-27 00:00:00,1.89,Montpellier,Normandie,Provence-Alpes-Côte d'Azur,4.93,5.77,7.84,7.87,2024-03-16 00:00:00,4.21,2024-04-18 00:00:00,45.873253,4.145359,1.79,SNCF_Open_Data,Z_008,3.45,110,16.7,4.145359,8.48,5.73,5.46,5.48,2024-04-13 00:00:00,2024-12-03 00:00:00,2.51,45.873253,8.78,4.145359,5.57,Z_008,7.91,2.21,1.23,6.02,2024-12-25 00:00:00,7.33,1.28,7.89,3.26
2024-05-24 00:00:00,2.14,Lille,Hauts-de-France,Occitanie,3.92,7.1,8.12,7.57,2024-05-04 00:00:00,2.32,2024-10-28 00:00:00,45.468089,4.258741,8.31,Data.gouv.fr,Z_016,4.46,130,5.1,4.258741,6.96,5.78,4.49,2.9,2024-03-04 00:00:00,2024-03-30 00:00:00,5.09,45.468089,4.35,4.258741,3.43,Z_016,6.93,6.49,4.62,1.6,2024-03-26 00:00:00,4.97,5.83,8.45,5.6
2024-08-01 00:00:00,8.74,Bordeaux,Provence-Alpes-Côte d'Azur,Hauts-de-France,8.4,4.14,7.34,8.19,2024-02-16 00:00:00,4.97,2024-07-07 00:00:00,51.993985,-0.623006,2.89,RATP_Open_Data_2024,Z_006,6.21,110,12.1,-0.623006,2.53,8.21,6.56,7.37,2024-03-17 00:00:00,2024-10-14 00:00:00,2.73,51.993985,2.31,-0.623006,2.68,Z_006,5.33,3.51,6.83,2.22,2024-11-24 00:00:00,4.8,7.84,3.36,3.14
2024-03-16 00:00:00,5.92,Nice,Grand Est,Occitanie,4.83,2.02,5.11,5.29,2024-05-13 00:00:00,3.18,2024-12-19 00:00:00,45.668489,0.173161,6.83,Airparif,Z_019,5.15,45,17.5,0.173161,6.21,3.2,3.02,3.39,2024-02-18 00:00:00,2024-11-30 00:00:00,3.08,45.668489,2.86,0.173161,6.97,Z_019,3.21,8.35,6.94,2.77,2024-09-19 00:00:00,3.38,2.62,4.98,2.78
2024-08-09 00:00:00,8.29,Toulouse,Provence-Alpes-Côte d'Azur,Île-de-France,1.53,8.66,6.25,7.16,2024-12-05 00:00:00,3.8,2024-11-11 00:00:00,47.660832,1.501446,6.6,Airparif,Z_003,3.6,80,20.2,1.501446,5.58,7.82,7.9,5.24,2024-02-17 00:00:00,2024-03-10 00:00:00,7.91,47.660832,1.63,1.501446,3.98,Z_003,6.91,6.48,3.91,5.17,2024-07-07 00:00:00,3.78,7.71,4.33,6.67
2024-05-09 00:00:00,6.93,Paris,Pays de la Loire,Nouvelle-Aquitaine,1.45,3.65,4.68,8.49,2024-10-15 00:00:00,4.03,2024-06-04 00:00:00,49.113982,5.493978,8.64,RATP_Open_Data_2024,Z_003,4.26,50,23.6,5.493978,4.93,2.88,2.38,8.05,2024-04-25 00:00:00,2024-05-16 00:00:00,8.74,49.113982,7.48,5.493978,3.3,Z_003,7.6,3.6,7.83,7.36,2024-07-02 00:00:00,1.35,4.37,8.72,4.16
2024-11-09 00:00:00,6.29,Toulouse,Normandie,Île-de-France,7.74,3.86,8.35,3.73,2024-03-10 00:00:00,7.97,2024-05-19 00:00:00,52.500634,5.984515,7.31,SNCF_Open_Data,Z_015,3.09,130,11.2,5.984515,4.79,2.02,3.96,7.42,2024-06-20 00:00:00,2024-06-16 00:00:00,1.21,52.500634,2.28,5.984515,3.21,Z_015,7.35,6.84,3.47,2.55,2024-01-16 00:00:00,5.6,5.67,1.4,2.04
2024-09-10 00:00:00,1.22,Paris,Île-de-France,Provence-Alpes-Côte d'Azur,6.66,7.85,3.0,7.07,2024-04-25 00:00:00,5.36,2024-08-04 00:00:00,46.509833,3.714146,5.51,Airparif,Z_018,1.31,130,19.5,3.714146,5.17,8.56,6.08,4.77,2024-09-06 00:00:00,2024-08-11 00:00:00,3.5,46.509833,1.39,3.714146,4.17,Z_018,3.78,8.57,5.04,3.11,2024-10-22 00:00:00,2.55,3.44,5.92,7.88
2024-10-08 00:00:00,7.47,Nantes,Normandie,Auvergne-Rhône-Alpes,5.71,6.46,1.85,8.51,2024-03-09 00:00:00,4.3,2024-11-19 00:00:00,48.621306,3.928885,5.24,Météo-France,Z_001,6.3,70,27.4,3.928885,1.33,7.62,8.08,7.79,2024-12-07 00:00:00,2024-01-23 00:00:00,6.5,48.621306,4.61,3.928885,8.67,Z_001,8.79,7.35,5.87,1.69,2024-01-28 00:00:00,2.03,4.89,6.82,2.04
2024-10-11 00:00:00,3.01,Paris,Normandie,Bretagne,5.12,3.17,8.76,2.55,2024-10-09 00:00:00,6.26,2024-06-23 00:00:00,48.127581,1.444112,5.9,Airparif,Z_013,2.11,30,14.7,1.444112,4.44,5.29,7.97,1.83,2024-06-15 00:00:00,2024-02-16 00:00:00,8.24,48.127581,8.38,1.444112,8.44,Z_013,1.39,5.12,2.05,2.43,2024-03-16 00:00:00,8.12,3.29,3.48,6.88
2024-05-24 00:00:00,8.39,Nantes,Île-de-France,Pays de la Loire,6.3,4.88,8.17,3.1,2024-11-20 00:00:00,8.65,2024-10-08 00:00:00,51.180389,0.525352,6.56,RATP_Open_Data_2024,Z_014,2.28,30,10.0,0.525352,7.87,3.05,8.03,6.18,2024-05-12 00:00:00,2024-10-25 00:00:00,5.77,51.180389,8.63,0.525352,2.37,Z_014,6.61,6.31,6.85,6.39,2024-01-29 00:00:00,8.17,4.77,1.36,6.34
2024-06-24 00:00:00,2.39,Lille,Provence-Alpes-Côte d'Azur,Hauts-de-France,6.26,7.0,3.79,2.8,2024-01-17 00:00:00,5.92,2024-07-07 00:00:00,46.853323,-0.257984,5.63,Data.gouv.fr,Z_019,7.0,110,27.4,-0.257984,6.08,2.62,8.17,5.97,2024-06-01 00:00:00,2024-11-06 00:00:00,2.19,46.853323,6.92,-0.257984,8.04,Z_019,6.42,4.13,3.26,5.95,2024-10-02 00:00:00,1.21,1.3,6.75,3.1
2024-06-17 00:00:00,1.95,Lille,Normandie,Normandie,3.92,4.47,7.59,7.4,2024-03-19 00:00:00,7.33,2024-09-22 00:00:00,49.310803,6.157879,6.23,RATP_Open_Data_2024,Z_004,1.59,130,14.0,6.157879,4.53,7.83,5.25,3.97,2024-11-20 00:00:00,2024-12-23 00:00:00,3.32,49.310803,3.55,6.157879,6.61,Z_004,1.29,8.0,2.52,5.3,2024-09-09 00:00:00,1.54,3.02,2.16,6.53
2024-07-31 00:00:00,4.94,Toulouse,Grand Est,Île-de-France,1.54,7.84,6.25,3.78,2024-11-28 00:00:00,3.75,2024-04-30 00:00:00,52.439142,0.694828,8.54,Airparif,Z_017,1.24,50,15.7,0.694828,7.58,5.72,2.97,5.55,2024-04-25 00:00:00,2024-01-17 00:00:00,6.1,52.439142,3.44,0.694828,5.41,Z_017,5.26,2.46,2.33,1.35,2024-06-06 00:00:00,7.66,4.85,3.26,1.72
2024-09-24 00:00:00,1.88,Nantes,Normandie,Occitanie,7.98,4.57,5.84,5.26,2024-04-10 00:00:00,2.46,2024-11-27 00:00:00,48.153105,2.848002,8.18,Airparif,Z_018,1.62,130,14.2,2.848002,5.04,6.45,5.14,7.55,2024-07-09 00:00:00,2024-10-01 00:00:00,1.51,48.153105,5.26,2.848002,1.77,Z_018,4.25,4.92,5.49,8.57,2024-09-03 00:00:00,5.1,6.8,7.82,4.23
2024-08-27 00:00:00,1.52,Toulouse,Pays de la Loire,Provence-Alpes-Côte d'Azur,8.49,2.35,8.17,7.67,2024-06-25 00:00:00,3.71,2024-04-14 00:00:00,48.080526,0.463433,4.61,Météo-France,Z_017,8.31,45,11.2,0.463433,6.89,6.74,1.45,4.8,2024-07-31 00:00:00,2024-05-15 00:00:00,1.9,48.080526,2.85,0.463433,5.01,Z_017,8.04,8.6,2.28,3.81,2024-07-12 00:00:00,4.06,2.88,4.22,8.64
2024-12-12 00:00:00,7.95,Toulouse,Île-de-France,Hauts-de-France,2.43,3.6,4.9,5.75,2024-04-20 00:00:00,2.32,2024-07-03 00:00:00,45.75013,5.725173,5.88,Météo-France,Z_018,3.75,130,8.3,5.725173,8.12,4.48,8.56,4.28,2024-03-07 00:00:00,2024-09-21 00:00:00,2.87,45.75013,8.22,5.725173,6.23,Z_018,2.41,5.66,2.51,8.74,2024-06-25 00:00:00,4.96,1.3,5.71,7.37
2024-01-06 00:00:00,6.16,Nice,Grand Est,Île-de-France,7.99,5.01,6.58,3.84,2024-02-07 00:00:00,3.25,2024-02-10 00:00:00,52.727103,2.173095,6.47,RATP_Open_Data_2024,Z_020,6.08,130,17.6,2.173095,5.88,5.08,7.15,1.56,2024-06-24 00:00:00,2024-07-25 00:00:00,8.61,52.727103,5.69,2.173095,8.34,Z_020,7.01,5.53,4.6,2.76,2024-08-05 00:00:00,4.21,3.82,5.52,5.67
2024-12-18 00:00:00,7.26,Bordeaux,Provence-Alpes-Côte d'Azur,Hauts-de-France,2.83,1.74,5.3,2.45,2024-02-22 00:00:00,4.06,2024-06-25 00:00:00,46.548354,4.071588,8.36,Data.gouv.fr,Z_015,2.13,70,22.1,4.071588,7.33,4.53,4.0,6.82,2024-11-10 00:00:00,2024-12-01 00:00:00,3.74,46.548354,8.56,4.071588,3.63,Z_015,4.58,5.25,8.25,4.41,2024-02-18 00:00:00,3.22,5.78,6.05,4.72
2024-02-15 00:00:00,4.29,Toulouse,Île-de-France,Normandie,7.41,7.07,7.92,7.52,2024-05-10 00:00:00,3.4,2024-08-14 00:00:00,49.447326,5.63355,6.18,SNCF_Open_Data,Z_019,7.38,110,20.7,5.63355,3.49,5.58,4.87,8.75,2024-06-05 00:00:00,2024-06-02 00:00:00,5.65,49.447326,4.31,5.63355,7.37,Z_019,1.48,3.86,3.03,6.15,2024-08-07 00:00:00,5.26,2.3,2.11,3.44
2024-10-31 00:00:00,5.93,Nice,Île-de-France,Île-de-France,4.64,3.42,1.83,3.91,2024-12-10 00:00:00,7.4,2024-06-07 00:00:00,49.076653,0.994795,4.55,RATP_Open_Data_2024,Z_020,6.22,50,11.4,0.994795,6.97,5.45,5.62,4.73,2024-10-16 00:00:00,2024-05-13 00:00:00,2.15,49.076653,2.05,0.994795,3.66,Z_020,7.64,3.06,3.97,6.75,2024-11-15 00:00:00,2.53,7.95,8.35,6.57
2024-06-15 00:00:00,5.06,Marseille,Bretagne,Normandie,2.77,3.69,3.19,7.91,2024-06-30 00:00:00,8.29,2024-02-13 00:00:00,49.951736,-0.296127,5.75,SNCF_Open_Data,Z_017,7.75,30,24.1,-0.296127,1.65,2.6,1.47,5.81,2024-12-12 00:00:00,2024-11-22 00:00:00,6.39,49.951736,2.36,-0.296127,5.9,Z_017,4.44,3.54,5.48,2.54,2024-10-15 00:00:00,6.57,4.9,6.47,1.87
2024-09-12 00:00:00,5.86,Nice,Normandie,Île-de-France,5.78,1.32,4.84,6.16,2024-06-16 00:00:00,3.12,2024-02-18 00:00:00,49.390309,3.390171,7.64,Data.gouv.fr,Z_020,4.73,80,7.7,3.390171,3.02,6.29,5.77,2.49,2024-03-26 00:00:00,2024-02-25 00:00:00,7.02,49.390309,2.06,3.390171,2.11,Z_020,4.98,4.79,5.65,5.18,2024-02-28 00:00:00,6.61,2.82,1.21,5.63
2024-05-15 00:00:00,4.78,Lille,Pays de la Loire,Île-de-France,4.33,7.49,2.88,8.5,2024-04-18 00:00:00,3.39,2024-10-15 00:00:00,50.090424,4.172035,1.23,RATP_Open_Data_2024,Z_018,7.31,130,14.7,4.172035,7.45,1.88,7.01,8.56,2024-11-30 00:00:00,2024-08-24 00:00:00,5.74,50.090424,2.61,4.172035,5.72,Z_018,8.45,2.12,3.33,7.98,2024-10-01 00:00:00,8.61,7.54,3.45,2.39
2024-02-08 00:00:00,2.72,Lyon,Auvergne-Rhône-Alpes,Nouvelle-Aquitaine,5.34,1.45,8.59,5.18,2024-11-08 00:00:00,8.37,2024-12-07 00:00:00,47.097088,0.702131,7.52,SNCF_Open_Data,Z_012,2.82,80,13.1,0.702131,1.62,7.23,5.28,7.78,2024-11-09 00:00:00,2024-07-17 00:00:00,8.47,47.097088,6.62,0.702131,2.68,Z_012,7.11,6.77,8.31,3.25,2024-01-08 00:00:00,7.01,2.43,6.15,3.8
2024-08-08 00:00:00,3.66,Lille,Pays de la Loire,Auvergne-Rhône-Alpes,5.81,8.56,1.53,7.78,2024-03-09 00:00:00,4.9,2024-07-11 00:00:00,47.086604,-1.252212,2.87,Airparif,Z_013,2.69,110,13.8,-1.252212,7.08,1.61,7.21,5.95,2024-04-13 00:00:00,2024-12-09 00:00:00,6.25,47.086604,8.53,-1.252212,5.62,Z_013,4.92,3.97,5.34,6.67,2024-09-27 00:00:00,4.13,6.52,2.94,5.56
2024-03-17 00:00:00,4.4,Nice,Auvergne-Rhône-Alpes,Occitanie,7.25,6.73,3.18,6.97,2024-11-13 00:00:00,7.4,2024-06-10 00:00:00,52.041267,3.003649,7.07,Météo-France,Z_018,2.19,30,9.6,3.003649,6.03,2.76,7.25,4.89,2024-07-10 00:00:00,2024-08-29 00:00:00,5.24,52.041267,4.58,3.003649,8.31,Z_018,2.31,6.98,8.71,5.98,2024-03-20 00:00:00,7.41,1.79,1.78,2.71
2024-02-10 00:00:00,8.16,Marseille,Occitanie,Normandie,7.11,7.71,7.35,3.28,2024-09-29 00:00:00,7.1,2024-09-19 00:00:00,50.770156,5.973153,4.54,RATP_Open_Data_2024,Z_019,4.51,110,16.9,5.973153,4.88,6.2,2.68,3.37,2024-11-09 00:00:00,2024-08-14 00:00:00,6.33,50.770156,3.35,5.973153,6.84,Z_019,6.61,8.31,3.91,2.51,2024-07-19 00:00:00,7.12,2.62,3.74,1.52
2024-07-11 00:00:00,1.74,Nice,Pays de la Loire,Nouvelle-Aquitaine,4.36,2.78,6.3,7.92,2024-01-10 00:00:00,5.27,2024-04-21 00:00:00,51.175214,5.701494,1.73,Airparif,Z_020,3.31,110,22.3,5.701494,8.74,8.25,5.26,4.15,2024-09-07 00:00:00,2024-04-01 00:00:00,2.46,51.175214,6.82,5.701494,5.91,Z_020,3.45,6.72,6.59,3.69,2024-11-05 00:00:00,2.91,1.27,2.88,3.99
2024-06-20 00:00:00,7.16,Lille,Nouvelle-Aquitaine,Hauts-de-France,7.08,5.38,8.39,3.22,2024-01-01 00:00:00,1.31,2024-06-30 00:00:00,48.730785,3.637225,7.36,SNCF_Open_Data,Z_016,5.68,110,7.6,3.637225,4.64,3.27,7.97,4.4,2024-07-11 00:00:00,2024-01-25 00:00:00,2.89,48.730785,5.45,3.637225,2.27,Z_016,5.36,6.06,6.48,4.83,2024-10-28 00:00:00,3.99,1.83,1.49,8.63
2024-03-23 00:00:00,5.04,Paris,Normandie,Normandie,6.94,3.35,5.14,7.51,2024-05-17 00:00:00,5.32,2024-05-04 00:00:00,51.214806,4.083303,5.52,RATP_Open_Data_2024,Z_017,5.99,45,14.5,4.083303,4.62,1.85,3.76,8.79,2024-02-16 00:00:00,2024-06-27 00:00:00,4.75,51.214806,1.94,4.083303,7.8,Z_017,8.69,4.81,8.58,4.69,2024-03-26 00:00:00,6.63,1.93,6.47,5.29
2024-11-02 00:00:00,1.3,Bordeaux,Hauts-de-France,Hauts-de-France,6.34,6.75,7.82,1.47,2024-07-17 00:00:00,5.34,2024-08-18 00:00:00,45.394849,5.107004,6.89,SNCF_Open_Data,Z_015,8.21,70,19.1,5.107004,7.05,1.34,4.81,2.59,2024-02-10 00:00:00,2024-03-01 00:00:00,8.37,45.394849,2.64,5.107004,6.1,Z_015,8.53,7.33,4.55,3.55,2024-06-05 00:00:00,6.7,7.42,4.51,1.21
2024-09-11 00:00:00,7.69,Nantes,Bretagne,Bretagne,2.56,8.09,6.81,4.52,2024-04-19 00:00:00,2.19,2024-09-25 00:00:00,47.786102,2.219041,3.06,Data.gouv.fr,Z_003,6.46,70,14.2,2.219041,3.47,3.49,6.83,7.99,2024-09-06 00:00:00,2024-07-10 00:00:00,6.6,47.786102,5.05,2.219041,3.36,Z_003,7.59,3.56,2.4,6.14,2024-04-26 00:00:00,3.31,6.99,7.8,3.48
2024-04-11 00:00:00,4.15,Toulouse,Grand Est,Pays de la Loire,3.08,7.6,5.61,2.56,2024-06-05 00:00:00,6.01,2024-04-18 00:00:00,49.635856,1.485873,4.68,SNCF_Open_Data,Z_005,1.39,130,18.5,1.485873,7.09,4.33,5.14,4.14,2024-12-17 00:00:00,2024-01-30 00:00:00,2.14,49.635856,8.19,1.485873,8.6,Z_005,2.09,2.11,2.65,5.46,2024-04-14 00:00:00,6.72,2.3,5.66,2.18
2024-02-26 00:00:00,6.23,Marseille,Hauts-de-France,Grand Est,7.05,3.43,7.49,7.99,2024-10-07 00:00:00,5.71,2024-06-26 00:00:00,49.401388,-0.368327,5.66,Data.gouv.fr,Z_018,7.82,110,13.4,-0.368327,2.0,4.65,7.09,1.3,2024-02-08 00:00:00,2024-01-15 00:00:00,5.34,49.401388,6.35,-0.368327,2.96,Z_018,3.61,3.3,3.43,4.71,2024-02-15 00:00:00,1.92,6.28,4.35,2.36
2024-04-06 00:00:00,6.68,Nantes,Occitanie,Pays de la Loire,4.76,6.79,6.76,4.07,2024-01-04 00:00:00,7.76,2024-01-29 00:00:00,48.711188,-1.199662,8.18,Data.gouv.fr,Z_002,5.62,110,14.2,-1.199662,3.36,3.31,5.12,3.98,2024-08-07 00:00:00,2024-02-10 00:00:00,6.06,48.711188,1.67,-1.199662,3.04,Z_002,3.97,5.85,8.63,4.65,2024-04-19 00:00:00,5.38,7.39,5.75,6.2
2024-09-03 00:00:00,6.68,Toulouse,Occitanie,Hauts-de-France,2.06,3.67,1.41,5.89,2024-12-14 00:00:00,3.2,2024-02-02 00:00:00,52.674777,-0.333272,2.69,Météo-France,Z_019,3.17,50,13.6,-0.333272,6.67,3.87,1.37,2.68,2024-05-24 00:00:00,2024-06-09 00:00:00,8.11,52.674777,7.19,-0.333272,1.86,Z_019,2.41,4.18,8.78,3.55,2024-10-09 00:00:00,2.06,2.87,4.0,7.17
2024-02-28 00:00:00,6.34,Nantes,Grand Est,Occitanie,8.05,7.98,8.5,1.69,2024-08-05 00:00:00,2.57,2024-07-23 00:00:00,48.560923,0.273704,6.26,Météo-France,Z_015,6.06,130,7.1,0.273704,8.43,4.26,4.48,3.78,2024-03-11 00:00:00,2024-04-05 00:00:00,2.47,48.560923,4.44,0.273704,2.28,Z_015,6.26,5.42,3.4,2.53,2024-04-18 00:00:00,3.07,2.99,3.32,5.43
2024-04-18 00:00:00,5.22,Toulouse,Normandie,Hauts-de-France,2.85,2.37,4.29,3.44,2024-07-14 00:00:00,2.86,2024-07-25 00:00:00,49.133096,2.878917,1.28,RATP_Open_Data_2024,Z_003,7.01,70,20.5,2.878917,3.23,5.18,4.67,8.25,2024-03-12 00:00:00,2024-02-06 00:00:00,5.97,49.133096,6.46,2.878917,3.02,Z_003,2.6,5.87,6.41,5.13,2024-05-21 00:00:00,3.75,4.4,7.62,3.29
2024-06-19 00:00:00,4.89,Strasbourg,Nouvelle-Aquitaine,Bretagne,2.41,8.4,5.15,7.56,2024-04-18 00:00:00,6.49,2024-05-22 00:00:00,50.650114,6.096271,4.65,SNCF_Open_Data,Z_004,5.07,45,7.5,6.096271,5.85,3.69,4.4,4.91,2024-10-02 00:00:00,2024-03-07 00:00:00,7.3,50.650114,3.01,6.096271,6.06,Z_004,4.04,2.98,7.27,5.77,2024-11-01 00:00:00,2.31,2.61,1.52,2.82
2024-04-25 00:00:00,2.5,Toulouse,Bretagne,Normandie,6.19,1.26,5.46,7.04,2024-03-23 00:00:00,6.17,2024-10-21 00:00:00,46.885644,-0.011511,7.24,Météo-France,Z_015,3.05,50,10.4,-0.011511,2.55,7.99,4.62,4.64,2024-10-31 00:00:00,2024-06-19 00:00:00,5.65,46.885644,6.6,-0.011511,2.84,Z_015,8.06,7.48,1.85,3.27,2024-04-03 00:00:00,1.62,2.78,4.45,2.22
2024-11-17 00:00:00,5.89,Bordeaux,Normandie,Pays de la Loire,5.82,5.42,5.45,8.4,2024-05-17 00:00:00,3.0,2024-05-06 00:00:00,50.262127,4.307335,4.35,Météo-France,Z_010,8.07,45,7.1,4.307335,2.86,6.86,5.34,8.56,2024-05-02 00:00:00,2024-10-08 00:00:00,7.11,50.262127,1.97,4.307335,2.74,Z_010,3.23,4.33,4.11,2.59,2024-10-20 00:00:00,1.54,5.88,1.91,2.09
2024-04-18 00:00:00,2.75,Lille,Île-de-France,Nouvelle-Aquitaine,3.97,4.69,6.22,6.79,2024-06-24 00:00:00,4.44,2024-05-30 00:00:00,50.342623,-1.516887,8.27,Data.gouv.fr,Z_020,5.08,50,21.2,-1.516887,8.31,6.89,6.48,1.51,2024-07-29 00:00:00,2024-08-12 00:00:00,1.58,50.342623,5.82,-1.516887,7.03,Z_020,1.98,4.15,1.86,7.46,2024-08-15 00:00:00,6.57,2.57,6.51,6.99
