col_feedback_id,col_timestamp,col_date_feedback,col_heure_feedback,col_zone_id,col_zone_nom,col_ville,col_region,col_pays,col_latitude_centre,col_longitude_centre,col_surface_km2,col_population_estimee,col_code_insee_commune,col_app_version,col_rating,col_text,col_sentiment,col_categorie,col_gravite,col_source,col_date_enrichissement
ID_011,2024-07-28 00:00:00,2024-04-30 00:00:00,4.34,ID_011,4.76,Marseille,Occitanie,France,47.896703,3.987478,3.95,47.896703,Paris,7.56,7.49,2.83,2024-05-12 00:00:00,4.49,2.32,SNCF_Open_Data,2024-11-13 00:00:00
ID_012,2024-07-27 00:00:00,2024-09-29 00:00:00,4.36,ID_012,7.76,Lyon,Nouvelle-Aquitaine,France,50.849438,5.031919,5.21,50.849438,Nice,8.17,4.98,5.01,2024-09-14 00:00:00,4.41,8.34,Data.gouv.fr,2024-06-24 00:00:00
ID_013,2024-03-13 00:00:00,2024-08-29 00:00:00,7.92,ID_013,1.4,Nantes,Normandie,France,45.375165,1.127548,7.9,45.375165,Lille,4.44,2.7,5.02,2024-10-13 00:00:00,6.42,5.96,Data.gouv.fr,2024-08-23 00:00:00
ID_014,2024-11-27 00:00:00,2024-07-13 00:00:00,2.84,ID_014,8.68,Lille,Grand Est,France,45.269544,-1.422589,3.22,45.269544,Marseille,2.34,3.76,2.69,2024-01-29 00:00:00,8.79,4.61,Airparif,2024-08-02 00:00:00
ID_015,2024-03-09 00:00:00,2024-05-08 00:00:00,3.82,ID_015,4.02,Strasbourg,Occitanie,France,48.360832,4.405077,8.11,48.360832,Montpellier,1.49,2.7,7.76,2024-03-19 00:00:00,4.38,2.78,Airparif,2024-10-20 00:00:00
ID_016,2024-08-13 00:00:00,2024-08-30 00:00:00,5.73,ID_016,3.55,Bordeaux,Pays de la Loire,France,47.890466,5.899357,4.13,47.890466,Strasbourg,6.73,5.57,1.25,2024-11-09 00:00:00,5.32,4.49,Data.gouv.fr,2024-10-26 00:00:00
ID_017,2024-10-30 00:00:00,2024-08-06 00:00:00,3.43,ID_017,7.37,Strasbourg,Île-de-France,France,52.100424,4.146962,1.7,52.100424,Nice,2.79,2.09,2.37,2024-04-11 00:00:00,5.41,5.89,Data.gouv.fr,2024-05-05 00:00:00
ID_018,2024-05-04 00:00:00,2024-08-29 00:00:00,5.94,ID_018,6.8,Paris,Normandie,France,45.923627,5.587064,1.87,45.923627,Strasbourg,7.19,6.93,5.58,2024-08-25 00:00:00,7.17,8.67,Airparif,2024-04-06 00:00:00
ID_019,2024-04-30 00:00:00,2024-08-30 00:00:00,4.64,ID_019,7.07,Bordeaux,Auvergne-Rhône-Alpes,France,45.642536,1.36071,7.0,45.642536,Bordeaux,6.46,7.39,8.36,2024-04-02 00:00:00,5.57,6.31,SNCF_Open_Data,2024-10-23 00:00:00
ID_020,2024-02-19 00:00:00,2024-10-18 00:00:00,1.68,ID_020,8.66,Nantes,Bretagne,France,46.127033,3.461563,6.96,46.127033,Paris,3.3,4.39,8.36,2024-02-08 00:00:00,6.47,8.28,SNCF_Open_Data,2024-04-13 00:00:00
ID_021,2024-11-18 00:00:00,2024-12-23 00:00:00,6.19,ID_021,2.45,Nantes,Provence-Alpes-Côte d'Azur,France,45.857474,0.629248,1.73,45.857474,Marseille,2.14,3.16,5.34,2024-12-21 00:00:00,6.22,4.75,RATP_Open_Data_2024,2024-10-03 00:00:00
ID_022,2024-06-24 00:00:00,2024-05-26 00:00:00,1.32,ID_022,4.83,Paris,Nouvelle-Aquitaine,France,48.277827,-1.553012,6.07,48.277827,Strasbourg,3.82,6.6,3.62,2024-12-12 00:00:00,3.71,8.19,Météo-France,2024-06-24 00:00:00
ID_023,2024-05-03 00:00:00,2024-05-07 00:00:00,7.21,ID_023,8.07,Toulouse,Pays de la Loire,France,46.059226,-0.591318,6.77,46.059226,Lyon,6.01,6.25,2.15,2024-04-08 00:00:00,6.65,4.51,Météo-France,2024-10-08 00:00:00
ID_024,2024-01-02 00:00:00,2024-12-08 00:00:00,7.05,ID_024,8.28,Nice,Île-de-France,France,48.748265,5.119692,1.84,48.748265,Paris,6.55,2.42,3.84,2024-08-26 00:00:00,2.75,5.31,RATP_Open_Data_2024,2024-10-18 00:00:00
ID_025,2024-07-29 00:00:00,2024-03-07 00:00:00,3.72,ID_025,3.4,Montpellier,Auvergne-Rhône-Alpes,France,49.865354,1.726055,5.85,49.865354,Toulouse,3.63,4.11,2.19,2024-12-24 00:00:00,4.6,3.16,SNCF_Open_Data,2024-09-28 00:00:00
ID_026,2024-03-05 00:00:00,2024-08-01 00:00:00,6.04,ID_026,4.8,Bordeaux,Hauts-de-France,France,45.556737,5.078315,1.34,45.556737,Strasbourg,5.92,1.76,2.19,2024-11-09 00:00:00,2.33,8.75,Météo-France,2024-08-03 00:00:00
ID_027,2024-02-24 00:00:00,2024-06-29 00:00:00,5.67,ID_027,1.6,Nice,Auvergne-Rhône-Alpes,France,52.847726,1.336774,6.33,52.847726,Nice,4.46,6.74,2.98,2024-03-17 00:00:00,4.16,6.28,SNCF_Open_Data,2024-10-30 00:00:00
ID_028,2024-09-19 00:00:00,2024-09-04 00:00:00,3.18,ID_028,2.23,Strasbourg,Île-de-France,France,51.539053,6.09044,1.24,51.539053,Bordeaux,4.63,6.34,5.1,2024-06-10 00:00:00,4.08,5.99,SNCF_Open_Data,2024-05-11 00:00:00
ID_029,2024-05-10 00:00:00,2024-03-01 00:00:00,5.87,ID_029,1.89,Nice,Pays de la Loire,France,45.067107,0.168687,8.46,45.067107,Montpellier,5.04,3.61,3.06,2024-10-04 00:00:00,8.25,7.6,Météo-France,2024-05-31 00:00:00
ID_030,2024-03-15 00:00:00,2024-04-16 00:00:00,4.0,ID_030,1.84,Lyon,Provence-Alpes-Côte d'Azur,France,45.998339,4.056815,3.04,45.998339,Lyon,5.28,6.75,3.69,2024-02-02 00:00:00,3.88,4.23,RATP_Open_Data_2024,2024-06-09 00:00:00
ID_031,2024-07-25 00:00:00,2024-09-06 00:00:00,4.48,ID_031,7.2,Toulouse,Nouvelle-Aquitaine,France,48.796096,3.001029,4.58,48.796096,Lille,1.77,6.15,3.12,2024-11-11 00:00:00,8.64,4.82,Airparif,2024-09-26 00:00:00
ID_032,2024-03-10 00:00:00,2024-01-19 00:00:00,3.48,ID_032,3.84,Strasbourg,Île-de-France,France,46.883764,2.641963,4.63,46.883764,Strasbourg,4.42,1.25,5.52,2024-05-03 00:00:00,2.17,1.22,Data.gouv.fr,2024-06-07 00:00:00
ID_033,2024-06-24 00:00:00,2024-10-10 00:00:00,6.47,ID_033,8.23,Strasbourg,Hauts-de-France,France,50.482922,3.027035,2.93,50.482922,Lyon,6.57,8.46,6.05,2024-06-01 00:00:00,7.32,6.81,Airparif,2024-07-18 00:00:00
ID_034,2024-11-01 00:00:00,2024-03-23 00:00:00,7.88,ID_034,1.83,Bordeaux,Hauts-de-France,France,47.946335,-1.440987,5.47,47.946335,Bordeaux,7.09,7.86,1.62,2024-11-01 00:00:00,2.85,6.77,Airparif,2024-04-13 00:00:00
ID_035,2024-10-01 00:00:00,2024-03-13 00:00:00,6.44,ID_035,3.53,Lyon,Pays de la Loire,France,49.596792,5.320965,2.92,49.596792,Marseille,5.97,4.94,7.74,2024-12-26 00:00:00,5.47,7.98,SNCF_Open_Data,2024-06-30 00:00:00
ID_036,2024-03-16 00:00:00,2024-06-04 00:00:00,3.63,ID_036,7.28,Nantes,Occitanie,France,48.82246,1.324906,1.35,48.82246,Toulouse,8.51,7.69,4.36,2024-03-30 00:00:00,5.0,3.04,RATP_Open_Data_2024,2024-02-14 00:00:00
ID_037,2024-10-19 00:00:00,2024-11-30 00:00:00,6.75,ID_037,2.57,Nantes,Nouvelle-Aquitaine,France,48.827995,5.994538,2.13,48.827995,Paris,6.17,1.65,1.79,2024-04-20 00:00:00,3.47,4.0,Data.gouv.fr,2024-12-06 00:00:00
ID_038,2024-01-19 00:00:00,2024-04-24 00:00:00,3.44,ID_038,3.46,Marseille,Hauts-de-France,France,47.670583,0.530376,5.51,47.670583,Lyon,1.31,2.53,4.36,2024-03-20 00:00:00,3.84,4.01,Météo-France,2024-02-27 00:00:00
ID_039,2024-01-18 00:00:00,2024-03-27 00:00:00,8.11,ID_039,5.62,Marseille,Nouvelle-Aquitaine,France,45.931846,3.386028,8.03,45.931846,Marseille,5.01,3.69,6.5,2024-05-29 00:00:00,2.64,4.4,Météo-France,2024-01-16 00:00:00
ID_040,2024-08-18 00:00:00,2024-04-12 00:00:00,3.14,ID_040,8.19,Paris,Bretagne,France,52.069195,5.482337,4.03,52.069195,Bordeaux,3.68,6.1,1.98,2024-12-08 00:00:00,5.32,2.29,Airparif,2024-10-05 00:00:00
ID_041,2024-09-15 00:00:00,2024-02-14 00:00:00,7.8,ID_041,7.17,Paris,Occitanie,France,45.236867,-1.474388,2.5,45.236867,Lille,4.71,1.61,4.54,2024-02-09 00:00:00,7.65,2.91,Data.gouv.fr,2024-10-11 00:00:00
ID_042,2024-07-15 00:00:00,2024-07-10 00:00:00,5.81,ID_042,2.04,Toulouse,Occitanie,France,45.133881,0.317241,2.03,45.133881,Lyon,7.32,6.12,1.7,2024-01-21 00:00:00,8.71,6.86,Airparif,2024-10-05 00:00:00
ID_043,2024-01-08 00:00:00,2024-04-16 00:00:00,5.12,ID_043,5.2,Lille,Île-de-France,France,49.847571,4.614287,8.49,49.847571,Marseille,5.76,8.31,6.72,2024-03-27 00:00:00,3.09,6.77,Data.gouv.fr,2024-08-02 00:00:00
ID_044,2024-07-23 00:00:00,2024-08-25 00:00:00,5.02,ID_044,6.77,Toulouse,Occitanie,France,51.353343,0.131458,6.49,51.353343,Marseille,4.33,2.09,4.13,2024-06-28 00:00:00,3.04,5.55,SNCF_Open_Data,2024-03-26 00:00:00
ID_045,2024-01-30 00:00:00,2024-10-18 00:00:00,2.42,ID_045,1.36,Marseille,Provence-Alpes-Côte d'Azur,France,47.705148,3.177425,7.71,47.705148,Lyon,7.74,1.88,8.62,2024-03-17 00:00:00,2.88,5.7,Airparif,2024-02-18 00:00:00
ID_046,2024-10-02 00:00:00,2024-11-10 00:00:00,2.19,ID_046,2.17,Strasbourg,Hauts-de-France,France,52.530765,2.152244,7.54,52.530765,Paris,3.89,5.43,8.63,2024-10-30 00:00:00,5.27,3.28,SNCF_Open_Data,2024-12-11 00:00:00
ID_047,2024-07-10 00:00:00,2024-03-02 00:00:00,8.01,ID_047,1.27,Lyon,Hauts-de-France,France,52.079778,0.659939,2.35,52.079778,Nantes,4.6,1.44,6.04,2024-08-30 00:00:00,8.74,4.0,Airparif,2024-01-04 00:00:00
ID_048,2024-09-18 00:00:00,2024-01-23 00:00:00,5.58,ID_048,3.44,Nantes,Auvergne-Rhône-Alpes,France,46.281751,-1.605639,2.54,46.281751,Marseille,7.66,4.11,2.79,2024-06-25 00:00:00,2.62,7.13,Météo-France,2024-03-29 00:00:00
ID_049,2024-11-14 00:00:00,2024-05-01 00:00:00,4.19,ID_049,5.07,Toulouse,Provence-Alpes-Côte d'Azur,France,48.675869,5.304497,2.99,48.675869,Paris,4.58,6.61,6.99,2024-04-20 00:00:00,5.42,1.34,Data.gouv.fr,2024-10-31 00:00:00
ID_050,2024-09-20 00:00:00,2024-06-23 00:00:00,7.53,ID_050,5.17,Montpellier,Île-de-France,France,46.647127,1.023502,2.52,46.647127,Montpellier,2.62,1.37,3.8,2024-01-06 00:00:00,4.58,1.99,SNCF_Open_Data,2024-08-01 00:00:00
ID_051,2024-12-08 00:00:00,2024-01-13 00:00:00,6.87,ID_051,1.79,Lyon,Île-de-France,France,48.166271,5.745274,5.28,48.166271,Nantes,4.65,6.63,7.82,2024-03-17 00:00:00,8.04,3.76,Airparif,2024-02-05 00:00:00
ID_052,2024-05-02 00:00:00,2024-02-22 00:00:00,6.24,ID_052,2.89,Toulouse,Occitanie,France,51.547414,-1.340332,3.14,51.547414,Paris,4.48,1.27,2.58,2024-07-27 00:00:00,4.64,2.86,Data.gouv.fr,2024-10-25 00:00:00
ID_053,2024-08-23 00:00:00,2024-09-10 00:00:00,1.35,ID_053,4.21,Marseille,Normandie,France,48.434588,2.136997,4.95,48.434588,Paris,8.2,6.85,7.5,2024-12-02 00:00:00,5.92,1.77,Météo-France,2024-02-03 00:00:00
ID_054,2024-10-07 00:00:00,2024-03-20 00:00:00,4.46,ID_054,4.83,Bordeaux,Nouvelle-Aquitaine,France,52.748606,0.810303,4.48,52.748606,Paris,3.77,6.41,2.97,2024-01-19 00:00:00,8.13,7.23,Météo-France,2024-06-03 00:00:00
ID_055,2024-09-15 00:00:00,2024-12-16 00:00:00,2.0,ID_055,8.57,Marseille,Hauts-de-France,France,49.377332,5.897876,3.11,49.377332,Lyon,1.23,2.79,3.14,2024-02-07 00:00:00,3.57,3.29,Data.gouv.fr,2024-05-26 00:00:00
ID_056,2024-11-03 00:00:00,2024-01-05 00:00:00,3.77,ID_056,5.35,Nice,Bretagne,France,52.69511,3.15375,1.82,52.69511,Montpellier,7.7,4.96,5.64,2024-04-06 00:00:00,1.52,3.24,Météo-France,2024-07-02 00:00:00
ID_057,2024-11-29 00:00:00,2024-09-22 00:00:00,5.54,ID_057,4.38,Lyon,Occitanie,France,48.794026,5.417305,1.34,48.794026,Marseille,6.74,5.48,3.96,2024-03-11 00:00:00,7.82,3.52,Data.gouv.fr,2024-01-19 00:00:00
ID_058,2024-07-21 00:00:00,2024-10-12 00:00:00,8.42,ID_058,7.12,Marseille,Normandie,France,47.800822,5.760953,2.07,47.800822,Montpellier,1.48,3.49,8.67,2024-08-22 00:00:00,4.31,6.33,SNCF_Open_Data,2024-10-22 00:00:00
ID_059,2024-05-25 00:00:00,2024-08-13 00:00:00,4.04,ID_059,2.57,Lille,Auvergne-Rhône-Alpes,France,51.800049,-0.340062,3.25,51.800049,Nice,3.57,4.18,7.9,2024-02-14 00:00:00,8.43,2.17,Airparif,2024-11-10 00:00:00
ID_060,2024-08-09 00:00:00,2024-05-21 00:00:00,7.22,ID_060,6.62,Montpellier,Normandie,France,46.405496,-0.401814,3.33,46.405496,Lille,1.81,6.11,2.79,2024-09-04 00:00:00,7.97,2.72,Airparif,2024-05-15 00:00:00
ID_061,2024-03-28 00:00:00,2024-02-09 00:00:00,4.26,ID_061,2.97,Nantes,Auvergne-Rhône-Alpes,France,50.842412,2.624383,3.39,50.842412,Montpellier,4.56,4.24,7.48,2024-01-08 00:00:00,8.35,6.68,Data.gouv.fr,2024-02-02 00:00:00
ID_062,2024-06-09 00:00:00,2024-11-05 00:00:00,1.55,ID_062,7.78,Lille,Hauts-de-France,France,44.966477,5.395445,4.32,44.966477,Nice,6.97,4.28,4.0,2024-04-17 00:00:00,6.75,8.61,Data.gouv.fr,2024-04-05 00:00:00
ID_063,2024-08-23 00:00:00,2024-07-24 00:00:00,5.54,ID_063,3.64,Montpellier,Bretagne,France,45.591457,4.121245,8.05,45.591457,Lille,7.43,6.41,8.18,2024-04-09 00:00:00,7.01,4.41,Météo-France,2024-10-26 00:00:00
ID_064,2024-05-07 00:00:00,2024-09-15 00:00:00,7.16,ID_064,7.98,Lille,Nouvelle-Aquitaine,France,45.206537,5.877176,5.26,45.206537,Nice,3.08,7.76,5.43,2024-05-03 00:00:00,2.1,4.25,Météo-France,2024-08-03 00:00:00
ID_065,2024-09-14 00:00:00,2024-05-17 00:00:00,3.48,ID_065,4.08,Paris,Hauts-de-France,France,49.535226,5.085073,2.24,49.535226,Nice,8.06,4.67,6.25,2024-02-13 00:00:00,1.96,2.75,Data.gouv.fr,2024-05-22 00:00:00
ID_066,2024-06-08 00:00:00,2024-10-04 00:00:00,5.2,ID_066,8.7,Lille,Normandie,France,51.83218,3.425465,5.58,51.83218,Marseille,4.25,5.21,1.55,2024-12-20 00:00:00,3.71,8.11,SNCF_Open_Data,2024-12-06 00:00:00
ID_067,2024-12-16 00:00:00,2024-09-09 00:00:00,1.42,ID_067,7.74,Lyon,Pays de la Loire,France,52.272248,5.040714,4.74,52.272248,Bordeaux,7.14,8.79,5.32,2024-02-04 00:00:00,4.25,7.08,SNCF_Open_Data,2024-12-19 00:00:00
ID_068,2024-08-20 00:00:00,2024-04-06 00:00:00,4.71,ID_068,5.92,Bordeaux,Île-de-France,France,48.658753,5.776752,6.87,48.658753,Lille,4.87,7.63,8.61,2024-06-12 00:00:00,5.19,2.0,Météo-France,2024-10-04 00:00:00
ID_069,2024-12-02 00:00:00,2024-08-11 00:00:00,8.75,ID_069,1.22,Paris,Normandie,France,47.528881,2.551251,5.72,47.528881,Nantes,4.93,4.34,2.36,2024-07-18 00:00:00,7.12,2.15,Météo-France,2024-03-21 00:00:00
ID_070,2024-12-04 00:00:00,2024-07-08 00:00:00,2.21,ID_070,7.39,Marseille,Normandie,France,48.684501,3.264041,7.02,48.684501,Toulouse,4.28,4.67,5.2,2024-01-06 00:00:00,8.65,2.02,Airparif,2024-11-03 00:00:00
ID_071,2024-11-24 00:00:00,2024-04-15 00:00:00,5.51,ID_071,6.89,Montpellier,Bretagne,France,47.017456,-1.054435,5.6,47.017456,Bordeaux,3.2,8.52,6.0,2024-10-04 00:00:00,3.19,4.36,Météo-France,2024-07-01 00:00:00
ID_072,2024-07-28 00:00:00,2024-01-12 00:00:00,4.81,ID_072,4.93,Lyon,Normandie,France,48.582416,3.999707,1.93,48.582416,Nantes,6.32,1.81,6.15,2024-04-01 00:00:00,8.66,1.82,RATP_Open_Data_2024,2024-08-03 00:00:00
ID_073,2024-04-01 00:00:00,2024-07-08 00:00:00,5.12,ID_073,2.26,Toulouse,Provence-Alpes-Côte d'Azur,France,46.9382,-0.129848,3.23,46.9382,Lille,8.27,2.43,6.29,2024-03-09 00:00:00,7.19,3.15,Data.gouv.fr,2024-07-14 00:00:00
ID_074,2024-01-01 00:00:00,2024-12-15 00:00:00,3.39,ID_074,7.2,Bordeaux,Grand Est,France,45.809387,1.507123,5.12,45.809387,Lille,6.64,5.34,1.54,2024-09-14 00:00:00,5.06,4.73,Airparif,2024-01-29 00:00:00
ID_075,2024-05-12 00:00:00,2024-12-15 00:00:00,1.3,ID_075,3.24,Montpellier,Hauts-de-France,France,45.770571,2.467665,8.25,45.770571,Nice,1.97,7.57,7.7,2024-05-12 00:00:00,6.01,6.21,Data.gouv.fr,2024-08-24 00:00:00
ID_076,2024-07-13 00:00:00,2024-05-25 00:00:00,3.33,ID_076,2.19,Lille,Provence-Alpes-Côte d'Azur,France,51.895061,0.613509,7.38,51.895061,Lyon,1.45,2.68,1.27,2024-01-18 00:00:00,7.72,5.99,Data.gouv.fr,2024-10-02 00:00:00
ID_077,2024-06-21 00:00:00,2024-07-10 00:00:00,1.37,ID_077,6.05,Nice,Nouvelle-Aquitaine,France,50.565568,0.099861,3.24,50.565568,Strasbourg,8.02,2.6,6.92,2024-05-25 00:00:00,7.94,8.23,Airparif,2024-02-28 00:00:00
ID_078,2024-03-15 00:00:00,2024-04-07 00:00:00,7.85,ID_078,4.57,Marseille,Provence-Alpes-Côte d'Azur,France,47.636659,5.540826,8.46,47.636659,Nantes,6.34,1.86,4.13,2024-11-18 00:00:00,8.32,4.49,RATP_Open_Data_2024,2024-07-29 00:00:00
ID_079,2024-01-31 00:00:00,2024-01-14 00:00:00,3.95,ID_079,5.5,Paris,Bretagne,France,51.346969,-0.204719,8.22,51.346969,Strasbourg,3.3,6.63,7.09,2024-10-28 00:00:00,2.95,7.91,Météo-France,2024-04-26 00:00:00
ID_080,2024-09-20 00:00:00,2024-01-08 00:00:00,7.49,ID_080,1.84,Marseille,Normandie,France,48.256307,2.923373,7.23,48.256307,Paris,5.05,7.66,8.44,2024-03-19 00:00:00,7.0,8.27,SNCF_Open_Data,2024-02-10 00:00:00
ID_081,2024-12-11 00:00:00,2024-07-05 00:00:00,6.7,ID_081,5.33,Toulouse,Occitanie,France,50.280201,-1.355548,3.98,50.280201,Toulouse,8.24,4.01,1.47,2024-12-21 00:00:00,7.09,2.83,SNCF_Open_Data,2024-04-19 00:00:00
ID_082,2024-04-09 00:00:00,2024-11-07 00:00:00,6.3,ID_082,6.96,Marseille,Grand Est,France,49.115076,0.56371,1.21,49.115076,Nice,2.39,3.18,3.0,2024-07-31 00:00:00,2.26,3.25,Data.gouv.fr,2024-08-07 00:00:00
ID_083,2024-06-02 00:00:00,2024-07-24 00:00:00,7.81,ID_083,4.62,Nice,Nouvelle-Aquitaine,France,46.636774,2.727214,4.3,46.636774,Lyon,5.42,4.02,3.87,2024-02-21 00:00:00,1.89,6.29,SNCF_Open_Data,2024-03-21 00:00:00
ID_084,2024-07-19 00:00:00,2024-09-05 00:00:00,6.09,ID_084,7.64,Montpellier,Pays de la Loire,France,51.466028,3.694591,2.89,51.466028,Lyon,2.68,2.96,4.34,2024-10-29 00:00:00,7.26,7.6,Data.gouv.fr,2024-12-15 00:00:00
ID_085,2024-01-14 00:00:00,2024-02-29 00:00:00,4.15,ID_085,5.46,Nantes,Île-de-France,France,50.785005,3.283891,5.76,50.785005,Bordeaux,1.73,6.6,4.7,2024-05-22 00:00:00,7.83,1.37,Data.gouv.fr,2024-09-24 00:00:00
ID_086,2024-02-04 00:00:00,2024-10-05 00:00:00,7.55,ID_086,7.56,Nice,Hauts-de-France,France,49.441036,6.16727,2.72,49.441036,Bordeaux,5.2,1.63,4.85,2024-04-01 00:00:00,3.26,2.25,Airparif,2024-11-03 00:00:00
ID_087,2024-09-16 00:00:00,2024-08-31 00:00:00,3.45,ID_087,3.66,Paris,Île-de-France,France,50.473329,-0.894309,5.26,50.473329,Toulouse,2.87,8.63,4.2,2024-12-18 00:00:00,6.56,7.64,Météo-France,2024-09-21 00:00:00
ID_088,2024-12-15 00:00:00,2024-03-23 00:00:00,5.1,ID_088,4.12,Paris,Normandie,France,50.270427,-0.874589,7.14,50.270427,Nice,2.39,8.6,7.52,2024-03-07 00:00:00,8.74,2.71,Data.gouv.fr,2024-08-12 00:00:00
ID_089,2024-06-12 00:00:00,2024-03-17 00:00:00,1.92,ID_089,6.38,Bordeaux,Grand Est,France,51.225096,1.269289,4.94,51.225096,Marseille,4.32,6.8,4.59,2024-12-16 00:00:00,7.41,5.71,Data.gouv.fr,2024-09-10 00:00:00
ID_090,2024-05-01 00:00:00,2024-12-18 00:00:00,4.33,ID_090,5.51,Toulouse,Provence-Alpes-Côte d'Azur,France,47.868897,0.858295,5.84,47.868897,Lille,4.41,3.59,8.04,2024-11-14 00:00:00,7.73,5.59,Météo-France,2024-03-27 00:00:00
ID_091,2024-04-20 00:00:00,2024-11-02 00:00:00,2.96,ID_091,7.57,Toulouse,Auvergne-Rhône-Alpes,France,47.174473,2.704989,7.95,47.174473,Lille,4.76,5.94,4.17,2024-08-14 00:00:00,2.9,2.25,Météo-France,2024-10-29 00:00:00
ID_092,2024-05-04 00:00:00,2024-12-23 00:00:00,8.53,ID_092,8.23,Montpellier,Nouvelle-Aquitaine,France,49.140872,6.279562,1.57,49.140872,Paris,7.43,4.23,6.48,2024-01-01 00:00:00,7.47,8.58,Météo-France,2024-10-26 00:00:00
ID_093,2024-01-06 00:00:00,2024-10-01 00:00:00,4.73,ID_093,2.27,Bordeaux,Grand Est,France,48.983201,0.099863,5.8,48.983201,Toulouse,4.47,5.67,1.66,2024-03-25 00:00:00,3.19,5.43,Météo-France,2024-09-16 00:00:00
ID_094,2024-03-06 00:00:00,2024-03-09 00:00:00,7.54,ID_094,3.13,Strasbourg,Grand Est,France,45.789249,5.445486,1.9,45.789249,Toulouse,6.92,3.32,6.45,2024-10-11 00:00:00,4.33,8.19,Airparif,2024-06-24 00:00:00
ID_095,2024-03-05 00:00:00,2024-01-02 00:00:00,1.32,ID_095,7.0,Paris,Bretagne,France,46.802157,1.618228,3.37,46.802157,Toulouse,2.48,2.89,7.4,2024-12-24 00:00:00,6.82,6.04,Data.gouv.fr,2024-10-09 00:00:00
ID_096,2024-03-03 00:00:00,2024-01-12 00:00:00,8.5,ID_096,5.99,Nantes,Bretagne,France,48.517575,6.14099,7.09,48.517575,Toulouse,7.98,1.64,8.35,2024-06-30 00:00:00,2.77,4.78,RATP_Open_Data_2024,2024-09-09 00:00:00
