col_date,col_intensite_veh_h,col_debit_veh_km,col_occupation_pourcent,col_ville,col_source,col_date_collecte
2024-07-04 00:00:00,7.63,6.14,7.31,Marseille,Météo-France,2024-10-30 00:00:00
2024-08-22 00:00:00,2.98,3.28,6.23,Bordeaux,Data.gouv.fr,2024-05-05 00:00:00
2024-06-28 00:00:00,1.69,7.93,4.78,Nice,Airparif,2024-09-09 00:00:00
2024-03-06 00:00:00,7.49,1.72,3.54,Lyon,Data.gouv.fr,2024-10-02 00:00:00
2024-06-25 00:00:00,1.46,1.67,1.77,Bordeaux,SNCF_Open_Data,2024-12-07 00:00:00
2024-10-05 00:00:00,4.19,1.28,6.08,Montpellier,Airparif,2024-02-02 00:00:00
2024-03-24 00:00:00,7.39,7.57,6.0,Bordeaux,Airparif,2024-10-23 00:00:00
2024-11-05 00:00:00,6.26,3.98,3.44,Nantes,Airparif,2024-12-18 00:00:00
2024-11-19 00:00:00,4.13,6.22,7.46,Nice,SNCF_Open_Data,2024-05-03 00:00:00
2024-11-21 00:00:00,8.38,7.34,1.63,Bordeaux,Data.gouv.fr,2024-10-01 00:00:00
2024-11-22 00:00:00,6.89,7.61,5.97,Paris,Météo-France,2024-01-19 00:00:00
2024-07-05 00:00:00,3.96,3.61,3.1,Lyon,Airparif,2024-08-13 00:00:00
2024-12-11 00:00:00,6.77,8.75,8.35,Marseille,Airparif,2024-03-15 00:00:00
2024-07-13 00:00:00,7.22,3.56,7.96,Lille,RATP_Open_Data_2024,2024-01-17 00:00:00
2024-01-18 00:00:00,8.61,2.13,2.55,Nantes,Météo-France,2024-03-07 00:00:00
2024-03-09 00:00:00,7.68,2.45,6.97,Nice,SNCF_Open_Data,2024-04-08 00:00:00
2024-05-01 00:00:00,3.19,8.23,7.57,Lille,SNCF_Open_Data,2024-09-11 00:00:00
2024-03-28 00:00:00,8.13,3.96,4.8,Strasbourg,Data.gouv.fr,2024-09-10 00:00:00
2024-08-12 00:00:00,5.81,6.51,5.19,Strasbourg,Météo-France,2024-06-13 00:00:00
2024-12-23 00:00:00,6.3,5.05,6.56,Montpellier,Data.gouv.fr,2024-09-10 00:00:00
2024-10-06 00:00:00,4.21,4.43,5.09,Bordeaux,SNCF_Open_Data,2024-10-27 00:00:00
2024-08-14 00:00:00,2.96,6.18,4.06,Nice,Météo-France,2024-07-30 00:00:00
2024-02-28 00:00:00,7.75,5.02,6.03,Nantes,RATP_Open_Data_2024,2024-09-25 00:00:00
2024-03-08 00:00:00,7.03,1.66,1.64,Bordeaux,RATP_Open_Data_2024,2024-04-22 00:00:00
2024-07-23 00:00:00,5.41,1.75,6.21,Lille,SNCF_Open_Data,2024-11-04 00:00:00
2024-11-18 00:00:00,8.6,5.18,7.95,Paris,Airparif,2024-12-26 00:00:00
2024-06-22 00:00:00,3.5,2.88,5.33,Bordeaux,Météo-France,2024-03-03 00:00:00
2024-01-26 00:00:00,5.0,8.28,1.54,Nantes,Météo-France,2024-05-17 00:00:00
2024-12-04 00:00:00,3.84,3.2,2.0,Marseille,Météo-France,2024-02-26 00:00:00
2024-03-29 00:00:00,7.73,1.97,8.2,Toulouse,RATP_Open_Data_2024,2024-01-21 00:00:00
2024-01-12 00:00:00,3.19,4.96,7.71,Lille,Météo-France,2024-03-29 00:00:00
2024-11-02 00:00:00,3.31,5.32,8.03,Nantes,SNCF_Open_Data,2024-06-02 00:00:00
2024-09-03 00:00:00,5.63,5.76,2.78,Nantes,Météo-France,2024-08-11 00:00:00
2024-11-08 00:00:00,7.45,7.28,8.35,Lyon,Airparif,2024-10-25 00:00:00
2024-03-02 00:00:00,8.18,8.73,1.35,Toulouse,Météo-France,2024-03-12 00:00:00
2024-10-18 00:00:00,5.69,3.7,4.42,Paris,SNCF_Open_Data,2024-11-20 00:00:00
2024-01-31 00:00:00,8.08,7.28,7.73,Strasbourg,Data.gouv.fr,2024-07-23 00:00:00
2024-01-09 00:00:00,8.35,8.67,4.53,Strasbourg,Data.gouv.fr,2024-03-21 00:00:00
2024-01-04 00:00:00,8.07,4.84,5.5,Nantes,Météo-France,2024-06-24 00:00:00
2024-12-07 00:00:00,4.85,4.15,8.73,Lyon,Météo-France,2024-11-30 00:00:00
2024-02-29 00:00:00,8.28,1.46,4.85,Strasbourg,SNCF_Open_Data,2024-04-16 00:00:00
2024-01-16 00:00:00,8.28,1.61,6.09,Paris,RATP_Open_Data_2024,2024-02-19 00:00:00
2024-06-21 00:00:00,7.06,5.95,6.59,Montpellier,Data.gouv.fr,2024-08-24 00:00:00
2024-11-21 00:00:00,6.11,1.42,1.68,Lille,RATP_Open_Data_2024,2024-03-10 00:00:00
2024-01-28 00:00:00,6.81,3.92,2.78,Marseille,SNCF_Open_Data,2024-10-12 00:00:00
2024-01-18 00:00:00,4.84,1.67,2.4,Toulouse,Data.gouv.fr,2024-11-03 00:00:00
2024-06-22 00:00:00,5.64,7.17,6.59,Marseille,Météo-France,2024-04-14 00:00:00
2024-11-15 00:00:00,6.33,1.61,3.56,Lyon,SNCF_Open_Data,2024-11-26 00:00:00
2024-06-17 00:00:00,8.18,6.63,5.06,Strasbourg,Data.gouv.fr,2024-05-13 00:00:00
2024-03-01 00:00:00,4.27,6.31,6.26,Montpellier,Airparif,2024-08-26 00:00:00
2024-06-27 00:00:00,7.22,4.16,7.77,Nice,Data.gouv.fr,2024-12-13 00:00:00
2024-08-29 00:00:00,4.88,1.66,7.1,Strasbourg,SNCF_Open_Data,2024-04-06 00:00:00
2024-01-09 00:00:00,4.35,5.84,7.76,Bordeaux,Météo-France,2024-11-10 00:00:00
2024-05-12 00:00:00,3.29,1.27,7.18,Marseille,Data.gouv.fr,2024-10-12 00:00:00
2024-05-06 00:00:00,6.65,1.74,3.22,Lille,SNCF_Open_Data,2024-09-09 00:00:00
2024-06-10 00:00:00,4.06,3.17,7.07,Montpellier,Data.gouv.fr,2024-04-23 00:00:00
2024-01-13 00:00:00,8.19,4.66,5.4,Strasbourg,Météo-France,2024-06-24 00:00:00
2024-06-30 00:00:00,5.12,7.38,6.54,Lyon,SNCF_Open_Data,2024-08-12 00:00:00
2024-07-27 00:00:00,1.58,3.16,2.56,Marseille,SNCF_Open_Data,2024-02-13 00:00:00
2024-09-04 00:00:00,8.0,3.42,8.16,Nice,Airparif,2024-05-11 00:00:00
2024-04-28 00:00:00,6.97,5.12,1.69,Bordeaux,Météo-France,2024-11-22 00:00:00
2024-02-20 00:00:00,8.1,5.03,5.41,Strasbourg,Airparif,2024-03-27 00:00:00
2024-04-05 00:00:00,8.14,3.24,4.49,Marseille,Airparif,2024-09-06 00:00:00
2024-02-26 00:00:00,7.58,2.42,6.13,Toulouse,Météo-France,2024-08-22 00:00:00
2024-02-07 00:00:00,6.75,2.33,6.2,Bordeaux,Météo-France,2024-07-28 00:00:00
2024-10-23 00:00:00,7.22,4.86,7.22,Bordeaux,SNCF_Open_Data,2024-09-22 00:00:00
2024-09-21 00:00:00,2.79,4.11,3.02,Lyon,Airparif,2024-10-17 00:00:00
2024-02-12 00:00:00,4.8,5.35,5.07,Montpellier,Météo-France,2024-07-25 00:00:00
2024-03-10 00:00:00,3.96,6.88,5.66,Strasbourg,RATP_Open_Data_2024,2024-11-01 00:00:00
2024-08-24 00:00:00,4.51,6.38,8.79,Paris,SNCF_Open_Data,2024-09-20 00:00:00
2024-03-04 00:00:00,5.22,8.07,5.25,Nantes,Data.gouv.fr,2024-01-19 00:00:00
2024-06-11 00:00:00,2.51,3.33,8.78,Lille,RATP_Open_Data_2024,2024-05-24 00:00:00
2024-08-30 00:00:00,4.21,4.12,8.5,Strasbourg,RATP_Open_Data_2024,2024-02-14 00:00:00
2024-08-01 00:00:00,1.51,6.13,3.38,Bordeaux,Data.gouv.fr,2024-01-20 00:00:00
2024-02-14 00:00:00,3.27,6.79,5.31,Montpellier,Météo-France,2024-03-01 00:00:00
2024-09-02 00:00:00,3.73,6.52,3.83,Toulouse,Data.gouv.fr,2024-10-27 00:00:00
2024-07-25 00:00:00,2.45,5.74,8.19,Marseille,SNCF_Open_Data,2024-08-20 00:00:00
2024-07-16 00:00:00,2.15,5.47,6.58,Strasbourg,Météo-France,2024-11-24 00:00:00
2024-02-06 00:00:00,3.39,5.57,8.37,Marseille,Météo-France,2024-04-27 00:00:00
2024-10-20 00:00:00,2.75,1.79,2.56,Nantes,SNCF_Open_Data,2024-01-06 00:00:00
2024-01-27 00:00:00,2.92,1.83,6.1,Montpellier,Airparif,2024-08-12 00:00:00
2024-05-07 00:00:00,2.04,5.48,6.77,Marseille,RATP_Open_Data_2024,2024-05-29 00:00:00
2024-04-26 00:00:00,6.93,2.58,3.26,Bordeaux,Data.gouv.fr,2024-05-27 00:00:00
2024-09-18 00:00:00,8.58,5.33,2.17,Paris,Airparif,2024-01-03 00:00:00
2024-09-13 00:00:00,8.04,3.31,7.94,Marseille,Data.gouv.fr,2024-11-14 00:00:00
2024-02-23 00:00:00,4.71,1.91,7.17,Strasbourg,Météo-France,2024-05-06 00:00:00
2024-02-27 00:00:00,1.4,7.67,5.73,Strasbourg,Data.gouv.fr,2024-10-14 00:00:00
2024-07-06 00:00:00,3.86,2.46,7.59,Bordeaux,SNCF_Open_Data,2024-09-23 00:00:00
2024-10-03 00:00:00,1.59,2.53,4.54,Lyon,Airparif,2024-07-11 00:00:00
2024-05-22 00:00:00,2.19,1.31,3.95,Marseille,Data.gouv.fr,2024-04-27 00:00:00
2024-05-14 00:00:00,5.38,4.76,8.13,Paris,SNCF_Open_Data,2024-05-16 00:00:00
2024-02-05 00:00:00,8.45,5.92,4.58,Montpellier,SNCF_Open_Data,2024-12-21 00:00:00
2024-11-09 00:00:00,6.33,8.08,3.78,Nice,Data.gouv.fr,2024-03-17 00:00:00
2024-03-02 00:00:00,3.29,5.99,6.36,Paris,SNCF_Open_Data,2024-04-30 00:00:00
2024-08-11 00:00:00,3.65,8.4,7.93,Nice,Météo-France,2024-08-08 00:00:00
2024-07-13 00:00:00,3.73,2.81,4.72,Strasbourg,RATP_Open_Data_2024,2024-01-01 00:00:00
2024-11-28 00:00:00,2.07,5.71,5.06,Strasbourg,Data.gouv.fr,2024-08-23 00:00:00
2024-11-17 00:00:00,2.82,6.66,5.91,Toulouse,Airparif,2024-10-15 00:00:00
2024-03-30 00:00:00,1.25,4.95,2.31,Montpellier,SNCF_Open_Data,2024-06-06 00:00:00
2024-10-26 00:00:00,7.0,1.52,2.69,Lille,Data.gouv.fr,2024-11-10 00:00:00
2024-02-12 00:00:00,5.74,3.19,1.31,Nice,SNCF_Open_Data,2024-09-12 00:00:00
2024-09-23 00:00:00,4.89,3.25,2.24,Montpellier,SNCF_Open_Data,2024-08-30 00:00:00
2024-12-10 00:00:00,3.73,4.01,3.98,Strasbourg,RATP_Open_Data_2024,2024-11-30 00:00:00
2024-07-17 00:00:00,6.25,5.4,4.95,Strasbourg,RATP_Open_Data_2024,2024-05-16 00:00:00
2024-09-27 00:00:00,5.09,3.74,6.82,Paris,SNCF_Open_Data,2024-08-19 00:00:00
2024-10-04 00:00:00,8.05,7.42,7.88,Nantes,RATP_Open_Data_2024,2024-02-14 00:00:00
2024-01-22 00:00:00,3.25,3.46,6.65,Lille,SNCF_Open_Data,2024-11-10 00:00:00
2024-12-20 00:00:00,4.23,3.49,6.01,Nantes,Météo-France,2024-09-23 00:00:00
2024-12-21 00:00:00,6.16,3.14,8.58,Bordeaux,Airparif,2024-02-20 00:00:00
2024-03-14 00:00:00,3.23,8.56,2.26,Paris,RATP_Open_Data_2024,2024-06-24 00:00:00
2024-01-13 00:00:00,8.77,5.3,1.89,Lyon,RATP_Open_Data_2024,2024-02-25 00:00:00
2024-08-31 00:00:00,6.08,4.91,5.35,Toulouse,Airparif,2024-12-25 00:00:00
2024-08-26 00:00:00,1.87,6.93,5.84,Marseille,Météo-France,2024-07-19 00:00:00
