col_mois,col_numero_mois,col_semaine,col_ville,col_region,col_type_route,col_jour_type,col_classement_bison,col_densite_trafic_percent,col_trafic_vehicules_jour,col_direction,col_periode,col_source,col_latitude,col_longitude,col_saison,col_recommandation_circulation,col_date,col_nom_ferie,col_type_ferie,col_est_pont,col_jour_semaine,col_variation_vs_jour_normal,col_type_jour_vacances,col_periode_vacances,col_zone_scolaire,col_trafic_moyen_journalier,col_variation_vs_moyenne,col_heure_pointe_matin,col_heure_pointe_soir,col_duree_heures_pointe,col_vitesse_moyenne_kmh,col_congestion_moyenne,col_est_jour_ouvre,col_est_weekend,col_est_ferie,col_periode_type
6.25,6.73,8.1,Lille,Grand Est,3.39,1.61,1.42,187413,5.29,7.1,1.28,Météo-France,49.08558,-0.189472,5.93,49.08558,2024-06-28 00:00:00,NON,OUI,2.63,8.76,6.88,1,OUI,5.99,6.24,4.7,5.41,7.15,6.71,80,8.75,6.61,0,NON,7.28
1.37,7.71,8.34,Nantes,Nouvelle-Aquitaine,6.81,8.22,7.99,197630,5.65,7.84,5.61,Météo-France,46.870381,3.283896,7.73,46.870381,2024-08-16 00:00:00,OUI,1,4.87,2.19,4.86,1,0,2.35,5.9,1.23,5.51,6.2,5.1,45,4.43,5.68,NON,1,2.24
3.37,7.94,8.45,Toulouse,Normandie,5.76,7.14,1.89,197634,8.64,3.38,7.0,Data.gouv.fr,47.353957,3.617109,3.99,47.353957,2024-10-18 00:00:00,1,NON,8.2,3.24,4.26,1,0,3.5,3.14,2.3,5.04,3.19,7.78,80,8.11,6.03,0,NON,6.04
6.41,6.47,4.01,Strasbourg,Nouvelle-Aquitaine,6.6,3.27,1.58,42772,5.76,6.62,7.29,Météo-France,49.055358,3.054244,2.29,49.055358,2024-11-02 00:00:00,OUI,NON,3.71,3.12,8.65,0,OUI,4.21,8.09,5.71,2.38,1.59,3.69,70,5.79,5.9,0,OUI,5.01
6.46,7.96,5.65,Marseille,Nouvelle-Aquitaine,6.46,3.03,3.81,84241,6.84,1.69,6.73,Météo-France,45.608105,2.975733,5.55,45.608105,2024-03-25 00:00:00,OUI,OUI,2.25,1.91,2.17,NON,0,5.63,6.71,4.55,8.76,4.24,6.56,110,3.04,7.75,OUI,1,8.67
2.78,8.64,5.01,Toulouse,Bretagne,6.26,6.88,4.88,48630,4.51,8.73,5.43,RATP_Open_Data_2024,48.491861,3.85409,8.12,48.491861,2024-06-19 00:00:00,OUI,NON,8.68,6.72,7.61,OUI,1,6.15,4.56,5.33,5.37,4.15,8.0,130,6.72,8.62,NON,1,5.72
6.36,4.56,4.09,Montpellier,Occitanie,6.01,7.0,6.36,99008,2.68,2.54,2.06,Météo-France,45.378668,4.682786,1.72,45.378668,2024-08-16 00:00:00,1,NON,1.97,3.54,6.48,OUI,NON,1.93,4.86,5.71,1.84,8.11,2.46,130,6.55,5.36,NON,1,4.23
3.68,6.49,5.06,Montpellier,Normandie,7.62,7.61,6.56,82210,1.26,3.13,2.13,Data.gouv.fr,52.087237,6.193924,3.46,52.087237,2024-09-17 00:00:00,0,1,6.2,3.79,2.9,OUI,1,7.23,2.4,5.5,8.2,4.33,8.43,70,1.71,5.57,NON,OUI,7.65
2.0,2.62,6.85,Montpellier,Grand Est,7.12,6.46,1.33,58367,2.32,6.16,7.37,Météo-France,45.134617,0.547798,5.85,45.134617,2024-11-13 00:00:00,NON,NON,8.34,3.93,7.66,0,0,2.55,4.11,6.07,2.39,3.26,6.3,110,5.4,1.78,NON,OUI,5.26
4.32,6.9,7.99,Strasbourg,Bretagne,5.34,7.86,1.83,15612,4.57,2.49,1.82,Airparif,51.014721,2.981628,3.57,51.014721,2024-07-01 00:00:00,OUI,NON,3.35,3.33,8.43,OUI,NON,3.2,6.03,2.27,3.04,6.91,6.95,70,3.16,8.39,NON,NON,7.82
5.49,5.01,5.7,Montpellier,Occitanie,1.97,8.13,2.28,183338,6.93,6.73,7.98,Airparif,46.242501,4.809093,6.84,46.242501,2024-04-17 00:00:00,OUI,OUI,7.91,2.48,7.45,NON,NON,3.04,8.44,8.15,7.42,6.07,3.03,30,7.27,5.23,NON,NON,7.34
5.55,7.59,5.25,Toulouse,Normandie,2.25,8.73,1.46,19700,6.26,2.03,4.69,Météo-France,50.543415,0.409933,6.05,50.543415,2024-04-23 00:00:00,0,NON,7.6,5.76,8.75,1,OUI,5.88,4.71,4.54,2.98,6.89,6.7,110,1.37,4.81,0,NON,8.44
2.89,7.55,2.74,Marseille,Normandie,3.54,1.3,3.81,146669,3.12,6.87,1.21,RATP_Open_Data_2024,48.435383,4.77631,8.46,48.435383,2024-12-18 00:00:00,1,OUI,6.5,6.06,8.15,0,0,5.74,6.56,5.09,5.41,6.42,5.48,70,6.84,6.22,1,NON,4.43
4.64,5.07,1.37,Montpellier,Provence-Alpes-Côte d'Azur,1.7,5.77,7.94,103071,3.77,6.85,7.93,Airparif,51.036547,3.07033,1.92,51.036547,2024-07-28 00:00:00,NON,1,2.48,6.47,4.29,NON,NON,5.0,6.82,5.89,8.66,6.26,4.41,110,1.73,6.82,0,0,5.17
1.43,7.3,4.53,Bordeaux,Grand Est,4.06,6.03,1.22,54930,8.44,6.3,3.72,Météo-France,52.537641,3.923763,3.24,52.537641,2024-07-14 00:00:00,NON,NON,3.41,2.94,8.18,NON,OUI,2.51,4.74,2.45,7.09,6.74,3.0,70,6.97,4.45,1,1,3.4
6.51,7.32,8.25,Nice,Nouvelle-Aquitaine,7.99,6.69,5.74,31660,8.55,7.29,2.16,Data.gouv.fr,48.203458,2.681277,1.46,48.203458,2024-10-28 00:00:00,1,OUI,4.36,7.69,8.18,NON,NON,6.36,6.12,8.49,5.35,7.02,4.03,130,7.46,7.55,NON,0,5.99
8.6,3.64,5.71,Bordeaux,Provence-Alpes-Côte d'Azur,5.84,8.01,5.79,193242,7.51,2.28,4.74,Airparif,51.696084,0.341979,5.04,51.696084,2024-04-18 00:00:00,1,OUI,4.96,3.05,8.37,OUI,1,4.71,6.95,3.14,5.89,3.83,1.68,70,4.75,4.14,OUI,1,8.74
6.55,5.12,8.01,Montpellier,Pays de la Loire,5.56,4.61,8.31,107464,7.23,4.91,6.5,Météo-France,46.740439,1.385278,7.31,46.740439,2024-03-04 00:00:00,OUI,NON,6.45,7.47,2.54,1,NON,1.43,2.72,3.09,6.75,4.7,5.37,80,1.63,3.54,0,0,7.8
1.37,4.26,4.94,Marseille,Île-de-France,2.8,5.05,8.65,156673,3.93,7.05,7.52,SNCF_Open_Data,51.665312,1.36964,2.81,51.665312,2024-03-31 00:00:00,1,1,3.66,7.11,4.3,0,0,4.55,6.76,2.94,3.48,1.81,7.56,130,3.3,1.21,0,NON,4.72
1.37,7.27,3.47,Toulouse,Île-de-France,8.52,3.75,2.35,149561,7.2,4.14,8.35,RATP_Open_Data_2024,47.852872,-0.251828,1.41,47.852872,2024-11-04 00:00:00,NON,NON,2.34,5.01,5.82,OUI,OUI,5.89,4.8,7.9,4.56,1.83,8.61,30,7.82,8.63,0,OUI,3.59
5.54,6.06,1.29,Montpellier,Bretagne,3.02,3.97,8.46,172775,5.73,7.47,5.07,Météo-France,45.031718,1.017729,2.74,45.031718,2024-11-13 00:00:00,OUI,0,5.97,2.29,8.07,NON,1,7.47,6.03,2.69,5.57,5.99,2.51,110,8.04,2.84,1,1,2.27
7.26,2.63,6.58,Nice,Auvergne-Rhône-Alpes,3.63,6.98,5.75,68813,5.58,5.3,6.9,Météo-France,45.98053,1.138141,4.04,45.98053,2024-08-27 00:00:00,0,0,1.84,3.2,4.76,NON,OUI,1.83,1.5,1.36,2.61,2.64,6.51,130,5.55,6.59,NON,NON,5.43
6.9,7.11,5.7,Bordeaux,Pays de la Loire,8.75,4.26,6.84,4018,2.97,7.18,3.11,SNCF_Open_Data,49.220203,4.771854,5.61,49.220203,2024-02-04 00:00:00,0,1,6.66,4.65,7.99,0,1,3.9,4.88,8.13,7.17,8.73,6.25,130,6.04,2.31,0,0,4.39
2.47,7.39,3.74,Lille,Occitanie,7.64,1.88,6.25,196799,6.14,7.28,7.08,Airparif,52.590897,5.941731,7.98,52.590897,2024-04-09 00:00:00,1,0,1.38,3.83,8.35,OUI,0,7.78,8.5,7.05,5.13,4.51,2.72,70,3.57,2.46,NON,0,7.39
1.23,2.32,7.15,Nantes,Pays de la Loire,7.68,5.99,6.7,65886,2.06,5.38,5.19,SNCF_Open_Data,51.39242,3.892639,2.76,51.39242,2024-12-10 00:00:00,NON,OUI,8.1,7.5,7.3,NON,1,1.77,1.76,2.89,2.86,5.29,6.33,50,6.23,5.69,1,0,8.73
1.59,6.51,6.12,Nice,Normandie,2.49,5.46,6.7,170700,4.41,2.6,5.14,Météo-France,51.322318,-0.739082,1.64,51.322318,2024-08-14 00:00:00,OUI,1,4.08,2.69,6.14,1,OUI,5.41,1.35,5.64,5.2,7.29,3.15,70,3.01,3.74,NON,1,5.98
5.09,2.51,3.93,Bordeaux,Grand Est,8.0,6.46,3.02,83253,3.38,7.82,1.86,RATP_Open_Data_2024,45.466186,0.17089,3.32,45.466186,2024-01-27 00:00:00,1,1,8.33,7.76,2.66,1,1,2.14,5.65,8.15,1.56,2.0,4.33,80,1.92,2.96,NON,0,8.7
3.92,5.8,6.51,Lyon,Bretagne,4.13,8.6,4.24,167554,2.71,6.94,3.57,SNCF_Open_Data,48.585005,3.969803,7.28,48.585005,2024-07-07 00:00:00,NON,OUI,1.22,5.63,3.76,NON,NON,3.44,5.53,6.69,4.77,7.94,3.11,110,6.76,6.76,NON,OUI,1.73
7.23,8.42,6.84,Paris,Provence-Alpes-Côte d'Azur,7.99,6.25,2.62,10671,3.67,4.14,7.63,Météo-France,51.060422,1.768262,4.15,51.060422,2024-03-02 00:00:00,1,NON,4.29,8.47,7.89,1,OUI,2.97,5.92,8.51,1.89,3.51,6.91,80,4.62,7.92,NON,OUI,2.77
5.4,4.9,6.55,Paris,Nouvelle-Aquitaine,6.16,6.41,5.73,27211,4.69,5.74,1.29,Airparif,45.430202,4.408594,7.61,45.430202,2024-11-09 00:00:00,0,1,7.01,8.75,5.31,OUI,0,5.76,4.51,1.63,1.32,4.14,2.4,50,5.35,1.4,1,1,3.29
8.69,7.7,2.74,Nantes,Normandie,3.63,3.04,8.35,73746,5.37,5.41,5.01,Météo-France,48.008103,0.749555,7.32,48.008103,2024-11-25 00:00:00,1,1,5.11,7.7,7.26,NON,0,7.95,2.59,5.96,1.78,3.55,8.06,80,3.23,2.58,1,NON,6.25
3.08,4.68,5.74,Toulouse,Occitanie,4.8,4.41,7.53,145358,2.92,3.35,4.12,Airparif,48.656486,4.524074,2.11,48.656486,2024-01-30 00:00:00,NON,1,6.14,7.17,8.1,0,0,8.2,5.58,2.98,1.83,4.66,2.3,80,2.63,7.79,1,NON,8.28
2.43,7.83,4.47,Paris,Provence-Alpes-Côte d'Azur,3.78,5.94,7.55,178337,6.83,4.06,3.39,SNCF_Open_Data,46.017651,3.238461,8.63,46.017651,2024-11-10 00:00:00,NON,OUI,7.1,6.93,4.91,OUI,1,8.11,1.62,5.16,5.04,5.24,3.95,50,7.84,4.74,0,OUI,6.44
5.65,6.87,5.18,Lyon,Hauts-de-France,3.68,4.5,4.02,153581,3.6,2.94,5.08,Airparif,48.23794,-0.305376,7.12,48.23794,2024-03-29 00:00:00,0,NON,4.39,1.24,3.92,1,1,4.56,8.56,8.45,2.49,5.57,4.67,70,7.84,1.39,OUI,NON,4.02
5.64,8.41,2.31,Paris,Bretagne,2.12,8.23,1.81,70962,2.68,5.5,5.11,SNCF_Open_Data,51.175801,-0.766419,5.07,51.175801,2024-07-24 00:00:00,1,OUI,5.74,8.66,1.54,OUI,1,7.19,3.53,7.02,5.35,5.87,3.57,70,2.27,2.43,0,NON,5.11
7.86,7.95,5.31,Bordeaux,Bretagne,4.86,2.37,5.97,67883,3.51,7.46,5.04,RATP_Open_Data_2024,46.406556,5.021119,8.67,46.406556,2024-10-01 00:00:00,NON,OUI,7.47,1.98,8.63,OUI,NON,8.33,6.38,8.56,2.06,8.12,3.72,110,4.9,3.85,NON,1,6.77
4.75,6.98,7.56,Toulouse,Nouvelle-Aquitaine,7.95,8.55,3.2,117135,4.62,7.88,1.48,Météo-France,47.810776,-0.691931,7.96,47.810776,2024-11-11 00:00:00,OUI,OUI,1.75,1.3,6.59,NON,OUI,4.28,6.09,5.51,1.85,5.52,4.87,80,8.06,3.47,NON,1,5.37
6.04,2.07,3.55,Paris,Pays de la Loire,3.67,5.98,2.2,189395,2.46,6.94,2.99,Airparif,50.837247,-1.326468,8.02,50.837247,2024-04-09 00:00:00,0,0,4.07,4.33,6.58,0,1,7.03,3.46,6.91,7.96,8.26,5.27,110,5.65,1.56,NON,OUI,1.66
6.63,8.78,5.46,Toulouse,Nouvelle-Aquitaine,6.01,5.19,1.99,36530,7.64,2.87,8.76,Airparif,52.480248,4.626434,2.34,52.480248,2024-04-06 00:00:00,OUI,0,5.97,2.07,5.09,NON,1,6.85,2.33,1.36,4.75,7.15,8.08,130,1.77,7.63,1,0,7.41
4.29,4.9,6.82,Toulouse,Hauts-de-France,2.79,1.6,2.74,66445,6.32,5.66,3.93,Airparif,46.671478,1.993852,1.36,46.671478,2024-05-08 00:00:00,OUI,1,4.54,1.23,2.68,1,OUI,2.84,5.34,1.96,2.8,5.82,3.96,70,4.33,3.21,1,1,2.3
5.47,2.15,6.31,Montpellier,Île-de-France,5.31,3.59,5.9,15993,7.58,3.27,1.45,Data.gouv.fr,47.076801,5.269836,3.7,47.076801,2024-03-16 00:00:00,0,1,5.84,8.28,1.23,1,1,2.41,3.02,5.39,3.21,5.53,4.09,50,6.45,5.38,1,0,4.75
2.38,6.02,5.8,Lille,Hauts-de-France,1.35,4.7,6.19,122071,1.88,4.45,8.7,Airparif,48.951623,1.64117,8.37,48.951623,2024-05-31 00:00:00,0,0,6.66,4.58,2.96,OUI,OUI,1.91,2.64,7.08,6.71,2.13,6.04,130,6.9,2.15,0,1,7.85
5.37,1.76,4.34,Paris,Grand Est,6.26,5.53,3.36,17208,7.43,2.39,8.39,Airparif,45.707907,4.591265,3.34,45.707907,2024-01-05 00:00:00,0,NON,8.52,2.37,2.56,OUI,0,6.48,1.43,2.87,6.18,3.03,4.81,130,1.92,6.51,OUI,1,5.1
7.46,2.95,3.45,Lille,Hauts-de-France,4.6,6.69,3.02,23483,8.57,5.03,6.97,Météo-France,48.333203,1.553749,4.1,48.333203,2024-10-17 00:00:00,0,OUI,7.58,8.44,5.81,OUI,OUI,7.71,2.31,2.55,5.32,4.28,3.24,45,1.74,5.69,1,1,1.71
3.32,2.76,5.62,Bordeaux,Hauts-de-France,7.89,8.48,6.03,191383,5.99,8.36,3.17,Airparif,47.437534,0.423791,6.71,47.437534,2024-08-30 00:00:00,1,OUI,5.21,6.64,7.58,1,1,7.88,5.76,6.46,6.19,6.81,1.31,130,1.5,6.11,0,0,4.47
6.82,6.02,1.44,Lyon,Bretagne,7.45,8.1,7.48,20986,7.83,8.66,7.26,Météo-France,51.501325,0.383507,4.27,51.501325,2024-10-09 00:00:00,1,0,3.23,6.88,5.99,NON,0,8.79,8.67,7.61,4.87,7.02,1.87,70,1.37,4.85,OUI,NON,2.6
7.71,1.55,4.93,Montpellier,Provence-Alpes-Côte d'Azur,7.67,6.79,2.84,91602,7.29,4.84,8.6,Data.gouv.fr,45.426528,-1.596893,7.08,45.426528,2024-09-30 00:00:00,NON,NON,2.26,8.59,3.45,0,NON,3.49,3.8,2.88,8.08,8.21,7.97,70,5.77,1.57,NON,OUI,3.23
8.05,6.63,7.55,Montpellier,Île-de-France,3.4,5.86,4.98,18526,7.98,7.56,7.3,Data.gouv.fr,46.507683,0.023998,5.49,46.507683,2024-01-21 00:00:00,0,1,7.32,5.44,3.05,NON,NON,1.4,3.34,3.26,3.94,2.85,3.25,45,7.97,4.0,1,NON,5.98
8.51,4.37,7.91,Paris,Île-de-France,2.25,4.82,2.07,145613,5.63,2.82,2.92,RATP_Open_Data_2024,44.862472,-1.159097,4.79,44.862472,2024-08-17 00:00:00,1,OUI,3.79,6.31,7.87,0,OUI,7.28,5.08,3.84,8.47,8.36,7.21,45,2.11,1.28,OUI,NON,6.57
5.8,2.29,4.49,Montpellier,Île-de-France,2.06,3.91,3.44,189378,8.45,4.43,1.52,RATP_Open_Data_2024,51.269725,3.000694,4.06,51.269725,2024-05-25 00:00:00,OUI,NON,3.87,5.9,6.39,1,OUI,3.87,2.84,2.77,5.4,2.97,1.36,80,2.07,6.61,1,NON,5.04
7.73,4.23,5.95,Toulouse,Nouvelle-Aquitaine,8.64,6.63,8.73,13222,4.37,1.7,7.37,RATP_Open_Data_2024,45.595917,3.498297,6.63,45.595917,2024-04-11 00:00:00,NON,NON,1.3,3.56,8.05,1,NON,6.55,4.21,5.55,7.89,4.06,8.45,130,2.03,2.37,OUI,OUI,6.0
6.14,1.41,5.97,Montpellier,Pays de la Loire,8.09,8.27,6.69,76884,5.28,8.45,6.45,RATP_Open_Data_2024,50.417926,1.369106,5.45,50.417926,2024-07-04 00:00:00,1,NON,6.92,7.11,2.04,0,OUI,8.78,5.07,6.62,3.13,4.16,8.8,80,1.22,4.22,1,OUI,3.56
7.77,3.02,1.52,Marseille,Provence-Alpes-Côte d'Azur,5.78,6.32,3.05,168695,5.15,4.47,4.05,SNCF_Open_Data,51.682103,0.737861,7.01,51.682103,2024-06-30 00:00:00,NON,0,6.29,6.35,4.17,NON,OUI,3.36,2.26,7.28,8.17,6.31,5.08,70,8.38,7.93,0,1,7.29
3.53,6.59,7.62,Nice,Île-de-France,5.46,2.02,6.12,3258,6.89,2.54,5.98,Airparif,49.693441,-0.289557,2.36,49.693441,2024-11-09 00:00:00,1,OUI,5.12,4.15,2.95,1,OUI,7.08,6.84,1.36,8.61,2.26,1.58,110,6.39,4.89,OUI,NON,5.06
1.74,4.86,1.2,Toulouse,Auvergne-Rhône-Alpes,1.85,2.66,7.41,77518,6.57,4.17,6.33,Météo-France,48.238731,1.82383,4.37,48.238731,2024-03-13 00:00:00,0,1,4.34,7.77,7.76,OUI,OUI,7.8,7.0,7.61,8.31,1.21,7.84,50,8.35,8.68,OUI,OUI,1.7
4.43,5.99,6.15,Montpellier,Hauts-de-France,5.82,7.88,1.71,160893,6.01,5.41,3.28,Data.gouv.fr,49.133262,3.856862,7.99,49.133262,2024-09-10 00:00:00,NON,NON,8.8,5.68,7.03,0,1,5.3,6.79,3.0,1.99,5.43,5.27,70,8.08,6.38,NON,1,6.51
6.49,3.98,4.5,Nice,Occitanie,2.94,7.98,7.48,165091,7.14,5.24,4.49,Data.gouv.fr,46.266556,-1.433266,2.77,46.266556,2024-05-15 00:00:00,NON,0,1.9,1.92,3.83,1,OUI,4.63,2.03,1.57,8.79,6.35,6.25,80,5.44,7.45,OUI,OUI,3.61
3.51,1.31,5.21,Strasbourg,Grand Est,2.53,1.21,3.57,17891,8.22,8.45,5.8,Météo-France,52.848983,5.958261,1.65,52.848983,2024-05-20 00:00:00,0,0,8.21,3.58,8.68,1,OUI,3.62,4.81,5.67,2.75,7.31,5.49,70,6.58,8.25,NON,OUI,6.49
1.59,7.61,4.96,Nantes,Nouvelle-Aquitaine,2.15,3.63,4.2,28474,6.93,4.14,1.79,RATP_Open_Data_2024,50.939213,-0.323774,7.46,50.939213,2024-08-25 00:00:00,1,NON,6.87,4.53,5.85,1,1,3.29,4.19,8.53,3.67,4.1,3.18,50,2.61,3.65,0,OUI,7.53
5.27,6.24,1.66,Toulouse,Hauts-de-France,6.07,3.14,8.79,102038,1.74,2.14,7.78,Airparif,52.622474,2.256293,1.51,52.622474,2024-07-01 00:00:00,1,OUI,6.0,3.74,2.66,0,0,8.19,7.45,7.67,1.89,8.58,6.12,45,3.96,2.33,OUI,0,1.31
2.72,8.45,6.57,Montpellier,Nouvelle-Aquitaine,7.41,5.21,4.27,74693,3.9,6.44,2.25,RATP_Open_Data_2024,45.864833,4.895743,2.9,45.864833,2024-02-23 00:00:00,0,1,2.8,5.38,7.91,1,0,4.44,4.6,8.76,3.04,8.52,6.14,70,6.31,3.09,1,1,3.81
2.44,5.01,2.36,Paris,Pays de la Loire,6.69,4.23,2.21,134918,6.4,7.11,7.73,RATP_Open_Data_2024,46.645898,0.747749,6.83,46.645898,2024-08-22 00:00:00,1,OUI,3.87,7.28,2.66,OUI,OUI,4.47,3.23,6.95,5.33,2.11,6.59,30,7.66,3.88,NON,1,1.58
3.19,2.61,7.49,Nice,Occitanie,1.81,1.68,8.26,189156,7.42,6.89,7.32,Airparif,48.562423,6.231847,5.41,48.562423,2024-06-26 00:00:00,0,OUI,3.01,6.26,8.59,1,NON,5.24,7.37,7.97,8.53,6.34,2.22,70,1.48,3.96,OUI,0,4.61
7.1,7.15,5.57,Lille,Hauts-de-France,5.55,4.13,3.09,44551,8.75,4.29,3.13,SNCF_Open_Data,51.097783,5.470632,4.02,51.097783,2024-11-12 00:00:00,1,OUI,3.59,8.13,7.01,OUI,1,1.29,7.13,8.69,8.3,6.83,5.82,50,2.75,5.06,OUI,0,3.59
3.37,2.07,5.84,Lyon,Hauts-de-France,1.8,7.88,5.37,105514,4.99,3.38,4.14,RATP_Open_Data_2024,52.828615,-0.93927,7.17,52.828615,2024-01-16 00:00:00,OUI,0,1.74,3.82,6.74,OUI,1,5.63,6.33,4.15,2.1,1.62,5.84,110,2.88,5.72,0,OUI,8.05
8.28,6.84,4.57,Lyon,Hauts-de-France,8.03,5.26,5.65,94098,8.72,6.92,8.32,Airparif,51.264989,4.216443,4.94,51.264989,2024-04-17 00:00:00,0,1,6.01,2.9,7.17,NON,0,4.63,2.3,5.36,7.67,7.37,6.04,45,2.27,8.18,0,NON,7.16
6.52,7.82,4.52,Paris,Provence-Alpes-Côte d'Azur,5.09,2.91,1.24,56894,2.66,2.85,5.89,Météo-France,47.393777,6.088846,8.03,47.393777,2024-02-05 00:00:00,NON,NON,2.07,7.43,3.71,NON,NON,5.01,7.58,3.27,2.85,1.86,7.39,80,8.32,4.78,NON,0,1.44
1.87,6.75,3.53,Montpellier,Auvergne-Rhône-Alpes,1.44,5.81,3.5,8229,8.36,5.64,1.39,SNCF_Open_Data,45.220625,0.847727,2.16,45.220625,2024-10-18 00:00:00,NON,NON,7.31,3.67,2.57,1,0,8.57,6.32,2.69,3.05,5.28,1.51,30,6.11,6.51,1,0,4.21
3.51,5.78,8.79,Marseille,Grand Est,7.57,2.09,3.79,178935,4.87,8.45,1.93,RATP_Open_Data_2024,48.9936,2.322457,3.78,48.9936,2024-07-07 00:00:00,NON,NON,3.64,7.5,1.86,0,OUI,3.01,7.24,7.91,2.39,4.57,8.32,50,2.74,6.88,NON,1,3.67
3.99,7.96,3.16,Toulouse,Provence-Alpes-Côte d'Azur,2.57,5.04,1.3,105739,4.72,4.42,7.43,SNCF_Open_Data,52.189291,-0.552545,2.06,52.189291,2024-05-16 00:00:00,0,0,5.28,4.97,3.53,OUI,0,5.41,1.29,8.04,8.37,5.09,8.32,110,5.06,2.87,NON,NON,5.78
7.62,5.14,4.74,Nice,Nouvelle-Aquitaine,1.23,6.28,6.09,72266,8.5,5.37,5.67,Airparif,51.182663,-1.061302,5.79,51.182663,2024-11-20 00:00:00,NON,0,8.66,4.8,3.96,0,OUI,7.39,7.88,6.86,6.64,8.34,3.92,50,6.67,3.07,OUI,1,1.83
7.73,4.23,4.08,Montpellier,Pays de la Loire,1.88,2.6,1.77,108642,5.0,1.49,5.26,Data.gouv.fr,48.323993,2.052334,5.18,48.323993,2024-03-13 00:00:00,OUI,OUI,3.4,5.05,5.18,0,0,7.51,2.27,5.6,6.42,4.31,5.96,50,1.37,3.05,NON,0,7.61
2.65,2.14,5.37,Lille,Nouvelle-Aquitaine,5.7,5.93,4.63,48245,5.6,5.9,6.57,Météo-France,50.6108,4.371904,5.95,50.6108,2024-07-31 00:00:00,0,OUI,1.78,6.98,5.76,OUI,OUI,3.76,8.58,4.26,4.48,4.66,3.47,70,3.57,2.94,OUI,1,4.86
1.54,3.81,5.27,Paris,Provence-Alpes-Côte d'Azur,4.26,4.6,6.91,58519,8.59,8.27,3.86,Data.gouv.fr,52.669599,-0.667149,4.64,52.669599,2024-08-02 00:00:00,OUI,OUI,4.87,4.61,4.77,OUI,NON,6.2,3.48,5.9,7.65,6.31,6.04,30,1.73,1.76,OUI,0,7.03
2.48,1.95,6.35,Lille,Hauts-de-France,4.2,8.35,5.65,89371,8.28,4.07,7.26,Airparif,47.069492,3.074518,7.28,47.069492,2024-12-10 00:00:00,NON,1,2.63,4.73,3.67,OUI,OUI,3.5,3.63,3.26,3.79,2.7,2.39,80,8.23,7.75,NON,OUI,2.99
8.05,8.32,4.04,Toulouse,Pays de la Loire,1.44,6.52,7.42,28653,7.68,7.9,5.41,RATP_Open_Data_2024,50.925266,-1.057483,5.6,50.925266,2024-06-27 00:00:00,1,0,4.65,2.94,3.95,0,0,4.01,6.61,5.25,7.71,3.18,7.47,110,2.0,8.33,NON,1,6.59
4.56,8.34,7.12,Toulouse,Île-de-France,7.31,8.24,2.87,67641,5.16,1.81,2.53,RATP_Open_Data_2024,50.035355,3.609182,4.51,50.035355,2024-07-17 00:00:00,1,NON,5.49,6.45,6.77,OUI,0,7.88,1.24,6.17,8.5,6.29,7.78,80,4.84,4.68,OUI,0,7.27
1.31,8.44,6.31,Bordeaux,Provence-Alpes-Côte d'Azur,8.52,8.11,6.9,38367,5.04,1.76,2.92,Data.gouv.fr,51.272386,5.845411,4.28,51.272386,2024-06-20 00:00:00,1,0,4.1,8.38,8.23,NON,0,2.67,5.51,8.33,4.07,6.0,5.01,70,5.27,1.83,OUI,0,2.56
6.5,2.43,2.98,Lyon,Bretagne,5.15,6.88,3.95,82198,3.07,5.61,2.43,Data.gouv.fr,49.255998,4.183791,4.42,49.255998,2024-04-08 00:00:00,OUI,0,3.46,5.54,2.3,1,OUI,7.59,1.72,2.01,4.58,5.52,8.08,80,2.22,8.19,NON,NON,1.64
3.31,6.0,3.55,Strasbourg,Hauts-de-France,1.45,4.69,6.5,61214,6.81,6.12,4.87,RATP_Open_Data_2024,52.740137,-0.398268,4.83,52.740137,2024-02-14 00:00:00,1,NON,3.97,3.55,7.22,OUI,1,3.27,2.62,5.83,6.41,4.83,8.1,45,4.66,2.24,1,OUI,2.52
3.0,3.57,6.11,Toulouse,Auvergne-Rhône-Alpes,5.29,5.78,2.54,57461,6.97,3.95,5.13,Météo-France,46.756391,4.996436,3.55,46.756391,2024-06-21 00:00:00,1,0,7.62,5.85,6.72,0,NON,5.74,8.07,6.96,6.49,7.13,1.85,30,3.9,2.83,OUI,1,8.51
3.13,2.21,7.81,Marseille,Grand Est,6.37,2.05,6.34,186792,4.25,7.13,3.83,Data.gouv.fr,45.229859,4.746964,4.97,45.229859,2024-03-12 00:00:00,NON,0,1.83,8.44,3.36,NON,OUI,8.25,1.47,5.07,4.77,8.68,1.78,110,1.62,5.13,OUI,NON,8.52
3.66,4.56,1.34,Lille,Grand Est,2.37,4.93,7.01,82367,4.78,6.06,7.1,RATP_Open_Data_2024,45.287561,2.774425,5.0,45.287561,2024-05-20 00:00:00,OUI,1,2.13,6.8,6.88,0,0,4.94,1.33,1.93,1.35,7.76,2.87,130,6.52,5.19,NON,0,4.28
6.34,3.11,7.04,Lille,Bretagne,3.77,5.76,1.65,53200,8.54,3.72,6.29,SNCF_Open_Data,50.170812,3.966078,1.75,50.170812,2024-10-30 00:00:00,0,0,2.83,3.94,4.87,0,1,8.15,6.47,3.86,3.87,3.73,2.37,70,3.39,5.65,1,0,7.76
